
[00:00:00.000 --> 00:00:02.000]  平安 弟兄姊妹 平安
[00:00:02.000 --> 00:00:06.000]  你能不能相信
[00:00:06.000 --> 00:00:08.000]  這一轉眼
[00:00:08.000 --> 00:00:10.000]  十月了
[00:00:10.000 --> 00:00:12.000]  而且一夕成秋
[00:00:12.000 --> 00:00:14.000]  落葉滿地
[00:00:14.000 --> 00:00:16.000]  落葉紛飛
[00:00:16.000 --> 00:00:18.000]  而且我們西雅圖
[00:00:18.000 --> 00:00:20.000]  舉世聞名的雨季
[00:00:20.000 --> 00:00:22.000]  已經就怎麼樣
[00:00:22.000 --> 00:00:24.000]  悄悄的來到了
[00:00:24.000 --> 00:00:26.000]  悄悄的來到了
[00:00:26.000 --> 00:00:28.000]  這一周早上
[00:00:28.000 --> 00:00:30.000]  不到七點十五分天
[00:00:30.000 --> 00:00:32.000]  不會亮的
[00:00:32.000 --> 00:00:34.000]  然後上個禮拜五的氣溫
[00:00:34.000 --> 00:00:36.000]  已經降到三十幾度
[00:00:36.000 --> 00:00:38.000]  所以弟兄姊妹身體要注意
[00:00:38.000 --> 00:00:40.000]  要小心 穿衣服早上
[00:00:40.000 --> 00:00:42.000]  不然就像喬喬一樣
[00:00:42.000 --> 00:00:44.000]  感冒了
[00:00:44.000 --> 00:00:46.000]  感謝主
[00:00:46.000 --> 00:00:52.000]  你能夠想像在這麼短短的時間裡面
[00:00:52.000 --> 00:00:54.000]  剛才我們楓弟兄說
[00:00:54.000 --> 00:00:56.000]  他天天都很喜樂
[00:00:56.000 --> 00:00:58.000]  他過的是風平浪靜
[00:00:58.000 --> 00:01:00.000]  但是我們有的人
[00:01:00.000 --> 00:01:02.000]  其實在這段時間裡面
[00:01:02.000 --> 00:01:04.000]  過的是驚濤駭浪
[00:01:04.000 --> 00:01:06.000]  是一生都難忘的日子
[00:01:06.000 --> 00:01:08.000]  是一生都難忘的日子
[00:01:08.000 --> 00:01:10.000]  所以
[00:01:10.000 --> 00:01:12.000]  不管你肯不肯
[00:01:12.000 --> 00:01:14.000]  時間的腳步是不會停的
[00:01:14.000 --> 00:01:16.000]  它是一直
[00:01:16.000 --> 00:01:18.000]  在往前走
[00:01:18.000 --> 00:01:20.000]  所以
[00:01:20.000 --> 00:01:22.000]  大家真的要多珍惜
[00:01:22.000 --> 00:01:24.000]  那我這禮拜呢
[00:01:24.000 --> 00:01:26.000]  我站在教會裡面
[00:01:26.000 --> 00:01:28.000]  我就覺得這一草一畝
[00:01:28.000 --> 00:01:30.000]  這一桌一椅
[00:01:30.000 --> 00:01:32.000]  都是神賞賜的
[00:01:32.000 --> 00:01:34.000]  那時候我們買的時候
[00:01:34.000 --> 00:01:36.000]  跟著一起來的
[00:01:36.000 --> 00:01:38.000]  你知道我們的教會
[00:01:38.000 --> 00:01:40.000]  這個年底十二月
[00:01:40.000 --> 00:01:42.000]  我們的貸款就付清了
[00:01:42.000 --> 00:01:44.000]  Hallelujah
[00:01:44.000 --> 00:01:46.000]  這是很大的恩典
[00:01:46.000 --> 00:01:48.000]  所以
[00:01:48.000 --> 00:01:50.000]  你能夠想像到
[00:01:50.000 --> 00:01:52.000]  這麼大的恩典
[00:01:52.000 --> 00:01:54.000]  通常
[00:01:54.000 --> 00:01:56.000]  都疏忽了
[00:01:56.000 --> 00:01:58.000]  我們看不見
[00:01:58.000 --> 00:02:00.000]  我們常常在我們的生命中看不見恩典
[00:02:00.000 --> 00:02:02.000]  我們抓住的
[00:02:02.000 --> 00:02:04.000]  都是一些過不去的事情
[00:02:04.000 --> 00:02:06.000]  那你們還記得上個月
[00:02:06.000 --> 00:02:08.000]  我跟你們分享說
[00:02:08.000 --> 00:02:10.000]  最近因為我的頭腦
[00:02:10.000 --> 00:02:12.000]  不好
[00:02:12.000 --> 00:02:14.000]  所以常常忘事
[00:02:14.000 --> 00:02:16.000]  所以
[00:02:16.000 --> 00:02:18.000]  有很多的災難發生
[00:02:18.000 --> 00:02:20.000]  但是很絕的就是
[00:02:20.000 --> 00:02:22.000]  當我在為
[00:02:22.000 --> 00:02:24.000]  主日的獎章預備的時候
[00:02:24.000 --> 00:02:26.000]  在禱告的時候
[00:02:26.000 --> 00:02:28.000]  我收到一個我好朋友寄給我的東西
[00:02:28.000 --> 00:02:30.000]  那他寄給我這個信息
[00:02:30.000 --> 00:02:32.000]  在講什麼
[00:02:32.000 --> 00:02:34.000]  他講說在法國巴黎的一個醫院裡面
[00:02:34.000 --> 00:02:36.000]  那他有一個叫做
[00:02:36.000 --> 00:02:38.000]  Memory and Alzheimer
[00:02:38.000 --> 00:02:40.000]  的一個部門
[00:02:40.000 --> 00:02:42.000]  他這個研究所
[00:02:42.000 --> 00:02:44.000]  那裡面有一個
[00:02:44.000 --> 00:02:46.000]  Dr. Bruno
[00:02:46.000 --> 00:02:48.000]  Bernal
[00:02:48.000 --> 00:02:50.000]  Dr. Bruno Bernal
[00:02:50.000 --> 00:02:52.000]  他寫了一本書
[00:02:52.000 --> 00:02:54.000]  他寫了一本書
[00:02:54.000 --> 00:02:56.000]  他寫了一本書叫做
[00:02:56.000 --> 00:02:58.000]  病感失認證
[00:02:58.000 --> 00:03:00.000]  病感失認證
[00:03:00.000 --> 00:03:02.000]  失認證就是在講
[00:03:02.000 --> 00:03:04.000]  暫時的健忘
[00:03:04.000 --> 00:03:06.000]  暫時的忘記事情
[00:03:06.000 --> 00:03:08.000]  而且Dr. Bruno
[00:03:08.000 --> 00:03:10.000]  他用一個很輕鬆的口氣
[00:03:10.000 --> 00:03:12.000]  然後
[00:03:12.000 --> 00:03:14.000]  在告訴我們
[00:03:14.000 --> 00:03:16.000]  談論這件暫時的
[00:03:16.000 --> 00:03:18.000]  失憶症
[00:03:18.000 --> 00:03:20.000]  那他說如果有的人
[00:03:20.000 --> 00:03:22.000]  意識到他自己的記憶
[00:03:22.000 --> 00:03:24.000]  有問題
[00:03:24.000 --> 00:03:26.000]  那你就沒有Alzheimer
[00:03:26.000 --> 00:03:28.000]  比方說
[00:03:28.000 --> 00:03:30.000]  我常常對著我們家Jordan
[00:03:30.000 --> 00:03:32.000]  叫Richard
[00:03:32.000 --> 00:03:34.000]  因為Richard是我的兒子
[00:03:34.000 --> 00:03:36.000]  Jordan是孫子
[00:03:36.000 --> 00:03:38.000]  所以常常這樣亂叫
[00:03:38.000 --> 00:03:40.000]  然後我也常常的忘記
[00:03:40.000 --> 00:03:42.000]  把東西放在哪裡
[00:03:42.000 --> 00:03:44.000]  就忘記了
[00:03:44.000 --> 00:03:46.000]  所以
[00:03:46.000 --> 00:03:48.000]  其實
[00:03:48.000 --> 00:03:50.000]  不是只有60歲以上的人
[00:03:50.000 --> 00:03:52.000]  我覺得我們現在的人
[00:03:52.000 --> 00:03:54.000]  很多都是常常在
[00:03:54.000 --> 00:03:56.000]  看到自己記憶力不夠
[00:03:56.000 --> 00:03:58.000]  那
[00:03:58.000 --> 00:04:00.000]  其實呢
[00:04:00.000 --> 00:04:02.000]  信息,這些信息都還在我們的腦子裡面
[00:04:02.000 --> 00:04:04.000]  只是我們缺乏處理器
[00:04:04.000 --> 00:04:06.000]  所以我們常常就會
[00:04:06.000 --> 00:04:08.000]  忘事情
[00:04:08.000 --> 00:04:10.000]  所以這是病感失認證
[00:04:10.000 --> 00:04:12.000]  暫時性的遺忘
[00:04:12.000 --> 00:04:14.000]  一個特徵
[00:04:14.000 --> 00:04:16.000]  所以他就講到
[00:04:16.000 --> 00:04:18.000]  他說
[00:04:18.000 --> 00:04:20.000]  大多數的人都會有這樣的困難
[00:04:20.000 --> 00:04:22.000]  那這不是一種
[00:04:22.000 --> 00:04:24.000]  病,這只是一種
[00:04:24.000 --> 00:04:26.000]  因為歲月流逝
[00:04:26.000 --> 00:04:28.000]  所以我們常常
[00:04:28.000 --> 00:04:30.000]  對我們這種稍微年紀大一點的人
[00:04:30.000 --> 00:04:32.000]  就會,這是我們的特徵
[00:04:32.000 --> 00:04:34.000]  我們常常就會發生這些事情
[00:04:34.000 --> 00:04:36.000]  所以不是一個很
[00:04:36.000 --> 00:04:38.000]  嚴重的問題
[00:04:38.000 --> 00:04:40.000]  那
[00:04:40.000 --> 00:04:42.000]  他用了三個
[00:04:42.000 --> 00:04:44.000]  這些篇文章
[00:04:44.000 --> 00:04:46.000]  等一下主日聚會以後
[00:04:46.000 --> 00:04:48.000]  我會發給大家
[00:04:48.000 --> 00:04:50.000]  他用了三個題目
[00:04:50.000 --> 00:04:52.000]  他說你如果測驗超過
[00:04:52.000 --> 00:04:54.000]  你這三個題目你都能夠
[00:04:54.000 --> 00:04:56.000]  做出來的話,你就不必擔心
[00:04:56.000 --> 00:04:58.000]  你就可以取消你的
