
[00:00:00.000 --> 00:00:04.240]  弟兄姊妹們,我想問各位有多少人
[00:00:04.240 --> 00:00:08.840]  曾經向過你的配偶做過一些承諾的?
[00:00:08.840 --> 00:00:10.360]  好不好舉手?
[00:00:10.360 --> 00:00:16.560]  曾經做過任何承諾,向你的配偶做過承諾的,舉手,好嗎?
[00:00:16.560 --> 00:00:21.640]  有承諾的,那我看除非你還沒有結婚。
[00:00:21.640 --> 00:00:24.360]  否則你一定有承諾的,是不是?
[00:00:24.360 --> 00:00:26.120]  同不同意啊?
[00:00:26.120 --> 00:00:31.080]  第二,有誰向你的孩子做過承諾的,好不好舉手?
[00:00:31.080 --> 00:00:36.120]  第三,多少人曾經向你的父母做過承諾的,舉手。
[00:00:36.120 --> 00:00:39.560]  有多少人向,我看啊,
[00:00:39.560 --> 00:00:46.520]  向你的僱員,要是你是老闆的時候做過承諾的,都請你舉手。
[00:00:46.520 --> 00:00:52.360]  你做僱員呢,有多少人向你的老闆做過承諾的,也請你舉手。
[00:00:52.360 --> 00:01:01.040]  租客,你租住一個地方,向你的業主做過承諾的,舉手,好嗎?
[00:01:01.040 --> 00:01:09.560]  好,業主向租客做過承諾的,也請你舉手,好嗎?
[00:01:09.560 --> 00:01:14.840]  不是很多業主啊,我們當中,但是都有承諾。
[00:01:14.840 --> 00:01:19.760]  守諾是非常重要的。
[00:01:19.760 --> 00:01:24.480]  我們看見在過去,無數的婚姻的破裂,
[00:01:24.480 --> 00:01:31.320]  就是因爲其中一方面,沒有守住他的承諾,失去那種誠信。
[00:01:31.320 --> 00:01:39.600]  這個失去誠信,可能是行爲上發展了第三者的關係。
[00:01:39.600 --> 00:01:45.760]  第二個方面呢,在言語上很多的謊言出現,
[00:01:45.760 --> 00:01:54.120]  令到對方越來越不信任這個人,最終導致的就是婚姻的破裂。
[00:01:54.120 --> 00:02:01.360]  第二個方面,我們看見不同國家的政府,
[00:02:01.360 --> 00:02:08.000]  爲什麼經過一段的時間,又換一換,過了一段的時間,又換一換。
[00:02:08.000 --> 00:02:12.280]  無論你是什麼制度的一個國家,
[00:02:12.280 --> 00:02:19.840]  民主的也好,君主的也好,獨裁的也好,不獨裁的也好,
[00:02:19.840 --> 00:02:24.920]  沒有一個國家是長久由同一個政權來掌政的。
[00:02:24.920 --> 00:02:29.240]  原因在哪裏?也是誠信的問題。
[00:02:29.240 --> 00:02:35.520]  當我們看見一個政府,向他的百姓做出的承諾沒有兌現的時間,
[00:02:35.520 --> 00:02:41.000]  這個國家的人,不會讓他繼續執政下去的。
[00:02:41.000 --> 00:02:43.240]  一定會發生一些的變化。
[00:02:43.240 --> 00:02:46.840]  連今天的美國,各位都可以看得到,一樣,
[00:02:46.840 --> 00:02:52.000]  久不久就換一換,久不久就換一換,每一個不同的政權都是一樣。
[00:02:52.000 --> 00:02:56.160]  我們對着我們國家的主席來的承諾,
[00:02:56.160 --> 00:03:04.200]  凡是對人民好的,幸福的東西,都是我們努力的對象,
[00:03:04.200 --> 00:03:06.720]  都是我們努力的目標。
[00:03:06.720 --> 00:03:12.600]  我們爲了這一個,我們心中非常欣慰、感恩。
[00:03:12.600 --> 00:03:18.480]  但是另外一方面,也請各位真的好好爲這個政府來的禱告。
[00:03:18.480 --> 00:03:19.760]  我們願望是什麼呢?
[00:03:19.760 --> 00:03:23.920]  就是我們有了這個許樂,也繼續有這個行動,
[00:03:23.920 --> 00:03:30.000]  來的去執手,實現我們這個承諾。
[00:03:30.000 --> 00:03:35.440]  唯有這樣子,我們就看着這個國家穩定,能夠和諧下去。
[00:03:35.440 --> 00:03:38.760]  當然,有一樣事情非常重要。
[00:03:38.760 --> 00:03:45.360]  任何的國家,要是我們的奸機不是一個人的身上,
[00:03:45.360 --> 00:03:52.160]  不是一個派別、黨,或者是各樣的東西的上面,
[00:03:52.160 --> 00:03:55.520]  乃是在一個法治的基礎的上面。
[00:03:55.520 --> 00:04:03.120]  每個人都向着這一種的法治來的盡忠,來的守護。
[00:04:03.120 --> 00:04:06.840]  我們看見這個國家,一定會興旺。
[00:04:06.840 --> 00:04:12.480]  同樣,我自己記得在我結婚的時間,
[00:04:12.480 --> 00:04:18.480]  我曾經在婚禮的當中,對着我的未婚妻,
[00:04:18.480 --> 00:04:23.840]  我將要結婚了,我的妻子做出一個承諾。
[00:04:23.840 --> 00:04:28.640]  這個承諾,我用英文當時講的是,
[00:04:28.640 --> 00:04:36.320]  "My heart is locked, but the key is lost."
[00:04:36.320 --> 00:04:39.440]  你們聽得懂嗎?
[00:04:39.440 --> 00:04:46.160]  我翻譯出來,我的心被鎖住了,
[00:04:46.160 --> 00:04:50.560]  但是那個鑰匙不見了。
[00:04:50.560 --> 00:04:57.200]  我對她說,我今天跟你結婚,
[00:04:57.200 --> 00:05:00.720]  就是因爲我的心被鎖住了。
[00:05:00.720 --> 00:05:05.440]  這個鑰匙去了哪裏,它已經不見了。
[00:05:05.440 --> 00:05:09.240]  換句話說,沒有東西可以把我的心,
[00:05:09.240 --> 00:05:13.920]  再一次把這個鎖打開,因爲我已經鎖上了。
[00:05:13.920 --> 00:05:16.080]  那我想不到的是什麼呢?
[00:05:16.080 --> 00:05:20.520]  我當時在這個妻子,在過了這個婚禮的時候,
[00:05:20.520 --> 00:05:27.840]  她也對我說,"My heart is also locked, and the key is lost forever."
[00:05:27.840 --> 00:05:31.960]  她也對我講了同樣的話,我的心也是被鎖住了,
[00:05:31.960 --> 00:05:36.200]  但那個鑰匙已經失去,是永遠失去。
[00:05:36.200 --> 00:05:45.760]  換句話說,我們的承諾是一生一世來維生給對方。
[00:05:45.760 --> 00:05:52.120]  這個承諾對我有非常大的幫助。
[00:05:52.120 --> 00:05:57.120]  也知道,我清清楚楚地知道,我的婚姻是一生一世,
[00:05:57.120 --> 00:06:02.520]  一男一女,一夫一妻,是不能夠改變的東西。
[00:06:02.520 --> 00:06:07.280]  這個也是導致了我的家,我的孩子有種安全感,
[00:06:07.280 --> 00:06:13.520]  我的家有種穩定和諧安全感,一個最重要的原因。
[00:06:13.520 --> 00:06:17.640]  有一個賣承諾的代理公司,
[00:06:17.640 --> 00:06:21.160]  因爲一百週年的紀念,出了一個廣告。
[00:06:21.160 --> 00:06:22.880]  這個廣告是什麼呢?
[00:06:22.880 --> 00:06:27.880]  你買我們的承諾,你們就可以用一生一世。
[00:06:27.880 --> 00:06:32.120]  因爲當你買了以後,每十年,要是你舊了以後,
[00:06:32.120 --> 00:06:36.520]  你就可以免費來更換,換新的,
[00:06:36.520 --> 00:06:41.360]  隨便你選哪一種的承諾都可以。
[00:06:41.360 --> 00:06:46.680]  只要是同價錢的,就可以免費給你們。
[00:06:46.680 --> 00:06:53.280]  有一對夫婦,九年多前,就買了一張這樣的承諾。
[00:06:53.280 --> 00:06:57.400]  但這個承諾買了以後,九年多了,快到十一年了,
[00:06:57.400 --> 00:07:00.560]  他就打電話給這個公司,就去到那個地方。
[00:07:00.560 --> 00:07:03.840]  那我下個禮拜呢,我就到十一年,
[00:07:03.840 --> 00:07:11.200]  我就希望能夠來這個地方,來選一張新的,來換。
[00:07:11.200 --> 00:07:15.040]  那個公司對他說,對不起,
[00:07:15.040 --> 00:07:20.720]  舊的那個公司已經關門了。
[00:07:20.720 --> 00:07:25.320]  所以現在我們的公司呢,不是舊的那間,是新的。
[00:07:25.320 --> 00:07:28.520]  因爲他們已經破產了,沒有辦法,
[00:07:28.520 --> 00:07:34.520]  我不能夠承擔他們給的承諾,所以沒有辦法了。
[00:07:34.520 --> 00:07:37.800]  結果呢,這對夫婦氣得要命,
[00:07:37.800 --> 00:07:41.760]  爲什麼你們那個公司的名字還是這個?他說,
[00:07:41.760 --> 00:07:45.440]  原因很簡單,因爲他把這個也賣給我們了,
[00:07:45.440 --> 00:07:49.560]  所以呢,我們就買了他們這個公司,繼續做生意,
[00:07:49.560 --> 00:07:55.160]  但是我們不保障他的承諾,我們要繼續下去的。
[00:07:55.160 --> 00:07:58.680]  這個事情本身,後來換來呢,就是公司,
[00:07:58.680 --> 00:08:01.960]  在公司的方面呢,這個官司,
[00:08:01.960 --> 00:08:04.440]  官司的方面呢,去打上去的時間,
[00:08:04.440 --> 00:08:08.160]  後來發現,他們已經完全換了班了。
[00:08:08.160 --> 00:08:10.600]  這個公司的董事已經不一樣了,
[00:08:10.600 --> 00:08:12.440]  各方面的東西已經不一樣了,
[00:08:12.440 --> 00:08:14.880]  而且這個賣公司那個條款,
[00:08:14.880 --> 00:08:20.880]  也非常清楚地講到,任何債務他們不會負責的,就是這樣。
[00:08:20.880 --> 00:08:23.680]  我們看的這個呢,已經算是非常好的,
[00:08:23.680 --> 00:08:26.040]  因爲他都有清楚一個叫破產,
[00:08:26.040 --> 00:08:29.080]  但今天無數的公司還沒有破產,
[00:08:29.080 --> 00:08:33.600]  但他們已經不守諾言,有試過嗎?
[00:08:33.600 --> 00:08:35.000]  非常多。
[00:08:35.000 --> 00:08:40.440]  今天我們就來看看,我們的神又怎麼樣呢?
[00:08:40.440 --> 00:08:44.040]  我們的神又怎麼樣呢?
[00:08:44.040 --> 00:08:49.920]  我自從偷渡出來,經過七年跟基督徒的辯論,
[00:08:49.920 --> 00:08:52.880]  無數的問題問過,
[00:08:52.880 --> 00:08:59.120]  我最終從一個無神論、唯物論、進化論的一個人改變過來,
[00:08:59.120 --> 00:09:01.400]  相信了耶穌基督。
[00:09:01.400 --> 00:09:05.160]  爲什麼我會相信主耶穌?
[00:09:05.160 --> 00:09:08.240]  今天,給各位來看看,
[00:09:08.240 --> 00:09:12.560]  這一段聖經都給了一些答案給我們。
[00:09:12.560 --> 00:09:20.680]  希伯來書的六章第四到二十節,
[00:09:20.680 --> 00:09:24.480]  這一段聖經可以說在救恩論的方面來講,
[00:09:24.480 --> 00:09:28.320]  是非常負爭論的一段經文,
[00:09:28.320 --> 00:09:31.920]  因爲不少的人感覺到這一段經文講的,
[00:09:31.920 --> 00:09:34.920]  就是一個人得救了以後,
[00:09:34.920 --> 00:09:37.400]  不一定是永遠得救的,
[00:09:37.400 --> 00:09:41.280]  他的救恩是可以失去的。
[00:09:41.280 --> 00:09:42.640]  原因在哪裏呢?
