
[00:00:00.000 --> 00:00:02.000]  領姐妹平安
[00:00:02.000 --> 00:00:05.000]  見到很多很久沒見的面孔
[00:00:05.000 --> 00:00:07.000]  很感恩
[00:00:07.000 --> 00:00:09.000]  今年四月
[00:00:09.000 --> 00:00:14.000]  韓國有一套電影上映
[00:00:14.000 --> 00:00:17.000]  名稱叫《夢想代表隊》
[00:00:17.000 --> 00:00:19.000]  講述足球
[00:00:19.000 --> 00:00:21.000]  有一句說話
[00:00:21.000 --> 00:00:24.000]  可以讀給大家聽
[00:00:24.000 --> 00:00:28.000]  它說人生如果沒有夢想
[00:00:28.000 --> 00:00:31.000]  不如躺平當鹹魚
[00:00:31.000 --> 00:00:34.000]  很熟悉吧
[00:00:34.000 --> 00:00:38.000]  做人如果沒有夢想
[00:00:38.000 --> 00:00:40.000]  就會變成鹹魚
[00:00:40.000 --> 00:00:42.000]  如果鹹魚就是什麼
[00:00:42.000 --> 00:00:45.000]  就是對人無益
[00:00:45.000 --> 00:00:47.000]  不過
[00:00:47.000 --> 00:00:50.000]  是不是夢想就可以無敵呢
[00:00:50.000 --> 00:00:53.000]  當人只有自己的夢想
[00:00:53.000 --> 00:00:56.000]  可以什麼都可以亂來
[00:00:56.000 --> 00:00:58.000]  所以聖經說
[00:00:58.000 --> 00:01:00.000]  沒有異象
[00:01:00.000 --> 00:01:03.000]  民就放肆
[00:01:03.000 --> 00:01:05.000]  如果只有夢想
[00:01:05.000 --> 00:01:08.000]  而沒有從上帝或從上而來的異象
[00:01:08.000 --> 00:01:10.000]  人的夢想
[00:01:10.000 --> 00:01:13.000]  就好像一個沒有異象的民一樣
[00:01:13.000 --> 00:01:15.000]  只會無法紀
[00:01:15.000 --> 00:01:17.000]  只會亂來
[00:01:17.000 --> 00:01:20.000]  可能我很夢想做某些事
[00:01:20.000 --> 00:01:23.000]  但那樣東西可能是為害世界的
[00:01:26.000 --> 00:01:28.000]  我們需要有異象
[00:01:28.000 --> 00:01:31.000]  但我們知道這個異象
[00:01:31.000 --> 00:01:33.000]  是上帝給我們的
[00:01:33.000 --> 00:01:35.000]  當有異象的時候
[00:01:35.000 --> 00:01:37.000]  我們自然會有使命感
[00:01:37.000 --> 00:01:40.000]  所以異象和使命
[00:01:40.000 --> 00:01:42.000]  通常都連在一起
[00:01:42.000 --> 00:01:44.000]  只要有異象
[00:01:44.000 --> 00:01:47.000]  我們就能夠為上帝
[00:01:47.000 --> 00:01:50.000]  做出一些轟轟烈烈的大事
[00:01:50.000 --> 00:01:52.000]  就算我多卑微
[00:01:52.000 --> 00:01:54.000]  多軟弱多無能
[00:01:54.000 --> 00:01:57.000]  只要我從上帝領受異象
[00:01:57.000 --> 00:01:59.000]  上帝就會幫助我
[00:01:59.000 --> 00:02:02.000]  去完成這個使命
[00:02:02.000 --> 00:02:06.000]  一個不信耶穌逼迫基督徒的保祿
[00:02:06.000 --> 00:02:08.000]  一隻大馬式的異象
