
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹 早晨
[00:00:02.000 --> 00:00:05.000]  這段經文有很多名字
[00:00:05.000 --> 00:00:10.000]  又污尼 又污西 污下污下
[00:00:10.000 --> 00:00:13.000]  我們真的要求神讓我們能夠明白這段經文
[00:00:13.000 --> 00:00:15.000]  我們痛心禱告
[00:00:15.000 --> 00:00:18.000]  天父求祢去使用我
[00:00:18.000 --> 00:00:20.000]  求祢一聲令去感動
[00:00:20.000 --> 00:00:23.000]  讓祢的話語發出有能力
[00:00:23.000 --> 00:00:25.000]  求祢幫助弟兄姊妹
[00:00:25.000 --> 00:00:26.000]  我們每一個聽的
[00:00:26.000 --> 00:00:30.000]  能夠在祢的話語裏面被祢更新改變
[00:00:30.000 --> 00:00:31.000]  我們仰望祢
[00:00:31.000 --> 00:00:33.000]  奉耶穌基督的聖名
[00:00:33.000 --> 00:00:34.000]  阿門
[00:00:34.000 --> 00:00:38.000]  其實最近有一件事都挺觸動我的
[00:00:38.000 --> 00:00:41.000]  就是講到新加坡
[00:00:41.000 --> 00:00:43.000]  如果講獨立教會
[00:00:43.000 --> 00:00:45.000]  最大的那間教會
[00:00:45.000 --> 00:00:49.000]  叫城市豐收教會
[00:00:49.000 --> 00:00:52.000]  它的創辦人就是康熙牧師
[00:00:52.000 --> 00:00:55.000]  他在1989年就創辦這間教會
[00:00:55.000 --> 00:00:57.000]  康熙牧師創辦的時候
[00:00:57.000 --> 00:01:01.000]  只有20個年輕人開始
[00:01:01.000 --> 00:01:02.000]  到今天
[00:01:02.000 --> 00:01:05.000]  現在每個星期有1萬7千人聚會
[00:01:05.000 --> 00:01:08.000]  有560個細胞小組
[00:01:08.000 --> 00:01:11.000]  去年我看他的年報
[00:01:11.000 --> 00:01:17.000]  2014年有8500人缺志或再缺志
[00:01:17.000 --> 00:01:18.000]  很明顯
[00:01:18.000 --> 00:01:21.000]  康熙牧師是一個很能幹的
[00:01:21.000 --> 00:01:24.000]  一個很出色的教會領袖
[00:01:24.000 --> 00:01:28.000]  原來在2007至2009年
[00:01:28.000 --> 00:01:31.000]  你看新聞可能都知道這個新聞
[00:01:31.000 --> 00:01:36.000]  康熙牧師串通教會另外5個高層
[00:01:36.000 --> 00:01:41.000]  擅自挪用教會2400萬新加坡幣
[00:01:41.000 --> 00:01:44.000]  折合港幣1億3千萬
[00:01:44.000 --> 00:01:46.000]  用來做什麼呢
