
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹 各位朋友 早晨
[00:00:02.000 --> 00:00:03.000]  早晨
[00:00:03.000 --> 00:00:04.000]  大家好嗎
[00:00:04.000 --> 00:00:05.000]  大家好
[00:00:05.000 --> 00:00:07.000]  今天是三月 三月第一個禮拜日
[00:00:07.000 --> 00:00:10.000]  對我們法師宣導會南粵有一個特別的意思
[00:00:10.000 --> 00:00:13.000]  因為今天開始 我們有兩堂的聚會
[00:00:13.000 --> 00:00:17.000]  第一堂在九點 第二堂在十一點半鐘
[00:00:17.000 --> 00:00:21.000]  還有也開始 我們新的一個主題就是
[00:00:21.000 --> 00:00:22.000]  人人喜樂事奉
[00:00:22.000 --> 00:00:25.000]  如果上個禮拜日你們來參加我們聚會的時候
[00:00:25.000 --> 00:00:28.000]  我們事工委員會和大家一起去分享
[00:00:28.000 --> 00:00:32.000]  我希望今年 弟兄姊妹一起來參加事奉是開心的
[00:00:32.000 --> 00:00:33.000]  是喜樂的
[00:00:33.000 --> 00:00:34.000]  還有是不會孤單的
[00:00:34.000 --> 00:00:36.000]  因為我們一起來事奉的
[00:00:36.000 --> 00:00:38.000]  我們希望營造整個教會
[00:00:38.000 --> 00:00:40.000]  我們一起來事奉的時候有這個氣氛
[00:00:40.000 --> 00:00:42.000]  人人事奉
[00:00:42.000 --> 00:00:45.000]  信徒都是祭司來的
[00:00:45.000 --> 00:00:46.000]  這個是我們今天這個主題
[00:00:46.000 --> 00:00:49.000]  信徒皆祭司
[00:00:49.000 --> 00:00:53.000]  祭司是一些什麼人呢
[00:00:53.000 --> 00:00:56.000]  上網提一提就是
[00:00:56.000 --> 00:01:01.000]  根據維基百貨就告訴我們 祭司
[00:01:01.000 --> 00:01:04.000]  根據不同的信仰或者神蹟的階級
[00:01:04.000 --> 00:01:06.000]  而有不同的稱呼
[00:01:06.000 --> 00:01:12.000]  就好像天主教的叫神父 司徒
[00:01:12.000 --> 00:01:15.000]  或者我們基督教叫傳道牧師
[00:01:15.000 --> 00:01:18.000]  又或者叫法師 等等
[00:01:18.000 --> 00:01:21.000]  是指他們在宗教活動或者祭祀活動裡面
[00:01:21.000 --> 00:01:25.000]  為了拜祭和崇敬所信仰的神
