
[00:00:00.000 --> 00:00:05.000]  (主席)上個禮拜呢 講完之後很開心
[00:00:05.000 --> 00:00:07.000]  因為呢 主日散會之後呢
[00:00:07.000 --> 00:00:12.000]  有兩位會友來跟我說 有關講道的內容
[00:00:12.000 --> 00:00:18.000]  表明呢 大家真的有流心聽到 所以特別開心
[00:00:18.000 --> 00:00:22.000]  並且他們對我講道有意見 有意見是好事來的
[00:00:22.000 --> 00:00:26.000]  因為呢 這個是很值得搞 鼓勵的
[00:00:26.000 --> 00:00:29.000]  因為聖經都教導我們
[00:00:29.000 --> 00:00:32.000]  保羅說 至於宣講上帝訊息
[00:00:32.000 --> 00:00:34.000]  可以由兩三個人發言
[00:00:34.000 --> 00:00:38.000]  其餘的人要小心辯測他們所說的
[00:00:38.000 --> 00:00:41.000]  你們就是其餘的人
[00:00:41.000 --> 00:00:46.000]  所以你真的要流心聽到 辯測我所講的東西
[00:00:46.000 --> 00:00:49.000]  我再講一講兩位會友向我提出的問題
[00:00:49.000 --> 00:00:52.000]  由於我上次講道的時候提到
[00:00:52.000 --> 00:00:56.000]  基督徒是不必受舊約的約束
[00:00:56.000 --> 00:01:00.000]  包括舊約裏面的道德教訓
[00:01:00.000 --> 00:01:04.000]  有一位會友的問題就是說
[00:01:04.000 --> 00:01:07.000]  他曾經聽過一位牧師說
[00:01:07.000 --> 00:01:12.000]  如果這樣講 我們不用受舊約的道德教訓約束
[00:01:12.000 --> 00:01:15.000]  如果舊約畫了一條紅線
[00:01:15.000 --> 00:01:19.000]  我們都可以照踩 照過界
[00:01:19.000 --> 00:01:22.000]  另外一位會友就問我
[00:01:22.000 --> 00:01:27.000]  如果我們不用受舊約 是不是連十誡都不用遵守呢?
[00:01:27.000 --> 00:01:33.000]  例如不可姦淫 不可殺人等等都不用遵守呢?
[00:01:33.000 --> 00:01:37.000]  或者我上星期真的沒講得很清楚
[00:01:37.000 --> 00:01:41.000]  原因是要留到今天和未來兩週
[00:01:41.000 --> 00:01:46.000]  未來兩個星期來講已不鎖書第四章至第六章的時候
[00:01:46.000 --> 00:01:54.000]  我們就會講到基督徒活在新約當中的行為準則
[00:01:54.000 --> 00:01:58.000]  不過我先簡單回答剛才提出的兩個問題
[00:01:58.000 --> 00:02:01.000]  我說基督徒不用遵守舊約
[00:02:01.000 --> 00:02:04.000]  最根本的原因就是
[00:02:04.000 --> 00:02:11.000]  納約是上帝和人建立關係的方法
[00:02:11.000 --> 00:02:18.000]  納約的雙方其實都是在約底下有權利和義務的
[00:02:18.000 --> 00:02:20.000]  在舊約當中
[00:02:20.000 --> 00:02:24.000]  上帝是揀選了以色列人救贖他們
[00:02:24.000 --> 00:02:28.000]  並且答應照顧他們 供應他們 保護他們
[00:02:28.000 --> 00:02:31.000]  這是上帝的義務
[00:02:31.000 --> 00:02:39.000]  上帝的權利就是要求以色列人按照上帝的規條來侍奉上帝
[00:02:39.000 --> 00:02:43.000]  包括在舊約當中整個祭司和獻祭的制度
[00:02:43.000 --> 00:02:47.000]  以及其他生活上的條例規則
[00:02:47.000 --> 00:02:52.000]  有些神學家建議將舊約分析切割
[00:02:52.000 --> 00:02:57.000]  將那些律例分為道德性和禮儀性
[00:02:57.000 --> 00:03:00.000]  道德性基督徒都遵守
[00:03:00.000 --> 00:03:03.000]  禮儀性就不用遵守
[00:03:03.000 --> 00:03:08.000]  但實際上從法律的觀點去看
[00:03:08.000 --> 00:03:10.000]  由於我們不是以色列人
[00:03:10.000 --> 00:03:18.000]  我們沒有權利藉著舊約和上帝建立關係
[00:03:18.000 --> 00:03:21.000]  因此我們都沒有義務遵守舊約
[00:03:21.000 --> 00:03:27.000]  舊約條例對我們沒有約束力
[00:03:27.000 --> 00:03:30.000]  我舉個例子
[00:03:30.000 --> 00:03:34.000]  我們住在澳洲的人
[00:03:34.000 --> 00:03:38.000]  就應該遵守澳洲的法例
[00:03:38.000 --> 00:03:39.000]  即使你是中國人
[00:03:39.000 --> 00:03:40.000]  從中國來的
[00:03:40.000 --> 00:03:44.000]  你都不能說我不喜歡遵守澳洲的法例
[00:03:44.000 --> 00:03:48.000]  我遵守中國的法例
[00:03:48.000 --> 00:03:50.000]  不行的
[00:03:50.000 --> 00:03:53.000]  是不可以的
[00:03:53.000 --> 00:03:57.000]  任何國籍的人只要居住在澳洲就要遵守澳洲的法例
[00:03:57.000 --> 00:04:00.000]  不必遵守原居地的法例
[00:04:00.000 --> 00:04:02.000]  我們不是以色列人
[00:04:02.000 --> 00:04:06.000]  舊約的法例不能約束我們
[00:04:06.000 --> 00:04:08.000]  舊約畫了紅線
[00:04:08.000 --> 00:04:11.000]  基督徒真的可以過界
[00:04:11.000 --> 00:04:14.000]  我舉個例子
[00:04:14.000 --> 00:04:16.000]  以安息日為例
[00:04:16.000 --> 00:04:18.000]  如果有人忘記了
[00:04:18.000 --> 00:04:19.000]  我想告訴大家
[00:04:19.000 --> 00:04:22.000]  安息日是十誡中的其中一誡
[00:04:22.000 --> 00:04:23.000]  第四誡
[00:04:23.000 --> 00:04:28.000]  你們要守安息日
[00:04:28.000 --> 00:04:31.000]  按照舊約的法例
[00:04:31.000 --> 00:04:33.000]  不守安息日的人
[00:04:33.000 --> 00:04:37.000]  在安息日工作的人
[00:04:37.000 --> 00:04:39.000]  很重刑罰的
[00:04:39.000 --> 00:04:40.000]  死刑的
[00:04:40.000 --> 00:04:43.000]  要判死刑的
[00:04:43.000 --> 00:04:48.000]  我相信絕大部分在主日來敬拜上帝的基督徒
[00:04:48.000 --> 00:04:50.000]  都犯了第四誡
[00:04:50.000 --> 00:04:52.000]  並且持續犯第四誡
[00:04:52.000 --> 00:04:56.000]  每個星期都犯第四誡
[00:04:56.000 --> 00:05:02.000]  也可以說我們真的越過了紅線
[00:05:02.000 --> 00:05:04.000]  可能問這些問題的人
[00:05:04.000 --> 00:05:08.000]  擔心基督徒不遵守舊約
[00:05:08.000 --> 00:05:10.000]  就可以自由自在
[00:05:10.000 --> 00:05:13.000]  心安理得去犯罪
[00:05:13.000 --> 00:05:15.000]  其實不是的
[00:05:15.000 --> 00:05:18.000]  新約的信徒不必遵守舊約
[00:05:18.000 --> 00:05:22.000]  確是要遵守新約的教訓
[00:05:22.000 --> 00:05:25.000]  再說一次
[00:05:25.000 --> 00:05:30.000]  新約的信徒不必遵守舊約
[00:05:30.000 --> 00:05:33.000]  但是要遵守新約的教訓
[00:05:33.000 --> 00:05:35.000]  全部都要加起來
[00:05:35.000 --> 00:05:40.000]  全部的教訓不要偷工減料
[00:05:40.000 --> 00:05:42.000]  今天和未來兩個星期
[00:05:42.000 --> 00:05:44.000]  我們請大家繼續來聚會
[00:05:44.000 --> 00:05:47.000]  就知道當我們是安心
[00:05:47.000 --> 00:05:49.000]  全心來遵守新約
[00:05:49.000 --> 00:05:50.000]  不遵守舊約
[00:05:50.000 --> 00:05:54.000]  其實是會使我們活得更加聖潔
[00:05:54.000 --> 00:05:56.000]  我們先來看今天的經文
[00:06:24.000 --> 00:06:29.000]  這個過程首先要出於上帝的揀選
[00:06:29.000 --> 00:06:32.000]  然後上帝會派人去傳福音
[00:06:32.000 --> 00:06:34.000]  讓我們聽見呼召
[00:06:34.000 --> 00:06:37.000]  或者叫做呼蒙召
[00:06:37.000 --> 00:06:41.000]  然後還要聖靈在我們心裡幫助
[00:06:41.000 --> 00:06:43.000]  幫助我們做什麼呢?
[00:06:43.000 --> 00:06:47.000]  產生信心和悔改的心
[00:06:47.000 --> 00:06:49.000]  在這個過程裡
[00:06:49.000 --> 00:06:50.000]  我們真的看到
[00:06:50.000 --> 00:06:54.000]  我們的得救完全是出於上帝的恩典
[00:06:54.000 --> 00:06:58.000]  揀選、呼召、聖靈動工
[00:06:58.000 --> 00:07:01.000]  不是我們配得的
[00:07:01.000 --> 00:07:02.000]  保羅也提到
[00:07:02.000 --> 00:07:04.000]  得救之前和得救之後
[00:07:04.000 --> 00:07:06.000]  有很重大的分別
[00:07:06.000 --> 00:07:10.000]  得救之前我們是受了三重的捆綁
[00:07:10.000 --> 00:07:13.000]  我們受世界的邪風惡俗捆綁
[00:07:13.000 --> 00:07:14.000]  受邪靈捆綁
[00:07:14.000 --> 00:07:19.000]  也受到自己的肉體的私慾捆綁
[00:07:19.000 --> 00:07:24.000]  得救就是要從這些捆綁中釋放出來
[00:07:24.000 --> 00:07:28.000]  這個才是基督徒所說的自由
[00:07:28.000 --> 00:07:31.000]  得救之前我們和上帝沒有關係
[00:07:31.000 --> 00:07:33.000]  甚至是上帝的敵人
[00:07:33.000 --> 00:07:34.000]  但是得救之後
[00:07:34.000 --> 00:07:36.000]  我們成為了上帝的兒女
[00:07:36.000 --> 00:07:38.000]  有永生的福氣
[00:07:38.000 --> 00:07:40.000]  在這個世界上活著的時候
[00:07:40.000 --> 00:07:41.000]  我們可以有喜樂
[00:07:41.000 --> 00:07:45.000]  又平安又盼望
[00:07:45.000 --> 00:07:47.000]  上帝拯救我們之後
[00:07:47.000 --> 00:07:50.000]  沒有馬上接我們回天家
[00:07:50.000 --> 00:07:54.000]  而是要我們成為世上的光和炎
[00:07:54.000 --> 00:07:57.000]  因此他建立了教會
