
[00:00:00.000 --> 00:00:04.800]  各位地心姐妹朋友們,早安!
[00:00:04.800 --> 00:00:12.360]  今天我跟各位分享的信息是:領受膠冠的祝福
[00:00:12.360 --> 00:00:16.760]  我們都知道祝福是從神來的
[00:00:16.760 --> 00:00:19.560]  那福氣真的好得不得了
[00:00:19.560 --> 00:00:21.140]  我不知道你們怎麼樣
[00:00:21.140 --> 00:00:23.940]  我自己領受了太多的祝福
[00:00:23.940 --> 00:00:26.660]  不光是我日常生活所需
[00:00:26.660 --> 00:00:29.040]  我的身體的健康、我的家人
[00:00:29.040 --> 00:00:32.700]  雖然常常會有吵架還是沒有問題的
[00:00:32.700 --> 00:00:37.760]  但是那祝福大到這些都可以視而不見
[00:00:37.760 --> 00:00:39.960]  甚至於身體的病痛
[00:00:39.960 --> 00:00:41.700]  甚至於都感覺到
[00:00:41.700 --> 00:00:44.100]  就是因為神的祝福
[00:00:44.100 --> 00:00:47.740]  讓我這一切都能夠好起來的
[00:00:47.740 --> 00:00:51.040]  今天最主要是要講到
[00:00:51.040 --> 00:00:53.640]  大衛的喪行之事
[00:00:53.640 --> 00:00:55.740]  這是怎麼回事?
[00:00:55.740 --> 00:00:57.900]  那麼特別指定要講
[00:00:57.900 --> 00:01:00.960]  就是說詩篇133篇
[00:01:00.960 --> 00:01:03.160]  弟兄和睦同居
[00:01:03.160 --> 00:01:07.240]  其實就是弟兄姐妹和睦同居
[00:01:07.240 --> 00:01:11.900]  然後喪行就帶下和睦同居
[00:01:11.900 --> 00:01:16.200]  神高麗並且交冠祝福
[00:01:16.200 --> 00:01:18.900]  給祂所選招的人
[00:01:18.900 --> 00:01:21.040]  最後我的結論是說
[00:01:21.040 --> 00:01:23.640]  神是我的產業
[00:01:23.640 --> 00:01:26.400]  是我杯中的糞
[00:01:26.400 --> 00:01:29.760]  感謝神
[00:01:29.760 --> 00:01:33.500]  剛才說詩篇120篇到134
[00:01:33.500 --> 00:01:37.100]  總共15篇是喪行之事
[00:01:37.100 --> 00:01:43.460]  原本是百姓要上西安山去朝聖
[00:01:43.460 --> 00:01:46.860]  他們一邊走一邊唱
[00:01:46.860 --> 00:01:51.640]  後來北國以色列亡了
[00:01:51.640 --> 00:01:54.860]  南國猶大國也亡了
[00:01:54.860 --> 00:01:58.060]  百姓都被擄到巴比倫、亞肅
[00:01:58.060 --> 00:02:02.160]  都被擄到波斯帝國去了
[00:02:02.160 --> 00:02:05.360]  後來有被擄之民回歸
[00:02:05.360 --> 00:02:08.100]  他們就回去朝聖
[00:02:08.100 --> 00:02:10.600]  他們就回到耶路撒冷
[00:02:10.600 --> 00:02:14.400]  他們就要上西安山去朝聖
[00:02:14.400 --> 00:02:17.760]  他們就一邊往山上走
[00:02:17.760 --> 00:02:20.460]  一邊彼此扶持
[00:02:20.460 --> 00:02:25.200]  一邊就唱喪行的詩
[00:02:25.200 --> 00:02:29.640]  喪行詩第一首就是120首詩篇的
[00:02:29.640 --> 00:02:31.240]  它一開始就說
[00:02:31.240 --> 00:02:35.100]  我在疾難中求告耶和華
[00:02:35.100 --> 00:02:37.200]  因為他們被擄了
[00:02:37.200 --> 00:02:39.000]  所以當他們走在路上的時候
[00:02:39.000 --> 00:02:40.440]  就開始唱
[00:02:40.440 --> 00:02:42.700]  我在疾難中求告耶和華
[00:02:42.700 --> 00:02:43.860]  耶和華就嘴硬我
[00:02:43.860 --> 00:02:45.360]  耶和華就讓我回來
[00:02:45.360 --> 00:02:47.640]  我就要來朝見我的神
[00:02:47.640 --> 00:02:49.760]  祂就應允我
[00:02:49.760 --> 00:02:55.440]  因為我得以被擄歸回
[00:02:55.440 --> 00:02:57.100]  他們一面走一面唱
[00:02:57.100 --> 00:02:58.700]  唱完了詩篇120
[00:02:58.700 --> 00:03:01.360]  就唱121、122
[00:03:01.360 --> 00:03:04.240]  最後快要到聖殿的時候
[00:03:04.240 --> 00:03:05.640]  他們唱的時候
[00:03:05.640 --> 00:03:07.740]  弟兄和睦同居
[00:03:07.740 --> 00:03:10.900]  是何等的善何等的美
[00:03:10.900 --> 00:03:12.500]  彼此相似
[00:03:12.500 --> 00:03:14.640]  不覺玩耳以笑
[00:03:14.640 --> 00:03:16.560]  然後到了聖殿
[00:03:16.560 --> 00:03:18.200]  就朝拜神
[00:03:18.200 --> 00:03:20.100]  就寒暄一日
[00:03:20.100 --> 00:03:21.760]  就買一個紀念品
[00:03:21.760 --> 00:03:24.200]  或者求個籤
[00:03:24.200 --> 00:03:27.540]  這個時候天色也晚了
[00:03:27.540 --> 00:03:29.540]  祭司就站起來
[00:03:29.540 --> 00:03:31.440]  就祝福祭司
[00:03:31.440 --> 00:03:32.400]  他用唱的
[00:03:32.400 --> 00:03:33.700]  他說
[00:03:33.700 --> 00:03:35.700]  耶和華的僕人
[00:03:35.700 --> 00:03:37.940]  夜間站在
[00:03:37.940 --> 00:03:40.840]  耶和華的殿中
[00:03:40.840 --> 00:03:42.560]  噠噠噠噠
[00:03:42.560 --> 00:03:43.440]  他就說
[00:03:43.440 --> 00:03:44.840]  來我們一起來唸詩篇
[00:03:44.840 --> 00:03:46.440]  134篇
[00:03:46.440 --> 00:03:48.160]  耶和華的僕人
[00:03:48.160 --> 00:03:49.660]  夜間站在
[00:03:49.660 --> 00:03:51.500]  耶和華的殿中
[00:03:51.500 --> 00:03:54.160]  你們當稱頌耶和華
[00:03:54.160 --> 00:03:57.060]  你們當向聖所舉手
[00:03:57.060 --> 00:03:58.900]  稱頌耶和華
[00:03:58.900 --> 00:04:01.360]  願造天地的耶和華
[00:04:01.360 --> 00:04:04.560]  從西安賜福給你們
[00:04:04.560 --> 00:04:05.640]  這是大祭司
[00:04:05.640 --> 00:04:07.560]  站在聖殿門口
[00:04:07.560 --> 00:04:09.160]  向這些眾群眾
[00:04:09.160 --> 00:04:10.440]  一批一批的
[00:04:10.440 --> 00:04:11.960]  來朝聖的群眾
[00:04:11.960 --> 00:04:13.540]  給他們的祝福
[00:04:13.540 --> 00:04:15.000]  他們領受了祝福
[00:04:15.000 --> 00:04:16.340]  天色也黑了
[00:04:16.340 --> 00:04:19.240]  就開始下山去了
[00:04:19.240 --> 00:04:24.040]  這是上行之事的來源
[00:04:24.040 --> 00:04:25.640]  今天我們特別要講是
[00:04:25.640 --> 00:04:28.140]  133篇
[00:04:28.140 --> 00:04:31.000]  弟兄姐妹和睦同居
[00:04:31.000 --> 00:04:32.000]  經上面只說
[00:04:32.000 --> 00:04:34.000]  弟兄和睦同居
[00:04:34.000 --> 00:04:37.940]  但是我們也可以加上姐妹
[00:04:37.940 --> 00:04:40.940]  最主要是大衛王這個詩人
[00:04:40.940 --> 00:04:43.740]  他求神紀念大衛家
[00:04:43.740 --> 00:04:46.840]  也求神能夠復興以色列
[00:04:46.840 --> 00:04:49.600]  他也盼望百姓
[00:04:49.600 --> 00:04:50.940]  就是弟兄姐妹
[00:04:50.940 --> 00:04:53.140]  能夠和睦相處
[00:04:53.140 --> 00:04:55.240]  合一的生活
[00:04:55.240 --> 00:04:59.240]  因為這才是真正的復興
[00:04:59.240 --> 00:05:02.340]  神才眷顧
[00:05:02.340 --> 00:05:04.140]  有的時候
[00:05:04.140 --> 00:05:07.000]  我看得我心都很痛
[00:05:07.000 --> 00:05:09.540]  我們人也不多
[00:05:09.540 --> 00:05:14.740]  但是那之間有一些摩擦疙瘩
[00:05:14.740 --> 00:05:17.340]  也還真不少
[00:05:17.340 --> 00:05:19.540]  我真是要求神來
[00:05:19.540 --> 00:05:23.540]  讓這些能夠彌平消除
[00:05:23.540 --> 00:05:26.340]  真的讓我們來到聖殿裡面
[00:05:26.340 --> 00:05:28.940]  真是專心仰望神
[00:05:28.940 --> 00:05:31.140]  不要看到別人這邊做不好
[00:05:31.140 --> 00:05:32.540]  那邊做不好
[00:05:32.540 --> 00:05:34.740]  專心仰望神
