
[00:00:00.000 --> 00:00:02.000]  領事會 早晨
[00:00:02.000 --> 00:00:05.000]  今日按照教會給我的題目
[00:00:05.000 --> 00:00:09.000]  以及根據聖本督的回饋
[00:00:09.000 --> 00:00:12.000]  所講到這個題目的一些相關經文
[00:00:12.000 --> 00:00:14.000]  和大家來思考
[00:00:14.000 --> 00:00:20.000]  思考之前 我想和大家來學習一件事
[00:00:20.000 --> 00:00:22.000]  最近我看到一個報道
[00:00:22.000 --> 00:00:24.000]  就是講到華福的總幹事
[00:00:24.000 --> 00:00:26.000]  曾經在我們當中都講過
[00:00:26.000 --> 00:00:28.000]  陳世音牧師
[00:00:28.000 --> 00:00:34.000]  他提到橫教會當今一個最大的挑戰是什麼呢
[00:00:34.000 --> 00:00:36.000]  不是門徒訓練士工
[00:00:36.000 --> 00:00:39.000]  乃是活出主門徒的生命
[00:00:39.000 --> 00:00:42.000]  請大家不要誤解了陳牧師的意思
[00:00:42.000 --> 00:00:48.000]  其實他要強調的不是反對教會去做門徒訓練
[00:00:48.000 --> 00:00:53.000]  而是橫教會往往很著重教育
[00:00:53.000 --> 00:00:57.000]  我們很多時候很喜歡教導弟兄姊妹這樣那樣
[00:00:57.000 --> 00:01:02.000]  但問題是如果我們只是停留在知識的層面
[00:01:02.000 --> 00:01:07.000]  永遠沒有真正有機會去實踐這些真理的時候
[00:01:07.000 --> 00:01:10.000]  那個活出主門徒的生命
[00:01:10.000 --> 00:01:14.000]  這種意義就不能夠很普遍性地
[00:01:14.000 --> 00:01:18.000]  在社會不同的層面裏面發揮出來
[00:01:18.000 --> 00:01:23.000]  教會需要來引用一種門徒的文化
[00:01:23.000 --> 00:01:27.000]  陳牧師就引用Real Life Ministry去回應大使命
[00:01:27.000 --> 00:01:31.000]  他認為有五個需要的轉向
[00:01:31.000 --> 00:01:36.000]  這五個轉向如果你看一二三四五這五點
[00:01:36.000 --> 00:01:42.000]  左手邊的其實那些全部都是一般傳統方派教會都在做的
[00:01:42.000 --> 00:01:48.000]  問題是我們有沒有將這些應用和實踐在右手邊的地方呢
[00:01:48.000 --> 00:01:51.000]  全人福音我們大家都知道應該做的
[00:01:51.000 --> 00:01:56.000]  問題是我們有沒有讓不信主的朋友在我們身上看見
[00:01:56.000 --> 00:01:59.000]  我們真是有耶穌門徒那種模樣
[00:01:59.000 --> 00:02:04.000]  在我們身上看見耶穌基督的生命那種榜樣
[00:02:04.000 --> 00:02:07.000]  有那種基督的生命
[00:02:07.000 --> 00:02:11.000]  我們真是滲透在這個社會不同層面當中
[00:02:11.000 --> 00:02:16.000]  所以我們不只是參加課程或者活動或者聚會
[00:02:16.000 --> 00:02:20.000]  我們是進入這個世界但卻不屬於這個世界
[00:02:20.000 --> 00:02:22.000]  我們是接觸我們的朋友
[00:02:22.000 --> 00:02:24.000]  未信主的朋友
[00:02:24.000 --> 00:02:29.000]  他在我們身上可以看見耶穌基督門徒那種生命的表徵
[00:02:29.000 --> 00:02:31.000]  這件事是怎樣能夠做到呢
[00:02:31.000 --> 00:02:34.000]  我們是需要回到聖經
[00:02:34.000 --> 00:02:37.000]  所以陳牧師在當中再一次提醒我們
[00:02:37.000 --> 00:02:41.000]  Mission is by living
[00:02:41.000 --> 00:02:49.000]  我們生活是需要將宣教使命呈現在這個不信的世界面前
[00:02:49.000 --> 00:02:52.000]  而且Mission is by crossing boundaries
[00:02:52.000 --> 00:02:54.000]  是要離開我們的comfort zone
[00:02:54.000 --> 00:02:59.000]  去到你可能不太習慣的一個群體裏面
[00:02:59.000 --> 00:03:03.000]  包括你不信主的一些同事
[00:03:03.000 --> 00:03:06.000]  你吃午飯不要只跟基督徒的同事吃午飯
[00:03:06.000 --> 00:03:09.000]  你有沒有想過約一些不信的同事
[00:03:09.000 --> 00:03:11.000]  跟他們吃午飯 跟他們聊天
[00:03:11.000 --> 00:03:16.000]  將基督徒那種人生價值的觀念滲透給他們看
[00:03:16.000 --> 00:03:18.000]  這個是重要的
[00:03:18.000 --> 00:03:21.000]  我們傳統的宣教往往都說
[00:03:21.000 --> 00:03:25.000]  要差遣宣教士去到遠方或者去到一些異族
[00:03:25.000 --> 00:03:27.000]  學他們的文化語言
[00:03:27.000 --> 00:03:30.000]  說著說著起碼都四五年時間了
[00:03:30.000 --> 00:03:33.000]  但今天我們不是反對這些
[00:03:33.000 --> 00:03:35.000]  這些都可以繼續做的
[00:03:35.000 --> 00:03:38.000]  但今天在我們本土每一個城市裏面
[00:03:38.000 --> 00:03:41.000]  其實若然信徒能夠crossing the boundary
[00:03:41.000 --> 00:03:44.000]  你都一樣可以做一些跨越文化的宣教
[00:03:44.000 --> 00:03:46.000]  舉個很簡單的例子
[00:03:46.000 --> 00:03:49.000]  每個星期日你來廣福堂聚會的時候
[00:03:49.000 --> 00:03:52.000]  有沒有經過金鐘廊 附近的行人天橋
[00:03:52.000 --> 00:03:54.000]  或者去中環
[00:03:54.000 --> 00:03:59.000]  你見到有很多人喜歡鋪紙皮 坐在地上
[00:03:59.000 --> 00:04:01.000]  那些是什麼人來的
[00:04:01.000 --> 00:04:04.000]  是菲傭 印傭 或者太傭
[00:04:04.000 --> 00:04:07.000]  甚至現在聽聞還有曼加拉
[00:04:07.000 --> 00:04:08.000]  不是曼加拉
[00:04:08.000 --> 00:04:11.000]  就是曼加拉
[00:04:11.000 --> 00:04:13.000]  就是那些傭工
[00:04:13.000 --> 00:04:17.000]  問題是他們送上門
[00:04:17.000 --> 00:04:22.000]  來到我們家裏幫我們做一些家務
[00:04:22.000 --> 00:04:24.000]  或者照顧一些小朋友
[00:04:24.000 --> 00:04:29.000]  我們如何將基督徒的生命價值觀呈現在他們面前
[00:04:29.000 --> 00:04:31.000]  他們信回教的
[00:04:31.000 --> 00:04:34.000]  跟我們信基督教好像有很大的不同
[00:04:34.000 --> 00:04:39.000]  問題是我們能否將我們這位永生的獨一的主
[00:04:39.000 --> 00:04:41.000]  都呈現在他們面前
[00:04:41.000 --> 00:04:43.000]  讓他們看見我們所信的
[00:04:43.000 --> 00:04:48.000]  真是有血有肉 是具體的一種生命的呈現
[00:04:48.000 --> 00:04:53.000]  包含在耶穌基督那份捨身十價的大愛
[00:04:53.000 --> 00:04:56.000]  這一份生命的流露
[00:04:56.000 --> 00:04:59.000]  是很需要透過我們神的兒女們
[00:04:59.000 --> 00:05:03.000]  在生活每一個層面流露出去
[00:05:03.000 --> 00:05:06.000]  所以我嘗試去揣摩一下聖本督
[00:05:06.000 --> 00:05:11.000]  他在這個會規裏面所引用的兩段經文
[00:05:11.000 --> 00:05:14.000]  給我們思想活出基督生命的含義
[00:05:14.000 --> 00:05:18.000]  我嘗試分三個分題給大家看
[00:05:18.000 --> 00:05:23.000]  聖本督在這個會規這一段裏面
[00:05:23.000 --> 00:05:26.000]  他其實只是在說兩件事
[00:05:26.000 --> 00:05:30.000]  Your way of acting should be different from the world's way
[00:05:30.000 --> 00:05:33.000]  to become a stranger to the world's way
[00:05:33.000 --> 00:05:38.000]  很強調信徒生命裏的生活
[00:05:38.000 --> 00:05:42.000]  我們行事為人與世界的方式應該有所不同
[00:05:42.000 --> 00:05:46.000]  這個有所不同他就引用兩段聖經
[00:05:46.000 --> 00:05:50.000]  第一段這兩段剛才主席都帶我們讀過
[00:05:50.000 --> 00:05:52.000]  就是耶穌面對魔鬼的試探
[00:05:52.000 --> 00:05:56.000]  不過他只是引用耶穌第三個試探
[00:05:56.000 --> 00:05:59.000]  而第二段就是耶穌如何勸勉門徒
[00:05:59.000 --> 00:06:03.000]  要用天父那種完全的愛去愛仇敵
[00:06:03.000 --> 00:06:05.000]  你先記住這兩段經文
[00:06:05.000 --> 00:06:08.000]  我嘗試和大家看闊一點
[00:06:08.000 --> 00:06:12.000]  因為我很想和大家從馬太福音這個脈絡裏面
[00:06:12.000 --> 00:06:16.000]  去揣摩一下耶穌為何會說這幾件事
[00:06:16.000 --> 00:06:18.000]  而聖本督覺得這幾件事
[00:06:18.000 --> 00:06:23.000]  是對我們去活出基督生命的關鍵
[00:06:23.000 --> 00:06:24.000]  是重要的
[00:06:24.000 --> 00:06:25.000]  先看第一段
[00:06:25.000 --> 00:06:29.000]  第一段就說魔鬼帶耶穌去到最高的山
[00:06:29.000 --> 00:06:33.000]  告訴他只要他俯伏拜我
[00:06:33.000 --> 00:06:36.000]  你看到整個世界所有的榮華富貴
[00:06:36.000 --> 00:06:38.000]  你只要拜我就行了
[00:06:38.000 --> 00:06:39.000]  就給你了
[00:06:39.000 --> 00:06:40.000]  耶穌怎樣說呢
[00:06:40.000 --> 00:06:42.000]  撒旦退我後面去吧
[00:06:42.000 --> 00:06:44.000]  因為經上記著說
[00:06:44.000 --> 00:06:47.000]  當拜主你的神單要侍奉他
[00:06:47.000 --> 00:06:52.000]  這是耶穌來到這個世界裏面的使命
[00:06:52.000 --> 00:06:55.000]  耶穌成為肉身來到這個世界
[00:06:55.000 --> 00:06:58.000]  他要得著這個世界不是用武力
[00:06:58.000 --> 00:06:59.000]  而是用愛
[00:06:59.000 --> 00:07:01.000]  他是用十字架那種救贖
[00:07:01.000 --> 00:07:06.000]  去叫全人類的人可以去認識父神的愛
[00:07:06.000 --> 00:07:09.000]  這種犧牲的背後是帶著救贖的
[00:07:09.000 --> 00:07:13.000]  這是需要通過苦難和羞辱
[00:07:13.000 --> 00:07:15.000]  以致可以領所有信靠他的人
[00:07:15.000 --> 00:07:19.000]  得著永恆的那份生命和榮耀
[00:07:19.000 --> 00:07:21.000]  若然我們明白這個關鍵的時候
[00:07:21.000 --> 00:07:24.000]  魔鬼就說有個捷徑
[00:07:24.000 --> 00:07:25.000]  你拜一下我
[00:07:25.000 --> 00:07:27.000]  全世界都給你了
[00:07:27.000 --> 00:07:29.000]  耶穌說不需要
[00:07:29.000 --> 00:07:32.000]  因為這個根本不合天父的心意
[00:07:32.000 --> 00:07:35.000]  耶穌的道路是十架的路
[00:07:35.000 --> 00:07:37.000]  耶穌所要去成就這個救恩
[00:07:37.000 --> 00:07:40.000]  是要致死地去信服
[00:07:40.000 --> 00:07:44.000]  而今天我們作主門徒的第一個關鍵
[00:07:44.000 --> 00:07:46.000]  如果我們掌握得好的話
[00:07:46.000 --> 00:07:47.000]  就是這裏
[00:07:47.000 --> 00:07:49.000]  你有沒有信服神呢
[00:07:49.000 --> 00:07:53.000]  你明白你也是天父的兒女嗎
[00:07:53.000 --> 00:07:57.000]  我們不是神的兒子去替世人釘十字架
[00:07:57.000 --> 00:07:58.000]  但是作主的門徒
[00:07:58.000 --> 00:08:02.000]  我們每天都要背起我們的十字架去跟從主
[00:08:02.000 --> 00:08:03.000]  背後的含義就是
[00:08:03.000 --> 00:08:07.000]  我們必須徹底地信服在父神的心意
[00:08:07.000 --> 00:08:09.000]  不是按你自己喜好的選擇
[00:08:09.000 --> 00:08:15.000]  不是按你自我中心的一個判斷去揀選
[00:08:15.000 --> 00:08:19.000]  而是需要中心地去信服神
[00:08:19.000 --> 00:08:22.000]  這就是能夠活出我們生命的意義目的
[00:08:22.000 --> 00:08:24.000]  西敏寺的教條
[00:08:24.000 --> 00:08:27.000]  用一個很簡潔的精義來說
[00:08:27.000 --> 00:08:30.000]  人生在世最高的目的是什麼
[00:08:30.000 --> 00:08:33.000]  就是要榮耀神
[00:08:33.000 --> 00:08:34.000]  如何去榮耀神呢
[00:08:34.000 --> 00:08:38.000]  若然一個人能夠照神給我們不同的恩賜
[00:08:38.000 --> 00:08:41.000]  呼召去完成神在我們人生不同的階段
[00:08:41.000 --> 00:08:44.000]  需要履行的責任的時候
[00:08:44.000 --> 00:08:47.000]  這是一個盡己的過程
[00:08:47.000 --> 00:08:49.000]  盡上我們的本份
[00:08:49.000 --> 00:08:51.000]  去完成神給我們的託付
[00:08:51.000 --> 00:08:53.000]  我們亦都能夠益人
[00:08:53.000 --> 00:08:55.000]  能夠去建立去祝福別人
[00:08:55.000 --> 00:08:58.000]  這是整個人生的過程
[00:08:58.000 --> 00:09:01.000]  我們必須能夠去榮神盡己
[00:09:01.000 --> 00:09:03.000]  以致能夠益人
[00:09:03.000 --> 00:09:08.000]  最近我有機會去學習
[00:09:08.000 --> 00:09:13.000]  去聽一個很著名的基督徒哲學家
[00:09:13.000 --> 00:09:16.000]  他在2002年已經在牛津大學退休
[00:09:16.000 --> 00:09:18.000]  一個教授
[00:09:18.000 --> 00:09:21.000]  他叫Richard Swinburne
[00:09:21.000 --> 00:09:24.000]  為什麼我會認識他呢
[00:09:24.000 --> 00:09:27.000]  因為我年青讀神學的時候
[00:09:27.000 --> 00:09:29.000]  我已經開始涉獵他的書
[00:09:29.000 --> 00:09:33.000]  我很欣賞他那種非常有條理的
[00:09:33.000 --> 00:09:36.000]  去分析我們基督教的思想
[00:09:36.000 --> 00:09:38.000]  他所寫的哲學書
[00:09:38.000 --> 00:09:40.000]  能夠成為很多未信
[00:09:40.000 --> 00:09:45.000]  甚至是不信攻擊基督教的無神論者
[00:09:45.000 --> 00:09:47.000]  有人因為看了他的書
[00:09:47.000 --> 00:09:49.000]  結果信了耶穌
[00:09:49.000 --> 00:09:51.000]  當然亦都有人看完他的書
[00:09:51.000 --> 00:09:53.000]  繼續不信
[00:09:53.000 --> 00:09:55.000]  繼續要去攻擊基督教
[00:09:55.000 --> 00:09:56.000]  不過我們看到
[00:09:56.000 --> 00:09:59.000]  他在生命裏面
[00:09:59.000 --> 00:10:03.000]  他很忠於對神那種呼召和託付
[00:10:03.000 --> 00:10:09.000]  我感恩有機會在最近聽他講書
[00:10:09.000 --> 00:10:11.000]  而且在他最後一課的時候
[00:10:11.000 --> 00:10:13.000]  他講他自己生命的見證
[00:10:13.000 --> 00:10:15.000]  原來他自己十五歲的時候
[00:10:15.000 --> 00:10:18.000]  他是洗禮加入聖公會
[00:10:18.000 --> 00:10:21.000]  當時他的父母是很想他
[00:10:21.000 --> 00:10:24.000]  做一個聖公會的牧師
