
[00:00:00.000 --> 00:00:01.180]  大姐妹早晨
[00:00:01.180 --> 00:00:03.640]  很高興能夠再次在主日崇拜的時間
[00:00:03.640 --> 00:00:05.360]  和大家一起見面
[00:00:05.360 --> 00:00:08.720]  能夠在主的說話中一起學習
[00:00:08.720 --> 00:00:10.380]  敬拜我們主愛的神
[00:00:10.380 --> 00:00:12.380]  明白我們主更多
[00:00:12.380 --> 00:00:14.380]  讓在今天的崇拜儀仙
[00:00:14.380 --> 00:00:16.380]  再次讓我們透過禱告
[00:00:16.380 --> 00:00:18.380]  求聖靈幫助我們
[00:00:18.380 --> 00:00:20.380]  能夠預備我們新心靈
[00:00:20.380 --> 00:00:22.380]  領受神的教訓
[00:00:22.380 --> 00:00:23.880]  讓我們一起和心弟徒禱告
[00:00:23.880 --> 00:00:25.880]  Let's bow our head and pray together
[00:00:25.880 --> 00:00:27.880]  出來天父多謝祢
[00:00:27.880 --> 00:00:29.880]  讓我們能夠再次回來
[00:00:29.880 --> 00:00:31.880]  祢寶貴說話的面前學習
[00:00:31.880 --> 00:00:33.880]  求祢的聖靈幫助我們
[00:00:33.880 --> 00:00:35.880]  很想我們能夠
[00:00:35.880 --> 00:00:37.880]  明白主祢的心意
[00:00:37.880 --> 00:00:39.880]  也都藉著今天這段經文
[00:00:39.880 --> 00:00:41.880]  讓我們能夠更加
[00:00:41.880 --> 00:00:43.880]  全面地去了解到
[00:00:43.880 --> 00:00:45.880]  我們作為神的子民
[00:00:45.880 --> 00:00:47.880]  應該往一個什麼目標
[00:00:47.880 --> 00:00:48.880]  而進發
[00:00:48.880 --> 00:00:49.880]  求祢的幫助
[00:00:49.880 --> 00:00:51.880]  我們同心禱告
[00:00:51.880 --> 00:00:53.880]  奉靠主耶穌基督
[00:00:53.880 --> 00:00:55.880]  特性的明智而求
[00:00:55.880 --> 00:00:57.880]  好
[00:00:57.880 --> 00:00:59.880]  今天會和大家一起分享的經文
[00:00:59.880 --> 00:01:01.880]  仍然在馬太福音
[00:01:01.880 --> 00:01:03.880]  也都是屬於登山
[00:01:03.880 --> 00:01:05.880]  部份的頭一部份
[00:01:05.880 --> 00:01:07.880]  今天我們所看的經文
[00:01:07.880 --> 00:01:09.880]  是從第五章
[00:01:09.880 --> 00:01:13.880]  第四十三至第四十八節
[00:01:13.880 --> 00:01:15.880]  今天我給了一個題目
[00:01:15.880 --> 00:01:18.880]  叫做「歸回上帝的完全」
[00:01:18.880 --> 00:01:22.880]  Be perfect as our heavenly father
[00:01:23.880 --> 00:01:25.880]  今天我們會去
[00:01:25.880 --> 00:01:27.880]  看到最後一部份
[00:01:27.880 --> 00:01:29.880]  有關主耶穌基督
[00:01:29.880 --> 00:01:31.880]  在這一連串的
[00:01:31.880 --> 00:01:33.880]  反思的題目裏面
[00:01:33.880 --> 00:01:35.880]  我去到第六個
[00:01:35.880 --> 00:01:37.880]  反思的題目
[00:01:37.880 --> 00:01:40.880]  也可以說是在這個反思的部份裏面
[00:01:40.880 --> 00:01:42.880]  的最後一個部份
[00:01:42.880 --> 00:01:46.880]  在今天我們所處在這個世界裏面
[00:01:46.880 --> 00:01:48.880]  我相信
[00:01:48.880 --> 00:01:50.880]  其實每一天我們都接受到
[00:01:50.880 --> 00:01:55.880]  接收到很多似是而非的一些觀念
[00:01:55.880 --> 00:01:58.880]  或者我們英文講叫 Ideology
[00:01:58.880 --> 00:02:02.880]  這個不是一個出奇的事情
[00:02:02.880 --> 00:02:05.880]  但奇在在這個世界裏面
[00:02:05.880 --> 00:02:10.880]  有很多已經承認自己是神的子民的人
[00:02:10.880 --> 00:02:14.880]  甚至有些他們聲稱自己是主的僕人
[00:02:14.880 --> 00:02:18.880]  他是未能夠去準確地辨識到
[00:02:18.880 --> 00:02:20.880]  這些可以說是
[00:02:20.880 --> 00:02:24.880]  排山似海的這麼多的觀念
[00:02:24.880 --> 00:02:29.880]  但是這些觀念所帶來的傷害和誤導
[00:02:29.880 --> 00:02:32.880]  其實是非常之嚴重的
[00:02:32.880 --> 00:02:37.880]  因為當我們將這些觀念帶進到我們的教會
[00:02:37.880 --> 00:02:40.880]  或者在我們屬靈的生活裏面的時候
[00:02:40.880 --> 00:02:45.880]  甚至有些傳道人是拿了來在他的講道裏面
[00:02:45.880 --> 00:02:51.880]  很容易導致很多信徒誤導這些錯誤的神學
[00:02:51.880 --> 00:02:55.880]  還以為自己是在正道當中
[00:02:55.880 --> 00:02:58.880]  其中一個我相信大家都曾經聽過的
[00:02:58.880 --> 00:03:00.880]  有一句這樣的說話
[00:03:00.880 --> 00:03:03.880]  就是說對敵人仁慈
[00:03:03.880 --> 00:03:07.880]  就是等同於對自己的殘忍
[00:03:07.880 --> 00:03:11.880]  不知道大家知不知道這句說話的出處
[00:03:11.880 --> 00:03:13.880]  但是這句說話
[00:03:13.880 --> 00:03:17.880]  聽上去其實好像很合道理
[00:03:17.880 --> 00:03:20.880]  有些信徒甚至用到這句說話
[00:03:20.880 --> 00:03:28.880]  是作為一種向福音增薦的時候的主調
[00:03:28.880 --> 00:03:31.880]  而有些傳道人
[00:03:31.880 --> 00:03:34.880]  他們甚至引用這句說話
[00:03:34.880 --> 00:03:38.880]  去指導其實今天我們作為信徒
[00:03:38.880 --> 00:03:43.880]  怎樣去抗衡這個罪惡和在這個社會當中
