
[00:00:00.000 --> 00:00:05.440]  讀一段聖經在《馬太福音》第二章第一到第十二節
[00:00:05.440 --> 00:00:07.080]  這裡說當希律王的時候
[00:00:07.080 --> 00:00:09.080]  耶穌生在猶太的伯利恆
[00:00:09.080 --> 00:00:13.100]  有幾個博士從東方來到耶路撒冷說
[00:00:13.100 --> 00:00:15.760]  那生下來做猶太人之王的在哪裡呢?
[00:00:15.760 --> 00:00:17.560]  我們在東方看見他的心
[00:00:17.560 --> 00:00:19.320]  特來拜他
[00:00:19.320 --> 00:00:21.480]  希律王聽見就心裡不安
[00:00:21.480 --> 00:00:24.040]  耶路撒冷合成的人也都不安
[00:00:24.040 --> 00:00:27.000]  他就召齊了祭司長和民間文士
[00:00:27.000 --> 00:00:29.760]  問他們說基督當生在何處?
[00:00:29.760 --> 00:00:31.880]  他們回答說在猶太的伯利恆
[00:00:31.880 --> 00:00:34.000]  因為有先知記者說
[00:00:34.000 --> 00:00:38.200]  猶大地的伯利恆你在猶大諸城中並不是最小的
[00:00:38.200 --> 00:00:42.720]  因為將來有一位君王要從你那裡出來牧羊我以色列名
[00:00:42.720 --> 00:00:44.960]  當下希律暗暗地召了博士來
[00:00:44.960 --> 00:00:47.600]  細問那心是什麼時候出現的
[00:00:47.600 --> 00:00:49.600]  就猜他們往伯利恆去說
[00:00:49.600 --> 00:00:52.520]  你們去仔細尋訪那小孩子
[00:00:52.520 --> 00:00:54.280]  尋到了就來報信
[00:00:54.280 --> 00:00:56.440]  我也好去拜他
[00:00:56.440 --> 00:00:58.160]  他們聽見了王的話就去了
[00:00:58.160 --> 00:01:01.320]  在東方走看見那心忽然在他們前頭行
[00:01:01.320 --> 00:01:03.600]  直行到小孩子的地方
[00:01:03.600 --> 00:01:05.240]  就在上面停住
[00:01:05.240 --> 00:01:07.240]  他們看見那心就大大的歡喜
[00:01:07.240 --> 00:01:08.360]  進了房子
[00:01:08.360 --> 00:01:11.960]  看見小孩子他母親瑪麗亞就扶扶拜那小孩子
[00:01:11.960 --> 00:01:13.200]  揭開寶盒
[00:01:13.200 --> 00:01:16.480]  讓黃金乳香墨藥為禮物獻給他
[00:01:16.480 --> 00:01:19.800]  博士因為在夢中被主指示不要回去見希律
[00:01:19.800 --> 00:01:22.440]  就從別的路回本地去了
[00:01:22.440 --> 00:01:24.760]  我們就讀到這裡
[00:01:24.760 --> 00:01:26.680]  聖誕節即將來臨
[00:01:26.680 --> 00:01:31.080]  我想我們到處都是可以聽見歡樂的歌聲
[00:01:31.080 --> 00:01:34.640]  到處看見美麗的裝飾
[00:01:34.640 --> 00:01:36.200]  你知道每當聖誕節的時候
[00:01:36.200 --> 00:01:39.880]  我們都可以感覺到在空氣當中
[00:01:39.880 --> 00:01:43.720]  有一種充滿期待的感覺不是嗎
[00:01:43.720 --> 00:01:45.960]  有些人期待要得到禮物
[00:01:45.960 --> 00:01:48.880]  有些人期待跟家人團聚
[00:01:48.880 --> 00:01:51.840]  有些人期待要外出度假
[00:01:51.840 --> 00:01:55.680]  那我不知道作為一個基督徒你期待些什麼
[00:01:55.680 --> 00:02:01.000]  你是否期待過在今年聖誕節能夠遇見主耶穌呢
[00:02:01.000 --> 00:02:06.160]  畢竟耶穌基督才是我們慶祝聖誕的原因
[00:02:06.160 --> 00:02:08.680]  如果你看第一個聖誕節
[00:02:08.680 --> 00:02:11.760]  整個所有活動的中心點
[00:02:11.760 --> 00:02:14.920]  真的就是在耶穌基督身上
[00:02:14.920 --> 00:02:17.120]  當天使報信的時候
[00:02:17.120 --> 00:02:21.440]  天使是在宣告救助耶穌的降生
[00:02:21.440 --> 00:02:24.320]  當牧羊人聽見這個信息的時候
[00:02:24.320 --> 00:02:28.040]  他們放下羊群趕忙去尋找的
[00:02:28.040 --> 00:02:30.320]  也是這位耶穌基督嘛
[00:02:30.320 --> 00:02:34.480]  東方博士長途跋涉來到伯利恆
[00:02:34.480 --> 00:02:39.200]  他們所要敬拜的也是這位救世主君王嘛
[00:02:39.200 --> 00:02:44.400]  耶穌基督是整個聖誕活動的中心點
[00:02:44.400 --> 00:02:46.320]  我們就看見在第一個聖誕節
[00:02:46.320 --> 00:02:49.720]  人們心中充滿了期待
[00:02:49.720 --> 00:02:55.960]  他們就是期待來朝見這位新生王主耶穌基督
[00:02:55.960 --> 00:03:00.120]  特別是這幾位從東方來的博士
[00:03:00.120 --> 00:03:01.840]  中文聖經翻譯成博士
[00:03:01.840 --> 00:03:05.200]  其實在原文就是智慧人的意思
[00:03:05.200 --> 00:03:08.120]  但是我相信這裡所說的智慧
[00:03:08.120 --> 00:03:09.920]  也不是什麼屬地的智慧
[00:03:09.920 --> 00:03:12.920]  一定是從神而來的智慧
[00:03:12.920 --> 00:03:14.880]  是一個屬天的智慧
[00:03:14.880 --> 00:03:20.800]  所以他們才寧願放下地上一切的當時他們的地位
[00:03:20.800 --> 00:03:22.400]  他們的財富
[00:03:22.400 --> 00:03:26.000]  為的是要來尋找尋見
[00:03:26.000 --> 00:03:31.440]  來朝見這位永恆的君王彌賽亞救主
[00:03:31.440 --> 00:03:35.360]  所以今天我們要從這幾位東方博士的身上
[00:03:35.360 --> 00:03:40.640]  我們來看屬靈追求事件不可少的事情
[00:03:40.640 --> 00:03:42.880]  屬靈追求四個不可少的事情
[00:03:42.880 --> 00:03:45.960]  第一個你一定要有渴慕的心
[00:03:45.960 --> 00:03:49.120]  跟你朋友要有渴慕的心
[00:03:49.120 --> 00:03:54.160]  你看見這些東方博士他們的渴望來遇見主耶穌
[00:03:54.160 --> 00:03:55.880]  這種渴望
[00:03:55.880 --> 00:04:02.040]  這種渴慕使他們願意付上一切的代價來到伯利恆
[00:04:02.040 --> 00:04:05.320]  你要知道以前的旅行不是像我們現在這麼方便
[00:04:05.320 --> 00:04:07.760]  現在你要去耶路撒冷挺方便的
[00:04:07.760 --> 00:04:10.680]  只要買個機票十幾個鐘頭你就可以到了
[00:04:10.680 --> 00:04:14.880]  在那個時代是要花很長的時間
[00:04:14.880 --> 00:04:17.840]  經過很艱難的路程
[00:04:17.840 --> 00:04:20.680]  事實上後來你知道敘利王聽見這個消息
[00:04:20.680 --> 00:04:24.640]  他決定要殺境內兩歲以下的小孩
[00:04:24.640 --> 00:04:29.240]  可見得很可能這些博士是經過兩年的旅途
[00:04:29.240 --> 00:04:31.440]  才來到耶路撒冷
[00:04:31.440 --> 00:04:35.160]  為什麼付上這麼大的代價
[00:04:35.160 --> 00:04:38.080]  因為他們心中渴慕
[00:04:38.080 --> 00:04:41.360]  他們渴慕要遇見主耶穌
[00:04:41.360 --> 00:04:47.120]  今天你我來到主面前是不是有同樣這樣的渴慕
[00:04:47.120 --> 00:04:49.360]  很多時候我們來到神的面前人是來了
[00:04:49.360 --> 00:04:53.400]  但是我們其實不是想渴慕主自己
[00:04:53.400 --> 00:04:55.320]  很多時候我們來到神面前只是
[00:04:55.320 --> 00:04:57.280]  主啊幫主啊
[00:04:57.280 --> 00:04:59.840]  讓我這個困難得解決
[00:04:59.840 --> 00:05:01.720]  讓我的問題得解決
[00:05:01.720 --> 00:05:03.760]  讓我事情得解決
[00:05:03.760 --> 00:05:05.800]  很多時候我們來到主的面前
[00:05:05.800 --> 00:05:08.840]  我們只是希望事情得解決
[00:05:08.840 --> 00:05:11.040]  然後我們可以回去做我們
[00:05:11.040 --> 00:05:13.240]  繼續做我們想做的事情
[00:05:13.240 --> 00:05:15.160]  繼續走我們想走的路
[00:05:15.160 --> 00:05:17.280]  我們的眼目不是在主身上
[00:05:17.280 --> 00:05:21.200]  我們的眼目常常在事情身上
[00:05:21.200 --> 00:05:22.440]  其實我們並不明白
[00:05:22.440 --> 00:05:26.280]  其實神所看重的不是這些事情
[00:05:26.280 --> 00:05:30.000]  神所看重的是在我們一生當中
[00:05:30.000 --> 00:05:32.520]  怎麼樣讓耶穌基督的生命
[00:05:32.520 --> 00:05:36.320]  能夠成形在我們心中
[00:05:36.320 --> 00:05:37.840]  所以很多時候你看在聖經當中
[00:05:37.840 --> 00:05:40.200]  神花很多時間在訓練祂的
[00:05:40.200 --> 00:05:41.920]  雖然祂的僕人
[00:05:41.920 --> 00:05:44.280]  你看看神花多少時間在我們身上訓練
[00:05:44.280 --> 00:05:47.920]  我們就像在曠野神訓練摩西一樣
[00:05:47.920 --> 00:05:50.960]  四十年在曠野訓練摩西
[00:05:50.960 --> 00:05:54.480]  四十年前的摩西自以為了不起
[00:05:54.480 --> 00:05:57.040]  自以為肯定去拯救以色列
[00:05:57.040 --> 00:05:58.800]  四十年後的摩西
[00:05:58.800 --> 00:06:01.280]  才知道靠祂自己什麼都不能
[00:06:01.280 --> 00:06:04.120]  祂說我左口奔生我什麼都不能做
[00:06:04.120 --> 00:06:06.320]  我們看見四十年的訓練
[00:06:06.320 --> 00:06:08.960]  操練摩西謙卑下來
[00:06:08.960 --> 00:06:10.760]  不再依靠自己
[00:06:10.760 --> 00:06:11.760]  能夠依靠神
[00:06:11.760 --> 00:06:14.080]  才發現再人不能再生
[00:06:14.080 --> 00:06:15.080]  凡事都能
[00:06:15.080 --> 00:06:16.120]  哈利路亞
[00:06:16.120 --> 00:06:17.680]  我們就看見人所看重的
[00:06:17.680 --> 00:06:20.200]  跟神所看重的很不一樣
[00:06:20.200 --> 00:06:24.360]  人所看重的是事情得解決
[00:06:24.360 --> 00:06:28.480]  神所看重的卻是生命的建造
[00:06:28.480 --> 00:06:30.480]  你們哈利路亞
[00:06:30.480 --> 00:06:32.240]  這為什麼有人說
