
[00:00:00.000 --> 00:00:05.000]  弟兄 姐妹朋友們早安
[00:00:05.000 --> 00:00:10.000]  今天我們教會的意象是什麼
[00:00:10.000 --> 00:00:13.000]  感謝主 這是神跟你講的
[00:00:13.000 --> 00:00:18.000]  同心合一心望福音
[00:00:18.000 --> 00:00:20.000]  所以我每個月第一個主日
[00:00:20.000 --> 00:00:26.000]  我會分享同心合一心望福音的信息
[00:00:26.000 --> 00:00:30.000]  那麼如果您記得一月份的時候我特別講了
[00:00:30.000 --> 00:00:33.000]  同心合一心望福音
[00:00:33.000 --> 00:00:36.000]  我的重點是放在一
[00:00:36.000 --> 00:00:38.000]  就如經上所說的
[00:00:38.000 --> 00:00:40.000]  我們有七個一嘛
[00:00:40.000 --> 00:00:46.000]  一個身體 一個耶穌 一個聖靈 一個主 一個信 一個喜 一個神
[00:00:46.000 --> 00:00:49.000]  就是完全的合一
[00:00:49.000 --> 00:00:58.000]  當然這個是在心要跟以基督的心為心的合一
[00:00:58.000 --> 00:01:01.000]  但是真正教會就如經上說的
[00:01:01.000 --> 00:01:06.000]  他所賜的有使徒 有先知 有傳福音的 有牧師 有教師
[00:01:06.000 --> 00:01:12.000]  為要成千聖徒各盡其職建立基督的身體
[00:01:12.000 --> 00:01:14.000]  所以合一不是統一
[00:01:14.000 --> 00:01:20.000]  那是說我們為了神 我們要以基督的心為心
[00:01:20.000 --> 00:01:22.000]  但是我們要建立
[00:01:22.000 --> 00:01:26.000]  按照各人神所賜不同的恩賜
[00:01:26.000 --> 00:01:30.000]  我們要來建立基督的身體
[00:01:30.000 --> 00:01:33.000]  哈雷諾他讚美神
[00:01:33.000 --> 00:01:39.000]  我以前並不懂 對這些很不了解
[00:01:39.000 --> 00:01:41.000]  也不知道多少
[00:01:41.000 --> 00:01:44.000]  但是當我越來越靠近神的時候
[00:01:44.000 --> 00:01:46.000]  我發現
[00:01:46.000 --> 00:01:51.000]  這個唯一的方法就是要跟神合為一
[00:01:51.000 --> 00:01:53.000]  約翰福音17章裡面
[00:01:53.000 --> 00:01:58.000]  主耶穌在升天之前
[00:01:58.000 --> 00:02:02.000]  祂特別連講了五次
[00:02:02.000 --> 00:02:04.000]  你們要合一
[00:02:04.000 --> 00:02:07.000]  因為我以父元為一
[00:02:07.000 --> 00:02:10.000]  所以你知道合一是多麼重要
[00:02:10.000 --> 00:02:13.000]  合一有許多的意思
[00:02:13.000 --> 00:02:17.000]  就是說你如果跟我是合一的話
[00:02:17.000 --> 00:02:22.000]  那麼我打你就是我打我自己了
[00:02:22.000 --> 00:02:25.000]  我罵你就是我罵我自己了
[00:02:25.000 --> 00:02:29.000]  所以即使是我罵你 我打你 我也是愛你
[00:02:29.000 --> 00:02:30.000]  懂嗎
[00:02:30.000 --> 00:02:32.000]  就好像我們對孩子一樣
[00:02:32.000 --> 00:02:34.000]  我們要這樣子的
[00:02:34.000 --> 00:02:37.000]  因為他與我是合一嘛
[00:02:37.000 --> 00:02:39.000]  是不是 感謝神
[00:02:39.000 --> 00:02:42.000]  那麼第二次我講的是
[00:02:42.000 --> 00:02:48.000]  同心合一建立的興旺福音
[00:02:48.000 --> 00:02:51.000]  同心合一這個意義就很有意思了
[00:02:51.000 --> 00:02:54.000]  就是說我們是一個mindset
[00:02:54.000 --> 00:02:57.000]  我們一個心思意念
[00:02:57.000 --> 00:03:00.000]  是要彼此看齊
[00:03:00.000 --> 00:03:06.000]  互相來合在一起的像個神
[00:03:06.000 --> 00:03:09.000]  譬如說使徒行債裡面
[00:03:09.000 --> 00:03:12.000]  當一百二十個使徒門徒
[00:03:12.000 --> 00:03:14.000]  在馬可樓上他們禱告的時候
[00:03:14.000 --> 00:03:16.000]  怎麼樣
[00:03:16.000 --> 00:03:18.000]  他們經歷到聖靈
[00:03:18.000 --> 00:03:22.000]  說聖靈如風如火降在他們身上
[00:03:22.000 --> 00:03:24.000]  他們就站起來
[00:03:24.000 --> 00:03:26.000]  說各地方的相談
[00:03:26.000 --> 00:03:29.000]  然後彼得就站起來講了
[00:03:29.000 --> 00:03:32.000]  新約的第一篇道
[00:03:32.000 --> 00:03:35.000]  彼得是耶穌的大弟子
[00:03:35.000 --> 00:03:38.000]  他站起來講了新約的第一篇道
[00:03:38.000 --> 00:03:42.000]  結果三千個人信主
[00:03:42.000 --> 00:03:44.000]  感謝神
[00:03:44.000 --> 00:03:46.000]  那麼其他的門徒使徒呢
[00:03:46.000 --> 00:03:49.000]  還有好幾百個人在那裡幹什麼呢
[00:03:49.000 --> 00:03:53.000]  禱告他們同心合一
[00:03:53.000 --> 00:03:56.000]  為這個彼得講的
[00:03:56.000 --> 00:03:58.000]  他們在那裡阿門
[00:03:58.000 --> 00:04:02.000]  他們在那裡禱告求神動工
[00:04:02.000 --> 00:04:07.000]  後來彼得又講了一篇道
[00:04:07.000 --> 00:04:10.000]  這次五千個人信主
[00:04:10.000 --> 00:04:12.000]  他們是同心合一
[00:04:12.000 --> 00:04:15.000]  什麼叫同心合一
[00:04:15.000 --> 00:04:18.000]  就是說我不計較
[00:04:18.000 --> 00:04:21.000]  這是你的功勞還是誰的功勞
[00:04:21.000 --> 00:04:23.000]  咱們一起來
[00:04:23.000 --> 00:04:24.000]  是不是
[00:04:24.000 --> 00:04:26.000]  就好像美國以前一個總統
[00:04:26.000 --> 00:04:28.000]  叫雷根總統他說
[00:04:28.000 --> 00:04:32.000]  其實什麼事情都很好做
[00:04:32.000 --> 00:04:35.000]  假如你不計較是誰得榮耀
[00:04:35.000 --> 00:04:37.000]  是誰賺錢
[00:04:37.000 --> 00:04:39.000]  什麼事情都很好做
[00:04:39.000 --> 00:04:41.000]  你要做什麼事情我就幫你
[00:04:41.000 --> 00:04:44.000]  那事情都很好做的
[00:04:44.000 --> 00:04:46.000]  很可惜我們今天的事情
[00:04:46.000 --> 00:04:48.000]  沒有同心合一還要怎麼樣
[00:04:48.000 --> 00:04:50.000]  你做我就抽你的後腿
[00:04:50.000 --> 00:04:52.000]  我就不幫助你
[00:04:52.000 --> 00:04:57.000]  我就跟你冷言冷語的嘲諷你
[00:04:57.000 --> 00:04:59.000]  希望把你拉下來
[00:04:59.000 --> 00:05:00.000]  是不是
[00:05:00.000 --> 00:05:02.000]  但是同心合一是說
[00:05:02.000 --> 00:05:05.000]  我不計較我不在乎
[00:05:05.000 --> 00:05:06.000]  都是為神嘛
