
[00:00:00.000 --> 00:00:02.000]  各位電影姐妹,早安!
[00:00:02.000 --> 00:00:05.280]  上星期陳牧師用「蛻變」
[00:00:05.280 --> 00:00:09.680]  來展示數羅生命改變的歷程
[00:00:09.680 --> 00:00:14.240]  蛻變應該是每一個門徒順了主之後
[00:00:14.240 --> 00:00:16.240]  都能夠經歷到的
[00:00:16.240 --> 00:00:18.240]  你變了沒有?
[00:00:18.240 --> 00:00:20.960]  你開始變了沒有?
[00:00:20.960 --> 00:00:23.840]  你想變了沒有?
[00:00:23.840 --> 00:00:26.560]  有一個染髮廣告
[00:00:26.560 --> 00:00:30.800]  在我從小到今天仍然在播放
[00:00:30.800 --> 00:00:32.800]  不知道大家有沒有用過
[00:00:32.800 --> 00:00:35.840]  這個廣告裡有一句說話
[00:00:35.840 --> 00:00:38.640]  大家應該都耳熟能詳
[00:00:38.640 --> 00:00:40.160]  這句說話是這樣說的
[00:00:40.160 --> 00:00:46.880]  「慢慢變黑又得,立即變黑曬亦得,得左」
[00:00:46.880 --> 00:00:48.560]  我們每一個順了主之後
[00:00:48.560 --> 00:00:54.240]  經歷蛻變是按照著主自己來去到去帶領
[00:00:54.240 --> 00:00:58.000]  有些人是蓄變,變得很快
[00:00:58.000 --> 00:01:00.000]  180度轉變
[00:01:00.000 --> 00:01:04.480]  有些人是漸變,慢慢慢慢地變
[00:01:04.480 --> 00:01:08.080]  不過我希望你不要一成不變
[00:01:08.080 --> 00:01:10.560]  變的方向都是一致的
[00:01:10.560 --> 00:01:13.520]  變得越來越有上帝的形象
[00:01:13.520 --> 00:01:16.080]  越來越有耶穌的聖情
[00:01:16.080 --> 00:01:19.600]  越來越有從神而來的能力
[00:01:19.600 --> 00:01:23.440]  他的生命越來越能夠榮耀主
[00:01:23.440 --> 00:01:25.680]  我們作為上帝的兒女
[00:01:25.680 --> 00:01:28.400]  聖靈早已經住在我們心裡面
[00:01:28.400 --> 00:01:32.480]  但是怎樣才能夠完全得著聖靈的引領
[00:01:32.480 --> 00:01:36.080]  而得著這個生命的蛻變呢?
[00:01:36.080 --> 00:01:38.080]  四方裡面的彼得
[00:01:38.080 --> 00:01:40.480]  就是因為經歷失敗之後
[00:01:40.480 --> 00:01:43.600]  他認清自己的軟弱和限制
[00:01:43.600 --> 00:01:47.280]  於是乎他完全降服在耶穌的帶領
[00:01:47.280 --> 00:01:49.120]  經歷聖靈的充滿
[00:01:49.120 --> 00:01:53.840]  由一個自大、自我而又軟弱的男人
[00:01:53.840 --> 00:01:57.520]  成為一個神所重用的僕人
[00:01:57.520 --> 00:01:59.120]  在《仕途行傳》裡面
[00:01:59.120 --> 00:02:01.520]  我們看見他脫胎換骨
[00:02:01.520 --> 00:02:03.760]  開始過著聖靈的引導
[00:02:03.760 --> 00:02:05.760]  不再一樣的人生
[00:02:05.760 --> 00:02:08.960]  當時在這段經文裡面告訴我們
[00:02:08.960 --> 00:02:12.800]  彼得並沒有因為在耶路撒冷的信徒
[00:02:12.800 --> 00:02:14.320]  天天來到加珍
[00:02:14.320 --> 00:02:17.120]  而一直停留在耶路撒冷
[00:02:17.120 --> 00:02:20.480]  他對耶穌基督復活的福音
[00:02:20.480 --> 00:02:23.280]  帶著很重的使命感
[00:02:23.280 --> 00:02:27.280]  所以他在《仕途行傳》九章三十一節
[00:02:27.280 --> 00:02:30.960]  告訴我們當時各處的教會都得到平安的時候
[00:02:30.960 --> 00:02:35.920]  他繼續走遍各地去傳揚福音
[00:02:35.920 --> 00:02:40.960]  今天我們會不會只是安於回來教會聚會
[00:02:40.960 --> 00:02:45.920]  而忽略了上帝要我們去的這個吩咐呢?
[00:02:45.920 --> 00:02:48.160]  今天我們的相聚
[00:02:48.160 --> 00:02:53.600]  其實是為了分散之後所做的學習和預備
[00:02:53.600 --> 00:02:58.080]  往往我們信仰的實踐並不是在教會裡面
[00:02:58.080 --> 00:03:00.080]  而是當我們離開了教會之後
[00:03:00.080 --> 00:03:03.200]  我們怎樣去實踐真理
[00:03:03.200 --> 00:03:05.600]  活出基督的樣式呢?
[00:03:05.600 --> 00:03:09.920]  我們每個星期不是為了回來崇拜而崇拜
[00:03:09.920 --> 00:03:11.920]  不是為了回來聚會而聚會
[00:03:11.920 --> 00:03:16.800]  每次的聚集都是為了分散之後的生活
[00:03:16.800 --> 00:03:19.040]  而去學習和預備
[00:03:19.040 --> 00:03:22.080]  沒錯,在崇拜聚會的焦點
[00:03:22.080 --> 00:03:25.120]  不單止是在於我們一起去敬拜上帝
[00:03:25.120 --> 00:03:27.600]  認識真理、團契相交
[00:03:27.600 --> 00:03:30.960]  更重要的就是當我們走出這個門口之後
[00:03:30.960 --> 00:03:34.000]  我們離開這個教會的建築物之後
[00:03:34.000 --> 00:03:37.440]  我們怎樣去敬拜、禱告
[00:03:37.440 --> 00:03:41.200]  過一個有信心、有盼望的生活
[00:03:41.200 --> 00:03:44.960]  魯迦紀述彼得周流四方
[00:03:44.960 --> 00:03:48.880]  隨著聖靈的引導來到呂大這個地方
[00:03:48.880 --> 00:03:50.320]  呂大在哪裡呢?
[00:03:50.320 --> 00:03:52.320]  在地圖裡面告訴我們
[00:03:52.320 --> 00:03:54.000]  呂大和約柏
[00:03:54.000 --> 00:03:56.400]  待會我們會提及的另一個地方
[00:03:56.400 --> 00:03:59.600]  這兩個地方有「雙子城」之稱
[00:03:59.600 --> 00:04:02.800]  兩個地方都是很靠近沿岸的城市
[00:04:02.800 --> 00:04:06.800]  呂大位於耶路撒冷的西北面
[00:04:06.800 --> 00:04:10.240]  是到約柏必經的城市
[00:04:10.240 --> 00:04:13.360]  如果大家去過以色列的話
[00:04:13.360 --> 00:04:19.360]  今天以色列的首都特拉維夫國際機場的所在地
[00:04:19.360 --> 00:04:21.760]  就是呂大這個地方
[00:04:21.760 --> 00:04:24.160]  早在彼得造訪的時候
[00:04:24.160 --> 00:04:25.600]  經文裡面告訴我們
[00:04:25.600 --> 00:04:29.760]  已經有信徒群體存在在呂大這裡
[00:04:29.760 --> 00:04:33.120]  當彼得來到呂大的時候
[00:04:33.120 --> 00:04:36.960]  他遇見一個人名叫「以尼亞德了坦桓」
[00:04:36.960 --> 00:04:39.760]  在玉子上躺臥八年
[00:04:39.760 --> 00:04:43.040]  「以尼亞德」大概是當時一個信徒
[00:04:43.040 --> 00:04:46.000]  他躺在床上已經八年了
[00:04:46.000 --> 00:04:49.120]  如果過去你因病而入院
[00:04:49.120 --> 00:04:52.240]  在醫院裡面睡了八個星期
[00:04:52.240 --> 00:04:54.960]  我相信日子一定很難過
[00:04:54.960 --> 00:04:56.960]  更何況這位仁兄
[00:04:56.960 --> 00:04:58.960]  他躺了八年
[00:04:58.960 --> 00:05:00.960]  究竟什麼是「躺」呢?
[00:05:00.960 --> 00:05:03.520]  在聖經裡面我們不陌生
[00:05:03.520 --> 00:05:09.280]  耶穌上來接觸不同有需要的人
[00:05:09.280 --> 00:05:10.720]  躺了的人
[00:05:10.720 --> 00:05:13.600]  某程度上他身體的神經機能
[00:05:13.600 --> 00:05:15.200]  發生了一些障礙
[00:05:15.200 --> 00:05:16.640]  身體的一部分
[00:05:16.640 --> 00:05:18.560]  完全或者不完全地
[00:05:18.560 --> 00:05:21.840]  永久地失去了活動的能力
[00:05:21.840 --> 00:05:23.840]  失去了自由
[00:05:23.840 --> 00:05:25.440]  從人的角度來看
[00:05:25.440 --> 00:05:27.440]  他的康復是無望的
[00:05:27.440 --> 00:05:30.000]  我相信當時彼得
[00:05:30.000 --> 00:05:32.000]  當見到「以尼亞」的時候
[00:05:32.000 --> 00:05:34.000]  欣著聖靈給他的感動
[00:05:34.000 --> 00:05:36.000]  他不是給「以尼亞」吃藥
[00:05:36.000 --> 00:05:37.680]  也不是幫他針灸
[00:05:37.680 --> 00:05:39.360]  也不是幫他按摩
[00:05:39.360 --> 00:05:41.360]  而是跟他說
[00:05:41.360 --> 00:05:44.720]  「以尼亞耶穌基督醫好你了
[00:05:44.720 --> 00:05:47.520]  起來收拾你的玉子」
[00:05:47.520 --> 00:05:49.520]  對這個神蹟
[00:05:49.520 --> 00:05:53.040]  其實我們好像有一種似曾相識的感覺
[00:05:53.040 --> 00:05:54.560]  這一番說話
[00:05:54.560 --> 00:05:58.960]  也好像在約翰福音五章一至九節裡面
[00:05:58.960 --> 00:06:04.000]  主耶穌是否醫好一個癱瘓了三十八年的人
[00:06:04.000 --> 00:06:05.520]  主耶穌對這個人說
[00:06:05.520 --> 00:06:09.120]  「起來拿你的玉子走吧」
[00:06:09.120 --> 00:06:11.120]  現在彼得奉耶穌基督的名
[00:06:11.120 --> 00:06:12.480]  醫好這個癱瘓
[00:06:12.480 --> 00:06:15.040]  跟當時耶穌所做的、所說的
[00:06:15.040 --> 00:06:17.040]  都相當之類似
[00:06:17.040 --> 00:06:18.800]  我跟我太太Mandy
[00:06:18.800 --> 00:06:22.160]  每天早上都會跟兩個兒子說
[00:06:22.160 --> 00:06:25.360]  「起來啊!收拾你的皮啊!」
[00:06:25.360 --> 00:06:28.160]  不過沒有人有反應
[00:06:28.160 --> 00:06:30.640]  癱瘓了八年的「以尼亞」
[00:06:30.640 --> 00:06:33.360]  就欣著這一句說話
[00:06:33.360 --> 00:06:36.000]  他立刻起來了
[00:06:36.000 --> 00:06:39.920]  顯出了從耶穌基督而來的醫治能力
[00:06:39.920 --> 00:06:41.520]  在彼得的身上
[00:06:41.520 --> 00:06:43.600]  「以尼亞」的癱瘓全消
[00:06:43.600 --> 00:06:45.280]  他能夠站得起來
[00:06:45.280 --> 00:06:46.640]  隨意走動
[00:06:46.640 --> 00:06:49.440]  他全然康復
[00:06:49.440 --> 00:06:52.720]  彼得選擇順服聖靈的帶領
[00:06:52.720 --> 00:06:56.400]  忠心地按照著耶穌基督的吩咐
[00:06:56.400 --> 00:07:00.160]  「隨走隨傳、隨走隨醫」
[00:07:00.160 --> 00:07:03.360]  將主給他的恩賜好好地運用
[00:07:03.360 --> 00:07:06.240]  「發揚主光大」
[00:07:06.240 --> 00:07:07.440]  頂姐妹
[00:07:07.440 --> 00:07:09.680]  今天我們有沒有好好運用
[00:07:09.680 --> 00:07:12.400]  上帝所託付給我們的恩賜?
[00:07:12.400 --> 00:07:13.840]  我們又相不相信
[00:07:13.840 --> 00:07:15.680]  當我們越用的時候
