
[00:00:00.000 --> 00:00:03.340]  請我們在聆聽主導之前
[00:00:03.340 --> 00:00:05.340]  同心禱告
[00:00:05.340 --> 00:00:08.180]  願僕人口中的言語
[00:00:08.180 --> 00:00:10.800]  弟兄姊妹的心懷意念
[00:00:10.800 --> 00:00:13.180]  都蒙上主的如臘
[00:00:13.180 --> 00:00:15.180]  阿們
[00:00:15.180 --> 00:00:16.680]  各位
[00:00:16.680 --> 00:00:20.900]  上個月我的講題是時日無多了
[00:00:20.900 --> 00:00:22.900]  今日我的講題
[00:00:22.900 --> 00:00:25.780]  是願你們平安
[00:00:25.780 --> 00:00:27.780]  時日無多
[00:00:27.780 --> 00:00:30.380]  不是愈來愈令人不安嗎
[00:00:30.380 --> 00:00:31.460]  對呀
[00:00:31.460 --> 00:00:34.100]  就是因為愈來愈不安
[00:00:34.100 --> 00:00:38.140]  所以要講願你們平安
[00:00:38.140 --> 00:00:42.320]  如果大家有留意今日的經課
[00:00:42.320 --> 00:00:46.700]  它是有三次出現了
[00:00:46.700 --> 00:00:48.700]  願你們平安
[00:00:48.700 --> 00:00:54.100]  在二十章十九至二十九節裏面
[00:00:54.100 --> 00:00:56.700]  有三次出現
[00:00:56.700 --> 00:00:58.700]  三次的出現
[00:00:58.700 --> 00:01:03.700]  在同樣的經文顯示
[00:01:03.700 --> 00:01:06.700]  這句話相當的重要
[00:01:06.700 --> 00:01:10.700]  請大家我們先來看第十九節
[00:01:10.700 --> 00:01:13.400]  第一個願你們平安
[00:01:13.400 --> 00:01:18.100]  那日晚上門徒因怕猶太人
[00:01:18.100 --> 00:01:22.500]  所以所在的地方門都關了
[00:01:22.500 --> 00:01:25.500]  耶穌來站在當中
[00:01:25.500 --> 00:01:27.500]  對他們說
[00:01:27.500 --> 00:01:29.500]  願你們平安
[00:01:29.500 --> 00:01:33.500]  這個平安是因為他們在懼怕當中
[00:01:33.500 --> 00:01:35.500]  主特別向他們講的
[00:01:35.500 --> 00:01:39.500]  接著在二十一節
[00:01:39.500 --> 00:01:42.500]  願你們平安
[00:01:42.500 --> 00:01:46.500]  就是父怎樣差遣了我
[00:01:46.500 --> 00:01:50.500]  我也要怎樣差遣你們
[00:01:50.500 --> 00:01:52.500]  這是耶穌對門徒講的
[00:01:52.500 --> 00:01:55.500]  願他們有平安
[00:01:55.500 --> 00:01:57.500]  接受差遣
[00:01:57.500 --> 00:02:00.500]  去為上主工作
[00:02:00.500 --> 00:02:03.500]  第三個願你們平安
[00:02:03.500 --> 00:02:06.500]  是在第二十六節
[00:02:06.500 --> 00:02:09.500]  今日讀經完我沒有叫它讀出
[00:02:09.500 --> 00:02:11.500]  但大家可以自己看
[00:02:11.500 --> 00:02:15.500]  過了八日門徒又在屋裏
[00:02:15.500 --> 00:02:18.500]  多瑪也和他們坐一起
[00:02:18.500 --> 00:02:20.500]  門都關了
[00:02:20.500 --> 00:02:24.500]  耶穌來站在當中說
[00:02:24.500 --> 00:02:26.500]  願你們平安
[00:02:26.500 --> 00:02:28.500]  大家留意
[00:02:28.500 --> 00:02:32.500]  這段經文是講有一個門徒叫多瑪
[00:02:32.500 --> 00:02:34.500]  當上個星期
[00:02:34.500 --> 00:02:37.500]  耶穌向門徒顯現的時候
[00:02:37.500 --> 00:02:39.500]  多瑪是不在的
[00:02:39.500 --> 00:02:43.500]  所以耶穌特別來向他顯現
[00:02:43.500 --> 00:02:46.500]  在顯現之前對他說
[00:02:46.500 --> 00:02:48.500]  願你們平安
[00:02:48.500 --> 00:02:52.500]  因為多瑪還沒有得到這句祝福
[00:02:52.500 --> 00:02:55.500]  特別想補回給他
[00:02:55.500 --> 00:02:57.500]  還有的原因就是
[00:02:57.500 --> 00:03:00.500]  因為多瑪曾經懷疑
[00:03:00.500 --> 00:03:03.500]  耶穌是否真的復活
[00:03:03.500 --> 00:03:06.500]  可能多瑪一見到耶穌
[00:03:06.500 --> 00:03:07.500]  他會震騰騰
[00:03:07.500 --> 00:03:10.500]  因為他曾經很懷疑
[00:03:10.500 --> 00:03:14.500]  所有向他講的門徒
[00:03:14.500 --> 00:03:16.500]  都相信耶穌復活
[00:03:16.500 --> 00:03:18.500]  唯獨他不相信
[00:03:18.500 --> 00:03:20.500]  但是今天
[00:03:20.500 --> 00:03:23.500]  這位主竟然在他的面前
[00:03:23.500 --> 00:03:26.500]  他見到耶穌一定會很害怕
[00:03:26.500 --> 00:03:28.500]  耶穌會不會質問他
[00:03:28.500 --> 00:03:30.500]  為什麼你不相信我呢
[00:03:30.500 --> 00:03:32.500]  耶穌沒有這樣說
[00:03:32.500 --> 00:03:34.500]  但是耶穌說
[00:03:34.500 --> 00:03:37.500]  願你們平安
[00:03:37.500 --> 00:03:42.500]  各位我們留意這段經文是有不同的
[00:03:42.500 --> 00:03:46.500]  他是在復活節的晚上
[00:03:46.500 --> 00:03:48.500]  即是早上的復活節
[00:03:48.500 --> 00:03:50.500]  瑪利亞已經是第一位
[00:03:50.500 --> 00:03:52.500]  見到耶穌復活
[00:03:52.500 --> 00:03:54.500]  向門徒報信
[00:03:54.500 --> 00:03:57.500]  帶給周圍的人很興奮
[00:03:57.500 --> 00:03:59.500]  耶穌復活是得勝的
[00:03:59.500 --> 00:04:00.500]  是光明的
[00:04:00.500 --> 00:04:04.500]  是充滿了喜樂平安的
[00:04:04.500 --> 00:04:09.500]  但是到底復活節的晚上又如何
[00:04:09.500 --> 00:04:13.500]  一般人的理解直到現在
[00:04:13.500 --> 00:04:16.500]  黑夜是代表著危險
[00:04:16.500 --> 00:04:18.500]  恐懼不安
[00:04:18.500 --> 00:04:20.500]  月黑風高
[00:04:20.500 --> 00:04:24.500]  大家想起殺人夜
[00:04:24.500 --> 00:04:26.500]  會令人不安
[00:04:26.500 --> 00:04:28.500]  晚上出外的時候
[00:04:28.500 --> 00:04:30.500]  在黑夜走路
[00:04:30.500 --> 00:04:33.500]  會遇上盜賊野獸
[00:04:33.500 --> 00:04:35.500]  甚至遇到石頭
[00:04:35.500 --> 00:04:36.500]  會跌倒
[00:04:36.500 --> 00:04:40.500]  在以往的社會沒有那麼多街燈的照明
[00:04:40.500 --> 00:04:42.500]  靠月光星光
[00:04:42.500 --> 00:04:45.500]  是很危險的事
[00:04:45.500 --> 00:04:49.500]  坐船的在晚上可能會遇上風暴
[00:04:49.500 --> 00:04:53.500]  甚至見到水怪或者鬼出現
[00:04:53.500 --> 00:04:57.500]  晚上在屋內可能會遇上小偷
[00:04:57.500 --> 00:05:00.500]  如果晚上在戰場的話
[00:05:00.500 --> 00:05:05.500]  他是分分鐘懼怕敵人的進攻
[00:05:05.500 --> 00:05:10.500]  犯了事的人可能怕晚上被緝拿
[00:05:10.500 --> 00:05:12.500]  門都關上
[00:05:12.500 --> 00:05:15.500]  顯示了在不安的當中
[00:05:15.500 --> 00:05:18.500]  他們在懼怕的裡面
[00:05:18.500 --> 00:05:20.500]  最需要的是甚麼呢
[00:05:20.500 --> 00:05:23.500]  最需要就是平安
[00:05:23.500 --> 00:05:25.500]  大家留意這位復活主
[00:05:25.500 --> 00:05:28.500]  是出現在他們的眼前
[00:05:28.500 --> 00:05:31.500]  是站在他們的當中
[00:05:31.500 --> 00:05:35.500]  讓每個人都能夠見到這位主
[00:05:35.500 --> 00:05:38.500]  清楚知道這位主
[00:05:38.500 --> 00:05:40.500]  是存在
[00:05:40.500 --> 00:05:42.500]  是已經復活了
[00:05:42.500 --> 00:05:48.500]  人類是最需要平安
[00:05:48.500 --> 00:05:51.500]  沒錢的人因為沒錢不安
[00:05:51.500 --> 00:05:55.500]  有很多錢的人因為太多錢都會不安
[00:05:55.500 --> 00:05:58.500]  有名有利有勢的人
[00:05:58.500 --> 00:05:59.500]  因為沒健康
[00:05:59.500 --> 00:06:02.500]  同時間他又不安
[00:06:02.500 --> 00:06:07.500]  有時間有健康的人
[00:06:07.500 --> 00:06:10.500]  因為沒機會他也會不安
[00:06:10.500 --> 00:06:14.500]  我們人總是有不同的不安
[00:06:14.500 --> 00:06:16.500]  耶穌這一句話
[00:06:16.500 --> 00:06:19.500]  「願你們平安」
[00:06:19.500 --> 00:06:21.500]  Peace be with you
[00:06:21.500 --> 00:06:24.500]  這個英文更加含有一個
[00:06:24.500 --> 00:06:28.500]  跟聖經原文是有很相近的
[00:06:28.500 --> 00:06:29.500]  中文是翻譯不到的
[00:06:29.500 --> 00:06:31.500]  Peace be with you
[00:06:31.500 --> 00:06:34.500]  就是平安伴隨著你的
[00:06:34.500 --> 00:06:35.500]  跟著你的
[00:06:35.500 --> 00:06:37.500]  正不正
[00:06:37.500 --> 00:06:39.500]  不只是給你平安
[00:06:39.500 --> 00:06:42.500]  而是說願這個平安一路跟著你
[00:06:42.500 --> 00:06:45.500]  去到甚麼時間
[00:06:45.500 --> 00:06:48.500]  這個平安都是跟著你的
[00:06:48.500 --> 00:06:50.500]  近代心理學家發現人
[00:06:50.500 --> 00:06:56.500]  基本上有三種類型的不安和懼怕
[00:06:56.500 --> 00:07:01.500]  第一個是怕聽到突然的巨響
[00:07:01.500 --> 00:07:03.500]  或者突然的災難
[00:07:03.500 --> 00:07:07.500]  恐怖份子就是利用這種來嚇人
[00:07:07.500 --> 00:07:09.500]  突然之間嚇身
[00:07:09.500 --> 00:07:13.500]  在人最開心聽音樂會的時候
[00:07:13.500 --> 00:07:15.500]  來去炸
[00:07:15.500 --> 00:07:19.500]  第二類的怕就是自己跌倒
[00:07:19.500 --> 00:07:24.500]  第三類的怕就是怕被人遺棄
[00:07:24.500 --> 00:07:29.500]  第一類是怕突然的災難巨響
[00:07:29.500 --> 00:07:33.500]  第二類是怕跌倒的意思是怕失敗
[00:07:33.500 --> 00:07:35.500]  怕出錯
[00:07:35.500 --> 00:07:36.500]  怕站不穩
[00:07:36.500 --> 00:07:38.500]  怕考試不合格
[00:07:38.500 --> 00:07:39.500]  怕失戀
[00:07:39.500 --> 00:07:41.500]  怕失去健康
[00:07:41.500 --> 00:07:42.500]  怕失去錢
[00:07:42.500 --> 00:07:45.500]  怕失去了生命
[00:07:45.500 --> 00:07:48.500]  第三種的怕是怕被遺棄
[00:07:48.500 --> 00:07:52.500]  怕被父母子女被出賣
[00:07:52.500 --> 00:07:54.500]  怕被人陷害
[00:07:54.500 --> 00:07:56.500]  怕被人取笑
[00:07:56.500 --> 00:07:58.500]  怕被人看不起你
[00:07:58.500 --> 00:08:01.500]  怕不被重視
[00:08:01.500 --> 00:08:05.500]  這三種的懼怕和不安
[00:08:05.500 --> 00:08:08.500]  我相信都是我們經歷過
[00:08:08.500 --> 00:08:13.500]  或者我們正在懼怕當中
[00:08:13.500 --> 00:08:17.500]  懼怕裡面還有一個情況就是
[00:08:17.500 --> 00:08:20.500]  這三類是單一發生
[00:08:20.500 --> 00:08:24.500]  可能是突然的巨響災難
[00:08:24.500 --> 00:08:26.500]  但是沒有臨到你
[00:08:26.500 --> 00:08:29.500]  可能你是嚇一嚇
[00:08:29.500 --> 00:08:32.500]  但是如果臨到你的時候
[00:08:32.500 --> 00:08:35.500]  這種的懼怕和不安
[00:08:35.500 --> 00:08:38.500]  是會接二連三的
[00:08:38.500 --> 00:08:40.500]  就是說第一類的懼怕
[00:08:40.500 --> 00:08:42.500]  會引發第二類的懼怕
[00:08:42.500 --> 00:08:44.500]  第二類的懼怕
[00:08:44.500 --> 00:08:47.500]  引發第三類的懼怕
[00:08:47.500 --> 00:08:50.500]  懼怕就是人生的敵人
[00:08:50.500 --> 00:08:53.500]  足以毀滅你整個人
[00:08:53.500 --> 00:08:57.500]  甚至將一個人慢慢的折磨至死
[00:08:57.500 --> 00:09:00.500]  門徒把門關上
[00:09:00.500 --> 00:09:05.500]  因為怕猶太人會突然的來捉拿他們
[00:09:05.500 --> 00:09:08.500]  他們怕這個巨響
[00:09:08.500 --> 00:09:13.500]  怕這個巨響就是猶太人突然來緝拿他們
[00:09:13.500 --> 00:09:16.500]  如果這個懼怕真的出現的話
[00:09:16.500 --> 00:09:19.500]  他們就會怕被監禁
[00:09:19.500 --> 00:09:21.500]  失自由
[00:09:21.500 --> 00:09:22.500]  被打
[00:09:22.500 --> 00:09:23.500]  失去健康
[00:09:23.500 --> 00:09:24.500]  被殺
[00:09:24.500 --> 00:09:27.500]  甚至失去生命
[00:09:27.500 --> 00:09:30.500]  所以這個就是第二類怕跌倒
[00:09:30.500 --> 00:09:33.500]  怕失去的懼怕
[00:09:33.500 --> 00:09:37.500]  如果第二類的懼怕是出現的時候
[00:09:37.500 --> 00:09:41.500]  門徒就會更加怕
[00:09:41.500 --> 00:09:45.500]  怕會被家人遺棄
[00:09:45.500 --> 00:09:47.500]  如果他死了就不能說
[00:09:47.500 --> 00:09:48.500]  不死的話
[00:09:48.500 --> 00:09:49.500]  他坐了牢的
[00:09:49.500 --> 00:09:52.500]  可能沒有人會夠膽去探望他
[00:09:52.500 --> 00:09:55.500]  沒有人理他
[00:09:55.500 --> 00:09:59.500]  復活主的出現是帶來了平安
[00:09:59.500 --> 00:10:01.500]  願你們平安
[00:10:01.500 --> 00:10:04.500]  這個平安如果是實在的話
[00:10:04.500 --> 00:10:09.500]  是終止了人的不安和懼怕
[00:10:09.500 --> 00:10:13.500]  所以猶太人他們見面自古到今
[00:10:13.500 --> 00:10:16.500]  就是Shalom 平安
