
[00:00:00.000 --> 00:00:02.800]  我們大家一起祈禱,然後再思想聖經
[00:00:02.800 --> 00:00:08.820]  創造天地的主
[00:00:08.820 --> 00:00:11.920]  主,祢的名字高
[00:00:11.920 --> 00:00:14.980]  因為祢按照祢自己的美意
[00:00:14.980 --> 00:00:18.140]  創造了天地,創造了我們
[00:00:18.140 --> 00:00:21.040]  我們到祢的面前承認
[00:00:21.040 --> 00:00:24.160]  我們是從祢而出
[00:00:24.160 --> 00:00:27.080]  我們的生命都是歸向祢
[00:00:27.880 --> 00:00:30.920]  主,我們很想來到更多認識祢
[00:00:30.920 --> 00:00:34.280]  亦都渴望我們常常去敬拜祢的時候
[00:00:34.280 --> 00:00:36.760]  我們的心更加轉向祢
[00:00:36.760 --> 00:00:39.380]  主,讓我們在今天
[00:00:39.380 --> 00:00:41.200]  同心卻來到敬拜
[00:00:41.200 --> 00:00:44.960]  亦都渴望祢幫助我們更深切地明白
[00:00:44.960 --> 00:00:46.800]  敬拜的意義
[00:00:46.800 --> 00:00:51.520]  讓我們的敬拜更加能夠按照祢的心意獻情
[00:00:51.520 --> 00:00:54.600]  每一次每一次都為祢所喜悅
[00:00:55.000 --> 00:00:58.840]  我們仰望主因的時候,借助祢自己聖經的說話
[00:00:58.840 --> 00:01:02.600]  再一次來到人道指教我們
[00:01:02.600 --> 00:01:05.940]  我們仰望祈禱,奉耶穌成名求
[00:01:05.940 --> 00:01:06.940]  阿們
[00:01:06.940 --> 00:01:10.000]  我們揭開剛才聖經
[00:01:10.000 --> 00:01:12.780]  詩篇第九十六篇的經文
[00:01:12.780 --> 00:01:22.000]  大家會記得我們在這段時間一起思想的是《士童傳》
[00:01:22.700 --> 00:01:25.200]  大家會想起第二章的時候
[00:01:25.200 --> 00:01:27.800]  當時彼得和很多人來到他講道
[00:01:27.800 --> 00:01:29.800]  有三千人信主
[00:01:29.800 --> 00:01:32.400]  在裏面聖經特別提及一件事情
[00:01:32.400 --> 00:01:34.300]  就是當很多人信主之後
[00:01:34.300 --> 00:01:37.500]  他們有一個很自然的表現
[00:01:37.500 --> 00:01:41.200]  聖經就說他們天天同心合意
[00:01:41.200 --> 00:01:43.800]  行切地在殿裏面
[00:01:43.800 --> 00:01:46.200]  在家裏面來到去敬拜神
[00:01:46.200 --> 00:01:47.300]  去抹餅
[00:01:47.300 --> 00:01:50.000]  亦都處著歡喜誠實的心
[00:01:50.000 --> 00:01:51.800]  來到去一起用飯
[00:01:51.800 --> 00:01:54.100]  有他們的愛言團契
[00:01:54.100 --> 00:01:56.100]  然後讚美上帝
[00:01:56.100 --> 00:01:58.400]  當人信了主之後
[00:01:58.400 --> 00:01:59.900]  領受救恩之後
[00:01:59.900 --> 00:02:01.800]  一種很自然的表現
[00:02:01.800 --> 00:02:05.100]  他們就很願意很想來到敬拜神
[00:02:05.100 --> 00:02:08.200]  而且聖經講到他們天天
[00:02:08.200 --> 00:02:11.000]  行切地去敬拜神
[00:02:11.000 --> 00:02:14.900]  有人覺得天天敬拜上帝
[00:02:14.900 --> 00:02:16.700]  很花時間的
[00:02:16.700 --> 00:02:21.000]  如果我們說他們天天敬拜上帝
[00:02:21.000 --> 00:02:23.200]  我們今天一個星期一次
[00:02:23.200 --> 00:02:26.200]  可能都覺得都花時間
[00:02:26.200 --> 00:02:30.300]  但你發覺他們沒有一種浪費的感覺
[00:02:30.300 --> 00:02:34.400]  只是天天行切地敬拜上帝
[00:02:34.400 --> 00:02:36.300]  而且他們是歡喜快樂的
[00:02:36.300 --> 00:02:37.700]  不是勉強的
[00:02:37.700 --> 00:02:39.400]  歡喜快樂地來到去抹餅
[00:02:39.400 --> 00:02:41.600]  去祈禱去敬拜上帝
[00:02:41.600 --> 00:02:43.700]  很明顯他們的內心
[00:02:43.700 --> 00:02:45.500]  有一種很自然的
[00:02:45.500 --> 00:02:51.200]  一種很感覺應該的態度來到敬拜
[00:02:51.200 --> 00:02:55.400]  當你看到他們的敬拜的時候
[00:02:55.400 --> 00:02:57.800]  你會發覺原來他們會感受到
[00:02:57.800 --> 00:03:00.800]  敬拜是他們生命的一部份
[00:03:00.800 --> 00:03:02.400]  或者嚴格地說
[00:03:02.400 --> 00:03:05.000]  是生命的全部份
[00:03:05.000 --> 00:03:06.600]  因為我們常常都講到
[00:03:06.600 --> 00:03:08.300]  聖經裏面的概念
[00:03:08.300 --> 00:03:10.500]  敬拜就是侍奉
[00:03:10.500 --> 00:03:12.800]  侍奉就是敬拜
[00:03:12.800 --> 00:03:14.500]  在你日常的生活裏面
[00:03:14.500 --> 00:03:17.700]  透過你的言語、行為來侍奉主
[00:03:17.700 --> 00:03:19.700]  表達對你的敬拜
[00:03:19.700 --> 00:03:21.300]  然後去到主日的時候
[00:03:21.300 --> 00:03:24.000]  你整個星期的一種敬拜
[00:03:24.000 --> 00:03:27.500]  總結在一個整體的崇拜裏面
[00:03:27.500 --> 00:03:30.800]  向神獻上那種崇拜
[00:03:30.800 --> 00:03:31.500]  所以你見到
[00:03:31.500 --> 00:03:33.400]  剛才我們唱過詩歌提到
[00:03:33.400 --> 00:03:36.100]  敬拜是我們的本份
[00:03:36.100 --> 00:03:38.500]  是我們將我們所應當獻情
[00:03:38.500 --> 00:03:40.600]  給一位創造主
[00:03:40.600 --> 00:03:44.500]  應該有或者自然有的表現
[00:03:44.500 --> 00:03:46.400]  因此我們見到聖經裏面描述
[00:03:46.400 --> 00:03:48.300]  當時的聖徒
[00:03:48.300 --> 00:03:50.400]  他們每天敬拜上帝
[00:03:50.400 --> 00:03:53.500]  而今天我們同樣地來學習
[00:03:53.500 --> 00:03:56.000]  我們常常去敬拜上帝
[00:03:56.000 --> 00:03:59.400]  去獻上他應得的讚美
[00:03:59.400 --> 00:04:02.300]  因此你用這個心思來看下一個經文
[00:04:02.300 --> 00:04:05.200]  就明白詩人他怎樣呼籲我們
[00:04:05.200 --> 00:04:07.700]  要常常地去敬拜主
[00:04:07.700 --> 00:04:09.800]  大家看回聖經
[00:04:09.800 --> 00:04:12.300]  在這篇聖經有十三節的經文
[00:04:12.300 --> 00:04:14.100]  我們嘗試分開三個段落
[00:04:14.100 --> 00:04:16.400]  一起來思想
[00:04:16.400 --> 00:04:19.300]  首先你會看第一節到第六節
[00:04:19.300 --> 00:04:21.500]  我們先讀第一節
[00:04:21.500 --> 00:04:23.300]  大家聽我讀出來
[00:04:23.300 --> 00:04:26.600]  「你們要向耶和華唱新歌
[00:04:26.600 --> 00:04:29.700]  全地都要向耶和華歌唱
[00:04:29.700 --> 00:04:31.100]  要向耶和華歌唱
[00:04:31.100 --> 00:04:33.000]  稱頌他的名」
[00:04:33.000 --> 00:04:35.500]  我們先讀到這裏
[00:04:35.500 --> 00:04:36.400]  一開始的時候
[00:04:36.400 --> 00:04:37.300]  詩人清楚地說
[00:04:37.300 --> 00:04:41.200]  要歌頌這位偉大的創造主
[00:04:41.200 --> 00:04:43.000]  連續三次地提醒
[00:04:43.000 --> 00:04:44.600]  你們要歌頌神
[00:04:44.600 --> 00:04:46.900]  歌頌上帝
[00:04:46.900 --> 00:04:50.400]  當時詩人唱頌這些詩篇的時候
[00:04:50.400 --> 00:04:52.800]  相信他們不單是重複
[00:04:52.800 --> 00:04:54.100]  而是一句比一句
[00:04:54.100 --> 00:04:57.500]  更加高昂地唱頌出來
[00:04:57.500 --> 00:04:58.500]  不斷地呼籲我們
[00:04:58.500 --> 00:05:01.000]  你們要唱頌歌頌上帝
[00:05:01.000 --> 00:05:02.300]  你們要歌頌上帝
[00:05:02.300 --> 00:05:04.200]  你們要歌頌上帝
[00:05:04.200 --> 00:05:06.200]  一直呼籲我們向神
[00:05:06.200 --> 00:05:08.500]  來獻上歌頌
[00:05:08.500 --> 00:05:09.900]  這種呼籲
[00:05:09.900 --> 00:05:11.800]  亦都很清楚地表達出
[00:05:11.800 --> 00:05:13.900]  是有一個對象
[00:05:13.900 --> 00:05:17.400]  這個對象是耶和華上帝
[00:05:17.400 --> 00:05:20.500]  由聖經譯作上主
[00:05:20.500 --> 00:05:22.400]  向這位天上的主
[00:05:22.400 --> 00:05:24.700]  來獻上歌頌
[00:05:24.700 --> 00:05:27.600]  我們每一個人都體會
[00:05:27.600 --> 00:05:29.700]  在社會上生活
[00:05:29.700 --> 00:05:32.300]  我們很重視人際關係
[00:05:32.300 --> 00:05:34.100]  特別中國人很緊張
[00:05:34.100 --> 00:05:36.600]  因為關係象徵著利益
[00:05:36.600 --> 00:05:38.200]  有關係沒有關係
[00:05:38.200 --> 00:05:41.000]  就是最大的關係
[00:05:41.000 --> 00:05:42.000]  我很重視關係
[00:05:42.000 --> 00:05:44.200]  很怕別人會輕視我們
[00:05:44.200 --> 00:05:45.500]  亦都會知道某些關係
[00:05:45.500 --> 00:05:48.100]  會帶給自己很多好處
[00:05:48.100 --> 00:05:49.700]  我們容易會將注意力
[00:05:49.700 --> 00:05:52.400]  集中在人的層面
[00:05:52.400 --> 00:05:55.100]  但是詩人呼籲我們
[00:05:55.100 --> 00:05:57.800]  將我們的心向上
[00:05:57.800 --> 00:06:00.700]  是知道有一位更重要
[00:06:00.700 --> 00:06:03.800]  我們要建立關係的上帝
[00:06:03.800 --> 00:06:06.100]  在祂創造我們的生命
[00:06:06.100 --> 00:06:09.700]  要留意向祂來歌唱
[00:06:09.700 --> 00:06:11.800]  向祂獻上讚美
[00:06:11.800 --> 00:06:16.000]  稱頌祂至高的成名
[00:06:16.000 --> 00:06:16.900]  當唱歌的時候
[00:06:16.900 --> 00:06:18.200]  詩人特別強調
[00:06:18.200 --> 00:06:21.800]  你們要向耶和華唱什麼歌
[00:06:21.800 --> 00:06:23.700]  新的歌
[00:06:23.700 --> 00:06:24.500]  你說這首歌
[00:06:24.500 --> 00:06:26.300]  我已經唱過了
[00:06:26.300 --> 00:06:28.400]  是舊歌
[00:06:28.400 --> 00:06:32.100]  當然不單單是新舊認識的問題
[00:06:32.100 --> 00:06:34.100]  而是聖經讓我們知道
[00:06:34.100 --> 00:06:35.600]  就是這位上帝
[00:06:35.600 --> 00:06:40.200]  是每早晨賜下新的恩典
[00:06:40.200 --> 00:06:42.000]  你記得讀耶利米亞歌的時候
[00:06:42.000 --> 00:06:43.200]  聖經說到
[00:06:43.200 --> 00:06:46.600]  祂的恩典每早晨都是新的
[00:06:46.600 --> 00:06:49.100]  祂的憐憫不會斷絕
[00:06:49.100 --> 00:06:52.800]  是不斷不斷讓我們有新的憐憫
[00:06:52.800 --> 00:06:54.400]  因此就算我們軟弱
[00:06:54.400 --> 00:06:55.500]  我們跌倒
[00:06:55.500 --> 00:06:57.300]  我們放膽到神的面前
[00:06:57.300 --> 00:07:01.000]  知道祂會再將恩典賜給我們
[00:07:01.000 --> 00:07:03.600]  因此領受新的恩典之餘
[00:07:03.600 --> 00:07:07.400]  向祂唱出新歌
[00:07:07.400 --> 00:07:09.400]  心裡面不斷領受神的恩
[00:07:09.400 --> 00:07:13.600]  心被恩感向神歌頌
[00:07:13.600 --> 00:07:15.500]  所以就算是舊的詩歌
[00:07:15.500 --> 00:07:17.700]  你經歷神的新恩惠
[00:07:17.700 --> 00:07:23.700]  是不斷將新的詩歌向神唱頌出來
[00:07:23.700 --> 00:07:24.800]  你再看下去的時候
[00:07:24.800 --> 00:07:28.100]  在第二節中間
[00:07:28.100 --> 00:07:32.400]  聖經說天天傳揚祂的舊恩
[00:07:32.400 --> 00:07:35.600]  在列國中述說祂的榮耀
[00:07:35.600 --> 00:07:39.900]  在萬民中述說祂奇妙的作為
[00:07:39.900 --> 00:07:41.200]  突然間你體會到
[00:07:41.200 --> 00:07:43.500]  向上來到歌頌
[00:07:43.500 --> 00:07:45.900]  轉向了向人
