
[00:00:00.000 --> 00:00:03.000]  各位來賓 主內的弟兄姊妹 早晨
[00:00:03.000 --> 00:00:07.000]  感謝主我今日再有機會來到大家當中
[00:00:07.000 --> 00:00:10.000]  分享哥林多前書的信息
[00:00:10.000 --> 00:00:12.000]  在過去的七個星期
[00:00:12.000 --> 00:00:16.000]  我們一直圍繞著一個主題
[00:00:16.000 --> 00:00:18.000]  愛在愛著教會
[00:00:18.000 --> 00:00:20.000]  雖然我們在疫情當中
[00:00:20.000 --> 00:00:22.000]  過去一個月裡
[00:00:22.000 --> 00:00:25.000]  我們教會都有兩件婚禮
[00:00:25.000 --> 00:00:28.000]  有兩對新人成為夫婦
[00:00:28.000 --> 00:00:30.000]  他們的婚姻狀況
[00:00:30.000 --> 00:00:35.000]  從單身變到已婚夫婦
[00:00:35.000 --> 00:00:40.000]  他們以後去政府那裡填表格的時候
[00:00:40.000 --> 00:00:42.000]  就以後不要選錯了
[00:00:42.000 --> 00:00:44.000]  不再是單身
[00:00:44.000 --> 00:00:46.000]  現在要選擇已婚那一屆
[00:00:46.000 --> 00:00:47.000]  在我們教會當中
[00:00:47.000 --> 00:00:51.000]  其實依然有很多不同的婚姻狀況
[00:00:51.000 --> 00:00:52.000]  的弟兄姊妹
[00:00:52.000 --> 00:00:56.000]  又有單身 又有已婚
[00:00:56.000 --> 00:01:00.000]  又有一些獨居的老人家
[00:01:00.000 --> 00:01:03.000]  他們在生命裡都見證了
[00:01:03.000 --> 00:01:09.000]  他們神所喜悅的婚姻的生活
[00:01:09.000 --> 00:01:11.000]  我們基於婚姻生活裡
[00:01:11.000 --> 00:01:13.000]  都經常有很多的掙扎
[00:01:13.000 --> 00:01:16.000]  就算是哥林多教會都是一樣
[00:01:16.000 --> 00:01:19.000]  他們的信徒的背景
[00:01:19.000 --> 00:01:22.000]  都有不同的婚姻狀況
[00:01:22.000 --> 00:01:27.000]  再加上他們當時的社會道德放縱
[00:01:27.000 --> 00:01:30.000]  是成為世界文明的
[00:01:30.000 --> 00:01:35.000]  社會道德放縱的一個地方
[00:01:35.000 --> 00:01:38.000]  他們門徒品格都出了問題
[00:01:38.000 --> 00:01:42.000]  他們有彼此分擋的事情
[00:01:42.000 --> 00:01:47.000]  對道德和罪有不明白的地方
[00:01:47.000 --> 00:01:51.000]  結果往往容許了罪和紛爭在他們當中
[00:01:51.000 --> 00:01:53.000]  過去那七個禮拜
[00:01:53.000 --> 00:01:56.000]  我們都在這個信息
[00:01:56.000 --> 00:01:59.000]  在哥林多前書學到十字架的信息
[00:01:59.000 --> 00:02:03.000]  學到教會我們基督徒的身體
[00:02:03.000 --> 00:02:05.000]  是聖靈的殿
[00:02:05.000 --> 00:02:07.000]  這些原則當中
[00:02:07.000 --> 00:02:09.000]  我們從今天開始
[00:02:09.000 --> 00:02:11.000]  從第七章至十五章
[00:02:11.000 --> 00:02:15.000]  保羅會從這封信去解答
[00:02:15.000 --> 00:02:17.000]  哥林多教會各樣的問題
[00:02:17.000 --> 00:02:22.000]  今天我們會集中我們的時間
[00:02:22.000 --> 00:02:24.000]  在哥林多前書第七章
