
[00:00:00.000 --> 00:00:04.400]  主母早晨,很高興能夠再次和大家一起去分享神的說話
[00:00:04.400 --> 00:00:06.200]  一同去學習主的道理
[00:00:06.200 --> 00:00:11.400]  並且藉著這段時間一層以主的道去敬拜我們主我們的神
[00:00:11.400 --> 00:00:13.800]  讓我們再一次低頭去禱告
[00:00:13.800 --> 00:00:16.600]  將我們的生命交在我們主的手上
[00:00:16.600 --> 00:00:19.600]  帶領我們能夠在這段聆聽主道的時間
[00:00:19.600 --> 00:00:22.600]  能夠更清楚地認識我們主耶穌的位神
[00:00:22.600 --> 00:00:25.800]  願賀聖德根基宗姐妹再次能夠在主日的時間
[00:00:25.800 --> 00:00:29.600]  能夠一同來到學習神的話語
[00:00:29.600 --> 00:00:33.400]  同時讓我們一起來到更認識我們主我們神
[00:00:33.400 --> 00:00:35.200]  願我們再次透過禱告
[00:00:35.200 --> 00:00:39.600]  來把我們身心意念交錯在神的靈的當中
[00:00:39.600 --> 00:00:43.800]  帶領我們能夠明白祂是什麼樣的一位神
[00:00:43.800 --> 00:00:47.000]  再次感謝主給我們這個機會
[00:00:47.000 --> 00:00:48.400]  在星期三的禱告
[00:00:48.400 --> 00:00:50.400]  我們可以學習神的說話
[00:00:50.400 --> 00:00:54.800]  並且我們可以再次了解祂是誰
[00:00:54.800 --> 00:00:56.200]  所以讓我們低頭
[00:00:56.200 --> 00:00:58.800]  準備我們的心去禱告主
[00:00:58.800 --> 00:01:01.200]  讓我們同心的禱告
[00:01:01.200 --> 00:01:02.400]  慈悲的天父多謝祢
[00:01:02.400 --> 00:01:04.200]  讓我們能夠再次回來
[00:01:04.200 --> 00:01:08.000]  在主祢的說話的面前一同細心地學習
[00:01:08.000 --> 00:01:10.600]  求祢的話語成為我們腳前的燈
[00:01:10.600 --> 00:01:11.800]  路上的光
[00:01:11.800 --> 00:01:15.000]  並且讓我們能夠在直奔到永恆的當中
[00:01:15.000 --> 00:01:17.000]  能夠更加像祢
[00:01:17.000 --> 00:01:18.400]  求祢與我們同在
[00:01:18.400 --> 00:01:23.000]  從今天開始好好預備在永恆的當中如來同活
[00:01:23.000 --> 00:01:27.000]  求聖靈也幫助我們能夠更明白祢是怎樣的聖情
[00:01:27.000 --> 00:01:29.800]  好想我們能夠真的活在祢的裡面
[00:01:29.800 --> 00:01:33.400]  能夠真的體會到上帝祢所喜悅的事
[00:01:33.400 --> 00:01:37.600]  並且實踐在我們今天的生命生活當中
[00:01:37.600 --> 00:01:39.000]  我們親愛的父神感謝祢
[00:01:39.000 --> 00:01:41.400]  讓我們能夠再次來到祢的跟前
[00:01:41.400 --> 00:01:44.400]  一同來到學習主祢的話語
[00:01:44.400 --> 00:01:47.800]  求祢幫助我們透過聖靈的帶領
[00:01:47.800 --> 00:01:50.000]  使我們能夠清楚把握
[00:01:50.000 --> 00:01:52.600]  神祢的話語當中的教訓
[00:01:52.600 --> 00:01:59.000]  知道我們能夠有在燈前的引導
[00:01:59.000 --> 00:02:01.600]  使我們能夠一直走在一條
[00:02:01.600 --> 00:02:04.200]  上帝祢所喜悅的道路上面
[00:02:04.200 --> 00:02:06.000]  親愛的父神感謝祢
[00:02:06.000 --> 00:02:11.000]  讓我們有機會再次來到祢的跟前
[00:02:11.000 --> 00:02:12.800]  一同來到學習主祢的話語
[00:02:12.800 --> 00:02:15.000]  我們能夠了解祢是誰
[00:02:15.000 --> 00:02:19.800]  並且了解如何跟隨聖靈的指導
[00:02:19.800 --> 00:02:23.200]  請祢幫助我們在這段時間裡
[00:02:23.200 --> 00:02:25.400]  我們在耶穌基督的名義下祈禱
[00:02:25.400 --> 00:02:26.800]  我們同心的禱告
[00:02:26.800 --> 00:02:29.800]  奉靠主耶穌基督的名字而靠
[00:02:29.800 --> 00:02:30.800]  阿門
[00:02:49.800 --> 00:02:51.800]  去看下半部分
[00:02:51.800 --> 00:02:54.600]  讓我們再次的去預備我們的身心
[00:02:54.600 --> 00:02:58.600]  先去看看聖經當中的教訓是說些什麼
[00:02:58.600 --> 00:03:00.400]  今天的講題就是
[00:03:00.400 --> 00:03:03.400]  在神的面前當有的面貌
[00:03:03.400 --> 00:03:04.600]  今天的講題是
[00:03:04.600 --> 00:03:08.200]  在神面前當有的面貌
[00:03:08.200 --> 00:03:09.800]  我們的經文是出於
[00:03:09.800 --> 00:03:15.000]  《迦太太書》的二、三、六到十節
[00:03:15.000 --> 00:03:16.800]  好,在開始之前
[00:03:16.800 --> 00:03:19.000]  我先跟大家一起讀一次
[00:03:19.000 --> 00:03:21.200]  請大家也有聖經的打開
[00:03:21.200 --> 00:03:26.000]  一同去看看這段經文所說的內容是些什麼
[00:03:26.000 --> 00:03:29.000]  那些有名望的都與我無干
[00:03:29.000 --> 00:03:31.000]  上帝不以外貌取人
[00:03:31.000 --> 00:03:34.800]  那些有名望的並沒有加增我什麼
[00:03:34.800 --> 00:03:39.200]  反倒看見了主託我傳福音給那未受割禮的人
[00:03:39.200 --> 00:03:43.600]  正如託彼得傳福音給那受割禮的人
[00:03:43.600 --> 00:03:45.000]  那感動彼得
[00:03:45.000 --> 00:03:47.800]  叫他為受割禮之人作仕徒的
[00:03:47.800 --> 00:03:49.000]  也感動我
[00:03:49.000 --> 00:03:51.000]  叫我為愛邦人作仕徒
[00:03:51.000 --> 00:03:53.200]  又知道所賜給我的恩典
[00:03:53.200 --> 00:03:55.600]  那稱為「教會處世的雅各」
[00:03:55.600 --> 00:03:57.200]  羈髮若汗
[00:03:57.200 --> 00:04:01.000]  就向我和巴拿巴用右手行相交之禮
[00:04:01.000 --> 00:04:03.600]  叫我們往愛邦人那裡去
[00:04:03.600 --> 00:04:06.600]  他們往受割禮的人那裡去
[00:04:06.600 --> 00:04:09.400]  只是願意我們紀念共人
[00:04:09.400 --> 00:04:12.600]  這也是我本來熱心去行的
[00:04:12.600 --> 00:04:15.200]  那些有名望的都與我無干
[00:04:15.200 --> 00:04:17.600]  上帝不以外貌取人
[00:04:17.600 --> 00:04:21.200]  那些有名望的並沒有加徵我什麼
[00:04:21.200 --> 00:04:26.200]  反倒看見了主託我傳福音給那未受割禮的人
[00:04:26.200 --> 00:04:30.400]  正如託彼得傳福音給那受割禮的人
[00:04:30.400 --> 00:04:31.800]  那感動彼得
[00:04:31.800 --> 00:04:34.800]  叫他為受割禮之人作仕徒的
[00:04:34.800 --> 00:04:36.000]  也感動我
[00:04:36.000 --> 00:04:38.800]  叫我為愛邦人作仕徒
[00:04:38.800 --> 00:04:41.200]  又知道所賜給我的恩典
[00:04:41.200 --> 00:04:43.800]  那稱為「教會處世的雅各」
[00:04:43.800 --> 00:04:45.400]  羈髮若汗
[00:04:45.400 --> 00:04:50.400]  就像我和巴拉巴用右手行相交之禮
[00:04:50.400 --> 00:04:52.600]  叫我們往愛邦人那裡
[00:04:52.600 --> 00:04:55.200]  他們往受割禮的人那裡去
[00:04:55.200 --> 00:04:57.800]  只是願意我們紀念共人
[00:04:57.800 --> 00:05:00.600]  這也是我本來熱心去行的
[00:05:15.600 --> 00:05:18.200]  On the contrary, when they saw that
[00:05:18.200 --> 00:05:22.200]  I was entrusted with the gospel to the uncircumcised
[00:05:22.200 --> 00:05:25.400]  just as Peter was to the circumcised
[00:05:25.400 --> 00:05:27.600]  for he who empowered Peter
[00:05:27.600 --> 00:05:31.000]  for his apostleship to the circumcised
[00:05:31.000 --> 00:05:37.400]  also empowered me for my apostleship to the Gentiles
[00:05:37.400 --> 00:05:40.000]  And when James, Silvers, and John
[00:05:40.000 --> 00:05:42.600]  who had a reputation as pillars
[00:05:42.600 --> 00:05:46.400]  recognized the grace that had been given to me
[00:05:46.400 --> 00:05:49.000]  they gave to Barnabas
[00:05:49.000 --> 00:05:51.200]  and me the right hand of fellowship
[00:05:51.200 --> 00:05:54.200]  agreeing that we would go to the Gentiles
[00:05:54.200 --> 00:05:56.400]  and they to the circumcised
[00:05:56.400 --> 00:05:59.800]  they request only that we remember the poor
[00:05:59.800 --> 00:06:04.200]  the very thing I also was eager to do
[00:06:04.200 --> 00:06:06.800]  廣東人有一句言語
[00:06:06.800 --> 00:06:11.400]  叫做「人要面,樹要皮」
[00:06:11.400 --> 00:06:13.400]  究竟這句話原本是什麼意思呢?
[00:06:13.400 --> 00:06:15.000]  其實是比喻一個人
[00:06:15.000 --> 00:06:18.600]  是具有一個羞恥之心
[00:06:18.600 --> 00:06:21.600]  總要是要顧全自己的尊嚴
[00:06:21.600 --> 00:06:23.600]  和有一些骨氣
[00:06:23.600 --> 00:06:26.400]  不是什麼事都去妥協
[00:06:26.400 --> 00:06:29.200]  但是隨著今天這個文化
[00:06:29.200 --> 00:06:31.600]  或者日子漸漸的開始
[00:06:31.600 --> 00:06:33.800]  將很多中國人的文化
[00:06:33.800 --> 00:06:37.600]  優良的傳統漸漸將它磨滅
[00:06:37.600 --> 00:06:40.800]  這句話後來變成這樣說
[00:06:40.800 --> 00:06:43.600]  「人要念,樹要皮
[00:06:43.600 --> 00:06:47.200]  樹若無皮,必死無疑
[00:06:47.200 --> 00:06:52.600]  人不要念,反而天下無敵」
[00:06:52.600 --> 00:06:55.400]  其實很多人漸漸開始
[00:06:55.400 --> 00:06:58.000]  寧願將自己的尊嚴
[00:06:58.000 --> 00:07:00.600]  和自己的骨氣、捨棄
[00:07:00.600 --> 00:07:02.800]  為的是要賺取
[00:07:02.800 --> 00:07:06.800]  這個世界所得到的名譽
[00:07:06.800 --> 00:07:09.600]  而他為了要得到人的擁戴
[00:07:09.600 --> 00:07:12.200]  即或這些擁戴是騙事
[00:07:12.200 --> 00:07:13.600]  或者是虛假的
[00:07:13.600 --> 00:07:17.400]  但是他們都願意賣主求榮
[00:07:17.400 --> 00:07:19.000]  其實這一類型的
[00:07:19.000 --> 00:07:23.200]  將很多中國人原本很好的言語
[00:07:23.200 --> 00:07:25.400]  將它扭橫折曲地說
[00:07:25.400 --> 00:07:28.800]  已經在這個時代裏經常發生
[00:07:28.800 --> 00:07:29.800]  而且每一次
[00:07:29.800 --> 00:07:32.200]  當這些扭橫折曲的說話
[00:07:32.200 --> 00:07:33.600]  說了出來之後
[00:07:33.600 --> 00:07:35.800]  都令到很多人乍洩
[00:07:35.800 --> 00:07:37.200]  但是在這個世界
[00:07:37.200 --> 00:07:40.400]  卻仍然有很多人很願意為求
[00:07:40.400 --> 00:07:43.200]  達到目的不擇手段
[00:07:43.200 --> 00:07:45.000]  為了一己之私
[00:07:45.000 --> 00:07:47.600]  一己的自己的貪戀
[00:07:47.600 --> 00:07:51.200]  使用出很多叫人誤會的方法
[00:07:51.200 --> 00:07:53.200]  而在宗教層面裏
[00:07:53.200 --> 00:07:55.800]  更加不時我們見到
[00:07:55.800 --> 00:07:58.600]  而今天我們所看的《迦太太書》
[00:07:58.600 --> 00:08:02.000]  其實正正也都同樣活在一個這樣的局面
[00:08:02.000 --> 00:08:05.000]  陷在一個這麼危險的情況裏面
[00:08:05.000 --> 00:08:09.200]  在上一堂在第二章的第一至第五節裏面
[00:08:09.200 --> 00:08:10.800]  我們已經看到
[00:08:10.800 --> 00:08:15.000]  保羅怎樣去希望幫助迦太太的宗教會
[00:08:15.000 --> 00:08:18.200]  希望藉著去啟動各個信徒
[00:08:18.200 --> 00:08:23.200]  能夠檢測自己聽進去的一些歪理之後
[00:08:23.200 --> 00:08:24.600]  所受到的影響
[00:08:24.600 --> 00:08:29.600]  從而去撕掉那種以明星效應為主導的
[00:08:29.600 --> 00:08:32.600]  這種屬靈的引導和搞擾
[00:08:32.600 --> 00:08:36.000]  今天我們來到第六節至第十節
[00:08:36.000 --> 00:08:38.400]  保羅要更進一步的
[00:08:38.400 --> 00:08:44.600]  要去清楚告訴迦太太的宗教會的神的子民知道
[00:08:44.600 --> 00:08:49.200]  關乎一個有關於侍奉的一個主旨
[00:08:49.200 --> 00:08:52.200]  就是原來我們在神的面前
[00:08:52.200 --> 00:08:54.600]  每一個神的子民
[00:08:54.600 --> 00:08:56.400]  在神的裏面
[00:08:56.400 --> 00:08:59.600]  其實都有一個當有的面貌
[00:08:59.600 --> 00:09:01.600]  是在上帝的面前活著
[00:09:01.600 --> 00:09:04.000]  甚至在這個世界裏面活著
[00:09:04.000 --> 00:09:05.600]  而這個面貌
[00:09:05.600 --> 00:09:09.000]  絕對不是由人所塑造出來
[00:09:09.000 --> 00:09:12.800]  而是神的靈住在我們當中
[00:09:12.800 --> 00:09:15.600]  然後藉著我們的生命生活
[00:09:15.600 --> 00:09:20.600]  然後將這個面貌漸漸的散發出來
[00:09:20.600 --> 00:09:24.400]  然後去能夠給人去發現到
[00:09:24.400 --> 00:09:26.200]  見得到的
[00:09:26.200 --> 00:09:28.800]  就好像榴槤一樣
[00:09:28.800 --> 00:09:30.600]  有些人很喜歡吃榴槤
[00:09:30.600 --> 00:09:32.600]  我也很喜歡吃榴槤
[00:09:32.600 --> 00:09:36.200]  但有些人很討厭榴槤
[00:09:36.200 --> 00:09:41.000]  但是無論你是喜歡榴槤還是很討厭榴槤
[00:09:41.000 --> 00:09:46.200]  只要有一個榴槤存在在一個房間裏面的時候
[00:09:46.200 --> 00:09:53.000]  你不需要將有榴槤這件事去吹噓或者大肆宣傳
[00:09:53.000 --> 00:09:56.200]  馬上人一進入這個房間裏面
[00:09:56.200 --> 00:09:59.600]  就會發現到榴槤的蹤跡
[00:09:59.600 --> 00:10:04.000]  從來我們未見過榴槤需要自己走出來
[00:10:04.000 --> 00:10:05.800]  然後宣傳自己
[00:10:05.800 --> 00:10:09.200]  我在這裏,你吃了我吧
[00:10:09.200 --> 00:10:10.800]  從來沒有這樣的事
[00:10:10.800 --> 00:10:12.800]  正如基督徒在世
[00:10:12.800 --> 00:10:15.400]  其實就好像榴槤一樣
[00:10:15.400 --> 00:10:20.400]  因為有人可能因為我們絕對對上帝的忠誠
[00:10:20.400 --> 00:10:22.200]  而很討厭我們
[00:10:22.200 --> 00:10:26.400]  但是也可能因為我們的絕對對上帝的忠誠
[00:10:26.400 --> 00:10:30.600]  而被人發現到我們是屬神的子民
[00:10:30.600 --> 00:10:33.400]  而有同樣心智的弟兄姐妹
[00:10:33.400 --> 00:10:35.000]  就會走在一起
[00:10:35.000 --> 00:10:36.800]  彼此的尊重
[00:10:36.800 --> 00:10:42.200]  甚至有些不信主的人對於我們基督徒更加的尊重
[00:10:42.200 --> 00:10:45.400]  今天我就希望在這個講道當中
[00:10:45.400 --> 00:10:50.600]  藉著榴槤這個比喻打開今天這個講道的時間
[00:10:50.600 --> 00:10:53.200]  讓我們去能夠體會一下
[00:10:53.200 --> 00:10:55.800]  保羅在這段經文裏面
[00:10:55.800 --> 00:10:57.200]  怎樣告訴我們
[00:10:57.200 --> 00:10:59.600]  我們原來每一個人在神的面前
[00:10:59.600 --> 00:11:03.600]  都有一個特定的面貌展現出來
[00:11:03.600 --> 00:11:06.000]  剛才我們已經讀了一次
[00:11:06.000 --> 00:11:09.400]  我今天會總共透過三個部分
[00:11:09.400 --> 00:11:12.400]  能夠和大家一起分享這段經文
[00:11:12.400 --> 00:11:14.200]  我們先看頭一節
[00:11:14.200 --> 00:11:16.400]  就是第二章第六節
[00:11:16.400 --> 00:11:18.200]  我再讀多一次
[00:11:18.200 --> 00:11:20.000]  第二章第六節
[00:11:20.000 --> 00:11:26.800]  那些有名望的,並沒有加憎我什麼
[00:11:26.800 --> 00:11:29.400]  But from those who were influential,
[00:11:29.400 --> 00:11:32.600]  whatever they were makes no difference to me.
[00:11:32.600 --> 00:11:35.800]  God shows no favoritism between people.
[00:11:35.800 --> 00:11:42.200]  Those influential leaders add nothing to my message.
[00:11:42.200 --> 00:11:43.600]  在這裏
[00:11:43.600 --> 00:11:46.600]  保羅一開始告訴我們
[00:11:46.600 --> 00:11:51.400]  原來神是有一個特定的標準
[00:11:51.400 --> 00:11:57.200]  去評審和期望神的子民當有的面貌
[00:11:57.200 --> 00:11:59.000]  剛才我們講到榴槤
[00:11:59.000 --> 00:12:01.400]  榴槤本身不好看
[00:12:01.400 --> 00:12:04.200]  它的外形又比不上一個芒果
[00:12:04.200 --> 00:12:06.400]  或者比不上士多啤梨
[00:12:06.400 --> 00:12:08.800]  或者稱之為草莓
[00:12:08.800 --> 00:12:10.000]  那些是很漂亮的
[00:12:10.000 --> 00:12:11.400]  黃色的鮮黃
[00:12:11.400 --> 00:12:13.400]  又紅色又白色
[00:12:13.400 --> 00:12:17.000]  眼紮著的形態又很苗條
[00:12:17.000 --> 00:12:21.800]  榴槤卻是長滿刺和黑古勒特
[00:12:21.800 --> 00:12:23.400]  有時熟透的時候
[00:12:23.400 --> 00:12:26.200]  榴槤的表面還黑了
[00:12:26.200 --> 00:12:28.200]  我想絕對沒有一個人
[00:12:28.200 --> 00:12:30.800]  會懂得拿起一個榴槤
[00:12:30.800 --> 00:12:34.600]  在這裏欣賞一下榴槤有多漂亮
[00:12:34.600 --> 00:12:39.400]  但是神就是做榴槤就是這樣
[00:12:39.400 --> 00:12:42.800]  今天不少的榴槤商人
[00:12:42.800 --> 00:12:46.200]  為了促銷榴槤想大刮一筆
[00:12:46.200 --> 00:12:50.400]  所以他們將榴槤不斷重新包裝
[00:12:50.400 --> 00:12:52.600]  不單止去了殼
[00:12:52.600 --> 00:12:55.200]  並且加入了很多不同的味道
[00:12:55.200 --> 00:12:57.600]  進去榴槤肉裏面
[00:12:57.600 --> 00:12:59.800]  使這個榴槤裏面有很多
[00:12:59.800 --> 00:13:03.400]  不同類型的水果添加劑的味道
[00:13:03.400 --> 00:13:07.600]  希望從而吸引一些人去購買
[00:13:07.600 --> 00:13:10.000]  有些人覺得榴槤軟軟的
[00:13:10.000 --> 00:13:13.000]  還有很高的塑造的形態
[00:13:13.000 --> 00:13:15.200]  可以使人覺得更吸引
[00:13:15.200 --> 00:13:17.800]  於是乎將榴槤肉吸出來
[00:13:17.800 --> 00:13:20.800]  一些很精緻的卡通人物
[00:13:20.800 --> 00:13:25.200]  希望能夠吸引連小朋友都喜歡吃榴槤
[00:13:25.200 --> 00:13:29.200]  而且更加不斷地使用很多的廣告商
[00:13:29.200 --> 00:13:33.200]  很多漂亮的女士、年輕的女生
[00:13:33.200 --> 00:13:34.800]  去展現出吃榴槤
[00:13:34.800 --> 00:13:37.600]  其實仍然是可以很苗條的
[00:13:37.600 --> 00:13:40.200]  去從而誤導很多人
[00:13:40.200 --> 00:13:45.200]  誘發很多人的那份吸引力
[00:13:45.200 --> 00:13:47.600]  或者貪新鮮的感覺
[00:13:47.600 --> 00:13:50.400]  於是乎就去買這些榴槤
[00:13:50.400 --> 00:13:53.000]  這些榴槤商人還更加說
[00:13:53.000 --> 00:13:57.000]  我們這樣做其實不是一件壞事
[00:13:57.000 --> 00:14:01.000]  我們可以塑造了很多的就業機會
[00:14:01.000 --> 00:14:02.800]  能夠在加工上面
[00:14:02.800 --> 00:14:05.200]  很多在食品加工業
[00:14:05.200 --> 00:14:08.600]  或者添加劑的生產
[00:14:08.600 --> 00:14:12.400]  甚至做廣告的女生等等的工作人員
[00:14:12.400 --> 00:14:15.800]  很多工作機會我們塑造了出來
[00:14:15.800 --> 00:14:19.200]  其實他們用很多花言巧語
[00:14:19.200 --> 00:14:22.400]  去將榴槤重新包裝起來
[00:14:22.400 --> 00:14:26.400]  希望將榴槤推廣到每一個人都喜歡吃
[00:14:26.400 --> 00:14:30.400]  當他們大刮一筆金錢之後
[00:14:30.400 --> 00:14:35.200]  至於那些人過了那種新鮮感
[00:14:35.200 --> 00:14:37.200]  再不喜歡買他們的產品
