
[00:00:00.000 --> 00:00:02.200]  我們繼續去思想正經神的華語
[00:00:02.200 --> 00:00:05.120]  今天繼續跟大家講啟示錄
[00:00:05.120 --> 00:00:07.600]  早前就講父母節
[00:00:07.600 --> 00:00:09.400]  其實父母節都還沒講完
[00:00:09.400 --> 00:00:12.680]  不過今天早上我就想跟大家繼續看這個
[00:00:12.680 --> 00:00:14.960]  天庭異像神的榮耀
[00:00:14.960 --> 00:00:16.720]  這個是啟示錄第五章
[00:00:16.720 --> 00:00:17.720]  哇!弟兄姊妹
[00:00:17.720 --> 00:00:19.400]  真的有時候我自己在思想
[00:00:19.400 --> 00:00:20.960]  這個世界真的
[00:00:20.960 --> 00:00:23.560]  真的有時候想想
[00:00:23.560 --> 00:00:25.720]  為什麼有些人離開這個世界
[00:00:25.720 --> 00:00:28.000]  特別是信徒的時候
[00:00:28.000 --> 00:00:28.920]  我們都會說
[00:00:28.920 --> 00:00:30.920]  與主同在,好得無比
[00:00:30.920 --> 00:00:33.320]  這個世界真的很吃力很辛苦
[00:00:33.320 --> 00:00:35.120]  但是呢
[00:00:35.120 --> 00:00:36.960]  當我們是能夠
[00:00:36.960 --> 00:00:39.400]  不需要與主同在,好得無比
[00:00:39.400 --> 00:00:40.760]  而能夠可以
[00:00:40.760 --> 00:00:44.160]  看見天上神的寶座
[00:00:44.160 --> 00:00:49.640]  還有神的宮廷
[00:00:49.640 --> 00:00:51.960]  大家知道什麼叫做宮廷嗎?
[00:00:51.960 --> 00:00:55.120]  你們有沒有看過武則天?
[00:00:55.120 --> 00:00:55.840]  晚上
[00:00:55.840 --> 00:00:57.800]  所以你就不知道
[00:00:57.800 --> 00:00:59.680]  如果你看武則天
[00:00:59.680 --> 00:01:02.000]  你會看見皇帝坐在那裡
[00:01:02.000 --> 00:01:04.040]  皇位上很多大臣走來
[00:01:04.040 --> 00:01:06.800]  跟祂說話
[00:01:06.800 --> 00:01:07.680]  那些就是
[00:01:07.680 --> 00:01:09.200]  以我們中國人
[00:01:09.200 --> 00:01:10.920]  其實中國人都很厲害的
[00:01:10.920 --> 00:01:12.920]  中國的皇帝很有氣勢的
[00:01:12.920 --> 00:01:13.960]  那些宮廷
[00:01:13.960 --> 00:01:16.680]  那個就叫宮廷
[00:01:16.680 --> 00:01:19.000]  皇帝去接見那些大臣
[00:01:19.000 --> 00:01:20.080]  那個地方
[00:01:20.080 --> 00:01:20.960]  其實呢
[00:01:20.960 --> 00:01:23.040]  很多人認為啟示錄第五章
[00:01:23.040 --> 00:01:24.200]  就是一個叫做
[00:01:24.200 --> 00:01:27.880]  天上的宮廷的景象
[00:01:27.880 --> 00:01:29.160]  所以當我們能夠
[00:01:29.160 --> 00:01:33.240]  稍微看看這個世界上的宮廷景象
[00:01:33.240 --> 00:01:36.040]  可能對於天上宮廷的景象
[00:01:36.040 --> 00:01:38.160]  會有一點點的認識
[00:01:38.160 --> 00:01:40.760]  當然最好還是看聖經怎麼說
[00:01:40.760 --> 00:01:42.480]  上一次和大家思想過了
[00:01:42.480 --> 00:01:44.920]  這次繼續有一點點
[00:01:44.920 --> 00:01:46.280]  去重複
[00:01:46.280 --> 00:01:48.280]  就是我們去到第五章的第四節
[00:01:48.280 --> 00:01:50.920]  請大家拿出你今天手上的副頁
[00:01:50.920 --> 00:01:54.160]  因為我和大家分享的時候
[00:01:54.160 --> 00:01:56.000]  我是要跟著聖經去分享
[00:01:56.000 --> 00:01:59.760]  當然有很多我一些的去
[00:01:59.760 --> 00:02:00.720]  應用啊
[00:02:00.720 --> 00:02:02.760]  或者是一些的
[00:02:02.760 --> 00:02:03.680]  其他的例子
[00:02:03.680 --> 00:02:04.240]  但是呢
[00:02:04.240 --> 00:02:05.760]  很主要那個脈絡
[00:02:05.760 --> 00:02:07.400]  是要從聖經那裡去看
[00:02:07.400 --> 00:02:08.960]  因為沒有人能夠配
[00:02:08.960 --> 00:02:10.600]  沒有人配展開
[00:02:10.600 --> 00:02:11.480]  是配啊
[00:02:11.480 --> 00:02:12.560]  大家認得那個字配
[00:02:12.560 --> 00:02:13.600]  什麼叫配啊
[00:02:13.600 --> 00:02:14.600]  譬如你說
[00:02:14.600 --> 00:02:17.680]  我可不可以和你坐啊
[00:02:17.680 --> 00:02:19.480]  如果你回答他說
[00:02:19.480 --> 00:02:21.480]  你配嗎?
[00:02:21.480 --> 00:02:23.640]  知不知道啊
[00:02:23.640 --> 00:02:25.040]  你夠了嗎?
[00:02:25.040 --> 00:02:26.560]  你和我坐啊
[00:02:26.560 --> 00:02:29.200]  你知不知道坐在我旁邊的是什麼人?
[00:02:29.200 --> 00:02:30.720]  知不知道是什麼人?
[00:02:30.720 --> 00:02:33.760]  就是說你根本沒有資格
[00:02:33.760 --> 00:02:34.920]  所以根本不是說
[00:02:34.920 --> 00:02:37.840]  我懂不懂得坐在這裡
[00:02:37.840 --> 00:02:39.600]  是你配不配坐在這裡
[00:02:39.600 --> 00:02:40.760]  很重要的
[00:02:40.760 --> 00:02:41.480]  是不是?
[00:02:41.480 --> 00:02:43.800]  所以有時候不要亂坐位
[00:02:43.800 --> 00:02:45.520]  有些地方不是你坐的位
[00:02:45.520 --> 00:02:46.800]  就不要亂坐位
[00:02:46.800 --> 00:02:48.800]  有些話不是你可以說的
[00:02:48.800 --> 00:02:50.000]  就不要亂說
[00:02:50.000 --> 00:02:52.120]  有些話是要你說你要說
[00:02:52.120 --> 00:02:54.480]  因為唯有你才應該去說
[00:02:54.480 --> 00:02:56.120]  現在這個世界很多時候
[00:02:56.120 --> 00:02:57.480]  應該說的話別人不敢說
[00:02:57.480 --> 00:02:58.760]  不敢說的話
[00:02:58.760 --> 00:02:59.680]  別人亂說
[00:02:59.680 --> 00:03:01.640]  有時候都會有這個現象
[00:03:01.640 --> 00:03:03.640]  所以因為沒有人配展開
[00:03:03.640 --> 00:03:05.320]  越南的書卷
[00:03:05.320 --> 00:03:08.240]  這個使徒約翰就在大哭
[00:03:08.240 --> 00:03:09.760]  為什麼他大哭呢?
[00:03:09.760 --> 00:03:11.120]  他為什麼大哭呢?
[00:03:11.120 --> 00:03:12.840]  他是很傷心
[00:03:12.840 --> 00:03:14.160]  很難過
[00:03:14.160 --> 00:03:16.160]  還是很失望呢?
[00:03:16.160 --> 00:03:17.080]  傷心會哭
[00:03:17.080 --> 00:03:17.680]  是不是?
[00:03:17.680 --> 00:03:19.280]  失望會不會哭啊?
[00:03:19.280 --> 00:03:20.400]  都會哭的
[00:03:20.400 --> 00:03:22.120]  唉呀!失望
[00:03:22.120 --> 00:03:24.120]  有些人就會哭
[00:03:24.120 --> 00:03:26.960]  那長老中就有一位對我說
[00:03:26.960 --> 00:03:28.120]  不要哭看了
[00:03:28.120 --> 00:03:30.200]  猶大支派中的獅子
[00:03:30.200 --> 00:03:31.520]  大衛的根
[00:03:31.520 --> 00:03:32.760]  他已得性
[00:03:32.760 --> 00:03:35.000]  能夠展開那書卷
[00:03:35.000 --> 00:03:36.600]  揭開那七個人
[00:03:36.600 --> 00:03:39.000]  其實我之前曾經和大家分享過的
[00:03:39.000 --> 00:03:41.560]  我很快就重複一點
[00:03:41.560 --> 00:03:44.440]  為什麼這個使徒約翰會大哭呢?
[00:03:44.440 --> 00:03:47.280]  我們看回啟述第四章的時候
[00:03:47.280 --> 00:03:49.800]  那裡第一節我寫給你的經文
[00:03:49.800 --> 00:03:51.320]  他說此後我觀看
[00:03:51.320 --> 00:03:52.920]  見天上有門開了
[00:03:52.920 --> 00:03:55.120]  哇!這個就是使徒約翰
[00:03:55.120 --> 00:03:57.760]  是被看到天上那扇門
[00:03:57.760 --> 00:04:00.880]  打開那扇門就看到天上的情景
[00:04:00.880 --> 00:04:03.080]  哇!我真的很希望能夠可以
[00:04:03.080 --> 00:04:05.480]  能夠可以看到天上的情景
[00:04:05.480 --> 00:04:07.760]  看到天上的情景呢
[00:04:07.760 --> 00:04:09.240]  就令到自己覺得
[00:04:09.240 --> 00:04:12.200]  原來我不是只是活在這個世界上
[00:04:12.200 --> 00:04:14.960]  這麼多勞苦受煩
[00:04:14.960 --> 00:04:16.840]  這麼多不公平
[00:04:16.840 --> 00:04:18.120]  這麼多無奈
[00:04:18.120 --> 00:04:20.880]  我今早開車回來的時候聽到收音機
[00:04:20.880 --> 00:04:22.800]  訪問誰?大家有沒有聽過訪問誰?
[00:04:22.800 --> 00:04:24.920]  姓馬的是不是?有沒有人聽過?
[00:04:24.920 --> 00:04:26.920]  有啊!精不精彩啊?
[00:04:26.920 --> 00:04:28.680]  他是不是暢所欲言啊?
[00:04:28.680 --> 00:04:32.200]  他是誰的兒子啊?
[00:04:32.200 --> 00:04:33.920]  馬思珍當然還有呢
[00:04:33.920 --> 00:04:35.280]  紅線女的兒子
[00:04:35.280 --> 00:04:37.480]  大家有沒有聽過今早
[00:04:37.480 --> 00:04:39.800]  哇!很正啊
[00:04:39.800 --> 00:04:43.280]  他講到當他那時候的年代
[00:04:43.280 --> 00:04:46.560]  是在毛主席的統治的年代
[00:04:46.560 --> 00:04:52.400]  他說根本你不可以有個人的夢想
[00:04:52.400 --> 00:04:54.040]  他說如果你這樣做的話
[00:04:54.040 --> 00:04:55.400]  照他講的
[00:04:55.400 --> 00:04:56.720]  我不同意是另外一回事
[00:04:56.720 --> 00:05:00.640]  這個就叫做資本主義的個人什麼什麼
[00:05:00.640 --> 00:05:02.480]  就是說你不可以有個人的
[00:05:02.480 --> 00:05:03.600]  你要為國家
[00:05:03.600 --> 00:05:06.360]  你是不可以有自我的
[00:05:06.360 --> 00:05:08.280]  所以沒有什麼叫做夢想
[00:05:08.280 --> 00:05:10.520]  上面說叫你做什麼你就做什麼
[00:05:10.520 --> 00:05:13.000]  你去哪裡就去哪裡
[00:05:13.000 --> 00:05:17.320]  這樣啊!完全是沒有了你的選擇
[00:05:17.320 --> 00:05:18.640]  沒有了你的選擇
[00:05:18.640 --> 00:05:20.400]  也沒有了你的自由
[00:05:20.400 --> 00:05:24.040]  這個是經歷過當時的情形
[00:05:24.040 --> 00:05:25.200]  在國內的情形
[00:05:25.200 --> 00:05:29.520]  他這樣去分享的
[00:05:29.520 --> 00:05:31.040]  所以他是沒有自由的
[00:05:31.040 --> 00:05:32.320]  沒有夢想的
[00:05:32.320 --> 00:05:35.040]  也沒有得去選擇的
[00:05:35.040 --> 00:05:37.720]  在這裡為什麼約翰會哭呢?
[00:05:37.720 --> 00:05:39.040]  在第四章第一次說
[00:05:39.040 --> 00:05:41.040]  此後我觀望見天上有門開了
[00:05:41.040 --> 00:05:42.560]  我初次聽見
[00:05:42.560 --> 00:05:44.600]  好像吹號的聲音對我說
[00:05:44.600 --> 00:05:45.280]  對他說什麼呢?
[00:05:45.280 --> 00:05:46.080]  這個很重要的就是
[00:05:46.080 --> 00:05:47.840]  你上到這裡吧
[00:05:47.840 --> 00:05:48.680]  你上到這裡
[00:05:48.680 --> 00:05:50.240]  我們不要想它
[00:05:50.240 --> 00:05:51.200]  是不是它真的闊
[00:05:51.200 --> 00:05:52.760]  一下子飛了上天
[00:05:52.760 --> 00:05:54.880]  還是說它的靈上了天
[00:05:54.880 --> 00:05:55.880]  這個不是最重要的
[00:05:55.880 --> 00:05:57.240]  總之它就在天上
[00:05:57.240 --> 00:05:58.680]  是它飛了上天
[00:05:58.680 --> 00:06:00.440]  還是說它的靈上了天
[00:06:00.440 --> 00:06:01.760]  這個最重要的是什麼呢?
[00:06:01.760 --> 00:06:05.000]  它能夠可以聽到一些
[00:06:05.000 --> 00:06:06.120]  看到一些
[00:06:06.120 --> 00:06:09.640]  是它本來看不到聽不到的東西
[00:06:09.640 --> 00:06:10.680]  看不到聽不到的東西
[00:06:10.680 --> 00:06:14.080]  他說我要將以後必成的事指示你
[00:06:14.080 --> 00:06:17.600]  這個就是約翰的心裡面在等待
[00:06:17.600 --> 00:06:18.800]  等待有什麼呢?
[00:06:18.800 --> 00:06:21.080]  將來必會成就的事
[00:06:21.080 --> 00:06:23.280]  為什麼我說約翰在等待呢?
[00:06:23.280 --> 00:06:25.680]  因為約翰在那個時候
[00:06:25.680 --> 00:06:28.360]  他在白魔海島那裡
[00:06:28.360 --> 00:06:29.240]  做什麼呢?
[00:06:29.240 --> 00:06:30.000]  去遊浮嗎?
[00:06:30.000 --> 00:06:30.800]  當然不是了
[00:06:30.800 --> 00:06:33.840]  他被禁了在白魔海島那裡
[00:06:33.840 --> 00:06:36.600]  約翰已經是最後一個試圖活著
[00:06:36.600 --> 00:06:41.880]  其他的全部都殉道
[00:06:41.880 --> 00:06:44.680]  基本上全部都殉道死了
[00:06:44.680 --> 00:06:47.040]  保羅都死了已經
[00:06:47.040 --> 00:06:48.960]  彼得都死了
[00:06:48.960 --> 00:06:50.400]  雅各都死了
[00:06:50.400 --> 00:06:51.520]  約翰年紀大
[00:06:51.520 --> 00:06:52.440]  他九十幾歲
[00:06:52.440 --> 00:06:54.920]  照理來說有些歷史研究
[00:06:54.920 --> 00:06:56.120]  所以他年紀越來越大
[00:06:56.120 --> 00:06:58.720]  二來他就沒有被人斬頭
[00:06:58.720 --> 00:07:00.760]  或者是用石頭打死
[00:07:00.760 --> 00:07:02.840]  或者是釘十字架死
[00:07:02.840 --> 00:07:03.360]  他沒有
[00:07:03.360 --> 00:07:06.320]  他只是放了他去一個海島那裡
[00:07:06.320 --> 00:07:13.520]  遠離了他以前居住的地方
[00:07:13.520 --> 00:07:16.600]  遠離了他以前牧養教會的地方
[00:07:16.600 --> 00:07:17.960]  放了他去
[00:07:17.960 --> 00:07:19.480]  可能有一個原因就是
[00:07:19.480 --> 00:07:20.680]  你這樣的年紀
[00:07:20.680 --> 00:07:22.480]  你還有什麼事情做呢?
[00:07:22.480 --> 00:07:24.640]  還有皇帝不同了
[00:07:24.640 --> 00:07:28.400]  彼得和保羅
[00:07:28.400 --> 00:07:29.840]  提摩泰都死了
[00:07:29.840 --> 00:07:33.520]  那個年代應該就是尼祿王的時代
[00:07:33.520 --> 00:07:39.160]  但是尼祿王自己58AD的時候
[00:07:39.160 --> 00:07:40.240]  他自殺死了
[00:07:40.240 --> 00:07:42.120]  尼祿王自己也自殺死了
[00:07:42.120 --> 00:07:43.600]  那麼約翰的時代
[00:07:43.600 --> 00:07:48.160]  這個大約是八十幾、九十幾AD的時間
[00:07:48.160 --> 00:07:49.360]  所以是另外一個皇帝
[00:07:49.360 --> 00:07:52.160]  那個皇帝叫多米田
[00:07:52.160 --> 00:07:53.040]  好聽的名字
[00:07:53.040 --> 00:07:54.680]  多米田
[00:07:54.680 --> 00:07:56.240]  這個人很厲害
[00:07:56.240 --> 00:07:59.040]  所以約翰很盼望能夠知道
[00:07:59.040 --> 00:07:59.560]  會怎麼樣?
[00:07:59.560 --> 00:08:00.600]  會怎麼發生?
[00:08:00.600 --> 00:08:02.040]  事情會怎麼發生?
[00:08:02.040 --> 00:08:04.080]  因為在他的眼裡面看見
[00:08:04.080 --> 00:08:07.280]  這個世界是羅馬帝國統治之下
[00:08:07.280 --> 00:08:09.000]  他沒有了自己的自由
[00:08:09.000 --> 00:08:10.560]  所有信主、愛主
[00:08:10.560 --> 00:08:12.040]  很多的弟兄姊妹
[00:08:12.040 --> 00:08:13.480]  甚至是使徒們
[00:08:13.480 --> 00:08:14.400]  都信道
[00:08:14.400 --> 00:08:17.520]  耶穌基督當然被釘十字架復活升天
[00:08:17.520 --> 00:08:20.280]  他知道他見過復活的主升天
[00:08:20.280 --> 00:08:21.960]  這個是他的盼望
[00:08:21.960 --> 00:08:23.480]  所以他仍然能夠活著
[00:08:23.480 --> 00:08:24.560]  但是他很想知道
[00:08:24.560 --> 00:08:25.280]  那怎麼辦?
[00:08:25.280 --> 00:08:27.160]  現在地上的事情這樣
[00:08:27.160 --> 00:08:28.120]  我們受逼迫
[00:08:28.120 --> 00:08:30.400]  信徒傳福音又受逼迫
[00:08:30.400 --> 00:08:34.880]  那麼我們怎麼辦?
[00:08:34.880 --> 00:08:36.800]  所以他很想知道
[00:08:36.800 --> 00:08:38.000]  結局會怎麼樣?
[00:08:38.000 --> 00:08:40.800]  大家想不想知道結局會怎麼樣?
[00:08:40.800 --> 00:08:41.720]  是不是?
[00:08:41.720 --> 00:08:43.920]  大家看《武媚娘》那齣電影都很想知道
[00:08:43.920 --> 00:08:45.040]  結局會怎麼樣?
[00:08:45.040 --> 00:08:48.680]  為什麼一個女人可以做皇帝這麼厲害?
[00:08:48.680 --> 00:08:49.080]  當然了
[00:08:49.080 --> 00:08:51.440]  看這些電影和真正的歷史是很不同的
[00:08:51.440 --> 00:08:52.640]  我用一個例子
[00:08:52.640 --> 00:08:55.760]  大家很盼望可以看到結局會怎麼樣?
[00:08:55.760 --> 00:08:56.360]  哎呀
[00:08:56.360 --> 00:08:58.200]  當晚做大結局
[00:08:58.200 --> 00:09:01.240]  突然間你家的電視燒了
[00:09:01.240 --> 00:09:02.480]  搞錯啊
[00:09:02.480 --> 00:09:03.320]  好燒不燒
[00:09:03.320 --> 00:09:04.280]  現在去燒
[00:09:04.280 --> 00:09:04.840]  是不是?
[00:09:04.840 --> 00:09:06.920]  你會很失望
[00:09:06.920 --> 00:09:10.040]  同樣若翰他很失望
[00:09:10.040 --> 00:09:11.920]  因為他想著
[00:09:11.920 --> 00:09:12.480]  哇
[00:09:12.480 --> 00:09:13.680]  有一本書
[00:09:13.680 --> 00:09:15.520]  這本書很厲害
[00:09:15.520 --> 00:09:16.800]  在神那裡
[00:09:16.800 --> 00:09:18.440]  是神掌管的那本書
[00:09:18.440 --> 00:09:20.200]  不是在圖書館那本書
[00:09:20.200 --> 00:09:21.360]  神的掌管
[00:09:21.360 --> 00:09:22.000]  哇
[00:09:22.000 --> 00:09:23.120]  那麼就想著
[00:09:23.120 --> 00:09:25.200]  打開來看看
[00:09:25.200 --> 00:09:26.480]  但是沒有人
[00:09:26.480 --> 00:09:28.200]  那個大力的天使
[00:09:28.200 --> 00:09:29.120]  大力的天使
[00:09:29.120 --> 00:09:30.440]  為什麼大力呢?
[00:09:30.440 --> 00:09:32.200]  他要大聲的
[00:09:32.200 --> 00:09:33.960]  你沒力氣沒力氣怎麼說話
