
[00:00:00.000 --> 00:00:03.000]  午安各位大英姐妹
[00:00:03.000 --> 00:00:06.000]  多謝美恩姐妹幫我們讀出經課
[00:00:06.000 --> 00:00:08.000]  今日還有一段經課
[00:00:08.000 --> 00:00:10.000]  就是要跟大家思想的
[00:00:10.000 --> 00:00:13.000]  在詩篇第九十八篇
[00:00:13.000 --> 00:00:15.000]  詩篇九十八篇
[00:00:15.000 --> 00:00:19.000]  其實剛才主席帶我們敬拜開始的時候
[00:00:19.000 --> 00:00:23.000]  已經幫我們讀出一篇詩篇
[00:00:23.000 --> 00:00:26.000]  一會兒我們會繼續來看一篇詩篇
[00:00:26.000 --> 00:00:29.000]  我們就透過一篇詩篇來思想
[00:00:29.000 --> 00:00:33.000]  「歡欣敬拜真神」
[00:00:33.000 --> 00:00:36.000]  這句話熟不熟悉
[00:00:36.000 --> 00:00:39.000]  是我們使命的第一句
[00:00:39.000 --> 00:00:41.000]  「我們蒙照」
[00:00:41.000 --> 00:00:45.000]  就是「歡欣敬拜真神」
[00:00:45.000 --> 00:00:49.000]  所以今天再跟大家思想
[00:00:49.000 --> 00:00:53.000]  這個我們耳熟能詳的題目
[00:00:53.000 --> 00:00:56.000]  也是我們經常聽到的
[00:00:56.000 --> 00:00:59.000]  甚麼是敬拜
[00:00:59.000 --> 00:01:01.000]  在聖經裏面
[00:01:01.000 --> 00:01:05.000]  舊約希伯來文的敬拜這個字
[00:01:05.000 --> 00:01:08.000]  包括一個跪拜
[00:01:08.000 --> 00:01:11.000]  就是在上帝的面前俯伏
[00:01:11.000 --> 00:01:13.000]  這樣的意思
[00:01:13.000 --> 00:01:17.000]  就是向上帝的一個俯伏敬拜
[00:01:17.000 --> 00:01:19.000]  而新約希臘文
[00:01:19.000 --> 00:01:23.000]  這個字的意思就是
[00:01:23.000 --> 00:01:26.000]  近前親咀
[00:01:26.000 --> 00:01:29.000]  一個是表達甚麼
[00:01:29.000 --> 00:01:31.000]  一個位分低的
[00:01:31.000 --> 00:01:33.000]  向一個位分高的
[00:01:33.000 --> 00:01:36.000]  來表示尊敬
[00:01:36.000 --> 00:01:39.000]  中文敬拜
[00:01:39.000 --> 00:01:42.000]  我也覺得是有這個意思
[00:01:42.000 --> 00:01:44.000]  敬就是尊敬
[00:01:44.000 --> 00:01:45.000]  來俯伏
[00:01:45.000 --> 00:01:47.000]  可能也包括了
[00:01:47.000 --> 00:01:50.000]  新約的意思和舊約希伯來文
[00:01:50.000 --> 00:01:52.000]  是同一個意思
[00:01:52.000 --> 00:01:54.000]  英文worship
[00:01:54.000 --> 00:01:56.000]  這個意思就是
[00:01:56.000 --> 00:01:59.000]  將那一位
[00:01:59.000 --> 00:02:02.000]  當得的榮耀尊貴
[00:02:02.000 --> 00:02:04.000]  歸還給他
[00:02:04.000 --> 00:02:06.000]  就是這個英文的意思
[00:02:06.000 --> 00:02:08.000]  所以敬拜是甚麼意思
[00:02:08.000 --> 00:02:09.000]  敬拜就是
[00:02:09.000 --> 00:02:11.000]  受造者
[00:02:11.000 --> 00:02:12.000]  受造物
[00:02:12.000 --> 00:02:15.000]  來到一位創造主的面前
[00:02:15.000 --> 00:02:17.000]  將他當得的榮耀
[00:02:17.000 --> 00:02:19.000]  歸還給他
[00:02:19.000 --> 00:02:23.000]  救贖者來到這位救贖者的面前
[00:02:23.000 --> 00:02:26.000]  將他的尊榮
[00:02:26.000 --> 00:02:27.000]  歸還給他
[00:02:27.000 --> 00:02:30.000]  這個就是敬拜
[00:02:30.000 --> 00:02:33.000]  所以敬拜離不開一個
[00:02:33.000 --> 00:02:40.000]  敬拜者和被敬拜者的關係
[00:02:40.000 --> 00:02:44.000]  詩篇98篇是一篇讚美詩
[00:02:44.000 --> 00:02:46.000]  是有呼召的成份
[00:02:46.000 --> 00:02:49.000]  和一個讚美原因在當中
[00:02:49.000 --> 00:02:51.000]  這一篇詩篇
[00:02:51.000 --> 00:02:54.000]  我們的powerpoint也很好
[00:02:54.000 --> 00:02:59.000]  將主要的三部份列出來
[00:02:59.000 --> 00:03:01.000]  這一篇詩篇
[00:03:01.000 --> 00:03:03.000]  基本上可以分成三部份
[00:03:03.000 --> 00:03:04.000]  一至三節
[00:03:04.000 --> 00:03:06.000]  四至六節
[00:03:06.000 --> 00:03:08.000]  和七至九節
[00:03:08.000 --> 00:03:12.000]  所以結構是很均勻的
[00:03:12.000 --> 00:03:14.000]  每三節是一個部份
[00:03:14.000 --> 00:03:16.000]  每一個部份
[00:03:16.000 --> 00:03:17.000]  當你看的時候
[00:03:17.000 --> 00:03:19.000]  它用什麼來開始
[00:03:19.000 --> 00:03:21.000]  就是用歌唱
[00:03:21.000 --> 00:03:22.000]  歡呼
[00:03:22.000 --> 00:03:23.000]  發聲
[00:03:23.000 --> 00:03:25.000]  來開始
[00:03:25.000 --> 00:03:28.000]  今天我們要透過這一篇詩篇
[00:03:28.000 --> 00:03:31.000]  來反思我們的敬拜
[00:03:31.000 --> 00:03:35.000]  我想跟大家再讀一次這一篇詩篇
[00:03:35.000 --> 00:03:37.000]  這次讀是這樣的
[00:03:37.000 --> 00:03:38.000]  因為你讀這篇詩篇
[00:03:38.000 --> 00:03:42.000]  你會感覺聲勢是越來越浩大的
[00:03:42.000 --> 00:03:45.000]  所以希望我們一會做到這個效果
[00:03:45.000 --> 00:03:50.000]  頭三節我讀
[00:03:50.000 --> 00:03:52.000]  然後四至六節
[00:03:52.000 --> 00:03:57.000]  我邀請走廊前面的弟兄姊妹一起加入
[00:03:57.000 --> 00:03:59.000]  七至九節
[00:03:59.000 --> 00:04:02.000]  後面的都一起加入
[00:04:02.000 --> 00:04:06.000]  一起加入就是前面讀的繼續讀
[00:04:06.000 --> 00:04:08.000]  一至三節
[00:04:08.000 --> 00:04:10.000]  開始就是我讀
[00:04:10.000 --> 00:04:13.000]  你們要向耶和華唱新歌
[00:04:13.000 --> 00:04:16.000]  因為祂行過奇妙的事
[00:04:16.000 --> 00:04:19.000]  祂的右手和聖臂施行救恩
[00:04:19.000 --> 00:04:22.000]  耶和華顯明了祂的救恩
[00:04:22.000 --> 00:04:25.000]  在列國眼前顯出公義
[00:04:25.000 --> 00:04:29.000]  紀念祂對以色列家的慈愛和信實
[00:04:29.000 --> 00:04:33.000]  地的四極都看見我們上帝的救恩
[00:04:33.000 --> 00:04:37.000]  全地都要向耶和華歡呼
[00:04:37.000 --> 00:04:40.000]  要揚聲歡唱歌頌
[00:04:40.000 --> 00:04:42.000]  用琴歌頌耶和華
[00:04:42.000 --> 00:04:46.000]  用琴和詩歌的聲音歌頌祂
[00:04:46.000 --> 00:04:48.000]  用號筒和國聲
[00:04:48.000 --> 00:04:51.000]  在大君王耶和華面前歡呼
[00:04:51.000 --> 00:04:55.000]  願海和其中所充滿的澎湃
[00:04:55.000 --> 00:04:59.000]  願世界和住在其間的發聲
[00:04:59.000 --> 00:05:01.000]  願大水拍掌
[00:05:01.000 --> 00:05:05.000]  願珠山在耶和華面前一同歡呼
[00:05:05.000 --> 00:05:08.000]  因為祂來要審判全地
[00:05:08.000 --> 00:05:11.000]  祂要按公義審判世界
[00:05:11.000 --> 00:05:14.000]  按公正審判萬民
[00:05:14.000 --> 00:05:17.000]  聽不聽到海聲
[00:05:17.000 --> 00:05:21.000]  我們一同祈禱
[00:05:21.000 --> 00:05:24.000]  主幫助我們透過你的話
[00:05:24.000 --> 00:05:26.000]  聽到你的聲音
[00:05:26.000 --> 00:05:29.000]  也讓我們再一次反省
[00:05:29.000 --> 00:05:32.000]  我們如何來到你的面前敬拜
[00:05:32.000 --> 00:05:35.000]  願你使用
[00:05:35.000 --> 00:05:39.000]  讓你的話進入到人的心裡面
[00:05:39.000 --> 00:05:42.000]  奉耶穌基督的聖名
[00:05:42.000 --> 00:05:45.000]  敬拜很強調的是一個
[00:05:45.000 --> 00:05:49.000]  敬拜者與受敬拜者的一個關係
[00:05:49.000 --> 00:05:53.000]  基本上我會和大家從詩篇98篇
[00:05:53.000 --> 00:05:56.000]  來看這兩方面的一個關係
[00:05:56.000 --> 00:05:59.000]  首先就是敬拜者
[00:05:59.000 --> 00:06:02.000]  這九節的經文裡面
[00:06:02.000 --> 00:06:05.000]  講出三大類的敬拜者
[00:06:05.000 --> 00:06:07.000]  剛才有沒有看到
[00:06:07.000 --> 00:06:10.000]  第一類一至三節就在說
[00:06:10.000 --> 00:06:14.000]  你們要來向耶和華唱新歌
[00:06:14.000 --> 00:06:18.000]  這個你們是指到什麼人呢
[00:06:18.000 --> 00:06:21.000]  以色列人
[00:06:21.000 --> 00:06:24.000]  當他們在聖殿敬拜的時候
[00:06:24.000 --> 00:06:30.000]  一個聚會或者崇拜的領導者就出來
[00:06:30.000 --> 00:06:32.000]  或者主席就出來
[00:06:32.000 --> 00:06:35.000]  呼召那些人來敬拜
[00:06:35.000 --> 00:06:37.000]  就是我們的宣召
[00:06:37.000 --> 00:06:41.000]  一類就是你們要向耶和華唱新歌
[00:06:41.000 --> 00:06:45.000]  以色列人來敬拜上帝
[00:06:45.000 --> 00:06:49.000]  向耶和華唱新歌來到歌頌去
[00:06:49.000 --> 00:06:53.000]  然後第四節至六節
[00:06:53.000 --> 00:06:58.000]  哪些人來一起歌頌呢
[00:06:58.000 --> 00:07:00.000]  全地
[00:07:00.000 --> 00:07:02.000]  全地指的是什麼呢
[00:07:02.000 --> 00:07:05.000]  地上的居民
[00:07:05.000 --> 00:07:07.000]  萬國萬民
[00:07:07.000 --> 00:07:12.000]  都要來向上帝發出歡呼揚聲
[00:07:12.000 --> 00:07:14.000]  歡唱歌頌
[00:07:14.000 --> 00:07:15.000]  來讚美
[00:07:15.000 --> 00:07:18.000]  第四節至第六節
[00:07:18.000 --> 00:07:23.000]  我們也看到不單止用聲音
[00:07:23.000 --> 00:07:25.000]  還有包括什麼呢
[00:07:25.000 --> 00:07:26.000]  琴
[00:07:26.000 --> 00:07:30.000]  包括號筒
[00:07:30.000 --> 00:07:31.000]  國聲
[00:07:31.000 --> 00:07:35.000]  加入各樣的樂器
[00:07:35.000 --> 00:07:38.000]  來讚美上帝
[00:07:38.000 --> 00:07:39.000]  用音樂
[00:07:39.000 --> 00:07:41.000]  用敲擊
[00:07:41.000 --> 00:07:43.000]  用各樣的樂器
[00:07:43.000 --> 00:07:45.000]  發出聲音
[00:07:45.000 --> 00:07:47.000]  用最大的聲音
[00:07:47.000 --> 00:07:50.000]  表達對上帝的讚美
[00:07:50.000 --> 00:07:53.000]  然後七至九節
[00:07:53.000 --> 00:07:56.000]  又有什麼加入呢
[00:07:56.000 --> 00:07:58.000]  齊山了嗎
[00:07:58.000 --> 00:07:59.000]  還沒有呢
[00:07:59.000 --> 00:08:00.000]  還有什麼呢
[00:08:00.000 --> 00:08:02.000]  海
[00:08:02.000 --> 00:08:04.000]  水
[00:08:04.000 --> 00:08:06.000]  山
[00:08:06.000 --> 00:08:08.000]  第七節下半節告訴我們
[00:08:08.000 --> 00:08:13.000]  世界和住在其間的都發聲
[00:08:13.000 --> 00:08:17.000]  是否只是人
[00:08:17.000 --> 00:08:19.000]  不只是人
[00:08:19.000 --> 00:08:23.000]  連上帝所創造的大自然
[00:08:23.000 --> 00:08:27.000]  也包括各樣的生物走獸
[00:08:27.000 --> 00:08:30.000]  都一齊發聲
[00:08:30.000 --> 00:08:32.000]  向上帝讚美
[00:08:32.000 --> 00:08:34.000]  原來
[00:08:34.000 --> 00:08:39.000]  人不是唯一敬拜者
[00:08:39.000 --> 00:08:42.000]  上帝所創造的萬物
[00:08:42.000 --> 00:08:44.000]  其實詩篇在聖經裡面
[00:08:44.000 --> 00:08:46.000]  不同的地方我們都看到
[00:08:46.000 --> 00:08:48.000]  是上帝所呼召
[00:08:48.000 --> 00:08:50.000]  上帝揀選他們
[00:08:50.000 --> 00:08:52.000]  要讚美
[00:08:52.000 --> 00:08:56.000]  今天我們所唱的第一首詩歌已經是
[00:08:56.000 --> 00:08:58.000]  地與海
[00:08:58.000 --> 00:09:00.000]  發出歌韻
[00:09:00.000 --> 00:09:05.000]  地和海都來到讚美我們的上帝
[00:09:05.000 --> 00:09:08.000]  當然這一篇詩篇裡面
[00:09:08.000 --> 00:09:13.000]  用了很多以人法的方式來描述
[00:09:13.000 --> 00:09:16.000]  水會不會拍掌
[00:09:16.000 --> 00:09:17.000]  不會吧
[00:09:17.000 --> 00:09:22.000]  不過表達的是連山連水
[00:09:22.000 --> 00:09:26.000]  都要來敬拜讚美我們的主
[00:09:26.000 --> 00:09:28.000]  所以從這一篇詩篇
[00:09:28.000 --> 00:09:32.000]  我們可以在很多方面去思想
[00:09:32.000 --> 00:09:34.000]  如果一個自然界
[00:09:34.000 --> 00:09:38.000]  都要來向上帝發出讚美
[00:09:38.000 --> 00:09:41.000]  所以今天我們要好好愛護
[00:09:41.000 --> 00:09:45.000]  因為祂是和我們一齊敬拜
[00:09:45.000 --> 00:09:49.000]  雖然人好像是上帝創造的中心
[00:09:49.000 --> 00:09:52.000]  但我們要知道不是唯一的
[00:09:52.000 --> 00:09:56.000]  上帝揀選萬物
[00:09:56.000 --> 00:09:58.000]  一齊來敬拜
[00:09:58.000 --> 00:10:00.000]  將來在天上
[00:10:00.000 --> 00:10:02.000]  我不知道在什麼地方
[00:10:02.000 --> 00:10:06.000]  大自然去擔當一個什麼的角色
[00:10:06.000 --> 00:10:09.000]  但當你一路發聲的時候
[00:10:09.000 --> 00:10:10.000]  有樂器
[00:10:10.000 --> 00:10:12.000]  還有什麼
[00:10:12.000 --> 00:10:15.000]  有小鳥和你一起唱歌
[00:10:15.000 --> 00:10:18.000]  有一個自然界裡面的風聲
[00:10:18.000 --> 00:10:19.000]  海浪聲
[00:10:19.000 --> 00:10:21.000]  和你一起讚美
[00:10:21.000 --> 00:10:25.000]  是不是很震撼
[00:10:25.000 --> 00:10:27.000]  所以今天要多走一些山
[00:10:27.000 --> 00:10:30.000]  欣賞上帝的創造
[00:10:30.000 --> 00:10:32.000]  聽多些海浪聲
[00:10:32.000 --> 00:10:35.000]  一個是讚美的聲音
[00:10:35.000 --> 00:10:38.000]  上帝擺一些東西在我們周圍
[00:10:38.000 --> 00:10:41.000]  其實是在讚美祂
[00:10:41.000 --> 00:10:42.000]  我們可以加入
[00:10:42.000 --> 00:10:44.000]  一齊來讚美
[00:10:44.000 --> 00:10:47.000]  這一班都是敬拜者
[00:10:47.000 --> 00:10:49.000]  不單單是上帝的子民
[00:10:49.000 --> 00:10:52.000]  萬國萬民都要加入
[00:10:52.000 --> 00:10:54.000]  整個自然界都要加入
[00:10:54.000 --> 00:10:57.000]  成為上帝面前
[00:10:57.000 --> 00:11:00.000]  來敬拜祂的人
[00:11:00.000 --> 00:11:03.000]  有時候我們的敬拜
[00:11:03.000 --> 00:11:07.000]  很多時候我們很個人
[00:11:07.000 --> 00:11:10.000]  今天來到教會裡面敬拜
[00:11:10.000 --> 00:11:13.000]  都是我自己來敬拜
[00:11:13.000 --> 00:11:14.000]  有時候我們說
[00:11:14.000 --> 00:11:15.000]  你不要阻礙我敬拜
[00:11:15.000 --> 00:11:18.000]  其他的事情不要緊
[00:11:18.000 --> 00:11:20.000]  最重要是我的心
[00:11:20.000 --> 00:11:21.000]  來敬拜上帝
[00:11:21.000 --> 00:11:23.000]  有時候我們是這樣想
[00:11:23.000 --> 00:11:27.000]  不過如果你記得
[00:11:27.000 --> 00:11:29.000]  我們曾經說過
[00:11:29.000 --> 00:11:33.000]  其實你是天后全時間的敬拜
[00:11:33.000 --> 00:11:37.000]  每天二十四小時都是敬拜
[00:11:37.000 --> 00:11:39.000]  可能星期一至六
[00:11:39.000 --> 00:11:41.000]  你在你的崗位上
[00:11:41.000 --> 00:11:44.000]  來自奉敬拜上帝
[00:11:44.000 --> 00:11:47.000]  星期一我們回到教會
[00:11:47.000 --> 00:11:48.000]  在這個地方
[00:11:48.000 --> 00:11:52.000]  我們是一個集體敬拜
[00:11:52.000 --> 00:11:56.000]  上帝喜悅的是人集體的敬拜
[00:11:56.000 --> 00:11:59.000]  所以這三類的敬拜者
[00:11:59.000 --> 00:12:00.000]  不是個人的
[00:12:00.000 --> 00:12:03.000]  是一個群體來的
[00:12:03.000 --> 00:12:04.000]  神的子民
[00:12:04.000 --> 00:12:05.000]  萬國萬民
[00:12:05.000 --> 00:12:08.000]  自然界是作為群體
[00:12:08.000 --> 00:12:12.000]  一起在這裡來敬拜上帝
[00:12:12.000 --> 00:12:15.000]  日信耶穌和其他宗教
[00:12:15.000 --> 00:12:16.000]  很大的不同
[00:12:16.000 --> 00:12:18.000]  當然我們拜的是真神
[00:12:18.000 --> 00:12:22.000]  但另外的不同是什麼
[00:12:22.000 --> 00:12:24.000]  有時候你去拜
[00:12:24.000 --> 00:12:26.000]  不是你們
[00:12:26.000 --> 00:12:28.000]  以前可能你會
[00:12:28.000 --> 00:12:30.000]  你認識一些人
[00:12:30.000 --> 00:12:35.000]  去拜神像
[00:12:35.000 --> 00:12:37.000]  他們怎麼拜
[00:12:37.000 --> 00:12:38.000]  入寺拜神
[00:12:38.000 --> 00:12:39.000]  怎麼拜
[00:12:39.000 --> 00:12:41.000]  自己去
[00:12:41.000 --> 00:12:42.000]  最多約朋友一齊
[00:12:42.000 --> 00:12:43.000]  家人一齊去
[00:12:43.000 --> 00:12:45.000]  拜完又怎樣
[00:12:45.000 --> 00:12:46.000]  自己走
[00:12:46.000 --> 00:12:49.000]  把自己要的一卵嘴說完
[00:12:49.000 --> 00:12:51.000]  神聽不聽
[00:12:51.000 --> 00:12:52.000]  我們不知道
[00:12:52.000 --> 00:12:54.000]  如果他認為神聽了靈
[00:12:54.000 --> 00:12:55.000]  他就去還神
[00:12:55.000 --> 00:12:57.000]  又是自己去
[00:12:57.000 --> 00:13:00.000]  信耶穌是不是這樣
[00:13:00.000 --> 00:13:02.000]  信耶穌是不是這樣
[00:13:02.000 --> 00:13:04.000]  信耶穌聖經告訴我們
[00:13:04.000 --> 00:13:05.000]  就不是這樣
[00:13:05.000 --> 00:13:09.000]  信耶穌就是你蒙上帝的恩典
[00:13:09.000 --> 00:13:14.000]  使你進入到他的國度裡面
[00:13:14.000 --> 00:13:17.000]  而教會就是上帝國度
[00:13:17.000 --> 00:13:21.000]  在地上的一個表現
[00:13:21.000 --> 00:13:23.000]  所以我們是在教會
[00:13:23.000 --> 00:13:26.000]  這個群體裡面
[00:13:26.000 --> 00:13:28.000]  來敬拜上帝
[00:13:28.000 --> 00:13:29.000]  上帝揀選我們
[00:13:29.000 --> 00:13:33.000]  呼召我們成為一個群體
[00:13:33.000 --> 00:13:35.000]  來敬拜祂
[00:13:35.000 --> 00:13:38.000]  所以拜神的人就是自己去拜
[00:13:38.000 --> 00:13:42.000]  和隔離的人沒有關係
[00:13:42.000 --> 00:13:45.000]  但是今天你在敬拜
[00:13:45.000 --> 00:13:49.000]  和旁邊的人有沒有關係
[00:13:49.000 --> 00:13:50.000]  不只是你的家人
[00:13:50.000 --> 00:13:52.000]  有些家人當然有關係
[00:13:52.000 --> 00:13:53.000]  和其他那些
[00:13:53.000 --> 00:13:55.000]  我們稱為弟兄姊妹的
[00:13:55.000 --> 00:13:57.000]  都是有關係
[00:13:57.000 --> 00:14:00.000]  因為我們是同屬一個群體
[00:14:00.000 --> 00:14:02.000]  在這個群體裡面
[00:14:02.000 --> 00:14:05.000]  我們一齊聚集在這裡
[00:14:05.000 --> 00:14:09.000]  來敬拜
[00:14:09.000 --> 00:14:12.000]  敬拜者是一個群體
[00:14:12.000 --> 00:14:14.000]  去敬拜我們的主
[00:14:14.000 --> 00:14:19.000]  然後我們思想一個受敬拜者
[00:14:19.000 --> 00:14:21.000]  就是我們敬拜的對象
[00:14:21.000 --> 00:14:22.000]  是誰呢
[00:14:22.000 --> 00:14:24.000]  詩篇九十八篇
[00:14:24.000 --> 00:14:28.000]  告訴我們一個的對象
[00:14:28.000 --> 00:14:29.000]  整篇的詩篇
[00:14:29.000 --> 00:14:32.000]  你看差不多每一節
[00:14:32.000 --> 00:14:35.000]  都提到一個名字
[00:14:35.000 --> 00:14:36.000]  是什麼
[00:14:36.000 --> 00:14:38.000]  耶和華
[00:14:38.000 --> 00:14:40.000]  耶和華上帝
[00:14:40.000 --> 00:14:42.000]  沒有出耶和華
[00:14:42.000 --> 00:14:44.000]  都是有個他字
[00:14:44.000 --> 00:14:45.000]  我數過了
[00:14:45.000 --> 00:14:47.000]  九節經文裡面
[00:14:47.000 --> 00:14:49.000]  好像只有一節
[00:14:49.000 --> 00:14:52.000]  沒有提到耶和華或者他
[00:14:52.000 --> 00:14:56.000]  其他都是提到這位上帝
