
[00:00:00.000 --> 00:00:02.000]  大家有沒有試過
[00:00:02.000 --> 00:00:05.000]  當你問一個人問題的時候
[00:00:05.000 --> 00:00:08.000]  他經常不回答
[00:00:08.000 --> 00:00:10.000]  你會有什麼反應?
[00:00:10.000 --> 00:00:12.000]  你會覺得很不耐煩
[00:00:12.000 --> 00:00:14.000]  懶得理你,走吧
[00:00:14.000 --> 00:00:17.000]  以後也不太喜歡和你聊天
[00:00:17.000 --> 00:00:18.000]  會嗎?
[00:00:18.000 --> 00:00:19.000]  可能也會吧
[00:00:19.000 --> 00:00:21.000]  耶穌也很特別
[00:00:21.000 --> 00:00:24.000]  聖經裡有很多地方提到
[00:00:24.000 --> 00:00:26.000]  耶穌也是這樣的
[00:00:26.000 --> 00:00:28.000]  他回應人的問題的時候
[00:00:28.000 --> 00:00:31.000]  他總是回答非所問
[00:00:31.000 --> 00:00:32.000]  譬如
[00:00:32.000 --> 00:00:34.000]  試過有人告訴他
[00:00:34.000 --> 00:00:38.000]  你的媽媽和弟弟在外面找你
[00:00:38.000 --> 00:00:40.000]  耶穌的回答是
[00:00:40.000 --> 00:00:41.000]  誰是我的媽媽?
[00:00:41.000 --> 00:00:44.000]  誰是我的兄弟?
[00:00:44.000 --> 00:00:45.000]  你會覺得
[00:00:45.000 --> 00:00:46.000]  好像很不近人情
[00:00:46.000 --> 00:00:48.000]  但當然當時他有一些原因
[00:00:48.000 --> 00:00:49.000]  不是耶穌無禮
[00:00:49.000 --> 00:00:51.000]  這是後話
[00:00:51.000 --> 00:00:52.000]  另外也試過
[00:00:52.000 --> 00:00:54.000]  有一些法利塞人的門徒
[00:00:54.000 --> 00:00:56.000]  和希律黨的人
[00:00:56.000 --> 00:00:57.000]  去問他
[00:00:57.000 --> 00:00:58.000]  耶穌 耶穌
[00:00:58.000 --> 00:01:01.000]  納粹給凱撒行不行?
[00:01:01.000 --> 00:01:02.000]  但耶穌就說
[00:01:02.000 --> 00:01:05.000]  凱撒的物就歸給凱撒
[00:01:05.000 --> 00:01:08.000]  神的就歸給神
[00:01:08.000 --> 00:01:11.000]  好像不知道他想回答什麼
[00:01:11.000 --> 00:01:14.000]  然後有一個律法師來找耶穌
[00:01:14.000 --> 00:01:15.000]  耶穌 耶穌
[00:01:15.000 --> 00:01:17.000]  誰是我的鄰舍?
[00:01:17.000 --> 00:01:19.000]  但耶穌沒有直接給答案
[00:01:19.000 --> 00:01:21.000]  然後就說了一個比喻
[00:01:21.000 --> 00:01:25.000]  就是好撒瑪利亞人的比喻
[00:01:25.000 --> 00:01:27.000]  然後還反問他
[00:01:27.000 --> 00:01:30.000]  總之耶穌是不直接回答他的
[00:01:30.000 --> 00:01:31.000]  今天這段經文
[00:01:31.000 --> 00:01:34.000]  似乎也有類似的情況出現
[00:01:34.000 --> 00:01:37.000]  我們再一次去看今天的經文
[00:01:37.000 --> 00:01:39.000]  剛才大家讀的時候
[00:01:39.000 --> 00:01:41.000]  我不知道你們有沒有看到這段經文
[00:01:41.000 --> 00:01:44.000]  有幾個地方很奇特
[00:01:44.000 --> 00:01:47.000]  不知道你們看到的和我一樣嗎?
[00:01:47.000 --> 00:01:49.000]  我們一起看看
[00:01:49.000 --> 00:01:52.000]  這件事件其實很簡單
[00:01:52.000 --> 00:01:55.000]  說一個犯奸人的婦人被人抓到
[00:01:55.000 --> 00:02:00.000]  然後就帶到耶穌面前去處理
[00:02:00.000 --> 00:02:02.000]  當中有幾個奇特的地方
[00:02:02.000 --> 00:02:04.000]  想和大家一一分享
[00:02:04.000 --> 00:02:05.000]  第一點就是
[00:02:05.000 --> 00:02:09.000]  那個指控人就是那班經學家
[00:02:09.000 --> 00:02:11.000]  經學家他們的工作
[00:02:11.000 --> 00:02:15.000]  平時就應該在聖殿或者會堂裡面去教導人
[00:02:15.000 --> 00:02:20.000]  但現在他們就走來做那個指控人
[00:02:20.000 --> 00:02:24.000]  通常他們抓到別人犯錯
[00:02:24.000 --> 00:02:29.000]  一般來說他們就應該交給猶太人的長老去處理
[00:02:29.000 --> 00:02:31.000]  因為猶太人的長老
[00:02:31.000 --> 00:02:33.000]  他們的職責主要就是司法
[00:02:33.000 --> 00:02:38.000]  他們是律法和傳統解釋的監督人
[00:02:38.000 --> 00:02:43.000]  負責對違法的人去司法或者去處罰
[00:02:43.000 --> 00:02:45.000]  但是今天很特別
[00:02:45.000 --> 00:02:48.000]  這班經學家就不在做教導的工作
[00:02:48.000 --> 00:02:51.000]  是在做指控的工作
[00:02:51.000 --> 00:02:55.000]  第二就是一班偽善的法利賽人就做了同謀
[00:02:55.000 --> 00:02:58.000]  其實法利賽人如果大家以前聽過
[00:02:58.000 --> 00:03:02.000]  你會知道他們是有一種令人很反感的態度
[00:03:02.000 --> 00:03:07.000]  就是他們整天都在人的面前扮敬虔
[00:03:07.000 --> 00:03:11.000]  還有他們有一個騙人的陷阱
[00:03:11.000 --> 00:03:16.000]  就是他們有一個假冒為善的外表
[00:03:16.000 --> 00:03:18.000]  最初的時候其實這班法利賽人
[00:03:18.000 --> 00:03:21.000]  他們是真的很想很認真地去進行
[00:03:21.000 --> 00:03:24.000]  經典所要求他們做的事
[00:03:24.000 --> 00:03:27.000]  但是慢慢他們發覺做不到
[00:03:27.000 --> 00:03:30.000]  於是他們就表面裝得很信服
[00:03:30.000 --> 00:03:33.000]  自己以為外表夠正直就夠了
[00:03:33.000 --> 00:03:38.000]  然後就戴上一個虛假的敬虔的面具
[00:03:38.000 --> 00:03:42.000]  用來掩飾他們暗中所做的一些不好的事
[00:03:42.000 --> 00:03:44.000]  慢慢慢慢他們習慣了
[00:03:44.000 --> 00:03:47.000]  就覺得繼續這樣下去也沒有所謂
[00:03:47.000 --> 00:03:49.000]  他們不會覺得有不安
[00:03:49.000 --> 00:03:53.000]  於是就更加肆無忌憚地去行事為人
[00:03:53.000 --> 00:03:56.000]  最後變成一個偽善者
[00:03:56.000 --> 00:03:58.000]  所以你會發覺在新約裡面
[00:03:58.000 --> 00:04:00.000]  耶穌經常指責這一班人
[00:04:00.000 --> 00:04:02.000]  我相信這一班法利賽人
[00:04:02.000 --> 00:04:06.000]  他們應該比普通的人更加清楚體會
[00:04:06.000 --> 00:04:09.000]  原來一個人是沒有力行善的
[00:04:09.000 --> 00:04:13.000]  但是他們卻是裝作敬虔地去指控人
[00:04:13.000 --> 00:04:15.000]  在這個事件裡面
[00:04:15.000 --> 00:04:18.000]  他們做了一個同謀的人
[00:04:18.000 --> 00:04:22.000]  第三就是婦人犯奸淫
[00:04:22.000 --> 00:04:25.000]  但是被控的只有一個婦人
[00:04:25.000 --> 00:04:27.000]  這就很奇特了
[00:04:27.000 --> 00:04:30.000]  因為根據摩西的律法裡面
[00:04:30.000 --> 00:04:31.000]  在利美記裡面說
[00:04:31.000 --> 00:04:34.000]  如果有人犯奸淫的話
[00:04:34.000 --> 00:04:37.000]  兩個奸夫淫婦都要被處死
[00:04:37.000 --> 00:04:40.000]  但是為什麼這個婦人當場被抓
[00:04:40.000 --> 00:04:41.000]  只有她一個呢
[00:04:41.000 --> 00:04:43.000]  那另外一個人去了哪裡呢
[00:04:43.000 --> 00:04:45.000]  是不是很不公平
[00:04:45.000 --> 00:04:49.000]  這裡看不到犯罪的男人
[00:04:49.000 --> 00:04:51.000]  很明顯這個事件就是
[00:04:51.000 --> 00:04:55.000]  有些人故意設計來陷害耶穌
[00:04:55.000 --> 00:04:58.000]  第四個奇特的地方就是
[00:04:58.000 --> 00:05:01.000]  那班指控人是明知故問的
[00:05:01.000 --> 00:05:04.000]  在經文第四第五節裡
[00:05:04.000 --> 00:05:06.000]  他們跟耶穌說
[00:05:06.000 --> 00:05:07.000]  他說先生
[00:05:07.000 --> 00:05:10.000]  這個婦人是在正犯奸淫的時候被抓的
[00:05:10.000 --> 00:05:12.000]  摩西的律法上
[00:05:12.000 --> 00:05:15.000]  吩咐我們把這樣的婦人用石頭打死
[00:05:15.000 --> 00:05:16.000]  你怎麼看呢
[00:05:16.000 --> 00:05:19.000]  他們也知道摩西的律法是要這樣
[00:05:19.000 --> 00:05:20.000]  其實你也知道
[00:05:20.000 --> 00:05:22.000]  你不用來問耶穌
[00:05:22.000 --> 00:05:25.000]  那你現在來問居心叵測呢
[00:05:25.000 --> 00:05:28.000]  但是剛才我們讀的經文第六節
[00:05:28.000 --> 00:05:30.000]  很清楚的告訴我們
[00:05:30.000 --> 00:05:33.000]  其實他們的目的是要試探耶穌
[00:05:33.000 --> 00:05:36.000]  想找把柄來控告耶穌
[00:05:36.000 --> 00:05:37.000]  為什麼呢
[00:05:37.000 --> 00:05:39.000]  因為如果耶穌建議
[00:05:39.000 --> 00:05:41.000]  你原諒這個婦人
[00:05:41.000 --> 00:05:43.000]  他們就會馬上指控耶穌
[00:05:43.000 --> 00:05:45.000]  你不主持公義
[00:05:45.000 --> 00:05:48.000]  你觸犯了摩西的律法
[00:05:48.000 --> 00:05:52.000]  但如果耶穌主張要遵照摩西律法
[00:05:52.000 --> 00:05:54.000]  把這個婦人處死的話
[00:05:54.000 --> 00:05:56.000]  他們就會指控耶穌
[00:05:56.000 --> 00:05:59.000]  你觸犯了羅馬帝國的文法
[00:05:59.000 --> 00:06:01.000]  因為當時羅馬政府
[00:06:01.000 --> 00:06:05.000]  是沒有授權猶太人去殺人的
[00:06:05.000 --> 00:06:06.000]  另外就是
[00:06:06.000 --> 00:06:08.000]  如果耶穌說
[00:06:08.000 --> 00:06:11.000]  你照樣拿石頭扔死他
[00:06:11.000 --> 00:06:13.000]  他們就會去挑戰耶穌
[00:06:13.000 --> 00:06:16.000]  你平時不是教人要憐憫人
[00:06:16.000 --> 00:06:17.000]  要愛人嗎
[00:06:17.000 --> 00:06:19.000]  你那些的愛和憐憫
[00:06:19.000 --> 00:06:21.000]  去了哪裡呢
[00:06:21.000 --> 00:06:23.000]  所以你會發覺
[00:06:23.000 --> 00:06:25.000]  他們這條問題一問
[00:06:25.000 --> 00:06:27.000]  耶穌答又死不答又死
[00:06:27.000 --> 00:06:31.000]  答什麼都是死路一條
[00:06:31.000 --> 00:06:33.000]  第五點
[00:06:33.000 --> 00:06:35.000]  一個很奇特的地方就是
[00:06:35.000 --> 00:06:38.000]  耶穌沒有即時回應他們的問題
[00:06:38.000 --> 00:06:40.000]  剛才讀經文的時候
[00:06:40.000 --> 00:06:41.000]  我們知道
[00:06:41.000 --> 00:06:43.000]  耶穌在他們發完問題之後
[00:06:43.000 --> 00:06:44.000]  不理睬他們
[00:06:44.000 --> 00:06:46.000]  然後說他們做什麼
