
[00:00:00.000 --> 00:00:04.120]  我們今天看這段經文其實是一個天國的比喻
[00:00:04.120 --> 00:00:06.400]  天國比喻其實這裡連續有
[00:00:06.400 --> 00:00:07.600]  也可以這麼說
[00:00:07.600 --> 00:00:09.680]  是我上次講到的另一個下集
[00:00:09.680 --> 00:00:10.480]  上集是什麼呢?
[00:00:10.480 --> 00:00:11.600]  上集你還記得嗎?
[00:00:11.600 --> 00:00:16.640]  我講到金世之子和光明之子
[00:00:16.640 --> 00:00:17.520]  還有沒有印象?
[00:00:17.520 --> 00:00:18.640]  這是上集
[00:00:18.640 --> 00:00:19.700]  講回這段經文
[00:00:19.700 --> 00:00:23.860]  其實這段經文是天國的比喻
[00:00:23.860 --> 00:00:25.300]  有三個連續的
[00:00:25.300 --> 00:00:27.540]  之前那個是同類比喻
[00:00:27.540 --> 00:00:32.020]  接著這個是有財國五千、二千、一千
[00:00:32.020 --> 00:00:36.280]  接著下面還有一個公綿陽和山陽比喻
[00:00:36.280 --> 00:00:40.380]  連續這三個比喻都是天國比喻所講天國的事情
[00:00:40.380 --> 00:00:41.840]  神和人的關係
[00:00:41.840 --> 00:00:44.900]  以及將來天國的真理
[00:00:44.900 --> 00:00:47.060]  所以我現在是借用而已
[00:00:47.060 --> 00:00:48.360]  所以這是借用
[00:00:48.360 --> 00:00:49.260]  什麼意思呢?
[00:00:49.260 --> 00:00:52.860]  天國的比喻要指向天國的真理和道理
[00:00:52.860 --> 00:00:54.300]  什麼意思呢?
[00:00:54.300 --> 00:00:57.060]  就是我們在比喻裡面學習到一件事情
[00:00:57.060 --> 00:00:58.320]  結論是什麼呢?
[00:00:58.320 --> 00:01:01.380]  天國的道理是凡有的還要加給他
[00:01:01.380 --> 00:01:02.440]  叫他有餘的
[00:01:02.440 --> 00:01:05.080]  沒有的連他所有的都要奪過來
[00:01:05.080 --> 00:01:08.060]  這個很明顯是天國的真理
[00:01:08.060 --> 00:01:11.360]  是跟我們人世間所想的有些不同
[00:01:11.360 --> 00:01:13.060]  人世間所想的話
[00:01:13.060 --> 00:01:16.440]  如果財政報告的預算案
[00:01:16.440 --> 00:01:18.200]  沒有的話就要加一些給他
[00:01:18.200 --> 00:01:21.420]  又說你派錢不可以每人派一些
[00:01:21.420 --> 00:01:23.160]  其實我是想每人都派一些的
[00:01:23.160 --> 00:01:24.200]  但是不可以這樣
[00:01:24.200 --> 00:01:25.400]  沒有的才派
[00:01:25.400 --> 00:01:26.540]  人世間
[00:01:26.540 --> 00:01:28.080]  但是天國的真理是什麼呢?
[00:01:28.080 --> 00:01:29.320]  越用越有
[00:01:29.320 --> 00:01:32.440]  你有的就要再多給你一些
[00:01:32.440 --> 00:01:33.820]  如果沒有的話
[00:01:33.820 --> 00:01:34.520]  就是說你不用了
[00:01:34.520 --> 00:01:35.900]  放在床袋地圖裡面
[00:01:35.900 --> 00:01:37.000]  連有的都收起來
[00:01:37.000 --> 00:01:38.920]  所以我們有時候教會
[00:01:38.920 --> 00:01:39.760]  有時候頂尖尖的說
[00:01:39.760 --> 00:01:41.040]  我們也是窮窮的
[00:01:41.040 --> 00:01:42.760]  不要服侍那麼多窮人
[00:01:42.760 --> 00:01:44.540]  讓我們有錢才服侍
[00:01:44.540 --> 00:01:46.220]  又或者我們的愛心也不是很足夠
[00:01:46.220 --> 00:01:47.360]  或者我們也不是很熟絡
[00:01:47.360 --> 00:01:49.320]  我們熟絡一點才去認識新朋友
[00:01:49.320 --> 00:01:52.540]  那些教會多數都差不多開始衰敗了
[00:01:52.540 --> 00:01:53.460]  相反的話
[00:01:53.460 --> 00:01:54.740]  那個教會我也覺得窮窮的
[00:01:54.740 --> 00:01:58.440]  不過我也有一點點的服侍其他人
[00:01:58.440 --> 00:02:01.540]  那些教會就開始還要加給他
[00:02:01.540 --> 00:02:03.460]  這是天國的真理
[00:02:03.460 --> 00:02:05.100]  這裡也說到了
[00:02:05.100 --> 00:02:06.680]  還有一件事情就是
[00:02:06.680 --> 00:02:07.780]  這裡提到
[00:02:07.780 --> 00:02:09.960]  天國的賞賜是什麼呢?
[00:02:09.960 --> 00:02:10.840]  這裡提到了
[00:02:10.840 --> 00:02:13.360]  就是如果那些被欣賞
[00:02:13.360 --> 00:02:15.240]  那些忠心良善的僕人
[00:02:15.240 --> 00:02:16.980]  兩件事情賞賜
[00:02:16.980 --> 00:02:19.380]  就要派他管許多事情
[00:02:19.380 --> 00:02:21.540]  我要把許多事情派你管理
[00:02:21.540 --> 00:02:24.940]  其實本來那些五千、二千、一千
[00:02:24.940 --> 00:02:27.920]  其實在主人的眼裡是瑣瑣碎碎的
[00:02:27.920 --> 00:02:29.760]  我稍後會再說
[00:02:29.760 --> 00:02:31.860]  瑣瑣碎碎對我們來說是很大的事情
[00:02:31.860 --> 00:02:34.200]  但是對於主來說是瑣瑣碎碎的
[00:02:34.200 --> 00:02:35.980]  還有許多事情要派你管理
[00:02:35.980 --> 00:02:36.560]  這是其一
[00:02:36.560 --> 00:02:37.160]  第二
[00:02:37.160 --> 00:02:38.200]  重要的是什麼呢?
[00:02:38.200 --> 00:02:40.320]  可以盡量享受你主人的快樂
[00:02:40.320 --> 00:02:42.180]  跟主一起就很快樂
[00:02:42.180 --> 00:02:43.600]  享受的是什麼呢?
[00:02:43.600 --> 00:02:45.340]  是與主一起的快樂
[00:02:45.340 --> 00:02:46.980]  後面有一個對比
[00:02:46.980 --> 00:02:48.000]  那些無用的僕人
[00:02:48.000 --> 00:02:49.060]  就是不太行的那些
[00:02:49.060 --> 00:02:50.300]  後面第三十字那裡
[00:02:50.300 --> 00:02:52.260]  把那些無用的僕人雕在外面
[00:02:52.260 --> 00:02:53.120]  黑暗裡
[00:02:53.120 --> 00:02:55.140]  在那裡必要哀哭徹徹
[00:02:55.140 --> 00:02:56.280]  其實是一個對比
[00:02:56.280 --> 00:02:57.440]  一個是進來
[00:02:57.440 --> 00:02:58.420]  一個是外面
[00:02:58.420 --> 00:02:59.880]  一個是哀哭徹徹
[00:02:59.880 --> 00:03:00.580]  一個是快樂
[00:03:00.580 --> 00:03:01.080]  明白嗎?
[00:03:01.080 --> 00:03:02.160]  這是一個對比
[00:03:02.160 --> 00:03:04.040]  從主同在就很快樂
[00:03:04.040 --> 00:03:05.740]  有些人跟我說
[00:03:05.740 --> 00:03:06.360]  牧師
[00:03:06.360 --> 00:03:08.800]  你們說信主有天堂
[00:03:08.800 --> 00:03:10.820]  黃金階梯碧玉城
[00:03:10.820 --> 00:03:11.640]  有沒有聽過?
[00:03:11.640 --> 00:03:13.080]  聽過了
[00:03:13.080 --> 00:03:15.980]  那些同學都發錢寒
[00:03:15.980 --> 00:03:18.140]  經常都想著黃金階梯碧玉城
[00:03:18.140 --> 00:03:19.000]  當然不是了
[00:03:19.000 --> 00:03:19.800]  那不是重點
[00:03:19.800 --> 00:03:22.560]  就是在形容天國很榮耀
[00:03:22.560 --> 00:03:23.180]  很榮美
[00:03:23.180 --> 00:03:24.820]  不過約翰只有這些形容詞
[00:03:24.820 --> 00:03:26.240]  所以就寫了這些
[00:03:26.240 --> 00:03:28.640]  其實天國很榮耀
[00:03:28.640 --> 00:03:29.760]  但是重點是什麼?
[00:03:29.760 --> 00:03:32.340]  是與神同在就是天堂
[00:03:32.340 --> 00:03:35.240]  我們最愛我們的天父在一起就最快樂
[00:03:35.240 --> 00:03:36.100]  等於什麼呢?
[00:03:36.100 --> 00:03:36.980]  哪裡是家?
[00:03:36.980 --> 00:03:38.320]  是不是太古城?
[00:03:38.320 --> 00:03:39.200]  什麼宮閣?
[00:03:39.200 --> 00:03:40.260]  三座二十六樓?
[00:03:40.260 --> 00:03:41.340]  不是的
[00:03:41.340 --> 00:03:42.600]  你跟家人
[00:03:42.600 --> 00:03:43.980]  我們愛護在一起
[00:03:43.980 --> 00:03:44.720]  那裡就是家
