
[00:00:00.000 --> 00:00:04.800]  我們很快又去到《生命記》的第十二章
[00:00:04.800 --> 00:00:08.600]  去到第十二章其實是一個很重要的環節
[00:00:08.600 --> 00:00:12.400]  因為第十二章去到第二十六章
[00:00:12.400 --> 00:00:15.300]  就是講很多的律例見章
[00:00:15.300 --> 00:00:18.300]  那些都是很重要的教導
[00:00:18.300 --> 00:00:22.100]  十二章其實最主要的訊息
[00:00:22.100 --> 00:00:25.000]  是要我們專一地向神
[00:00:25.000 --> 00:00:29.600]  十三章是叫我們不要離棄神
[00:00:29.600 --> 00:00:31.700]  如果你想清楚
[00:00:31.700 --> 00:00:33.500]  專一向著神
[00:00:33.500 --> 00:00:35.500]  和不要離棄神
[00:00:35.500 --> 00:00:37.900]  其實是一個銀子的兩面
[00:00:37.900 --> 00:00:39.800]  講的話都是一樣
[00:00:39.800 --> 00:00:44.000]  所以我將它兩章的經文是放在一起
[00:00:44.000 --> 00:00:45.400]  給它一個題目
[00:00:45.400 --> 00:00:50.500]  叫做從日常生活學尊專一信靠
[00:00:50.500 --> 00:00:53.100]  要專一不要離棄神
[00:00:53.100 --> 00:00:56.000]  為甚麼講律法之前
[00:00:56.000 --> 00:01:00.800]  摩西要叫以色列人要專一不要離棄神
[00:01:00.800 --> 00:01:02.400]  其實很簡單
[00:01:02.400 --> 00:01:06.600]  你講再多的律例見章都沒有用
[00:01:06.600 --> 00:01:10.300]  如果以色列人是不專一敬拜他們的神
[00:01:10.300 --> 00:01:12.300]  如果他們離棄神的話
[00:01:12.300 --> 00:01:14.400]  你再講多些的律法
[00:01:14.400 --> 00:01:16.000]  都是沒有用的
[00:01:16.000 --> 00:01:20.200]  十二章是用了三種事物來告訴我們
[00:01:20.200 --> 00:01:22.800]  我們要專一向著神
[00:01:22.800 --> 00:01:26.400]  十三章是用了三種人物
[00:01:26.400 --> 00:01:29.300]  告訴我們不要離棄神
[00:01:29.300 --> 00:01:31.600]  所以我們見到十二、十三章
[00:01:31.600 --> 00:01:36.300]  都是有很重要的連帶關係
[00:01:36.300 --> 00:01:40.200]  我們先看看第十二章的三件事物
[00:01:40.200 --> 00:01:43.800]  第一件事是神的命
[00:01:43.800 --> 00:01:45.800]  我們是奉神的命
[00:01:45.800 --> 00:01:48.800]  不是奉偶像的命
[00:01:48.800 --> 00:01:53.400]  所以是叫我們要向神有專一來信靠祂
[00:01:53.400 --> 00:01:55.200]  第二件事是講
[00:01:55.200 --> 00:01:59.100]  要獻指定的祭給神
[00:01:59.100 --> 00:02:00.900]  不是靠我們自己的智慧
[00:02:00.900 --> 00:02:03.300]  我們想甚麼獻甚麼祭給神
[00:02:03.300 --> 00:02:04.900]  神是有規定的
[00:02:04.900 --> 00:02:07.000]  你要獻甚麼祭
[00:02:07.000 --> 00:02:08.900]  這個其實是講服從
[00:02:08.900 --> 00:02:10.100]  如果我們記得
[00:02:10.100 --> 00:02:14.900]  在《撒姆爾記》裏面告訴我們
[00:02:14.900 --> 00:02:19.900]  服從是勝於獻祭
[00:02:19.900 --> 00:02:24.200]  我們聽說勝過是供養的之友
[00:02:24.200 --> 00:02:28.400]  我們就知道其實獻祭是叫我們要服從
[00:02:28.400 --> 00:02:32.100]  第三件事是要在一個特別的地方
[00:02:32.100 --> 00:02:35.900]  一個唯一的地方來敬拜神
[00:02:35.900 --> 00:02:37.500]  這個讓我們見到
[00:02:37.500 --> 00:02:40.300]  我們對神的敬拜是要專一
[00:02:40.300 --> 00:02:42.900]  所以三件事都是很重要
[00:02:42.900 --> 00:02:45.600]  我們先看看第一件事
[00:02:45.600 --> 00:02:47.600]  神的命
[00:02:47.600 --> 00:02:55.200]  在第十二章講了有四次是講到「命」這個字
[00:02:55.200 --> 00:02:58.200]  三次是講到耶和華的命
[00:02:58.200 --> 00:03:01.100]  有一次是講偶像的命
[00:03:01.100 --> 00:03:03.000]  有一個很強烈的對比
[00:03:03.000 --> 00:03:04.700]  講三次耶和華的命
[00:03:04.700 --> 00:03:07.400]  只是一次講偶像的命
[00:03:07.400 --> 00:03:10.700]  猶太人對神的命都很看重
[00:03:10.700 --> 00:03:11.900]  因為甚麼呢?
[00:03:11.900 --> 00:03:15.100]  因為是十誡中的第三誡
[00:03:15.100 --> 00:03:17.500]  不可忘稱神的命
[00:03:17.500 --> 00:03:20.300]  他們連神的名字都不敢讀
[00:03:20.300 --> 00:03:22.700]  當他們見到聖經裏面有神的名字
[00:03:22.700 --> 00:03:23.900]  他們讀甚麼?
[00:03:23.900 --> 00:03:25.300]  Hashem
[00:03:25.300 --> 00:03:27.300]  Hashem的意思是甚麼?
[00:03:27.300 --> 00:03:28.700]  是那個名字
[00:03:28.700 --> 00:03:30.600]  是那個神的名字
[00:03:30.600 --> 00:03:35.700]  他們不敢去讀耶和華這個名字
[00:03:35.700 --> 00:03:38.500]  也有可能他們除了Hashem之後
[00:03:38.500 --> 00:03:40.400]  他們會讀Adonai
[00:03:40.400 --> 00:03:46.400]  Adonai就是一個比較沒有那麼神聖的名字
[00:03:46.400 --> 00:03:48.900]  在生命記十二章三次到五次
[00:03:48.900 --> 00:03:51.400]  我們見到一個很強烈的對比
[00:03:51.400 --> 00:03:54.600]  神的命和偶像的命的對比
[00:03:54.600 --> 00:03:55.900]  經文怎麼講?
[00:03:55.900 --> 00:03:59.200]  也要拆毀他們的祭壇
[00:03:59.200 --> 00:04:01.300]  打碎他們的柱杖
[00:04:01.300 --> 00:04:03.900]  用火焚燒他們的木偶
[00:04:03.900 --> 00:04:06.600]  砍下他們雕刻的神像
[00:04:06.600 --> 00:04:10.300]  並將其靈從那地方除滅
[00:04:10.300 --> 00:04:14.600]  你們不可照他們那樣侍奉耶和華你們的神
[00:04:14.600 --> 00:04:16.900]  但耶和華你們的神
[00:04:16.900 --> 00:04:19.200]  從你們各支派中
[00:04:19.200 --> 00:04:23.000]  揀選何謂立他名的居所
[00:04:23.000 --> 00:04:26.500]  你們就當往那裏去求名
[00:04:26.500 --> 00:04:28.900]  這節的經文見到兩個名
[00:04:28.900 --> 00:04:30.800]  一個是偶像的名
[00:04:30.800 --> 00:04:32.600]  偶像的名要怎樣?
[00:04:32.600 --> 00:04:35.000]  要將他除滅
[00:04:35.000 --> 00:04:37.300]  另外一個名是耶和華的名
[00:04:37.300 --> 00:04:42.700]  耶和華立他的名在所應該敬拜他的地方
[00:04:42.700 --> 00:04:47.700]  我們見到兩個名字有很強烈的對比
[00:04:47.700 --> 00:04:52.200]  其實神的名就是等於神自己
[00:04:52.200 --> 00:04:54.700]  你看看二賽亞書三十章
[00:04:54.700 --> 00:04:57.000]  二十七至二十八節
[00:04:57.000 --> 00:05:00.100]  「看!耶和華的名從遠方來
[00:05:00.100 --> 00:05:03.200]  怒氣燒起,默焉上臣
[00:05:03.200 --> 00:05:06.700]  他的嘴唇滿有粉痕
[00:05:06.700 --> 00:05:09.500]  他的象吞滅的火
[00:05:09.500 --> 00:05:12.900]  他的氣如漲逆的河水
[00:05:12.900 --> 00:05:14.900]  直漲到頸巷」
[00:05:14.900 --> 00:05:16.700]  有沒有見到神的名?
[00:05:16.700 --> 00:05:19.100]  神的名是有怒氣的
[00:05:19.100 --> 00:05:21.200]  神的名是有嘴唇
[00:05:21.200 --> 00:05:23.400]  神的名是有頸巷
[00:05:23.400 --> 00:05:26.900]  很明顯神的名就是神自己
[00:05:26.900 --> 00:05:31.100]  詩篇第二十篇一節和七節都是一樣
[00:05:31.100 --> 00:05:35.500]  「願耶和華在你遭難的日子應允你
[00:05:35.500 --> 00:05:38.700]  願名為雅各臣的高舉你
[00:05:38.700 --> 00:05:41.300]  有人靠車有人靠馬
[00:05:41.300 --> 00:05:45.100]  但我們要提到耶和華我們的名」
[00:05:45.100 --> 00:05:47.700]  耶和華的名可以高舉你
[00:05:47.700 --> 00:05:53.100]  很明顯耶和華的名就是耶和華自己
[00:05:53.100 --> 00:05:55.600]  有人可能會和我說
[00:05:55.600 --> 00:05:58.100]  哎呀!你說這麼多有什麼用?
[00:05:58.100 --> 00:06:01.200]  我都已經是依靠耶和華的名
[00:06:01.200 --> 00:06:05.100]  我是基督徒我當然是依靠耶和華的名
[00:06:05.100 --> 00:06:09.700]  但是我們也可以在我們的生命中有其他的名
[00:06:09.700 --> 00:06:13.600]  兩個星期前聽劉慈謙博士來到我們當中
[00:06:13.600 --> 00:06:18.500]  我才知道原來有這麼多人是有收集狂
[00:06:18.500 --> 00:06:21.700]  收集很多很多的東西
[00:06:21.700 --> 00:06:24.500]  有很多人收集名牌
[00:06:24.500 --> 00:06:26.000]  那就是什麼?
[00:06:26.000 --> 00:06:28.900]  你是依靠名牌的名
[00:06:28.900 --> 00:06:31.100]  不是耶和華的名
[00:06:31.100 --> 00:06:32.600]  是不是?
[00:06:32.600 --> 00:06:35.900]  你說不是,我是收集名牌
[00:06:35.900 --> 00:06:38.900]  但是我都是依靠耶和華的名
[00:06:38.900 --> 00:06:40.500]  聖經告訴我們
[00:06:40.500 --> 00:06:42.000]  我們將我們的時間
[00:06:42.000 --> 00:06:45.600]  將我們的金錢放多少在這些東西的身上
[00:06:45.600 --> 00:06:48.000]  那些東西就變成我們的偶像
[00:06:48.000 --> 00:06:52.500]  所以你不要說你沒有依靠這些名牌的名
[00:06:52.500 --> 00:06:55.000]  甚至是名利的名
[00:06:55.000 --> 00:06:58.500]  有很多人又要名又要利
[00:06:58.500 --> 00:07:00.500]  什麼都拿到了
[00:07:00.500 --> 00:07:04.900]  還有耶和華的名,連永生都拿到了
[00:07:04.900 --> 00:07:09.800]  但是神從來不是要我們當祂是其中一樣的收集品
[00:07:09.800 --> 00:07:11.400]  你收集這麼多名
[00:07:11.400 --> 00:07:12.900]  加上耶和華的名
[00:07:12.900 --> 00:07:14.800]  不行的
[00:07:14.800 --> 00:07:15.600]  我們要怎樣?
[00:07:15.600 --> 00:07:18.600]  要將神放在首位
[00:07:18.600 --> 00:07:22.500]  而不是神是我們其中一樣的收集品
[00:07:22.500 --> 00:07:24.000]  我們要很小心
[00:07:24.000 --> 00:07:27.000]  我們要專一來信靠神
[00:07:27.000 --> 00:07:31.000]  這個就是依靠耶和華的名
[00:07:31.000 --> 00:07:33.200]  第二點
[00:07:33.200 --> 00:07:36.200]  除了是要依靠耶和華的名
[00:07:36.200 --> 00:07:40.000]  第二點給我們看到的就是敬拜的地方
[00:07:40.000 --> 00:07:45.000]  地方這個字在經文《新命記》十二章
[00:07:45.000 --> 00:07:46.700]  出現了九次
[00:07:46.700 --> 00:07:51.000]  有七次是說要去一定的地方來敬拜神
[00:07:51.000 --> 00:07:55.000]  有兩次是說到是敬拜偶像的地方
[00:07:55.000 --> 00:07:56.800]  又是有一個很強烈的對比
[00:07:56.800 --> 00:08:00.200]  七比二的,你看到
[00:08:00.200 --> 00:08:04.200]  那些迦南人是敬拜很多偶像
[00:08:04.200 --> 00:08:05.200]  他們的偶像
[00:08:05.200 --> 00:08:08.700]  他們的神是有男有女的
[00:08:08.700 --> 00:08:11.700]  巴力就是他們的男神
[00:08:11.700 --> 00:08:14.600]  巴力是暴風雨的神
[00:08:14.600 --> 00:08:16.100]  巴力有個太太的
[00:08:16.100 --> 00:08:18.000]  神都有太太的
[00:08:18.000 --> 00:08:22.400]  巴力的太太是叫做阿斯他祿
[00:08:22.400 --> 00:08:24.000]  阿斯他祿就是他的太太
[00:08:24.000 --> 00:08:25.600]  是個女神
[00:08:25.600 --> 00:08:28.300]  當那些以色列人去到廟裏面
[00:08:28.300 --> 00:08:30.400]  敬拜他們的神的時候
[00:08:30.400 --> 00:08:31.600]  就會怎樣?
[00:08:31.600 --> 00:08:33.700]  不是說以色列人,是迦南人
[00:08:33.700 --> 00:08:36.600]  迦南人進到廟裏面敬拜他們的神會怎樣?
[00:08:36.600 --> 00:08:39.400]  會和廟祭來行禮
[00:08:39.400 --> 00:08:40.500]  很可惜
[00:08:40.500 --> 00:08:46.400]  遲些連以色列人都會學成這樣
[00:08:46.400 --> 00:08:50.200]  我們看看《新命記》十二章二節講什麼?
[00:08:50.200 --> 00:08:52.700]  那些偶像在各地方
[00:08:52.700 --> 00:08:57.400]  無論在高山、在小山、在各清脆樹下
[00:08:57.400 --> 00:09:00.200]  都有拜偶像的地方
[00:09:00.200 --> 00:09:03.700]  為什麼要在山上敬拜偶像?
[00:09:03.700 --> 00:09:06.700]  因為他們認為神在天上
[00:09:06.700 --> 00:09:09.000]  去到山上就靠近神多一點
[00:09:09.000 --> 00:09:11.000]  靠近他們的偶像
[00:09:11.000 --> 00:09:14.900]  為什麼要在清脆的樹下來拜偶像?
[00:09:14.900 --> 00:09:19.000]  清脆的樹代表豐盛、代表豐收
[00:09:19.000 --> 00:09:22.700]  他們不單止要希望自己身養眾多
[00:09:22.700 --> 00:09:26.600]  希望自己的農作物都一樣是這麼豐收
[00:09:26.600 --> 00:09:28.500]  所以他們拜巴力
[00:09:28.500 --> 00:09:31.100]  巴力就是風雨的神
[00:09:31.100 --> 00:09:34.400]  要風調雨順就要拜巴力
[00:09:34.400 --> 00:09:36.400]  所以神和以色列人說
[00:09:36.400 --> 00:09:39.300]  你們將來進到迦南地
[00:09:39.300 --> 00:09:40.900]  你們要毀滅
[00:09:40.900 --> 00:09:42.100]  你們要打碎
[00:09:42.100 --> 00:09:45.300]  你們要焚燒他們所有的偶像
[00:09:45.300 --> 00:09:48.700]  所有拜偶像的地方你們都要燒掉
[00:09:48.700 --> 00:09:52.500]  要將其名從那裡除滅
[00:09:52.500 --> 00:09:54.600]  這個就是我們剛才所說
[00:09:54.600 --> 00:09:58.800]  神的名是對比偶像的名
[00:09:58.800 --> 00:10:03.900]  要將偶像的名從那裡除滅
[00:10:03.900 --> 00:10:07.800]  我們看到那些迦南人
