
[00:00:00.000 --> 00:00:01.480]  開始朝大家一起祈禱
[00:00:01.480 --> 00:00:03.480]  我們將時間交給主
[00:00:03.480 --> 00:00:08.980]  天父我們多謝祢
[00:00:08.980 --> 00:00:11.760]  因為祢所給我們的恩惠
[00:00:11.760 --> 00:00:15.300]  是超過我們所求所想
[00:00:15.300 --> 00:00:19.100]  祢要將天上地下一切屬靈的福氣
[00:00:19.100 --> 00:00:22.720]  都賜給凡是信靠祢的人
[00:00:22.720 --> 00:00:24.400]  主啊求祢幫助我們
[00:00:24.400 --> 00:00:27.760]  除去一切我們生命當中的難阻
[00:00:27.760 --> 00:00:32.600]  免得祢自己的恩典不能夠臨到我們身上
[00:00:32.600 --> 00:00:35.720]  求祢保守我們的心轉向祢
[00:00:35.720 --> 00:00:38.280]  專一的來跟隨祢
[00:00:38.280 --> 00:00:41.320]  以致我們可以在祢面前蒙恩
[00:00:41.320 --> 00:00:45.840]  也進入祢所賜給我們屬靈的迦南美地
[00:00:45.840 --> 00:00:49.040]  領受祢給我們一切的應許
[00:00:49.040 --> 00:00:53.680]  主啊我們今天再次分開約書亞記的經文思想
[00:00:53.680 --> 00:00:57.240]  求主的聖靈在我們中間引導我們
[00:00:57.240 --> 00:00:58.680]  除去障礙
[00:00:58.680 --> 00:01:02.720]  讓我們心靈可以聽見聖靈的微聲
[00:01:02.720 --> 00:01:06.080]  我們等候祢 仰望祢的恩惠
[00:01:06.080 --> 00:01:07.360]  我們同心祈禱
[00:01:07.360 --> 00:01:09.560]  奉耶穌基督 聖名求
[00:01:09.560 --> 00:01:10.560]  阿門
[00:01:10.560 --> 00:01:15.040]  今日的題目提到
[00:01:15.040 --> 00:01:16.880]  更新約的承諾
[00:01:16.880 --> 00:01:19.760]  專一是奉主
[00:01:19.760 --> 00:01:20.680]  提到專一的時候
[00:01:20.680 --> 00:01:24.560]  我就想分析有一對夫婦的經歷
[00:01:24.560 --> 00:01:27.360]  這對夫婦在未信主之前
[00:01:27.360 --> 00:01:29.120]  他們關係很惡劣
[00:01:29.120 --> 00:01:30.920]  他們分居了
[00:01:30.920 --> 00:01:32.720]  丈夫有外遇
[00:01:32.720 --> 00:01:35.600]  亦都帶給太太很大的傷害
[00:01:35.600 --> 00:01:36.400]  但是很奇妙
[00:01:36.400 --> 00:01:39.760]  他們在後來分別信了主
[00:01:39.760 --> 00:01:42.000]  有他們分別的基督徒朋友
[00:01:42.000 --> 00:01:44.080]  帶領了他們信主
[00:01:44.080 --> 00:01:44.760]  信主之後
[00:01:44.760 --> 00:01:48.600]  他們對自己的婚姻有很不同的一種理解
[00:01:48.600 --> 00:01:51.600]  亦都重新反省自己的錯失
[00:01:51.600 --> 00:01:53.280]  後來經過一段時間之後
[00:01:53.280 --> 00:01:54.920]  他們再次接觸
[00:01:54.920 --> 00:01:59.480]  亦都大家同意重新來生活一起
[00:01:59.480 --> 00:02:02.520]  復合他們之間的關係
[00:02:02.520 --> 00:02:03.880]  他們有一個很特別的安排
[00:02:03.880 --> 00:02:05.360]  他們邀請一位牧師
[00:02:05.360 --> 00:02:07.480]  去到他們家當中
[00:02:07.480 --> 00:02:09.200]  幫他們舉行一個
[00:02:09.200 --> 00:02:12.000]  好像婚禮一樣的儀式
[00:02:12.000 --> 00:02:15.120]  這個婚禮是表示他們在神面前
[00:02:15.120 --> 00:02:18.200]  再次清楚的彼此的毀身
[00:02:18.200 --> 00:02:20.280]  復合之間的關係
[00:02:20.280 --> 00:02:22.600]  亦都是再次清楚表示
[00:02:22.600 --> 00:02:25.440]  來愛護對方
[00:02:25.440 --> 00:02:26.800]  我聽到這個見證的時候
[00:02:26.800 --> 00:02:29.160]  心裏面很為他們感謝神
[00:02:29.160 --> 00:02:31.800]  他們重建了和神的關係
[00:02:31.800 --> 00:02:35.400]  亦都建立了彼此之間的關係
[00:02:35.400 --> 00:02:37.120]  我相信有不少的基督徒
[00:02:37.120 --> 00:02:38.840]  不少的弟兄姊妹
[00:02:38.840 --> 00:02:41.640]  曾經和神疏遠了
[00:02:41.640 --> 00:02:44.560]  和神的關係好像中斷了
[00:02:44.560 --> 00:02:47.120]  但是神的靈感動他們的心
[00:02:47.120 --> 00:02:51.600]  他們就決心重新毀身於主
[00:02:51.600 --> 00:02:53.840]  他們重新的來承認
[00:02:53.840 --> 00:02:56.560]  耶穌基督是他們生命的主宰
[00:02:56.560 --> 00:02:58.400]  甚至有一些他們表達
[00:02:58.400 --> 00:03:02.720]  他們特別選擇一個以前信主的地方
[00:03:02.720 --> 00:03:05.280]  或者他們信主的某一個月份
[00:03:05.280 --> 00:03:07.080]  在那個地方那個時刻
[00:03:07.080 --> 00:03:09.760]  他們和主重新納約
[00:03:09.760 --> 00:03:13.680]  重新確定和主之間的關係
[00:03:13.680 --> 00:03:14.320]  各位弟兄姊妹
[00:03:14.320 --> 00:03:17.040]  或者在我們人生的不同的階段
