
[00:00:00.000 --> 00:00:05.000]  復活節帶給我們一個什麼訊息呢?
[00:00:05.000 --> 00:00:11.000]  今日當我們一齊聚集在復活節的主日
[00:00:11.000 --> 00:00:16.000]  我們一起思想復活節跟我們有什麼意義呢?
[00:00:16.000 --> 00:00:19.000]  在先兩日就是壽苦節
[00:00:19.000 --> 00:00:22.000]  壽苦節講死亡
[00:00:22.000 --> 00:00:28.000]  死亡是我們每一個人不想講到的
[00:00:28.000 --> 00:00:32.000]  死亡也是帶給我們很絕望的
[00:00:32.000 --> 00:00:37.000]  不過復活節是另外一個畫場
[00:00:37.000 --> 00:00:44.000]  復活節給我們有盼望,有這個希望
[00:00:44.000 --> 00:00:49.000]  在2016年3月的時候
[00:00:49.000 --> 00:00:58.000]  新聞就說五日裏面有四個學生自我結束他們的生命
[00:00:58.000 --> 00:01:02.000]  在今年三月同樣一個禮拜裏面
[00:01:02.000 --> 00:01:07.000]  也有幾位學生自我結束他們的生命
[00:01:07.000 --> 00:01:11.000]  在2017年短短這三個月裏面
[00:01:11.000 --> 00:01:18.000]  就已經有十多位學生自我結束他們的生命
[00:01:18.000 --> 00:01:21.000]  為什麼這麼年輕的人
[00:01:21.000 --> 00:01:25.000]  他們已經覺得生命是絕望呢?
[00:01:25.000 --> 00:01:29.000]  你有沒有想過一個這麼年輕的人
[00:01:29.000 --> 00:01:35.000]  他們就已經對生命失卻了那種的希望
[00:01:35.000 --> 00:01:38.000]  不單止年輕的人
[00:01:38.000 --> 00:01:42.000]  甚至有時候老人家都是一樣
[00:01:42.000 --> 00:01:47.000]  最近我有位親戚他九十多歲
[00:01:47.000 --> 00:01:52.000]  他都覺得生命對他來說有一種絕望
[00:01:52.000 --> 00:01:57.000]  所以他自我來結束他的生命
[00:01:57.000 --> 00:02:08.000]  有時候人就以為一死就是一了百了
[00:02:08.000 --> 00:02:11.000]  有人以為人死就如燈滅
[00:02:11.000 --> 00:02:16.000]  不過這個是不是我們基督徒的想法呢?
[00:02:16.000 --> 00:02:19.000]  聖經說按著正名
[00:02:19.000 --> 00:02:21.000]  人人都有一死
[00:02:21.000 --> 00:02:25.000]  死後且有審判
[00:02:25.000 --> 00:02:27.000]  我想告訴各位知道
[00:02:27.000 --> 00:02:30.000]  死後不是一了百了
[00:02:30.000 --> 00:02:33.000]  我們要面對上帝
[00:02:33.000 --> 00:02:39.000]  在上帝的面前我們要審判
[00:02:39.000 --> 00:02:41.000]  或者有些人以為死了
[00:02:41.000 --> 00:02:44.000]  我們解決了我們的問題
[00:02:44.000 --> 00:02:47.000]  但其實同樣我知不知道
[00:02:47.000 --> 00:02:49.000]  當我們離開這個世界
[00:02:49.000 --> 00:02:53.000]  同樣我們會留下很多的問題
[00:02:53.000 --> 00:02:55.000]  就好像有些年輕人
[00:02:55.000 --> 00:02:59.000]  他因為新聞說爸爸扔了他的手機
[00:02:59.000 --> 00:03:03.000]  他就跟著跳下去
[00:03:03.000 --> 00:03:04.000]  你會想一下
[00:03:04.000 --> 00:03:07.000]  那個做父親他的內疚
[00:03:07.000 --> 00:03:09.000]  他的自責
[00:03:09.000 --> 00:03:13.000]  一生都可能解決不了
[00:03:13.000 --> 00:03:17.000]  我們不要以為死了就一了百了
[00:03:17.000 --> 00:03:20.000]  其實很多問題是未曾解決的
[00:03:20.000 --> 00:03:23.000]  何時才解決呢?
[00:03:23.000 --> 00:03:24.000]  耶穌基督說
[00:03:24.000 --> 00:03:28.000]  復活才是我們人類的希望
[00:03:28.000 --> 00:03:32.000]  復活才能夠將我們的問題完全的解決
[00:03:32.000 --> 00:03:35.000]  復活才能夠將罪惡來到戰勢
[00:03:35.000 --> 00:03:39.000]  復活才帶給我們真正的盼望
[00:03:39.000 --> 00:03:43.000]  所以為什麼我們今天
[00:03:43.000 --> 00:03:45.000]  我們一齊來慶祝
[00:03:45.000 --> 00:03:51.000]  慶祝耶穌基督為我們來到死而復活
[00:03:51.000 --> 00:03:55.000]  去將人類最終的問題去解決了
[00:03:55.000 --> 00:04:00.000]  死亡總是帶給我們一種不開心
[00:04:00.000 --> 00:04:04.000]  但是復活卻是帶給盼望
[00:04:04.000 --> 00:04:06.000]  人是不是可以復活呢?
[00:04:06.000 --> 00:04:08.000]  我們經常都會問這個問題
[00:04:08.000 --> 00:04:10.000]  人是不是可以復活呢?
[00:04:10.000 --> 00:04:12.000]  對每一個人來說
[00:04:12.000 --> 00:04:14.000]  復活是沒有可能的
[00:04:14.000 --> 00:04:20.000]  不過聖經《哥倫多前書》第十五章
[00:04:20.000 --> 00:04:22.000]  它告訴我們
[00:04:22.000 --> 00:04:24.000]  耶穌復活了
[00:04:24.000 --> 00:04:26.000]  聖經它說
[00:04:26.000 --> 00:04:28.000]  這個福音是什麼呢?
[00:04:28.000 --> 00:04:30.000]  它說這個福音就是
[00:04:30.000 --> 00:04:32.000]  耶穌照聖經所說
[00:04:32.000 --> 00:04:34.000]  為我們罪死了
[00:04:34.000 --> 00:04:36.000]  賣葬了
[00:04:36.000 --> 00:04:38.000]  又照聖經所說
[00:04:38.000 --> 00:04:40.000]  復活了
[00:04:40.000 --> 00:04:42.000]  並且聖經告訴我們
[00:04:42.000 --> 00:04:44.000]  耶穌基督從死裡復活
[00:04:44.000 --> 00:04:46.000]  就成了睡了之人
[00:04:46.000 --> 00:04:48.000]  初熟的果子
[00:04:48.000 --> 00:04:50.000]  其實是什麼意思呢?
[00:04:50.000 --> 00:04:52.000]  意思就是說
[00:04:52.000 --> 00:04:54.000]  耶穌基督復活
[00:04:54.000 --> 00:04:56.000]  我們就復活了
[00:04:56.000 --> 00:05:00.000]  你相不相信耶穌復活呢?
[00:05:00.000 --> 00:05:02.000]  如果你相信耶穌復活
[00:05:02.000 --> 00:05:04.000]  我告訴你
[00:05:04.000 --> 00:05:06.000]  我們就是有復活的
[00:05:06.000 --> 00:05:10.000]  一樣復活
[00:05:10.000 --> 00:05:14.000]  因為耶穌成了初熟的果子
[00:05:14.000 --> 00:05:16.000]  弟兄姊妹
[00:05:16.000 --> 00:05:18.000]  聖經用初熟的果子
[00:05:18.000 --> 00:05:20.000]  來形容耶穌的復活
[00:05:20.000 --> 00:05:22.000]  我不知道大家有沒有種過樹
[00:05:22.000 --> 00:05:24.000]  如果種過樹
[00:05:24.000 --> 00:05:26.000]  你就知道了
[00:05:26.000 --> 00:05:30.000]  當樹第一批的果實
[00:05:30.000 --> 00:05:32.000]  來出現的時候
[00:05:32.000 --> 00:05:34.000]  他出士多啤梨
[00:05:34.000 --> 00:05:36.000]  你不會第二批
[00:05:36.000 --> 00:05:38.000]  出啤梨的
[00:05:38.000 --> 00:05:40.000]  你會不會種過這些東西
[00:05:40.000 --> 00:05:42.000]  第一批出士多啤梨
[00:05:42.000 --> 00:05:44.000]  第二批出啤梨
[00:05:44.000 --> 00:05:46.000]  第三批出橙
[00:05:46.000 --> 00:05:48.000]  不會的
