
[00:00:00.000 --> 00:00:01.040]  各位弟子們平安
[00:00:01.040 --> 00:00:04.000]  我居然今天再一次和大家分享上一段說話
[00:00:04.000 --> 00:00:05.640]  讓我們一起低頭祈禱
[00:00:05.640 --> 00:00:09.200]  親自感謝你
[00:00:09.200 --> 00:00:12.080]  去招待我們在你的殿裡敬拜
[00:00:12.080 --> 00:00:13.800]  我們主導的部分大型節目
[00:00:13.800 --> 00:00:16.040]  都是透過網上來參與
[00:00:16.040 --> 00:00:17.840]  但無論我們在哪裡
[00:00:17.840 --> 00:00:19.960]  都很求天賦你開我們的心
[00:00:19.960 --> 00:00:22.400]  讓我們能夠有一個謙卑
[00:00:22.400 --> 00:00:25.360]  來到你的面前去領受你的說話
[00:00:25.360 --> 00:00:27.760]  更願聖靈開我們的心
[00:00:27.760 --> 00:00:30.280]  去明白你話語中的奧秘
[00:00:30.280 --> 00:00:33.200]  也能在我們生活中進行出來
[00:00:33.200 --> 00:00:34.400]  我們同心交通
[00:00:34.400 --> 00:00:35.240]  以信禱告
[00:00:35.240 --> 00:00:36.760]  藉著耶穌基督的名求
[00:00:36.760 --> 00:00:37.840]  阿們
[00:00:37.840 --> 00:00:41.320]  我不知道大家有沒有機會
[00:00:41.320 --> 00:00:43.920]  見過一個這樣的景象
[00:00:43.920 --> 00:00:45.920]  就是可能在公園
[00:00:45.920 --> 00:00:48.360]  可能在你朋友的家
[00:00:48.360 --> 00:00:49.600]  或者在你的小家
[00:00:49.600 --> 00:00:52.720]  見到一個小朋友剛剛學會走路
[00:00:52.720 --> 00:00:54.880]  他就在那裡
[00:00:55.920 --> 00:00:58.720]  你見到他應該不太穩定
[00:00:58.720 --> 00:01:01.080]  在步步走的時候
[00:01:01.080 --> 00:01:02.680]  他的父母在後面
[00:01:02.680 --> 00:01:04.200]  就想扶他一下
[00:01:04.200 --> 00:01:05.640]  因為怕他真的跌倒
[00:01:05.640 --> 00:01:08.200]  但他們又很想自己走
[00:01:08.200 --> 00:01:09.560]  於是就甩開
[00:01:09.560 --> 00:01:11.320]  這是父母的手
[00:01:11.320 --> 00:01:13.960]  但發現雖然只是甩開
[00:01:13.960 --> 00:01:16.720]  但在後面仍然是繼續見到
[00:01:16.720 --> 00:01:18.080]  他的父母在後面
[00:01:18.080 --> 00:01:19.720]  仍然很緊張地
[00:01:19.720 --> 00:01:21.040]  把腰彎低
[00:01:21.040 --> 00:01:22.560]  來扶著
[00:01:22.560 --> 00:01:25.240]  希望就是如果他跌倒的時候
[00:01:25.240 --> 00:01:26.720]  或者跌下來的時候
[00:01:26.720 --> 00:01:28.960]  都可以立刻去扶起他
[00:01:28.960 --> 00:01:31.920]  不知道大家有沒有機會見過呢
[00:01:31.920 --> 00:01:34.840]  可能做過了
[00:01:34.840 --> 00:01:37.240]  今天我們要讀的
[00:01:37.240 --> 00:01:38.600]  《河西亞書》第十一章
[00:01:38.600 --> 00:01:40.280]  就是一幅這樣的圖畫
[00:01:40.280 --> 00:01:43.600]  這個不單止是
[00:01:43.600 --> 00:01:46.480]  做父母的向他的孩子
[00:01:46.480 --> 00:01:50.520]  一個很深深一份感情的回憶
[00:01:50.520 --> 00:01:53.640]  更加是上帝向他的子民
[00:01:54.320 --> 00:01:55.920]  同樣向你和我
[00:01:55.920 --> 00:01:59.240]  發出的一封最痛切心扉
[00:01:59.240 --> 00:02:03.400]  它又充滿了盼望的一封情書
[00:02:03.400 --> 00:02:06.120]  讓我們一起去聽聽
[00:02:06.120 --> 00:02:08.600]  上帝的心聲
[00:02:08.600 --> 00:02:11.680]  在我們進入上帝這段
[00:02:11.680 --> 00:02:14.000]  深刻的內心獨白之前
[00:02:14.000 --> 00:02:17.240]  讓我們先回到那個年代
[00:02:17.240 --> 00:02:19.680]  當時北角以色列
[00:02:19.680 --> 00:02:23.880]  表面上看起來非常風光
[00:02:24.880 --> 00:02:27.800]  在君王耶路撒安二世的統治下
[00:02:27.800 --> 00:02:29.400]  國家非常富裕
[00:02:29.400 --> 00:02:31.840]  軍事很強盛
[00:02:31.840 --> 00:02:34.840]  它的版圖差不多等於
[00:02:34.840 --> 00:02:36.560]  他們剛剛進入迦蘭
[00:02:36.560 --> 00:02:39.840]  去芬地的時候的版圖
[00:02:39.840 --> 00:02:42.600]  一切都好得不得了
[00:02:42.600 --> 00:02:46.080]  不過在這份輝煌的背後
[00:02:46.080 --> 00:02:49.920]  只不過是有外表很亮麗
[00:02:49.920 --> 00:02:53.080]  但其實裏面已經是很腐爛
[00:02:53.640 --> 00:02:55.440]  好像一個外表很靚
[00:02:55.440 --> 00:02:58.720]  但裏面已經腐爛不堪的生果
[00:02:58.720 --> 00:03:02.520]  社會上貧者越貧
[00:03:02.520 --> 00:03:04.920]  富者越富
[00:03:04.920 --> 00:03:11.200]  那份公義和正直是蕩然無存的
[00:03:11.200 --> 00:03:12.960]  而在政治上
[00:03:12.960 --> 00:03:16.360]  當耶路撒安二世一死的時候
[00:03:16.360 --> 00:03:20.280]  國家陷入了很混亂的權力鬥爭當中
[00:03:22.120 --> 00:03:23.920]  在短短的二十年裏面
[00:03:23.920 --> 00:03:26.680]  他們換了六個皇帝
[00:03:26.680 --> 00:03:31.520]  其中四個是靠著謀朝篡位
[00:03:31.520 --> 00:03:34.000]  流血政變上台
[00:03:34.000 --> 00:03:37.600]  你想像一下當你活在這個國家
[00:03:37.600 --> 00:03:39.480]  你的心情會是怎樣呢?
[00:03:39.480 --> 00:03:42.040]  一定會很擔心
[00:03:42.040 --> 00:03:43.240]  很害怕
[00:03:43.240 --> 00:03:45.040]  不知道明天
[00:03:45.040 --> 00:03:48.640]  在上面的君王又會是誰
[00:03:49.640 --> 00:03:53.040]  他們好像是一個無助的棋子
[00:03:53.040 --> 00:03:55.320]  在親埃及
[00:03:55.320 --> 00:03:58.400]  或是投靠亞述之間
[00:03:58.400 --> 00:03:59.480]  來搖擺不定
[00:03:59.480 --> 00:04:01.760]  因為當時在中東
[00:04:01.760 --> 00:04:05.440]  埃及和亞述是兩個比較強大的王國
[00:04:05.440 --> 00:04:09.520]  於是以色列一是打算和埃及結盟
[00:04:09.520 --> 00:04:10.760]  來對抗亞述
[00:04:10.760 --> 00:04:14.920]  又或者打算不如進貢亞述求和
[00:04:14.920 --> 00:04:16.680]  讓我可以苟且偷安
[00:04:17.480 --> 00:04:23.480]  但在朝代更換下
[00:04:23.480 --> 00:04:26.000]  其實每一個皇帝有不同的想法
[00:04:26.000 --> 00:04:28.920]  於是在這個狀況下
[00:04:28.920 --> 00:04:30.240]  他們搖擺不定
[00:04:30.240 --> 00:04:32.960]  但他們忘記了上帝
[00:04:32.960 --> 00:04:37.600]  忘記了那位真正能夠保護他們的萬鈞之耶和華上帝
[00:04:37.600 --> 00:04:41.080]  在信仰上更加混亂不堪
[00:04:41.080 --> 00:04:42.800]  他們沒錯
[00:04:42.800 --> 00:04:45.360]  口中說是敬拜耶和華
