
[00:00:00.000 --> 00:00:04.200]  有一次,一位醫生、一位建築師和一位政治家
[00:00:04.200 --> 00:00:07.260]  三個人聚在一起討論、爭拗
[00:00:07.260 --> 00:00:10.400]  究竟哪個行業是最古舊的呢?
[00:00:10.400 --> 00:00:16.200]  醫生就說,當神在亞當身上拿出一條骨頭時
[00:00:16.200 --> 00:00:18.900]  那已經是一個手術,是全世界第一個手術
[00:00:18.900 --> 00:00:22.600]  所以醫生是最古老的行業
[00:00:22.600 --> 00:00:26.000]  建築師就說,當然不是啦
[00:00:26.000 --> 00:00:29.800]  當神創造天地宇宙萬物的時候
[00:00:29.800 --> 00:00:33.600]  創造這個設計就是建築師的設計
[00:00:33.600 --> 00:00:37.000]  所以建築師才是最古老的行業
[00:00:37.000 --> 00:00:40.600]  政治家就看著他們兩個在笑
[00:00:40.600 --> 00:00:48.000]  「嘿,剛才你說建築神造天地萬物是從混亂裏面造出來的」
[00:00:48.000 --> 00:00:51.600]  「那你們知不知道混亂是怎樣來的?」
[00:00:51.600 --> 00:00:53.800]  政治家在笑
[00:00:53.800 --> 00:01:02.300]  上個星期日,俄羅斯的總統普京成功的重新連任
[00:01:02.300 --> 00:01:04.800]  又拿到一個六年的任期
[00:01:04.800 --> 00:01:07.800]  他的投票率,我們大家都知道
[00:01:07.800 --> 00:01:12.600]  差不多有九成的投票率都是投普京的
[00:01:12.600 --> 00:01:19.000]  在他贏了選舉之後,有人就跟他做訪問
[00:01:19.000 --> 00:01:26.500]  他就跟人說「我警告北約」
[00:01:26.500 --> 00:01:30.300]  「現在北約和俄羅斯之間的爭拗」
[00:01:30.300 --> 00:01:36.300]  「其實距離第三次世界大戰可能是很接近的了」
[00:01:36.300 --> 00:01:38.800]  也許你這樣看,也許你覺得
[00:01:38.800 --> 00:01:43.400]  可能普京在警告歐洲的國家
[00:01:43.400 --> 00:01:46.200]  「你千萬不要介入這個戰爭」
[00:01:46.200 --> 00:01:51.800]  我想問大家究竟普京的言論是拋浪頭、嚇唬對方
[00:01:51.800 --> 00:01:58.600]  還是對整個人類來說是真實的威脅呢?
[00:01:58.600 --> 00:02:01.700]  你覺得是拋浪頭,還是威脅呢?
[00:02:01.700 --> 00:02:03.400]  或者這樣問大家
[00:02:03.400 --> 00:02:05.900]  你覺得今天的世界
[00:02:05.900 --> 00:02:10.600]  你知不知道有多少個國家是擁有核子武器的?
[00:02:10.600 --> 00:02:13.500]  多少個國家?
[00:02:13.500 --> 00:02:19.000]  大家認不認得投射裡面有八個人物?
[00:02:19.000 --> 00:02:23.700]  你知不知道這八個人物是什麼?
[00:02:23.700 --> 00:02:34.000]  這八個人物就是今天八個國家擁有核子武器的國家領袖
[00:02:34.000 --> 00:02:38.700]  這八個國家,大家應該起碼認得有幾個
[00:02:38.700 --> 00:02:41.700]  這八個人代表的國家有什麼?
[00:02:41.700 --> 00:02:48.600]  美國、俄羅斯、中國、法國、英國、印度、巴基斯坦和北韓
[00:02:48.600 --> 00:02:51.200]  這八個國家的領袖
[00:02:51.200 --> 00:02:54.500]  我們可以說他們有一個共通點
[00:02:54.500 --> 00:02:57.200]  共通點就是中間的圖片,即是怎樣?
[00:02:57.200 --> 00:03:01.000]  他們都擁有著一個舉足輕重的手指
[00:03:01.000 --> 00:03:02.600]  為什麼?手指有什麼特別?
[00:03:02.600 --> 00:03:10.900]  因為這八個人的手指可以按到核子武器的按鈕
[00:03:10.900 --> 00:03:15.900]  很厲害的手指
[00:03:15.900 --> 00:03:18.500]  我們要問的問題就是這八個人裡面
[00:03:18.500 --> 00:03:23.400]  會不會當中有一些衝動、火爆型的、癲狂型的
[00:03:23.400 --> 00:03:27.800]  或者經常都不知道自己在做什麼的人在當中
[00:03:27.800 --> 00:03:30.300]  如果有的時候,很可怕
[00:03:30.300 --> 00:03:34.600]  會不會隨時一個不生性
[00:03:34.600 --> 00:03:38.800]  手指動一動按了這個按鈕
[00:03:38.800 --> 00:03:42.200]  當我們這樣理解這個世界的時候
[00:03:42.200 --> 00:03:45.200]  我們很不難去想到
[00:03:45.200 --> 00:03:48.000]  其實今天這個世界
[00:03:48.000 --> 00:03:50.100]  第三次世界大戰
[00:03:50.100 --> 00:03:53.000]  不可以說是不可能
[00:03:53.000 --> 00:03:55.600]  雖然聖經沒有說到我們世界末日的時候
[00:03:55.600 --> 00:03:58.300]  會有一個全球性的戰爭
[00:03:58.300 --> 00:04:01.300]  但是聖經不斷重複地說
[00:04:01.300 --> 00:04:04.200]  這個世界是會有終結的一天
[00:04:04.200 --> 00:04:07.100]  而聖經也不斷地提醒我們作為信徒
[00:04:07.100 --> 00:04:09.300]  我們要謹慎、小心
[00:04:09.300 --> 00:04:13.800]  預備好我們自己迎接這個世界的終結
[00:04:13.800 --> 00:04:16.500]  在今天這個我們《干財所》的經文裡面
[00:04:16.500 --> 00:04:18.100]  主要是告訴我們
[00:04:18.100 --> 00:04:20.500]  雖然我們世界上沒有一個人能夠知道
[00:04:20.500 --> 00:04:23.400]  這個世界末日是什麼時候會來
[00:04:23.400 --> 00:04:26.500]  但是聖經不斷地告訴我們
[00:04:26.500 --> 00:04:30.400]  在世界真正終結之前
[00:04:30.400 --> 00:04:33.000]  是會有一些事情發生的
[00:04:33.000 --> 00:04:35.500]  而這些事情的發生讓我們知道
[00:04:35.500 --> 00:04:38.100]  世界末日是接下來的
[00:04:38.100 --> 00:04:40.100]  好,讓我們一同來看看
[00:04:40.100 --> 00:04:44.000]  這些所謂的末日徵兆是什麼呢?
[00:04:44.000 --> 00:04:46.300]  我們又如何可以準備好自己
[00:04:46.300 --> 00:04:50.300]  來面對這個世界的終結呢?
[00:04:50.300 --> 00:04:52.200]  好了,也許你會問
[00:04:52.200 --> 00:04:55.200]  為什麼我們基督徒一定要需要知道
[00:04:55.200 --> 00:04:58.500]  世界完結之前的事情呢?
[00:04:58.500 --> 00:05:00.600]  為什麼要知道呢?
[00:05:00.600 --> 00:05:02.900]  耶穌在第四節那裡告訴我們
[00:05:02.900 --> 00:05:10.500]  原因是免得有人迷惑你們
[00:05:10.500 --> 00:05:11.800]  講得很清楚了
[00:05:11.800 --> 00:05:15.800]  我們要知道這個世界末日要發生的事情
[00:05:15.800 --> 00:05:19.100]  好讓我們不要被人迷惑
[00:05:19.100 --> 00:05:23.700]  如果我們把人生比喻為障礙賽的時候
[00:05:23.700 --> 00:05:25.400]  對基督徒來說
[00:05:25.400 --> 00:05:27.900]  這個障礙賽的跑道
[00:05:27.900 --> 00:05:32.200]  就是我們人生十字架的道路
[00:05:32.200 --> 00:05:36.500]  這個賽事的終點站
[00:05:36.500 --> 00:05:38.800]  就是對我們基督徒來說
[00:05:38.800 --> 00:05:41.000]  就是天國
[00:05:41.000 --> 00:05:43.500]  主耶穌說
[00:05:43.500 --> 00:05:45.700]  你們要盡責門
[00:05:45.700 --> 00:05:47.200]  忍到永生
[00:05:47.200 --> 00:05:48.600]  那道門是窄的
[00:05:48.600 --> 00:05:50.300]  道路是很小的
[00:05:50.300 --> 00:05:53.600]  而且找到的人也不多
[00:05:53.600 --> 00:05:54.400]  不單止
[00:05:54.400 --> 00:05:55.400]  我會再加一點
[00:05:55.400 --> 00:05:57.300]  不單止我們這個十字架
[00:05:57.300 --> 00:06:00.000]  進入天國的道路是很窄很小
[00:06:00.000 --> 00:06:01.500]  不單止是這樣
[00:06:01.500 --> 00:06:04.000]  用剛才我們障礙賽的例子來說
