
[00:00:00.000 --> 00:00:07.000]  我們這段聖經中有一個很重要的詞 耶和華已樂
[00:00:07.000 --> 00:00:11.000]  我們這段聖經裡有一個很重要的詞 耶和華已樂
[00:00:11.000 --> 00:00:19.000]  基督徒可能做基督徒一段時日之後 就會有印象這個詞
[00:00:19.000 --> 00:00:23.000]  可能做了基督徒一段時間之後 就會對這個詞有印象
[00:00:23.000 --> 00:00:28.000]  這段聖經中也告訴了我們 耶和華有預備
[00:00:28.000 --> 00:00:32.000]  這段聖經中也告訴了我們 耶和華有預備
[00:00:32.000 --> 00:00:36.000]  而且基督徒也常用這個詞
[00:00:36.000 --> 00:00:40.000]  而且基督徒也常常用這個詞
[00:00:40.000 --> 00:00:47.000]  來表達他們所求的東西能夠得到的一種感恩的心
[00:00:47.000 --> 00:00:52.000]  經常表達他們所求的東西可以得到的一種感恩的心
[00:00:52.000 --> 00:00:55.000]  我們來看下一頁
[00:00:55.000 --> 00:01:02.000]  這是一個儀家的上下床
[00:01:02.000 --> 00:01:05.000]  這是一個儀家的上下床
[00:01:05.000 --> 00:01:10.000]  這是一個耶和華已樂的小故事
[00:01:10.000 --> 00:01:14.000]  這是一個耶和華已樂的小故事
[00:01:14.000 --> 00:01:19.000]  我在新加坡讀神學院的時候
[00:01:19.000 --> 00:01:23.000]  我有一個女老師 她是台灣人
[00:01:23.000 --> 00:01:26.000]  她有一個女老師 她是台灣人
[00:01:26.000 --> 00:01:30.000]  她先生是馬來西亞華人 是個牧師
[00:01:30.000 --> 00:01:33.000]  她先生是馬來西亞華人 是牧師
[00:01:33.000 --> 00:01:38.000]  他們兩個人一個在新加坡的教會工作 一個在神學院工作
[00:01:38.000 --> 00:01:43.000]  他們兩個人一個在新加坡的神學院工作 一個在教會工作
[00:01:43.000 --> 00:01:46.000]  她養了三個孩子
[00:01:46.000 --> 00:01:48.000]  他們有三個小孩
[00:01:48.000 --> 00:01:52.000]  他們一家五口 他們兩個人的薪水都不高
[00:01:52.000 --> 00:01:54.000]  他們兩個人的薪水都不高
[00:01:54.000 --> 00:01:57.000]  他們兩個人在教會和神學院都不是全職的
[00:01:57.000 --> 00:02:00.000]  他們兩個人在教會和神學院都不是全職的
[00:02:00.000 --> 00:02:06.000]  新加坡那個地方其實日常生活的消費蠻高的
[00:02:06.000 --> 00:02:10.000]  新加坡日常消費蠻高的
[00:02:10.000 --> 00:02:15.000]  所以他們一家五口其實他們的經濟上來說有點困難
[00:02:15.000 --> 00:02:19.000]  所以他們一家五口在生活的經濟上有點困難
[00:02:19.000 --> 00:02:25.000]  我們學校給他們的宿舍是三間房的
[00:02:25.000 --> 00:02:28.000]  我們學校給他們的宿舍是三間房的
[00:02:28.000 --> 00:02:33.000]  那他的第二個孩子跟第三個孩子就睡一個屋
[00:02:33.000 --> 00:02:37.000]  所以他第二個小孩和第三個就睡同一間房
[00:02:37.000 --> 00:02:42.000]  但是他們很長時間這兩個孩子就是打地鋪
[00:02:42.000 --> 00:02:45.000]  但是很長時間這兩個小孩都是睡地下的
[00:02:45.000 --> 00:02:48.000]  所以他們的房間就很亂
[00:02:48.000 --> 00:02:49.000]  所以他們的房間就很亂
[00:02:49.000 --> 00:02:52.000]  也不容易在裡面做功課學習
[00:02:52.000 --> 00:02:54.000]  也不容易在裡面做功課或者讀書
[00:02:54.000 --> 00:02:59.000]  所以他們的父母就很希望有一個這樣的上下床
[00:02:59.000 --> 00:03:02.000]  所以他們的父母就很希望有一個這樣的上下鋪的床
[00:03:02.000 --> 00:03:07.000]  兩個孩子睡一個床兩個孩子在同一個桌子上學習
[00:03:07.000 --> 00:03:10.000]  有兩個小孩睡同一個上下鋪的床
[00:03:10.000 --> 00:03:14.000]  也可以同樣在書桌上學習
[00:03:14.000 --> 00:03:18.000]  但是好一陣子他們就攢不出來一個床的錢
[00:03:18.000 --> 00:03:23.000]  但是很長一段時間他們都存不到可以買這張床的錢
[00:03:23.000 --> 00:03:26.000]  然後兩個孩子就有小小抱怨
[00:03:26.000 --> 00:03:29.000]  於是兩個小朋友就有些抱怨
[00:03:29.000 --> 00:03:32.000]  他們在家裡禱告的時候就說
[00:03:32.000 --> 00:03:35.000]  他們在家裡禱告的時候他們就說
[00:03:35.000 --> 00:03:40.000]  既然神帶領你的爸爸媽媽來這邊侍奉生活
[00:03:40.000 --> 00:03:43.000]  既然神帶領你的爸爸媽媽來到這邊侍奉生活
[00:03:43.000 --> 00:03:46.000]  那麼祂必供應我們所需的
[00:03:46.000 --> 00:03:49.000]  那麼祂必供應我們所需的
[00:03:49.000 --> 00:03:53.000]  結果他們這麼禱告之後這麼教育了孩子之後
[00:03:53.000 --> 00:03:59.000]  所以當他們這樣祈禱完這樣教育了小朋友之後
[00:03:59.000 --> 00:04:05.000]  結果兩個星期之後他們就有一家人移民了
[00:04:05.000 --> 00:04:07.000]  他們教會有一家人移民
[00:04:07.000 --> 00:04:10.000]  然後就跟會友們說
[00:04:10.000 --> 00:04:14.000]  說我家裡我們要移民了很多東西都不要了
[00:04:14.000 --> 00:04:18.000]  就說我們要移民了我們家裡很多家具都不要了
[00:04:18.000 --> 00:04:21.000]  也沒有什麼好東西
[00:04:21.000 --> 00:04:23.000]  也都沒有什麼好的東西
[00:04:23.000 --> 00:04:25.000]  唯一拿得出手的就是一個上下床
[00:04:25.000 --> 00:04:28.000]  唯一拿得出手的就是一個上下鋪的六架床
[00:04:28.000 --> 00:04:29.000]  因為還比較新
[00:04:29.000 --> 00:04:30.000]  因為還比較新
[00:04:30.000 --> 00:04:32.000]  然後說你們誰要啊
[00:04:32.000 --> 00:04:34.000]  他們問你們在座的誰想要啊
[00:04:34.000 --> 00:04:37.000]  然後教會的會友就說牧師要
[00:04:37.000 --> 00:04:41.000]  然後會眾就說牧師要
[00:04:41.000 --> 00:04:44.000]  他們住神學院的宿舍需要這樣的床
[00:04:44.000 --> 00:04:47.000]  他們住神學院的宿舍他們需要這樣的床
[00:04:47.000 --> 00:04:53.000]  所以這就是一個我們基督徒非常熟悉的一類
[00:04:53.000 --> 00:04:55.000]  耶和華以勒的故事
[00:04:55.000 --> 00:04:58.000]  所以這就是我們基督徒非常熟悉的其中一類
[00:04:58.000 --> 00:05:00.000]  耶和華以勒的故事
[00:05:00.000 --> 00:05:02.000]  但是問題就在這裡
[00:05:02.000 --> 00:05:03.000]  但是問題就在這裡
[00:05:03.000 --> 00:05:05.000]  對於基督徒來說
[00:05:05.000 --> 00:05:07.000]  對於基督徒來說
[00:05:07.000 --> 00:05:10.000]  這種見證我們很熟悉聽得很多
[00:05:10.000 --> 00:05:14.000]  對於基督徒來說這種見證我們聽得很多很熟悉
[00:05:14.000 --> 00:05:17.000]  它就漸漸形成了我們概念中
[00:05:17.000 --> 00:05:19.000]  耶和華以勒的固定模式
[00:05:19.000 --> 00:05:22.000]  它就漸漸形成了我們概念中
[00:05:22.000 --> 00:05:25.000]  耶和華以勒的固定模式
[00:05:25.000 --> 00:05:29.000]  而且我們會把這種情況推而廣之
[00:05:29.000 --> 00:05:32.000]  進而我們會把這種情況推而廣之
[00:05:32.000 --> 00:05:37.000]  似乎基督徒的需要上帝都會為我們預備
[00:05:37.000 --> 00:05:41.000]  似乎基督徒的需要上帝都會為我們預備
[00:05:41.000 --> 00:05:42.000]  似乎基督徒的需要上帝都會為我們預備
[00:05:42.000 --> 00:05:46.000]  我這些年信主到現在這麼多年
[00:05:46.000 --> 00:05:48.000]  我真的聽過
[00:05:48.000 --> 00:05:52.000]  想孩子讀好學校
[00:05:52.000 --> 00:05:54.000]  在我做基督徒這麼多年
[00:05:54.000 --> 00:05:55.000]  我真的聽過
