
[00:00:00.000 --> 00:00:02.000]  當這個題目是我選的
[00:00:02.000 --> 00:00:04.500]  「風浪中的平安」
[00:00:04.500 --> 00:00:06.820]  有一首詩
[00:00:06.820 --> 00:00:11.740]  它說「天色不會常藍」
[00:00:11.740 --> 00:00:15.740]  這個世界一定有風浪
[00:00:15.740 --> 00:00:17.740]  一定有
[00:00:17.740 --> 00:00:21.220]  我很喜歡引用朝元年落詩一句
[00:00:21.220 --> 00:00:22.440]  我很欣賞他
[00:00:22.440 --> 00:00:24.820]  我學生年代就聽他講
[00:00:24.820 --> 00:00:27.080]  他都來香港講過
[00:00:27.080 --> 00:00:29.380]  他這句說話我記了幾十年
[00:00:29.380 --> 00:00:32.980]  他說家庭很重要
[00:00:32.980 --> 00:00:37.360]  因為家庭是風浪中的避風塘
[00:00:37.360 --> 00:00:39.760]  他再加一句
[00:00:39.760 --> 00:00:41.340]  不過很可惜
[00:00:41.340 --> 00:00:45.660]  現在避風塘起了大風浪
[00:00:45.660 --> 00:00:47.100]  這樣就慘了
[00:00:47.100 --> 00:00:49.980]  所以應該是最安全的地方
[00:00:49.980 --> 00:00:51.740]  最有愛的地方
[00:00:51.740 --> 00:00:54.140]  無論外面風風雨雨
[00:00:54.140 --> 00:00:57.700]  你都有個地方可以有優勢的愛
[00:00:57.700 --> 00:00:59.700]  這是真的發生的
[00:00:59.700 --> 00:01:01.700]  所以我選了這個題目
[00:01:01.700 --> 00:01:08.060]  「特別家庭關係的風浪」
[00:01:08.060 --> 00:01:10.740]  「人際關係的風浪」
[00:01:10.740 --> 00:01:12.740]  你一個人平不平安
[00:01:12.740 --> 00:01:15.100]  很重要是關係
[00:01:15.100 --> 00:01:19.020]  你親的人的關係波動
[00:01:19.020 --> 00:01:20.380]  你的心也波動
[00:01:20.380 --> 00:01:22.860]  你跟朋友的關係缺乏
[00:01:22.860 --> 00:01:24.260]  你就很孤獨
[00:01:24.260 --> 00:01:26.460]  但人們經常忽略一件事
[00:01:26.460 --> 00:01:28.460]  無論情況怎樣
[00:01:28.460 --> 00:01:31.580]  最重要是跟神的關係不動搖
[00:01:31.580 --> 00:01:32.980]  就有平安
[00:01:32.980 --> 00:01:35.380]  平安這個字是我們中國人最喜歡的
[00:01:35.380 --> 00:01:37.020]  很喜歡平安
[00:01:37.020 --> 00:01:41.420]  你看過年全部人都平安
[00:01:41.420 --> 00:01:43.140]  上下平安、追求平安
[00:01:43.140 --> 00:01:44.060]  甚麼都平安
[00:01:44.060 --> 00:01:45.340]  是很有水準
[00:01:45.340 --> 00:01:48.100]  但猶太人是很敬業的
[00:01:48.100 --> 00:01:51.100]  他最重要的一個自打招呼就是平安
[00:01:51.100 --> 00:01:52.140]  Shalom
[00:01:52.140 --> 00:01:53.780]  這個Shalom是甚麼
[00:01:53.780 --> 00:01:55.780]  人之間的平安
[00:01:55.780 --> 00:01:57.780]  家庭的平安
[00:01:57.780 --> 00:01:59.500]  人與神的平安
[00:01:59.500 --> 00:02:01.100]  是一個關係
[00:02:01.100 --> 00:02:04.700]  我開始會講家庭
[00:02:04.700 --> 00:02:06.300]  為甚麼呢
[00:02:06.300 --> 00:02:10.620]  大家知道我做青年工作做了很久
[00:02:10.620 --> 00:02:14.420]  令我很傷心
[00:02:14.420 --> 00:02:17.420]  你不要震驚
[00:02:17.420 --> 00:02:28.700]  請你替我移到一邊
[00:02:28.700 --> 00:02:29.780]  給我一點位置
[00:02:29.780 --> 00:02:33.580]  否則我會跳到台上
[00:02:33.580 --> 00:02:37.420]  因為我不喜歡在台後躲起來說話
[00:02:37.420 --> 00:02:39.420]  我喜歡自由一點
[00:02:39.420 --> 00:02:43.740]  請你坐好
[00:02:43.740 --> 00:02:47.140]  《明報》剛剛刊登
[00:02:47.140 --> 00:02:49.700]  我已經很厚了
[00:02:49.700 --> 00:02:52.940]  再厚一點
[00:02:52.940 --> 00:02:58.500]  可以嗎
[00:02:58.500 --> 00:03:04.020]  剛剛刊登了一個新聞
[00:03:04.020 --> 00:03:06.100]  「突破中心」
[00:03:06.100 --> 00:03:09.540]  我們在佐敦
[00:03:09.540 --> 00:03:12.460]  我們有個天台
[00:03:12.460 --> 00:03:15.820]  有個28歲的青年
[00:03:15.820 --> 00:03:18.700]  不知為何爬了上去
[00:03:18.700 --> 00:03:22.420]  吊頸殺人
[00:03:22.420 --> 00:03:25.540]  我們今天剛剛祈禱
[00:03:25.540 --> 00:03:27.700]  為這個年青人默哀
[00:03:27.700 --> 00:03:29.860]  我們不認識他
[00:03:29.860 --> 00:03:32.700]  我們查過跟他沒有關係
[00:03:32.700 --> 00:03:34.220]  有沒有來過我們的天台中心
[00:03:34.220 --> 00:03:35.300]  甚麼都沒有
[00:03:35.300 --> 00:03:37.460]  他不知為何會上去
[00:03:37.460 --> 00:03:41.020]  今天我收到消息已經很難過
[00:03:41.020 --> 00:03:43.740]  我們今天全部同工起身
[00:03:43.740 --> 00:03:45.500]  默哀
[00:03:45.500 --> 00:03:49.220]  一個生命是很珍貴的
[00:03:49.220 --> 00:03:51.140]  但問題是甚麼
[00:03:51.140 --> 00:03:54.020]  都頗多自殺
[00:03:54.020 --> 00:03:55.460]  頗多
[00:03:55.460 --> 00:03:58.020]  我跟學校
[00:03:58.020 --> 00:03:59.940]  跟學校很合
[00:03:59.940 --> 00:04:01.700]  你不要動那個機器就行
[00:04:01.700 --> 00:04:03.500]  你動它就響
[00:04:03.500 --> 00:04:04.580]  不要動它
[00:04:04.580 --> 00:04:06.860]  我見你碰到它都拉你
[00:04:06.860 --> 00:04:08.940]  不關我的事
[00:04:08.940 --> 00:04:10.620]  好嗎
[00:04:10.620 --> 00:04:12.220]  可以嗎
[00:04:12.220 --> 00:04:14.780]  你碰到它就
[00:04:14.780 --> 00:04:16.980]  你不碰它就行
[00:04:16.980 --> 00:04:18.220]  好嗎
[00:04:18.220 --> 00:04:21.060]  你看著我
[00:04:21.060 --> 00:04:23.940]  我做青少年工作
[00:04:23.940 --> 00:04:26.260]  生命最珍貴
[00:04:26.260 --> 00:04:27.260]  我寫了一本書
[00:04:27.260 --> 00:04:29.140]  一個都不能少
[00:04:29.140 --> 00:04:30.500]  不可以少
[00:04:30.500 --> 00:04:32.060]  所以我一直在想
[00:04:32.060 --> 00:04:34.060]  究竟發生甚麼事
[00:04:34.060 --> 00:04:35.860]  因為我都做輔導
[00:04:35.860 --> 00:04:38.300]  我都有些人自殺來找我
[00:04:38.300 --> 00:04:39.860]  你不要問他名字
[00:04:39.860 --> 00:04:41.980]  你學起他
[00:04:41.980 --> 00:04:46.500]  在你身邊
[00:04:46.500 --> 00:04:47.980]  有沒有一個人
[00:04:47.980 --> 00:04:51.100]  你覺得是愛你的
[00:04:51.100 --> 00:04:52.540]  有沒有一個人
[00:04:52.540 --> 00:04:53.820]  你是愛的
[00:04:53.820 --> 00:04:55.100]  如果他答到有一個
[00:04:55.100 --> 00:04:57.660]  他不會死
[00:04:57.660 --> 00:04:59.020]  他不會死
[00:04:59.020 --> 00:05:00.620]  所以我一定問這個問題
[00:05:00.620 --> 00:05:03.060]  如果你身邊有人跟你講
[00:05:03.060 --> 00:05:04.980]  他屈上自殺
[00:05:04.980 --> 00:05:06.820]  你不要當他假
[00:05:06.820 --> 00:05:08.900]  你一定聽下他
[00:05:08.900 --> 00:05:12.180]  最重要看他身邊的關係
[00:05:12.180 --> 00:05:13.380]  如果他突然發覺
[00:05:13.380 --> 00:05:14.540]  在家中孤立
[00:05:14.540 --> 00:05:15.940]  外面又孤立
[00:05:15.940 --> 00:05:18.940]  極之危險
[00:05:18.940 --> 00:05:20.900]  所以我跟你說
[00:05:20.900 --> 00:05:22.860]  有一個人就行
[00:05:22.860 --> 00:05:24.180]  最重要的人是誰
[00:05:24.180 --> 00:05:26.260]  當然是家人
[00:05:26.260 --> 00:05:28.860]  當然是學校
[00:05:28.860 --> 00:05:30.380]  當然是青少年
[00:05:30.380 --> 00:05:32.980]  最重要是同學關係
[00:05:32.980 --> 00:05:34.020]  你知不知道
[00:05:34.020 --> 00:05:35.460]  職場也是
[00:05:35.460 --> 00:05:37.860]  如果你發覺在職場的關係都破裂
[00:05:37.860 --> 00:05:39.380]  你在那裏很孤單
[00:05:39.380 --> 00:05:41.740]  如果在家中又沒有人欺負你
[00:05:41.740 --> 00:05:43.980]  你很淒涼
[00:05:43.980 --> 00:05:47.420]  我決定讀一段聖經
[00:05:47.420 --> 00:05:49.500]  這段聖經很好
[00:05:49.500 --> 00:05:52.220]  因為最重要是甚麼
[00:05:52.220 --> 00:05:55.420]  這個世界是有很多患難
[00:05:55.420 --> 00:05:56.500]  有患難
[00:05:56.500 --> 00:05:57.900]  聖經為何好看
[00:05:57.900 --> 00:06:00.100]  它不是教條
[00:06:00.100 --> 00:06:01.860]  摩西寫的聖經
[00:06:01.860 --> 00:06:03.740]  他經歷過的
[00:06:03.740 --> 00:06:07.460]  你看每本聖經不是寫一些抽象的教條
[00:06:07.460 --> 00:06:09.900]  每一本聖經作者他寫出來
[00:06:09.900 --> 00:06:11.700]  他經歷過的他才寫
[00:06:11.700 --> 00:06:13.500]  他不是寫一個很抽象的神
[00:06:13.500 --> 00:06:15.420]  他跟神有關係
[00:06:15.420 --> 00:06:17.740]  你由舊約到新約66卷書
[00:06:17.740 --> 00:06:19.620]  全部都有關係
[00:06:19.620 --> 00:06:25.300]  我找一個影響整個羅馬帝國最重要的人
[00:06:25.300 --> 00:06:26.420]  耶穌有十二個回頭
[00:06:26.420 --> 00:06:27.580]  有一個出賣他
[00:06:27.580 --> 00:06:30.380]  拉美出去吊頸自己死了
[00:06:30.380 --> 00:06:33.300]  有一個守藉弟子都不認他
[00:06:33.300 --> 00:06:35.020]  耶穌都沒有放棄
[00:06:35.020 --> 00:06:36.380]  他仍然信他
[00:06:36.380 --> 00:06:38.580]  拉美抽籤選了一個出來
[00:06:38.580 --> 00:06:39.860]  有十二個
[00:06:39.860 --> 00:06:43.660]  但耶穌專登去找一個攻擊他們的人
[00:06:43.660 --> 00:06:45.540]  叫做蘇羅
[00:06:45.540 --> 00:06:47.980]  蘇羅為何出名
[00:06:47.980 --> 00:06:53.540]  當時羅馬帝國是統治猶太
[00:06:53.540 --> 00:06:56.820]  所以如果你拿到羅馬帝國籍你就好了
[00:06:56.820 --> 00:07:00.140]  他一生出來就是羅馬帝國的公民
[00:07:00.140 --> 00:07:02.260]  證明他身出名門
[00:07:02.260 --> 00:07:03.180]  他一生出來
[00:07:03.180 --> 00:07:07.260]  很多人用很多錢買一個羅馬帝國籍的人
[00:07:07.260 --> 00:07:08.980]  他不單是知識份子
[00:07:08.980 --> 00:07:10.260]  為何知識份子
[00:07:10.260 --> 00:07:13.180]  因為他在當代最出名的哲學家
[00:07:13.180 --> 00:07:14.620]  加瑪列的門下
[00:07:14.620 --> 00:07:16.820]  讀舊約讀哲學
[00:07:16.820 --> 00:07:17.940]  很厲害的
[00:07:17.940 --> 00:07:19.460]  是一個知識份子
[00:07:19.460 --> 00:07:21.140]  但他很不抵得耶穌
[00:07:21.140 --> 00:07:22.820]  覺得這個人到處說話
[00:07:22.820 --> 00:07:24.700]  所以他攻擊他們
[00:07:24.700 --> 00:07:26.260]  到處攻擊他們
[00:07:26.260 --> 00:07:27.340]  不止這樣
[00:07:27.340 --> 00:07:29.660]  第一個聖經新約的宣導者
[00:07:29.660 --> 00:07:37.700]  史提法居在上看著第一個史提法被殺
[00:07:37.700 --> 00:07:39.660]  一個人為何會改變
[00:07:39.660 --> 00:07:42.980]  一個那麼激烈聰明有智慧的人
[00:07:42.980 --> 00:07:46.740]  那些逢親覺得自己很叻很難信神
[00:07:46.740 --> 00:07:48.380]  你想不通
[00:07:48.380 --> 00:07:50.900]  神是你想不通的
[00:07:50.900 --> 00:07:53.220]  因為這些事全部是想不通的
[00:07:53.220 --> 00:07:54.980]  天地怎樣做
[00:07:54.980 --> 00:07:58.940]  我最近看斯蒂文霍肯留了一本書
[00:07:58.940 --> 00:08:01.460]  叫做甚麼大問題
[00:08:01.460 --> 00:08:03.700]  他以為自己解到
[00:08:03.700 --> 00:08:06.020]  他只知少少
[00:08:06.020 --> 00:08:07.540]  你怎知他其實不知
[00:08:07.540 --> 00:08:08.740]  Big Bang
[00:08:08.740 --> 00:08:10.260]  他不知Big Bang之前是甚麼
[00:08:10.260 --> 00:08:11.100]  他有個黑道
[00:08:11.100 --> 00:08:12.620]  黑道之前是甚麼
[00:08:12.620 --> 00:08:14.500]  無得答的
[00:08:14.500 --> 00:08:17.740]  全世界最出名的那些
[00:08:17.740 --> 00:08:20.580]  歷代最欣賞的人是誰
[00:08:20.580 --> 00:08:24.660]  覺得最叻的人是誰
[00:08:24.660 --> 00:08:29.060]  不是斯蒂文霍肯而是斯蒂文霍肯
[00:08:29.060 --> 00:08:31.220]  但我不說
[00:08:31.220 --> 00:08:33.500]  但我說的時候
[00:08:33.500 --> 00:08:36.220]  他最後背了一本書
[00:08:36.220 --> 00:08:38.300]  數落數落為何是Big Bang
[00:08:38.300 --> 00:08:40.860]  他最後寫了13本書
[00:08:40.860 --> 00:08:42.580]  全部是經歷
[00:08:42.580 --> 00:08:43.940]  我今天選這段
[00:08:43.940 --> 00:08:45.900]  我最近不斷看
[00:08:45.900 --> 00:08:47.340]  為何看
[00:08:47.340 --> 00:08:48.860]  世界真是這樣
[00:08:48.860 --> 00:08:51.300]  因為他經歷過很多患難
[00:08:51.300 --> 00:08:52.260]  很多Big Bang
[00:08:52.260 --> 00:08:54.100]  很多孤單很多事
[00:08:54.100 --> 00:08:56.100]  但他說不要緊
[00:08:56.100 --> 00:08:57.540]  最緊要有愛
[00:08:57.540 --> 00:09:01.660]  所以我最近不斷看這本書
[00:09:01.660 --> 00:09:09.020]  你看看羅馬書第八章
[00:09:09.020 --> 00:09:10.460]  他誰來要我們
[00:09:10.460 --> 00:09:13.380]  要我們與基督的愛隔絕
[00:09:13.380 --> 00:09:14.580]  我們要心聽
[00:09:14.580 --> 00:09:16.380]  他這些全部他經歷過
[00:09:16.380 --> 00:09:18.260]  難道是患難
[00:09:18.260 --> 00:09:21.580]  患難是諸般的痛苦
[00:09:21.580 --> 00:09:22.940]  是困苦嗎
[00:09:22.940 --> 00:09:24.260]  困境
[00:09:24.260 --> 00:09:26.340]  Big Bang被人攻擊
[00:09:26.340 --> 00:09:27.860]  他在那裏被人攻擊
[00:09:27.860 --> 00:09:29.940]  饑餓赤身奴隸
[00:09:29.940 --> 00:09:31.260]  他本來很有錢
[00:09:31.260 --> 00:09:32.620]  但他跟隨主子後
[00:09:32.620 --> 00:09:36.820]  反而很多時間被人困住坐牢
[00:09:36.820 --> 00:09:38.060]  我說是危險
[00:09:38.060 --> 00:09:39.900]  是刀劍
[00:09:39.900 --> 00:09:42.060]  真的經歷很多風風浪浪
[00:09:42.060 --> 00:09:45.820]  有一次他被人坐牢
[00:09:45.820 --> 00:09:48.340]  要送他去羅馬坐牢
[00:09:48.340 --> 00:09:51.460]  昏黃沉黃
[00:09:51.460 --> 00:09:52.820]  他很平靜
[00:09:52.820 --> 00:09:54.100]  當時自己不害怕
[00:09:54.100 --> 00:09:55.140]  神救了他
[00:09:55.140 --> 00:09:59.100]  他還救了那些鴨界的官兵
[00:09:59.100 --> 00:10:00.620]  我笑他行禮
[00:10:00.620 --> 00:10:02.020]  他說然而我靠著我們的主
[00:10:02.020 --> 00:10:04.540]  在這些一切都已經得勝有餘
[00:10:04.540 --> 00:10:05.860]  得勝有餘
[00:10:05.860 --> 00:10:08.340]  你自己勝不了
[00:10:08.340 --> 00:10:10.140]  因為你的力量很有限
[00:10:10.140 --> 00:10:12.100]  你的能力很有限
[00:10:12.100 --> 00:10:14.220]  你控制不了關係
[00:10:14.220 --> 00:10:16.580]  你任何關係只有50%
[00:10:16.580 --> 00:10:19.260]  你只有五成的主權
[00:10:19.260 --> 00:10:21.540]  另外五成在別人那裏
[00:10:21.540 --> 00:10:22.740]  你控制不了
[00:10:22.740 --> 00:10:24.300]  就算你兒子
[00:10:24.300 --> 00:10:26.300]  你為甚麼這樣對我
[00:10:26.300 --> 00:10:29.580]  你越硬他就越反叛你
[00:10:29.580 --> 00:10:31.420]  他有主權
[00:10:31.420 --> 00:10:32.660]  現在特別這一代
[00:10:32.660 --> 00:10:35.460]  是學習我做主的
[00:10:35.460 --> 00:10:37.820]  你以為你主宰他
[00:10:37.820 --> 00:10:39.740]  不可以
[00:10:39.740 --> 00:10:42.660]  所以我們心上無論是死
[00:10:42.660 --> 00:10:44.380]  為甚麼每個人都會死
[00:10:44.380 --> 00:10:45.540]  是生
[00:10:45.540 --> 00:10:47.260]  但生裏面充滿苦難
[00:10:47.260 --> 00:10:48.580]  是天使
[00:10:48.580 --> 00:10:50.460]  有天使的
[00:10:50.460 --> 00:10:54.180]  全世界九成以上的人都相信有神
[00:10:54.180 --> 00:10:56.740]  我看每個宗教都有天使的
[00:10:56.740 --> 00:10:58.740]  這個世界有天使的
[00:10:58.740 --> 00:10:59.900]  有天使的
[00:10:59.900 --> 00:11:01.380]  聖經講的天使
[00:11:01.380 --> 00:11:05.180]  他講話無論是天使的掌權的
[00:11:05.180 --> 00:11:06.340]  我知道神掌權
[00:11:06.340 --> 00:11:07.620]  還有誰掌權
[00:11:07.620 --> 00:11:09.140]  撒旦
[00:11:09.140 --> 00:11:10.860]  魔鬼很有權
[00:11:10.860 --> 00:11:11.940]  他在這個世界
[00:11:11.940 --> 00:11:15.540]  他用豬般的權力來控制人
[00:11:15.540 --> 00:11:17.740]  有能的就是能力
[00:11:17.740 --> 00:11:19.740]  現在的事將來的事
[00:11:19.740 --> 00:11:22.300]  高處去到同神
[00:11:22.300 --> 00:11:24.300]  低處去到最低谷
[00:11:24.300 --> 00:11:26.060]  甚至最低層
[00:11:26.060 --> 00:11:27.620]  撒旦的領域
[00:11:27.620 --> 00:11:28.860]  一切受祖之物
[00:11:28.860 --> 00:11:31.340]  都不代表我們同神的愛
[00:11:31.340 --> 00:11:33.860]  這個愛是愛主的需要
[00:11:33.860 --> 00:11:38.980]  我最近都經歷了很多患難
[00:11:38.980 --> 00:11:40.940]  我家裏的患難
[00:11:40.940 --> 00:11:42.700]  我自己的患難
[00:11:42.700 --> 00:11:45.180]  我服侍一些年青人的患難
[00:11:45.180 --> 00:11:46.860]  數不到的患難
[00:11:46.860 --> 00:11:49.420]  我知道打新電話找我
[00:11:49.420 --> 00:11:52.300]  多數都不是好消息
[00:11:52.300 --> 00:11:53.620]  不是說笑的
