
[00:00:00.000 --> 00:00:02.000]  (主席)第一節我們再次低頭祈禱
[00:00:02.000 --> 00:00:07.000]  感謝天父讓我們今天早上再一次來到您的面前
[00:00:07.000 --> 00:00:13.000]  讓我們的敬拜、我們的讚美、我們的奉獻不單止蒙您月立
[00:00:13.000 --> 00:00:19.000]  也讓您自己的說話成為我們每一個在您面前饑渴無意的人得著飽足
[00:00:19.000 --> 00:00:24.000]  讓我們疲乏的得著力量更加求主幫助我們
[00:00:24.000 --> 00:00:28.000]  求著您的說話能夠在仇敵面前站立得住
[00:00:28.000 --> 00:00:32.000]  多謝天父的看顧同在 垂聽我們的禱告
[00:00:32.000 --> 00:00:37.000]  賜福我們每一個到您面前來親近您的人 求主都親近我們
[00:00:37.000 --> 00:00:41.000]  祈禱感恩奉靠耶穌名字祈求 阿們
[00:00:41.000 --> 00:00:46.000]  以色列人他們蒙神的應許要進入迦南地
[00:00:46.000 --> 00:00:51.000]  我記得我上一次和大家看的時候就是他們攻打耶利哥城
[00:00:51.000 --> 00:00:57.000]  在耶利哥城這個戰役裏面 上帝耶和華神顯出他的作為
[00:00:57.000 --> 00:01:03.000]  約書亞他信服 他交出主權
[00:01:03.000 --> 00:01:10.000]  耶和華神就令到這個耶利哥城在一個很奇特的遭遇中間
[00:01:10.000 --> 00:01:16.000]  可以說是不攻自陷 不需要攻打 整個城就塌了
[00:01:16.000 --> 00:01:22.000]  以致在這場戰役上神得完全的榮耀
[00:01:22.000 --> 00:01:28.000]  在這個勝利之後 他們要面對另外一個的考驗
[00:01:28.000 --> 00:01:32.000]  就是面對艾城 艾城是一個比較小的城
[00:01:32.000 --> 00:01:36.000]  人口大概不會超過一萬二千人
[00:01:36.000 --> 00:01:41.000]  所以當他們知道這個城是這麼小和耶利哥是沒得比的時候
[00:01:41.000 --> 00:01:46.000]  約書亞派人去探勘 一探勘回來的探子結果就說
[00:01:46.000 --> 00:01:52.000]  很容易搞定 我們大概二三千人就可以搞定它
[00:01:52.000 --> 00:01:55.000]  二三千人搞定它 我想約書亞也算穩陣
[00:01:55.000 --> 00:01:58.000]  他說好 就用三千人去打這個城
[00:01:58.000 --> 00:02:02.000]  結果三千人去打這個城的時候
[00:02:02.000 --> 00:02:07.000]  聖經這樣記載 他們有三十六個人被殺
[00:02:07.000 --> 00:02:15.000]  然後以色列軍隊在艾城的抵抗下失敗
[00:02:15.000 --> 00:02:21.000]  一失敗的時候 以色列人這個時候是不可以敗的
[00:02:21.000 --> 00:02:29.000]  一敗了 約書亞知道當地的軍隊就會來圍攻他們
[00:02:29.000 --> 00:02:37.000]  因此約書亞就真的很有領袖和知道怎樣去面對這些戰爭
[00:02:37.000 --> 00:02:41.000]  聖經記載他就馬上有一個審查的禱告
[00:02:41.000 --> 00:02:46.000]  去到神面前伏伏在地就說 如果神這次我們一敗了
[00:02:46.000 --> 00:02:53.000]  依我們的軍隊在加南人圍攻之下 我們是不知怎樣算好
[00:02:53.000 --> 00:02:56.000]  所以當他禱告完畢之後
[00:02:56.000 --> 00:03:00.000]  甚至乎他有一點用一些以色列人傳統的學問
[00:03:00.000 --> 00:03:06.000]  早知道我們不要來了 我們河東得了地了 何必來河西呢
[00:03:06.000 --> 00:03:12.000]  但上帝已經許了 所以他祈禱之後 剛才大家所讀那段經文
[00:03:12.000 --> 00:03:17.000]  聖經這樣記載 我們再看約書亞第七章
[00:03:17.000 --> 00:03:24.000]  耶穌說就吩咐約書亞說 起身 你怎樣要趴在那裡 做什麼呢
[00:03:24.000 --> 00:03:29.000]  第十一節 他說得很清楚 以色列人犯了罪
[00:03:29.000 --> 00:03:35.000]  犯了什麼罪呢 違背了我所吩咐他們的約
[00:03:35.000 --> 00:03:38.000]  留心說違背了我吩咐的約 那是什麼約呢
[00:03:38.000 --> 00:03:42.000]  和他們有什麼納約可言呢 我會和大家分析這件事
[00:03:42.000 --> 00:03:48.000]  他說取了當滅積物 又偷竊又詭詐
[00:03:48.000 --> 00:03:53.000]  又把那當滅的放在自己的家具裡 怎麼說得這麼仔細
[00:03:53.000 --> 00:03:58.000]  將那些東西放在自己家裡 這樣都清楚地顯示出來
[00:03:58.000 --> 00:04:01.000]  第十二節 因此以色列人在仇敵面前站立不住
[00:04:01.000 --> 00:04:04.000]  他們在仇敵面前轉背逃跑
[00:04:04.000 --> 00:04:08.000]  站立不住 遇到試探 遇到考驗的時候站不穩
[00:04:08.000 --> 00:04:12.000]  站不穩之後走 走的時候當然被追殺
[00:04:12.000 --> 00:04:17.000]  於是成了奏助 你們若不把當滅的物從你們中間除掉
[00:04:17.000 --> 00:04:21.000]  我就不再與你們同在了 又提到當滅的物
[00:04:21.000 --> 00:04:24.000]  如果不除掉這些東西 這些東西不拿走的話
[00:04:24.000 --> 00:04:30.000]  我不與你們同在 試問 神的子民如果沒有神的同在
[00:04:30.000 --> 00:04:36.000]  還有什麼好說的 你們起來 叫百姓自結
[00:04:36.000 --> 00:04:38.000]  對他們說 你們要自結 預備明天
[00:04:38.000 --> 00:04:40.000]  因為要以色列的神這樣說
[00:04:40.000 --> 00:04:44.000]  以色列你們中間有當滅之物 又提到當滅之物
[00:04:44.000 --> 00:04:50.000]  你們若不除掉 在仇敵面前必站立不住
[00:04:50.000 --> 00:04:54.000]  這些東西如果不除掉 當仇敵要攻擊的時候
[00:04:54.000 --> 00:04:57.000]  我們抵抗不了 當試探臨到的時候
[00:04:57.000 --> 00:05:00.000]  我們一定失敗 兄弟姐妹
[00:05:00.000 --> 00:05:03.000]  我們今天活在世上 每一個基督徒
[00:05:03.000 --> 00:05:06.000]  你不知道什麼時候仇敵會攻擊
[00:05:06.000 --> 00:05:10.000]  這個時候擺明一定是撒旦勒惡者 藉著私欲攻擊我們
[00:05:10.000 --> 00:05:13.000]  試探有話 臨到我們的時候
[00:05:13.000 --> 00:05:17.000]  所以到第十四節
[00:05:17.000 --> 00:05:20.000]  到了早晨 你們要按著支派近前來
[00:05:20.000 --> 00:05:23.000]  然後說所取的支派按著宗族近前來
[00:05:23.000 --> 00:05:26.000]  然後說所取的宗族要按著家室近前來
[00:05:26.000 --> 00:05:30.000]  然後說所取的家室要按著人丁一個一個近前來
[00:05:30.000 --> 00:05:33.000]  支派宗族家室一個一個
[00:05:33.000 --> 00:05:35.000]  嘩 這次這樣的篩選
[00:05:35.000 --> 00:05:39.000]  我想真的嚴格到沒得漏
[00:05:39.000 --> 00:05:44.000]  很清楚的 上帝不是孔子說你們中間有罪
[00:05:44.000 --> 00:05:46.000]  不是 要指明是誰的罪
[00:05:46.000 --> 00:05:50.000]  被取的人有當滅之物在他那裡
[00:05:50.000 --> 00:05:53.000]  他和他所有的必備焚燒
[00:05:53.000 --> 00:05:55.000]  因他違背了耶和華的約
[00:05:55.000 --> 00:05:58.000]  又因他在以色列中間行了愚妄的事
[00:05:58.000 --> 00:06:03.000]  看到是違了約又行了愚妄的事
[00:06:03.000 --> 00:06:05.000]  就是做了一件蠢的事
[00:06:05.000 --> 00:06:08.000]  可能不是一件什麼大罪
[00:06:08.000 --> 00:06:09.000]  但是很蠢的事
[00:06:09.000 --> 00:06:14.000]  這個事就是說違背了耶和華和他們立的約
[00:06:14.000 --> 00:06:18.000]  今天我們做神的兒女要留意這件事說
[00:06:18.000 --> 00:06:20.000]  神有沒有和你立約
[00:06:20.000 --> 00:06:23.000]  我們的救恩是一個約
[00:06:23.000 --> 00:06:25.000]  我們每天生存是一個約
[00:06:25.000 --> 00:06:28.000]  但這約上面如果應該歸神的
[00:06:28.000 --> 00:06:31.000]  我們不給我們自己拿為據為私有
[00:06:31.000 --> 00:06:33.000]  應該得神的榮耀
[00:06:33.000 --> 00:06:36.000]  你不給自己拿來欺瞞自己
[00:06:36.000 --> 00:06:39.000]  又或者說你自己做了任何事的時候
[00:06:39.000 --> 00:06:40.000]  隨便吧
[00:06:40.000 --> 00:06:44.000]  將那些屬於神的和自己的混在一起
[00:06:44.000 --> 00:06:45.000]  混淆視聽
[00:06:45.000 --> 00:06:47.000]  弟兄姊妹
[00:06:47.000 --> 00:06:49.000]  不要以為神不知道
[00:06:49.000 --> 00:06:51.000]  神很清楚
[00:06:51.000 --> 00:06:55.000]  亞干在攻打耶利哥城的時候
[00:06:55.000 --> 00:06:57.000]  一片混亂
[00:06:57.000 --> 00:06:59.000]  戰爭場面裡面
[00:06:59.000 --> 00:07:03.000]  他以為拿那兩公斤白銀
[00:07:03.000 --> 00:07:06.000]  拿那一半公斤的金
[00:07:06.000 --> 00:07:09.000]  拿一件名貴的名牌衣服
[00:07:09.000 --> 00:07:12.000]  以為這樣拿回去祭祀自己那裡
[00:07:12.000 --> 00:07:14.000]  就沒有人知道
[00:07:14.000 --> 00:07:16.000]  但是神知道這個約裡面
[00:07:16.000 --> 00:07:19.000]  是不容許有一點點的玷污的
[00:07:19.000 --> 00:07:23.000]  約書雅和百姓他們信服
[00:07:23.000 --> 00:07:25.000]  以至耶利哥城不攻自陷
[00:07:25.000 --> 00:07:28.000]  為什麼說叫百姓都信服呢
[00:07:28.000 --> 00:07:29.000]  約書雅信服很明顯
[00:07:29.000 --> 00:07:31.000]  上次大家聽過一套很清楚
[00:07:31.000 --> 00:07:33.000]  耶和華君子元帥說
[00:07:33.000 --> 00:07:35.000]  約書雅問你要幫誰
[00:07:35.000 --> 00:07:36.000]  我不是幫誰
[00:07:36.000 --> 00:07:38.000]  你把主權給我
[00:07:38.000 --> 00:07:40.000]  約書雅馬上
[00:07:40.000 --> 00:07:42.000]  約書雅真的很聰明
[00:07:42.000 --> 00:07:46.000]  怎麼能夠在這個大任馬上降服
[00:07:46.000 --> 00:07:48.000]  照著進行
[00:07:48.000 --> 00:07:50.000]  於是要吩咐臨到
[00:07:50.000 --> 00:07:54.000]  你要說百姓怎麼樣信服呢
[00:07:54.000 --> 00:07:58.000]  約書雅信服在約書雅的第五章十四十五節
[00:07:58.000 --> 00:07:59.000]  大家看過了
[00:07:59.000 --> 00:08:02.000]  我想很快就會出來
[00:08:02.000 --> 00:08:03.000]  因為你所站的地方
[00:08:03.000 --> 00:08:06.000]  約書雅就照著行了
[00:08:06.000 --> 00:08:08.000]  但是約書雅照著行的時候
[00:08:08.000 --> 00:08:10.000]  有沒有約雅有的
[00:08:10.000 --> 00:08:12.000]  我們看約書雅的第六章十六節
[00:08:12.000 --> 00:08:13.000]  第十節
[00:08:13.000 --> 00:08:14.000]  聖經怎麼說
[00:08:14.000 --> 00:08:16.000]  約書雅就吩咐百姓
[00:08:16.000 --> 00:08:18.000]  你們不可呼喊
[00:08:18.000 --> 00:08:20.000]  不可出聲
[00:08:20.000 --> 00:08:22.000]  連一句話也不可出你們的口
[00:08:22.000 --> 00:08:24.000]  等我吩咐你們呼喊的時候
[00:08:24.000 --> 00:08:26.000]  哪時才可以呼喊
[00:08:26.000 --> 00:08:30.000]  如果看這一段的句子
[00:08:30.000 --> 00:08:31.000]  statement
[00:08:31.000 --> 00:08:32.000]  有什麼呢
[00:08:32.000 --> 00:08:33.000]  約書雅對百姓說
[00:08:33.000 --> 00:08:35.000]  大家聽著
[00:08:35.000 --> 00:08:37.000]  不要喊cry
[00:08:37.000 --> 00:08:38.000]  不要出聲
[00:08:38.000 --> 00:08:41.000]  一粒聲一粒嘢都不要說
[00:08:41.000 --> 00:08:44.000]  一句話都不要出口
[00:08:44.000 --> 00:08:46.000]  只是做什麼
[00:08:46.000 --> 00:08:47.000]  只是圍繞著他們
[00:08:47.000 --> 00:08:49.000]  一天一次
