
[00:00:00.000 --> 00:00:03.840]  上周我有提到我們信徒是孤島
[00:00:03.840 --> 00:00:07.620]  但無人阻止你可以起橋、起港口
[00:00:07.620 --> 00:00:09.160]  跟人去相連
[00:00:09.160 --> 00:00:12.980]  當我們見到身邊的人都是孤島的時候
[00:00:12.980 --> 00:00:17.740]  我們有責任都幫他起橋、起港口
[00:00:17.740 --> 00:00:19.520]  能夠彼此結連
[00:00:19.520 --> 00:00:24.520]  當人人都彼此相連、互相扶持、幫助
[00:00:24.520 --> 00:00:27.340]  這是不是一個完美的教會呢?
[00:00:27.340 --> 00:00:29.640]  其實都不是
[00:00:29.640 --> 00:00:31.180]  都有好多問題
[00:00:31.180 --> 00:00:34.860]  有一次有一個少年的童工
[00:00:34.860 --> 00:00:37.580]  跟一個少年人去聊天
[00:00:37.580 --> 00:00:39.800]  他就問這個少年人
[00:00:39.800 --> 00:00:42.820]  你覺得教會是怎樣的?
[00:00:42.820 --> 00:00:44.540]  你怎樣看教會?
[00:00:44.540 --> 00:00:46.920]  這個少年人就說
[00:00:46.920 --> 00:00:49.120]  教會是我家
[00:00:49.120 --> 00:00:50.900]  不怕被人欺負
[00:00:50.900 --> 00:00:53.580]  這個童工就覺得很奇怪
[00:00:53.580 --> 00:00:55.280]  為何會這樣看呢?
[00:00:55.280 --> 00:00:56.640]  這個少年就說
[00:00:56.640 --> 00:00:59.480]  陳牧師說我們不是孤島
[00:00:59.480 --> 00:01:01.560]  我們彼此結連
[00:01:01.560 --> 00:01:03.420]  聖經說一個肢體受苦
[00:01:03.420 --> 00:01:05.360]  所有肢體一同受苦
[00:01:05.360 --> 00:01:06.240]  我被人欺負
[00:01:06.240 --> 00:01:07.480]  教會連結起來
[00:01:07.480 --> 00:01:09.220]  一齊砌坑我這個人
[00:01:09.220 --> 00:01:11.760]  這個童工就想
[00:01:11.760 --> 00:01:14.160]  究竟是教會還是黑社會呢?
[00:01:14.160 --> 00:01:16.740]  當然這是一個笑話
[00:01:16.740 --> 00:01:21.280]  但實際上很多人對教會有不同的看法
[00:01:21.280 --> 00:01:25.840]  很多人回教會帶著不同的期望
[00:01:26.580 --> 00:01:29.820]  Philip Yancey 楊肥力有一本書
[00:01:29.820 --> 00:01:31.980]  叫做《恩典多奇異》
[00:01:31.980 --> 00:01:34.800]  他講到一個故事
[00:01:34.800 --> 00:01:39.040]  有一個人鼓勵一個妓女回教會尋求幫助
[00:01:39.040 --> 00:01:41.340]  這個妓女就說
[00:01:41.340 --> 00:01:42.640]  教會?
[00:01:42.640 --> 00:01:44.380]  為何要回教會呢?
[00:01:44.380 --> 00:01:46.480]  我已經夠麻煩了
[00:01:46.480 --> 00:01:48.720]  回到教會只會更麻煩
[00:01:48.720 --> 00:01:52.360]  不同的人對教會有不同的看法
[00:01:52.360 --> 00:01:55.820]  不同的人回教會都帶著不同的期望
[00:01:56.920 --> 00:01:59.380]  我不知你回教會有甚麼期望
[00:01:59.380 --> 00:02:03.120]  有些人回教會我不想做孤島
[00:02:03.120 --> 00:02:07.480]  我想有連結和建立關係
[00:02:07.480 --> 00:02:12.480]  有些人回教會希望子女有好的兒童主教學可以上
[00:02:12.480 --> 00:02:15.600]  有些人回教會因為這個教會有好的主教學
[00:02:15.600 --> 00:02:18.360]  有好的講道可以聽到真理
[00:02:18.360 --> 00:02:22.440]  回教會有不同的期望
[00:02:22.440 --> 00:02:27.960]  但反過來教會應該給予甚麼弟兄姊妹呢?
[00:02:27.960 --> 00:02:33.300]  教會只會提供一些他期望的服務
[00:02:33.300 --> 00:02:37.720]  還是教會應該給予一些他真正需要
[00:02:37.720 --> 00:02:41.120]  真正上帝想他得到的東西呢?
[00:02:41.120 --> 00:02:43.800]  在《使徒行村》第二章
[00:02:43.800 --> 00:02:47.460]  我們看到耶路撒冷早期教會被建立
[00:02:47.460 --> 00:02:51.920]  在第三、第四章繼續講到早期教會的生活
[00:02:51.920 --> 00:02:54.360]  特別講到教會增長這一部份
[00:02:54.360 --> 00:02:59.040]  今天這段經文就是在《使徒行村》
[00:02:59.040 --> 00:03:02.160]  《使徒行》的第一個神蹟
[00:03:02.160 --> 00:03:06.440]  回應我們上星期看到的二章四十三節
[00:03:06.440 --> 00:03:09.320]  《使徒行》有很多奇事神蹟
[00:03:09.320 --> 00:03:11.560]  這就是第一個神蹟
[00:03:11.560 --> 00:03:16.000]  但我們知道神蹟是一個記號
[00:03:16.000 --> 00:03:20.160]  是指向神蹟背後的真理
[00:03:21.120 --> 00:03:23.400]  所以我們要看的不是這個神蹟
[00:03:23.400 --> 00:03:25.360]  這個神蹟不是我們的焦點
[00:03:25.360 --> 00:03:30.200]  我們的焦點是這個神蹟所啟示的甚麼真理
[00:03:30.200 --> 00:03:32.880]  這個神蹟啟示我們甚麼呢?
[00:03:32.880 --> 00:03:37.320]  神藉著教會的領袖彼得和約翰
[00:03:37.320 --> 00:03:41.600]  即是藉著教會究竟給予我們甚麼呢?
[00:03:41.600 --> 00:03:44.360]  就是這個神蹟想告訴我們
[00:03:44.360 --> 00:03:47.880]  我們看看這個神蹟是怎樣發生的
[00:03:49.040 --> 00:03:51.520]  「下午三點鐘禱告的時候
[00:03:51.520 --> 00:03:53.720]  彼得和約翰就上聖殿去
[00:03:53.720 --> 00:03:58.640]  一個從無腹裏就是瘸腿的人正被人抬來
[00:03:58.640 --> 00:04:03.720]  他們天天把他放在聖殿一個叫美門的門口
[00:04:03.720 --> 00:04:06.560]  叩進聖殿的人去施捨」
[00:04:06.560 --> 00:04:11.200]  這件事發生的時間地點人物很清楚
[00:04:11.200 --> 00:04:13.920]  時間是下午三點鐘
[00:04:13.920 --> 00:04:18.320]  地點是在聖殿一個叫美門的地方
[00:04:19.520 --> 00:04:22.040]  人物就是彼得和約翰
[00:04:22.040 --> 00:04:23.760]  同一個瘸腿的乞丐
[00:04:23.760 --> 00:04:26.520]  彼得和約翰上聖殿
[00:04:26.520 --> 00:04:28.560]  如果你記得在上星期說的
[00:04:28.560 --> 00:04:30.840]  二章第四十六節
[00:04:30.840 --> 00:04:37.680]  他們天天同心合意行切地在聖殿裏面去敬拜
[00:04:37.680 --> 00:04:40.600]  所以這班仕途早期教會的人
[00:04:40.600 --> 00:04:43.080]  是上上上聖殿去敬拜
[00:04:43.080 --> 00:04:45.960]  但為甚麼三點要上去呢?
[00:04:45.960 --> 00:04:48.160]  原來是經典的猶太人
[00:04:48.400 --> 00:04:52.080]  他們每天會有三次上聖殿去禱告
[00:04:52.080 --> 00:04:55.080]  早上、下午、傍晚
[00:04:55.080 --> 00:05:00.000]  而三點這一節就是他們上聖殿禱告的時候
[00:05:00.000 --> 00:05:03.240]  所以說下午三點禱告的時候
[00:05:03.240 --> 00:05:06.440]  就是猶太人上聖殿祈禱的時候
[00:05:06.440 --> 00:05:11.480]  原來約瑟夫這個第一世紀的猶太歷史學家
[00:05:11.480 --> 00:05:18.320]  他更加指出原來猶太人每天有兩次上聖殿去獻祭
[00:05:18.800 --> 00:05:19.920]  上午一次
[00:05:19.920 --> 00:05:22.600]  下午三點是另一次
[00:05:22.600 --> 00:05:28.400]  所以這個時間不單止是很多猶太人上聖殿去禱告
[00:05:28.400 --> 00:05:30.120]  更加上去獻祭
[00:05:30.120 --> 00:05:33.600]  很多猶太百姓聚集在聖殿裏面
[00:05:33.600 --> 00:05:38.680]  而這班人就是彼得和約翰宣講的對象
[00:05:38.680 --> 00:05:43.320]  所以彼得約翰這個時候上去是有些策略
[00:05:43.320 --> 00:05:46.000]  他不單單上去敬拜
[00:05:46.240 --> 00:05:50.800]  他更加上去傳福音去見證耶穌基督就是救主
[00:05:50.800 --> 00:05:53.800]  為什麼要兩個上去呢?
[00:05:53.800 --> 00:05:55.320]  是彼得和約翰呢?
[00:05:55.320 --> 00:06:02.520]  很可能跟耶穌在世教導的門徒兩個兩個出去宣教
[00:06:02.520 --> 00:06:04.720]  而且在猶太人的規矩
[00:06:04.720 --> 00:06:07.400]  兩個人的見證才有效
[00:06:07.400 --> 00:06:12.160]  所以這兩個人彼得和約翰上到聖殿裏面
