
[00:00:00.000 --> 00:00:04.480]  感謝主給我們有美好的詩歌
[00:00:04.480 --> 00:00:06.080]  受造的萬物
[00:00:06.080 --> 00:00:08.440]  不論在天上
[00:00:08.440 --> 00:00:09.560]  在地上
[00:00:09.560 --> 00:00:12.560]  或在深海里
[00:00:12.560 --> 00:00:15.360]  尊榮歸高陽
[00:00:15.360 --> 00:00:17.200]  真的很希望我們
[00:00:17.200 --> 00:00:20.080]  雖然我們的歌聲沒有詩版那麼好
[00:00:20.080 --> 00:00:23.240]  我們都可以跟他們一樣一生這樣
[00:00:23.240 --> 00:00:24.640]  尚尚讚美主
[00:00:24.640 --> 00:00:26.520]  感謝主
[00:00:26.520 --> 00:00:29.320]  我同心吐槽
[00:00:29.320 --> 00:00:33.120]  親愛的主能夠在禰的聖所一起
[00:00:33.120 --> 00:00:36.920]  朝見禰是何等的美好
[00:00:36.920 --> 00:00:37.880]  親愛的主
[00:00:37.880 --> 00:00:41.040]  我們都是帶着不同的心情
[00:00:41.040 --> 00:00:43.280]  有不同的需要
[00:00:43.280 --> 00:00:45.240]  有不同的狀態
[00:00:45.240 --> 00:00:48.600]  來到禰的聖所當中要朝見禰
[00:00:48.600 --> 00:00:51.600]  祝求禰在當中
[00:00:51.600 --> 00:00:56.120]  讓我們在當中能夠親近禰
[00:00:56.120 --> 00:00:57.760]  愛禰
[00:00:57.760 --> 00:00:59.920]  經歷禰的同在
[00:00:59.920 --> 00:01:02.480]  給禰加能力給我們
[00:01:02.480 --> 00:01:04.720]  給禰去憐憫
[00:01:04.720 --> 00:01:06.840]  祝我們仰望禰
[00:01:06.840 --> 00:01:08.680]  在一陣牽手主戰之前
[00:01:08.680 --> 00:01:10.960]  我們要聽禰的話語
[00:01:10.960 --> 00:01:13.840]  求禰讓我們衆弟兄姊妹們
[00:01:13.840 --> 00:01:15.480]  都能夠有好的耳朵
[00:01:15.480 --> 00:01:16.880]  聽得見
[00:01:16.880 --> 00:01:19.080]  就一同的相信
[00:01:19.080 --> 00:01:21.080]  永遠的讚美禰
[00:01:21.080 --> 00:01:23.440]  永遠的愛禰
[00:01:23.440 --> 00:01:26.400]  我們的祈禱是奉主耶穌基督明志求
[00:01:26.400 --> 00:01:29.440]  對不對
[00:01:29.440 --> 00:01:31.240]  在今天的早上
[00:01:31.240 --> 00:01:35.160]  或者中午的時間
[00:01:35.160 --> 00:01:39.600]  當我們圍在主餐桌的周圍
[00:01:39.600 --> 00:01:43.560]  你有沒有一些感應的話要說呢
[00:01:43.560 --> 00:01:47.440]  有沒有想到有什麼事情
[00:01:47.440 --> 00:01:49.400]  是你對神的經歷
[00:01:49.400 --> 00:01:51.920]  你要謝謝祂的
[00:01:51.920 --> 00:01:55.040]  有沒有想到一些事情在城鎮家
[00:01:55.040 --> 00:01:58.120]  你見到一些好的弟兄姊妹們
[00:01:58.120 --> 00:02:00.760]  你需要謝謝祂的呢
[00:02:00.760 --> 00:02:04.560]  你會不會讚美神
[00:02:04.560 --> 00:02:07.240]  會不會說謝謝的話
[00:02:07.240 --> 00:02:11.360]  謝謝人家對你的恩惠
[00:02:11.360 --> 00:02:13.240]  我們首先看
[00:02:13.240 --> 00:02:14.920]  詩篇一百四十八篇
[00:02:14.920 --> 00:02:19.080]  這個是讚美的詩篇
[00:02:19.080 --> 00:02:21.040]  你們要讚美耶和華
[00:02:21.040 --> 00:02:24.680]  從天上讚美耶和華
[00:02:24.680 --> 00:02:27.200]  在高處讚美祂
[00:02:27.200 --> 00:02:30.320]  祂的衆使者都要讚美祂
[00:02:30.320 --> 00:02:33.560]  祂的諸君都要讚美祂
[00:02:33.560 --> 00:02:37.200]  日頭月亮你們要讚美祂
[00:02:37.200 --> 00:02:41.920]  放光的星宿你們都要讚美祂
[00:02:41.920 --> 00:02:45.760]  天上的天和天上的水
[00:02:45.760 --> 00:02:48.160]  你們都要讚美祂
[00:02:48.160 --> 00:02:51.800]  願這些都讚美耶和華的名
[00:02:51.800 --> 00:02:56.560]  因祂一吩咐便都造成
[00:02:56.560 --> 00:03:01.200]  所有在地上的大魚和一切心羊
[00:03:01.200 --> 00:03:06.120]  火與冰雹雪和武器
[00:03:06.120 --> 00:03:09.600]  成就祂命令的狂風
[00:03:09.600 --> 00:03:12.040]  大山和小山
[00:03:12.040 --> 00:03:15.720]  結果的樹木和一切的香柏樹
[00:03:15.720 --> 00:03:18.320]  野獸和一切的牲畜
[00:03:18.320 --> 00:03:20.240]  昆蟲和飛鳥
[00:03:20.240 --> 00:03:22.680]  世上的君王和萬民
[00:03:22.680 --> 00:03:25.720]  首領和世上一切審判官
[00:03:25.720 --> 00:03:27.600]  少年人和處女
[00:03:27.600 --> 00:03:29.800]  老年人和孩童
[00:03:29.800 --> 00:03:32.840]  都當讚美耶和華
[00:03:32.840 --> 00:03:35.760]  願這些都讚美耶和華的名
[00:03:35.760 --> 00:03:39.000]  因爲獨有祂的名被尊崇
[00:03:39.000 --> 00:03:41.840]  祂的榮耀在天地之上
[00:03:41.840 --> 00:03:43.640]  請一動讀
[00:03:43.640 --> 00:03:47.000]  祂將百姓的國高舉
[00:03:47.000 --> 00:03:50.680]  因此祂一切聖民以色列人
[00:03:50.680 --> 00:03:53.400]  就與其他相近的百姓
[00:03:53.400 --> 00:03:57.840]  都讚美耶和華
[00:03:57.840 --> 00:04:00.840]  你們要讚美耶和華
[00:04:00.840 --> 00:04:05.160]  先篇一百四十八篇是一個讚美感恩的詩篇
[00:04:05.160 --> 00:04:07.360]  裏面充滿了感恩
[00:04:07.360 --> 00:04:08.760]  充滿讚美
[00:04:08.760 --> 00:04:10.960]  充滿恩典
[00:04:10.960 --> 00:04:15.920]  每一節的經文都是散發出一種的喜樂
[00:04:15.920 --> 00:04:17.520]  所有的創造物
[00:04:17.520 --> 00:04:19.800]  海怪和雪
[00:04:19.800 --> 00:04:22.000]  果樹和松樹
[00:04:22.000 --> 00:04:24.040]  鳥仔和牛
[00:04:24.040 --> 00:04:26.360]  年輕人和老年人
[00:04:26.360 --> 00:04:28.360]  甚至爬行的動物
[00:04:28.360 --> 00:04:30.120]  都要歌唱
[00:04:30.120 --> 00:04:32.840]  都要讚美耶和華
[00:04:32.840 --> 00:04:34.400]  我鼓勵你們
[00:04:34.400 --> 00:04:36.440]  成浸家弟兄姐妹們
[00:04:36.440 --> 00:04:37.680]  都有這種生命
[00:04:37.680 --> 00:04:40.760]  一種感恩讚美的生命
[00:04:40.760 --> 00:04:45.040]  要知道感恩是一個強大的生命的力量
[00:04:45.040 --> 00:04:47.240]  是一個強大的東西
[00:04:47.240 --> 00:04:49.960]  是讓我們可以在艱難的歲月
[00:04:49.960 --> 00:04:52.200]  讓人困擾的混亂當中
[00:04:52.200 --> 00:04:57.680]  是可以常常花到生命最中心的一點
[00:04:57.680 --> 00:05:03.760]  將生命紮根在最重要的地方上面
[00:05:03.760 --> 00:05:05.960]  我記得以前和大家分享過
[00:05:05.960 --> 00:05:08.960]  簡泊和節制的正確生活
[00:05:08.960 --> 00:05:10.600]  right living
[00:05:10.600 --> 00:05:14.160]  其中一樣就是感恩
[00:05:14.160 --> 00:05:16.400]  感恩就是表達
[00:05:16.400 --> 00:05:19.600]  我們是對神的依賴
[00:05:19.600 --> 00:05:22.040]  我們是受縱物
[00:05:22.040 --> 00:05:23.760]  是依賴神
[00:05:23.760 --> 00:05:26.400]  是和其他的萬物相關
[00:05:26.400 --> 00:05:28.080]  所以我們說過
[00:05:28.080 --> 00:05:30.600]  我們要有借飯吐槽
[00:05:30.600 --> 00:05:32.160]  不要因爲借飯吐槽
[00:05:32.160 --> 00:05:33.480]  不好意思
[00:05:33.480 --> 00:05:35.200]  多謝神賜我們飲食阿門
[00:05:35.200 --> 00:05:36.720]  不要這樣
[00:05:36.720 --> 00:05:37.880]  不要說害羞
[00:05:37.880 --> 00:05:38.400]  不要
[00:05:38.400 --> 00:05:41.520]  我們常常很自然很快樂
