
[00:00:00.000 --> 00:00:05.000]  我們今天進入《紮根聖賢》第二講
[00:00:05.000 --> 00:00:11.000]  上星期科目斯講了119篇的第一至第八節
[00:00:11.000 --> 00:00:14.000]  今天的講題是「喜樂自得的秘訣」
[00:00:14.000 --> 00:00:19.000]  我不知道弟兄姊妹你覺得最近香港有什麼開心事呢?
[00:00:19.000 --> 00:00:25.000]  可能是熊貓的龍鳳胎滿月
[00:00:26.000 --> 00:00:31.000]  有些人會說什麼開心?
[00:00:31.000 --> 00:00:35.000]  我猜我們香港人最開心是放假
[00:00:35.000 --> 00:00:38.000]  下星期拿兩天就可以放五天了
[00:00:38.000 --> 00:00:40.000]  開心嗎?
[00:00:40.000 --> 00:00:44.000]  或者我們都有很多弟兄姊妹
[00:00:44.000 --> 00:00:51.000]  因為有幾天的假期可能已經去了外地旅行
[00:00:51.000 --> 00:00:53.000]  年輕的弟兄姊妹
[00:00:53.000 --> 00:00:58.000]  如果你能夠考入美國哈佛或者耶魯的名校
[00:00:58.000 --> 00:00:59.000]  你開心嗎?
[00:00:59.000 --> 00:01:02.000]  我們應該問問我們的家長
[00:01:02.000 --> 00:01:07.000]  你的子女考入哈佛耶魯你開心嗎?
[00:01:07.000 --> 00:01:14.000]  不過在耶魯大學的一位心理系教授桑托斯
[00:01:14.000 --> 00:01:19.000]  就發現考入耶魯和其他名校的學生
[00:01:19.000 --> 00:01:24.000]  不如外界所想像的那麼開心、那麼快樂
[00:01:24.000 --> 00:01:28.000]  他說多數學生幾乎被焦慮吞沒
[00:01:28.000 --> 00:01:31.000]  這個教授不只是教書
[00:01:31.000 --> 00:01:35.000]  他還在宿舍和學生一起生活
[00:01:35.000 --> 00:01:36.000]  所以他知道
[00:01:36.000 --> 00:01:41.000]  他活在親友的期望和對未來名成利就的執著裡
[00:01:41.000 --> 00:01:44.000]  拼命讀書、求高分
[00:01:44.000 --> 00:01:48.000]  過著壓抑和不開心的生活
[00:01:48.000 --> 00:01:53.000]  所以他開班要教導快樂之道
[00:01:53.000 --> 00:01:58.000]  或者教這班青少年人快樂之道的課程
[00:01:58.000 --> 00:02:02.000]  如何能夠增進自己的幸福感
[00:02:02.000 --> 00:02:05.000]  有些課程的內容就說到
[00:02:05.000 --> 00:02:09.000]  讓我們感到快樂的思考模式
[00:02:09.000 --> 00:02:12.000]  譬如感恩、活在當下
[00:02:12.000 --> 00:02:15.000]  肯定自己過去的努力、進步、成就
[00:02:15.000 --> 00:02:19.000]  應該為多些這些人、這些事而感恩
[00:02:19.000 --> 00:02:22.000]  其實他真的說得對
[00:02:22.000 --> 00:02:26.000]  最令我們開心的一個方法
[00:02:26.000 --> 00:02:28.000]  是真的感恩的
[00:02:28.000 --> 00:02:31.000]  如果你每天能夠寫十樣感恩事項
[00:02:31.000 --> 00:02:34.000]  每天一起來寫十樣
[00:02:34.000 --> 00:02:35.000]  然後放在袋子裡
[00:02:35.000 --> 00:02:37.000]  有空就拿出來看
[00:02:37.000 --> 00:02:42.000]  其實會令你每一天開心一點
[00:02:42.000 --> 00:02:46.000]  為這些人感恩、這些事而感恩
[00:02:46.000 --> 00:02:48.000]  欣賞多些自己
[00:02:48.000 --> 00:02:50.000]  不要經常踩自己
[00:02:50.000 --> 00:02:51.000]  說自己不夠
[00:02:51.000 --> 00:02:54.000]  或者欣賞多些自己
[00:02:54.000 --> 00:02:56.000]  為自己高興
[00:02:56.000 --> 00:02:59.000]  沒錯
[00:02:59.000 --> 00:03:03.000]  不知道大家開心不開心
[00:03:03.000 --> 00:03:05.000]  今天不知道什麼天氣
[00:03:05.000 --> 00:03:07.000]  雖然外面陽光普照
[00:03:07.000 --> 00:03:10.000]  不知道大家的心靈是陽光普照
[00:03:10.000 --> 00:03:13.000]  還是雷雨、黑雨
[00:03:13.000 --> 00:03:16.000]  還是濛濛茶茶
[00:03:16.000 --> 00:03:21.000]  今天119篇字母詩
[00:03:21.000 --> 00:03:25.000]  上星期科目斯講了第一段
[00:03:25.000 --> 00:03:29.000]  希伯來文的Alice
[00:03:29.000 --> 00:03:32.000]  今天講第九節至十六節
[00:03:32.000 --> 00:03:35.000]  講第二個字母
[00:03:35.000 --> 00:03:38.000]  在這段經文裡
[00:03:38.000 --> 00:03:44.000]  上帝被譽為卓越的智慧老師
[00:03:44.000 --> 00:03:48.000]  而那位少年人是私人他自己
[00:03:48.000 --> 00:03:50.000]  不過在智慧文學裡的題材
[00:03:50.000 --> 00:03:53.000]  其實都是指每一個人
[00:03:53.000 --> 00:03:54.000]  所有的人
[00:03:54.000 --> 00:03:56.000]  不如我們一起讀完這幾節聖經
[00:03:56.000 --> 00:03:58.000]  我們一起開聲讀
[00:03:58.000 --> 00:04:01.000]  少年人用什麼潔淨他的行為
[00:04:01.000 --> 00:04:04.000]  是要遵行你的話
[00:04:04.000 --> 00:04:06.000]  我一心尋求了你
[00:04:06.000 --> 00:04:09.000]  求你不要叫我偏離你的命令
[00:04:09.000 --> 00:04:12.000]  我將你的話藏在心裡
[00:04:12.000 --> 00:04:14.000]  免得我得罪你
[00:04:14.000 --> 00:04:17.000]  以後你是應當稱重的
[00:04:17.000 --> 00:04:20.000]  求你將你的律例教訓我
[00:04:20.000 --> 00:04:24.000]  我用嘴唇傳揚你口中的一切典章
[00:04:24.000 --> 00:04:26.000]  我喜悅你的法律
[00:04:26.000 --> 00:04:29.000]  如同喜悅一切的財物
[00:04:29.000 --> 00:04:37.000]  我要在你的律例中治樂
[00:04:37.000 --> 00:04:39.000]  不忘記你的話
[00:04:39.000 --> 00:04:41.000]  我們看到這一段經文
[00:04:41.000 --> 00:04:43.000]  第九節你的話
[00:04:43.000 --> 00:04:46.000]  十六節你的話
[00:04:46.000 --> 00:04:49.000]  這個就是首尾呼應
[00:04:49.000 --> 00:04:51.000]  提供了一個框架
[00:04:51.000 --> 00:04:54.000]  而中心點就在十二十三節
[00:04:54.000 --> 00:04:56.000]  生命裡裡外外
[00:04:56.000 --> 00:04:58.000]  充滿讚美祈求
[00:04:58.000 --> 00:05:01.000]  以及去傳揚神的作為
[00:05:01.000 --> 00:05:04.000]  十四至十六節充滿了很多快樂的致詞
[00:05:04.000 --> 00:05:07.000]  是呼應著其實詩篇第一篇
[00:05:07.000 --> 00:05:10.000]  以及上個禮拜一節八節
[00:05:10.000 --> 00:05:12.000]  有福的各區的訊息
[00:05:12.000 --> 00:05:17.000]  第九至十一節
[00:05:17.000 --> 00:05:20.000]  少年人用什麼潔淨他的行為
[00:05:20.000 --> 00:05:24.000]  潔淨這個字上上都帶有道德的意思
[00:05:24.000 --> 00:05:26.000]  在第十節講到
[00:05:26.000 --> 00:05:28.000]  不要叫我偏離你的命令
[00:05:28.000 --> 00:05:31.000]  十一節免得我得罪你
[00:05:31.000 --> 00:05:34.000]  都是補充潔淨這個意思
[00:05:34.000 --> 00:05:39.000]  在呂鎮宗譯本就譯做行徑純潔
[00:05:39.000 --> 00:05:44.000]  然後詩高版本就譯做守身如玉
[00:05:44.000 --> 00:05:49.000]  潔身至好的意思
[00:05:49.000 --> 00:05:51.000]  整句的意思就是說
[00:05:51.000 --> 00:05:53.000]  少年人用什麼方法
[00:05:53.000 --> 00:05:54.000]  用什麼東西
[00:05:54.000 --> 00:05:59.000]  才能使他的行徑純潔遠離罪惡呢
[00:05:59.000 --> 00:06:03.000]  不知道大家當你去清潔你的浴室
[00:06:03.000 --> 00:06:04.000]  或者你的廚房
[00:06:04.000 --> 00:06:06.000]  或者你家居的時候
[00:06:06.000 --> 00:06:09.000]  如果真的很髒的時候
[00:06:09.000 --> 00:06:13.000]  你用什麼強力的清潔劑呢
[00:06:13.000 --> 00:06:16.000]  可以除臭除菌除霉呢
[00:06:16.000 --> 00:06:20.000]  我們的生命裏面都有毛菌
[00:06:20.000 --> 00:06:24.000]  我們生命裏面都有臭的
[00:06:24.000 --> 00:06:29.000]  我們都需要去除臭除菌除霉
[00:06:29.000 --> 00:06:33.000]  這個典型的智慧文學的法文
[00:06:33.000 --> 00:06:36.000]  隨即就引出了一個答案
[00:06:36.000 --> 00:06:39.000]  一個人所共知的答案
[00:06:39.000 --> 00:06:41.000]  當我們說少年人用什麼
[00:06:41.000 --> 00:06:44.000]  用什麼來結證他的行為呢
[00:06:44.000 --> 00:06:46.000]  就不用問阿貴了
[00:06:46.000 --> 00:06:47.000]  人所共知
[00:06:47.000 --> 00:06:50.000]  遵從照你的話
[00:06:50.000 --> 00:06:51.000]  這是直譯
[00:06:51.000 --> 00:06:54.000]  遵從照你的話
[00:06:54.000 --> 00:06:57.000]  是有方法的
[00:06:57.000 --> 00:06:58.000]  是有標準的
[00:06:58.000 --> 00:07:00.000]  是有出路的
[00:07:00.000 --> 00:07:01.000]  是有指引的
[00:07:01.000 --> 00:07:03.000]  照你的話囉
[00:07:03.000 --> 00:07:04.000]  照囉
[00:07:04.000 --> 00:07:08.000]  是照你的話而謹慎著
[00:07:08.000 --> 00:07:12.000]  甚至師父的版本這麼說
[00:07:12.000 --> 00:07:17.000]  那就只有遵從你的言語
[00:07:17.000 --> 00:07:20.000]  只有遵從你的言語
[00:07:20.000 --> 00:07:24.000]  和新約聖經彼得所說的
[00:07:24.000 --> 00:07:26.000]  其實都互相呼應的
[00:07:26.000 --> 00:07:27.000]  彼得說什麼呢
[00:07:27.000 --> 00:07:28.000]  在一章裏面說到
[00:07:28.000 --> 00:07:31.000]  你們既因順從真理
[00:07:31.000 --> 00:07:34.000]  潔淨了自己的心
[00:07:34.000 --> 00:07:36.000]  順從真理
[00:07:36.000 --> 00:07:38.000]  就潔淨自己的心
[00:07:38.000 --> 00:07:42.000]  所以順從真理就是強力的清潔劑
[00:07:42.000 --> 00:07:43.000]  那個潔淨劑
[00:07:43.000 --> 00:07:48.000]  就是順從真理潔淨了自己的心
[00:07:48.000 --> 00:07:49.000]  大英姊妹
[00:07:49.000 --> 00:07:54.000]  今天你覺得現代人最大的誘惑
[00:07:54.000 --> 00:07:56.000]  引誘是什麼呢
[00:07:56.000 --> 00:07:58.000]  他們通常會照什麼指引
[00:07:58.000 --> 00:08:01.000]  來行事為人呢
[00:08:01.000 --> 00:08:02.000]  有人這樣說
[00:08:02.000 --> 00:08:07.000]  現代人照什麼指引行事為人
[00:08:07.000 --> 00:08:09.000]  我喜歡
[00:08:09.000 --> 00:08:10.000]  我喜歡啊
[00:08:10.000 --> 00:08:11.000]  我喜歡啊
[00:08:11.000 --> 00:08:12.000]  我喜歡啊
[00:08:12.000 --> 00:08:17.000]  又或者NOYB
[00:08:17.000 --> 00:08:19.000]  不關你的事
[00:08:19.000 --> 00:08:21.000]  這些自我為中心的指引
[00:08:21.000 --> 00:08:26.000]  是不是引領我們得到真正的快樂呢
