
[00:00:00.000 --> 00:00:02.000]  在正道之前我們同心來祈禱
[00:00:02.000 --> 00:00:08.000]  神的獨生義子耶穌基督求祢施恩可憐這個罪孕
[00:00:08.000 --> 00:00:13.000]  願意在主祢面前示立宣廣主的恩怨
[00:00:13.000 --> 00:00:18.000]  讓耶穌基督的寶血再一次洗淨這個人的罪
[00:00:18.000 --> 00:00:22.000]  讓孩子能夠成為神話語的出口
[00:00:22.000 --> 00:00:25.000]  能夠將主的恩怨解明
[00:00:25.000 --> 00:00:28.000]  讓真理聖靈帶領我們進入真理
[00:00:29.000 --> 00:00:33.000]  讓我們能夠在主祢面前安靜、等候、願主隨聽
[00:00:33.000 --> 00:00:37.000]  奉主耶穌基督聖命祈求,啞活!
[00:00:37.000 --> 00:00:42.000]  今年教會的主題是「身心與身事」
[00:00:42.000 --> 00:00:45.000]  而今天講到的題目是
[00:00:45.000 --> 00:00:51.000]  「身生命與身生活成為為他者存在的群體」
[00:00:51.000 --> 00:00:54.000]  上年年底就講了上集
[00:00:54.000 --> 00:00:57.000]  今天就講下集
[00:00:59.000 --> 00:01:04.000]  仍然是講這個重點就是教會是什麼
[00:01:04.000 --> 00:01:09.000]  教會存在的目的、意義和功能
[00:01:09.000 --> 00:01:14.000]  二零二四年香港教會普查公佈
[00:01:14.000 --> 00:01:20.000]  反映過去五年經歷社會事件、疫情、移民潮
[00:01:20.000 --> 00:01:23.000]  結業潮種種改變底下
[00:01:23.000 --> 00:01:26.000]  香港教會受到的影響
[00:01:27.000 --> 00:01:31.000]  調查指出,實體崇拜的數字
[00:01:31.000 --> 00:01:36.000]  僅僅是十九萬七千九百三十五人
[00:01:36.000 --> 00:01:38.000]  這個統計所得
[00:01:38.000 --> 00:01:43.000]  較上一期五年之前
[00:01:43.000 --> 00:01:47.000]  二十六萬八千八百八十二人
[00:01:47.000 --> 00:01:52.000]  大幅下跌二十六點四百分比
[00:01:53.000 --> 00:01:58.000]  比起十年前
[00:01:58.000 --> 00:02:03.000]  是跌幅超過十萬
[00:02:03.000 --> 00:02:10.000]  其實在兩屆之前的普查
[00:02:10.000 --> 00:02:15.000]  教會實體崇拜人數有三十萬
[00:02:15.000 --> 00:02:19.000]  現在在十年之後
[00:02:20.000 --> 00:02:23.000]  是高達十萬人離堂
[00:02:23.000 --> 00:02:28.000]  是自有普查以來最惡劣的表現
[00:02:28.000 --> 00:02:30.000]  十萬人當中
[00:02:30.000 --> 00:02:34.000]  移民佔了當然是大多數
[00:02:34.000 --> 00:02:36.000]  但除此以外
[00:02:36.000 --> 00:02:40.000]  有不少人是用腳來投票
[00:02:40.000 --> 00:02:45.000]  是表達他們的意向
[00:02:46.000 --> 00:02:50.000]  表達他們心裡所說的
[00:02:50.000 --> 00:02:53.000]  我們需要迫切反省
[00:02:53.000 --> 00:02:58.000]  重新思想教會存在的目的和意義
[00:02:58.000 --> 00:03:01.000]  許多信徒對教會有意見
[00:03:01.000 --> 00:03:04.000]  認為教會不能與時並進
[00:03:04.000 --> 00:03:12.000]  亦有許多來賓朋友認為教會已過時
[00:03:13.000 --> 00:03:18.000]  教會不問世事只關心未信者的靈魂是否得救
[00:03:18.000 --> 00:03:21.000]  對於現實生活的議題不問不問
[00:03:21.000 --> 00:03:24.000]  不吃人間煙火不落地
[00:03:24.000 --> 00:03:27.000]  粗俗說法是不接地氣
[00:03:27.000 --> 00:03:31.000]  無怪乎我們的親戚朋友同事
[00:03:31.000 --> 00:03:34.000]  在我們邀請他們回教會時
[00:03:34.000 --> 00:03:36.000]  他們第一個反應是甚麼呢
[00:03:36.000 --> 00:03:40.000]  通常都會這樣回應
[00:03:41.000 --> 00:03:43.000]  「得閒先」
[00:03:43.000 --> 00:03:46.000]  「邪啲先」
[00:03:46.000 --> 00:03:48.000]  「退休先」
[00:03:48.000 --> 00:03:53.000]  簡單來說就是覺得沒有迫切性
[00:03:53.000 --> 00:03:59.000]  正所謂「得閒死,唔得閒病」
[00:03:59.000 --> 00:04:03.000]  精神食糧是不會飽肚的
[00:04:03.000 --> 00:04:05.000]  這個年代最重要的是甚麼呢
[00:04:05.000 --> 00:04:08.000]  這個年代最重要的是
[00:04:08.000 --> 00:04:10.000]  先顧好自己的工作
[00:04:11.000 --> 00:04:14.000]  被眼前的需要遮蔽了
[00:04:14.000 --> 00:04:18.000]  看不到真正能夠滿足自己的位置
[00:04:18.000 --> 00:04:24.000]  重點是今天我們如何讓方眾
[00:04:24.000 --> 00:04:29.000]  能夠明白基督信仰關乎永恆福祉
[00:04:29.000 --> 00:04:32.000]  亦是現今的生活
[00:04:32.000 --> 00:04:35.000]  讓人知道我們的信仰
[00:04:35.000 --> 00:04:39.000]  不只是信耶穌得永生
[00:04:40.000 --> 00:04:41.000]  而是信耶穌得永生
[00:04:41.000 --> 00:04:43.000]  即是將來的永恆事
[00:04:43.000 --> 00:04:45.000]  和今天有甚麼需要
[00:04:45.000 --> 00:04:47.000]  有甚麼關聯
[00:04:47.000 --> 00:04:50.000]  教會人數下降
[00:04:50.000 --> 00:04:54.000]  是危機亦是轉機
[00:04:54.000 --> 00:04:59.000]  就像兩個商人來到非洲賣鞋
[00:04:59.000 --> 00:05:02.000]  一舉一落機時看到
[00:05:02.000 --> 00:05:05.000]  非洲人不穿鞋
[00:05:05.000 --> 00:05:07.000]  他就打定輸數
[00:05:08.000 --> 00:05:10.000]  糟了 機票錢都虧了
[00:05:10.000 --> 00:05:12.000]  非洲人都不會穿鞋
[00:05:12.000 --> 00:05:14.000]  走來不知道做甚麼
[00:05:14.000 --> 00:05:16.000]  就打道回府
[00:05:16.000 --> 00:05:19.000]  但另一位就見到
[00:05:19.000 --> 00:05:21.000]  非洲人不穿鞋
[00:05:21.000 --> 00:05:23.000]  即是甚麼意思
[00:05:23.000 --> 00:05:25.000]  嘩 正
[00:05:25.000 --> 00:05:27.000]  一人一對賣到
[00:05:27.000 --> 00:05:30.000]  即是如果非洲人個個都不穿鞋
[00:05:30.000 --> 00:05:32.000]  如果我賣到一人一對
[00:05:32.000 --> 00:05:35.000]  我數錢都數到手軟
[00:05:37.000 --> 00:05:40.000]  馬上就開展到紅圖大計
[00:05:40.000 --> 00:05:43.000]  最終誰會成功
[00:05:43.000 --> 00:05:46.000]  大家心裡有數
[00:05:46.000 --> 00:05:49.000]  今天無疑
[00:05:49.000 --> 00:05:51.000]  我們教會的人數
[00:05:51.000 --> 00:05:54.000]  比以前是真的有下降
[00:05:54.000 --> 00:05:58.000]  但正正是讓我們去反思
[00:05:58.000 --> 00:06:01.000]  讓我們去努力
[00:06:01.000 --> 00:06:04.000]  因為圈外有氧
[00:06:05.000 --> 00:06:08.000]  有更多的人是等待我們救援
[00:06:08.000 --> 00:06:12.000]  有更多的人去等待我們邀請
[00:06:12.000 --> 00:06:15.000]  距離到我們當中
[00:06:15.000 --> 00:06:17.000]  那麼教會是甚麼
[00:06:17.000 --> 00:06:19.000]  讓我們再重溫一下
[00:06:19.000 --> 00:06:21.000]  第一
[00:06:21.000 --> 00:06:24.000]  在基督裡面的根基建造
[00:06:24.000 --> 00:06:26.000]  彼此連結
[00:06:26.000 --> 00:06:29.000]  經文裡有說到主大活石
[00:06:29.000 --> 00:06:31.000]  固然是被人所棄的
[00:06:32.000 --> 00:06:35.000]  卻是神所揀選所寶貴
[00:06:35.000 --> 00:06:40.000]  主大活石是唯一獨特無可替代
[00:06:40.000 --> 00:06:42.000]  信徒來到不斷
[00:06:42.000 --> 00:06:44.000]  來到神的面前
[00:06:44.000 --> 00:06:46.000]  自己都成為活石
[00:06:46.000 --> 00:06:49.000]  這個活石是福數
[00:06:49.000 --> 00:06:52.000]  每個信徒都是一塊活石
[00:06:52.000 --> 00:06:55.000]  信徒透過和活石基督
[00:06:55.000 --> 00:06:57.000]  連結聯合
[00:06:57.000 --> 00:07:00.000]  生命持續改變更新
[00:07:01.000 --> 00:07:02.000]  都成為活石
[00:07:02.000 --> 00:07:05.000]  在基督的根基上面建立
[00:07:05.000 --> 00:07:07.000]  成為靈工
[00:07:07.000 --> 00:07:09.000]  第二
[00:07:09.000 --> 00:07:12.000]  是認定是被救贖的群體
[00:07:12.000 --> 00:07:15.000]  活出重價的恩典
[00:07:15.000 --> 00:07:21.000]  我們是新新新新出埃及的群體
[00:07:21.000 --> 00:07:23.000]  彼得來到去
[00:07:23.000 --> 00:07:26.000]  將七十字葉本的《二錯阿書》
[00:07:26.000 --> 00:07:29.000]  四十三章二十到有一節
[00:07:30.000 --> 00:07:34.000]  合計十九章六節合併成為
[00:07:34.000 --> 00:07:36.000]  即是去第九節
[00:07:36.000 --> 00:07:38.000]  下兩章的圖片
[00:07:38.000 --> 00:07:42.000]  我們見到
[00:07:42.000 --> 00:07:45.000]  在經文舊約的七十字葉本
[00:07:45.000 --> 00:07:49.000]  在蒙簡宣的祭司和屬神的指紋
[00:07:49.000 --> 00:07:52.000]  是出於《二錯阿書》四十三章
[00:07:52.000 --> 00:07:54.000]  二十到二十一節
[00:07:54.000 --> 00:07:58.000]  而當中君尊的祭司和聖潔的角度
[00:07:59.000 --> 00:08:02.000]  是出埃及記十九章六節
[00:08:02.000 --> 00:08:05.000]  它真是包夾在裏面
[00:08:05.000 --> 00:08:09.000]  有學者認為彼得刻意這樣來安排
[00:08:09.000 --> 00:08:11.000]  是表達神學上的意義
[00:08:11.000 --> 00:08:16.000]  神的指紋從庇佬之地歸回這個英拒
[00:08:16.000 --> 00:08:21.000]  已經應驗在新約的聖徒身上
[00:08:21.000 --> 00:08:24.000]  應驗在我們身上
[00:08:24.000 --> 00:08:26.000]  這個是強調神的主動
[00:08:27.000 --> 00:08:30.000]  計算成本 傾盡全力
[00:08:30.000 --> 00:08:34.000]  今天我們感受到救恩的寶貴
[00:08:34.000 --> 00:08:39.000]  我們用什麼行動來報答神救贖的恩典
[00:08:39.000 --> 00:08:41.000]  到今天的題目
[00:08:41.000 --> 00:08:45.000]  成為為他者而存在的群體
[00:08:45.000 --> 00:08:48.000]  曾經聽到一個這樣的報導
[00:08:48.000 --> 00:08:50.000]  在多年前
[00:08:50.000 --> 00:08:52.000]  一位無神論學家
[00:08:52.000 --> 00:08:55.000]  來挑戰基督信仰
[00:08:56.000 --> 00:09:00.000]  他經常去教會
[00:09:00.000 --> 00:09:03.000]  經常在一些場合裏面
[00:09:03.000 --> 00:09:06.000]  與一些信耶穌的人
[00:09:06.000 --> 00:09:09.000]  基督信仰群體的領袖來挑戰
[00:09:09.000 --> 00:09:13.000]  我們來一場辯論
[00:09:13.000 --> 00:09:16.000]  我們來辯論
[00:09:16.000 --> 00:09:19.000]  到底這個世界上有沒有神
[00:09:19.000 --> 00:09:22.000]  在不同的場合
[00:09:23.000 --> 00:09:26.000]  講得難聽一點在跳機
[00:09:26.000 --> 00:09:28.000]  在約戰
[00:09:28.000 --> 00:09:31.000]  這個教會領袖
[00:09:31.000 --> 00:09:33.000]  這個牧者來出聲
[00:09:33.000 --> 00:09:36.000]  最終都覺得他太煩了
[00:09:36.000 --> 00:09:38.000]  好
[00:09:38.000 --> 00:09:41.000]  答應你 不過有條件
[00:09:41.000 --> 00:09:44.000]  你找一個人
[00:09:44.000 --> 00:09:48.000]  是因為你無神論的思想
[00:09:48.000 --> 00:09:50.000]  他以前是吸毒的
[00:09:51.000 --> 00:09:54.000]  他以前是坐過牢的
