
[00:00:00.000 --> 00:00:01.440]  各位電視節目你們好
[00:00:01.440 --> 00:00:03.080]  剛才也說了今天是年初六
[00:00:03.080 --> 00:00:05.000]  所以我們也需要去拜年
[00:00:05.000 --> 00:00:08.320]  在這裡祝大家龍精虎猛
[00:00:08.320 --> 00:00:09.400]  身體健康
[00:00:09.400 --> 00:00:10.960]  但是
[00:00:10.960 --> 00:00:13.480]  有一些恭喜的話
[00:00:13.480 --> 00:00:14.720]  我們盡量不要說
[00:00:14.720 --> 00:00:16.800]  有些基督徒會說這些我就不太贊成
[00:00:16.800 --> 00:00:18.960]  譬如千萬不要說
[00:00:18.960 --> 00:00:20.400]  從心所願
[00:00:20.400 --> 00:00:24.560]  因為人的內心是很奸詐的
[00:00:24.560 --> 00:00:27.280]  人心比萬物都詭咒壞到極處
[00:00:27.280 --> 00:00:29.960]  如果從心所願是很危險的
[00:00:30.360 --> 00:00:33.040]  如果你看到一個很漂亮的女孩子
[00:00:33.040 --> 00:00:35.680]  你從心所願就害死那個女孩子
[00:00:35.680 --> 00:00:39.360]  做生意的更加不要恭祝她一本萬利
[00:00:39.360 --> 00:00:40.720]  為什麼呢?
[00:00:40.720 --> 00:00:42.520]  就是叫她謀取暴利
[00:00:42.520 --> 00:00:44.320]  我們就自己受傷害
[00:00:44.320 --> 00:00:47.000]  有些話不要只是單說一句
[00:00:47.000 --> 00:00:49.400]  很簡單舉個例子
[00:00:49.400 --> 00:00:52.800]  如果你祝那個人百子千孫
[00:00:52.800 --> 00:00:53.800]  只是害她而已
[00:00:53.800 --> 00:00:55.720]  養的身份真的很大
[00:00:55.720 --> 00:00:58.040]  如果那些還不孝順就糟糕了
[00:00:58.040 --> 00:01:01.800]  所以就更加要祝那些子孫要孝順
[00:01:01.800 --> 00:01:07.240]  祝長者千萬不要只是祝祝她長命百歲
[00:01:07.240 --> 00:01:11.160]  因為我教會有一個婆婆已經98歲了
[00:01:11.160 --> 00:01:13.280]  你叫她長命百歲就是說
[00:01:13.280 --> 00:01:15.000]  兩年之後你就死了
[00:01:15.000 --> 00:01:17.960]  所以你要問清楚她究竟幾歲
[00:01:17.960 --> 00:01:19.920]  但是還要再加一句
[00:01:19.920 --> 00:01:21.840]  就是要身體健康
[00:01:21.840 --> 00:01:25.280]  因為有很多身體不健康
[00:01:25.280 --> 00:01:26.600]  但是很長壽
[00:01:26.600 --> 00:01:27.920]  是一個折磨來的
[00:01:28.480 --> 00:01:30.680]  每一年的農曆新年
[00:01:30.680 --> 00:01:34.600]  我都會按照新的一年的新詔
[00:01:34.600 --> 00:01:35.680]  講一篇道理
[00:01:35.680 --> 00:01:39.560]  我想不到竟然有些人是追究竟我說的什麼道理
[00:01:39.560 --> 00:01:42.800]  在網上如果你有看永善論壇
[00:01:42.800 --> 00:01:44.000]  有些人都留下
[00:01:44.000 --> 00:01:45.320]  牧師你今年什麼時候講?
[00:01:45.320 --> 00:01:46.360]  我很想聽
[00:01:46.360 --> 00:01:47.520]  有些不是我的教會
[00:01:47.520 --> 00:01:49.000]  就是我的11名教士朋友
[00:01:49.000 --> 00:01:52.120]  都會打電話來問牧師什麼時候會講這篇道理
[00:01:52.120 --> 00:01:53.440]  他們一年都不來一次的
[00:01:53.440 --> 00:01:55.240]  但是他們很想聽那篇新詔的道理
[00:01:55.240 --> 00:01:57.840]  但是都被一些長者說
[00:01:57.840 --> 00:01:59.040]  那你不對
[00:01:59.040 --> 00:02:01.280]  因為生肖有些迷信的事情
[00:02:01.280 --> 00:02:02.880]  我自己就很特別的
[00:02:02.880 --> 00:02:04.520]  我覺得是掛狗頭
[00:02:04.520 --> 00:02:06.000]  賣羊肉
[00:02:06.000 --> 00:02:08.800]  沒理由只是讓你寧寧講完的
[00:02:08.800 --> 00:02:12.800]  我也要在聖經裡面跟大家分享的
[00:02:12.800 --> 00:02:16.480]  所以今年就會跟大家講苦年了
[00:02:16.480 --> 00:02:18.600]  其實我也是在講聖經的
[00:02:18.600 --> 00:02:20.640]  我最記得我最特別的那篇道理
[00:02:20.640 --> 00:02:21.920]  就是鼠年
[00:02:21.920 --> 00:02:24.200]  我鼠年那篇的題目很特別
[00:02:24.200 --> 00:02:25.080]  就叫做什麼呢?
[00:02:25.080 --> 00:02:26.640]  金鼠擋災
[00:02:26.880 --> 00:02:27.880]  是不是很迷信呢?
[00:02:27.880 --> 00:02:30.160]  但是你記不記得《撒姆爾記》呢?
[00:02:30.160 --> 00:02:33.440]  就是那個藥櫃被擄
[00:02:33.440 --> 00:02:35.360]  擄到了菲利士那裡
[00:02:35.360 --> 00:02:37.320]  後來神是懲罰菲利士的
[00:02:37.320 --> 00:02:40.280]  菲利士人後來終於要將藥櫃送回去的
[00:02:40.280 --> 00:02:42.280]  還記得他還要做些什麼嗎?
[00:02:42.280 --> 00:02:44.480]  他做了五隻金鼠
[00:02:44.480 --> 00:02:46.400]  連藥櫃送回去
[00:02:46.400 --> 00:02:47.920]  然後災禍才停止
[00:02:47.920 --> 00:02:49.400]  其實我就是在講那裡而已
[00:02:49.400 --> 00:02:52.240]  所以有時候我也記得耶穌也會用一些人
[00:02:52.240 --> 00:02:56.920]  較為明白的當時一些術語
[00:02:56.920 --> 00:02:58.440]  去引申真理
[00:02:58.440 --> 00:03:03.960]  好了,跟大家分享苦年華輔的時候
[00:03:03.960 --> 00:03:06.600]  我甚至會加上一些成語
[00:03:06.600 --> 00:03:08.760]  第一個點就是
[00:03:08.760 --> 00:03:10.080]  與虎謀皮
[00:03:10.080 --> 00:03:13.040]  大家知不知道與虎謀皮的意思是什麼呢?
[00:03:13.040 --> 00:03:14.840]  就是你跟老虎說
[00:03:14.840 --> 00:03:17.200]  我很想拿你的皮
[00:03:17.200 --> 00:03:19.360]  用來做皮草
[00:03:19.360 --> 00:03:20.400]  來穿的
[00:03:20.720 --> 00:03:23.000]  那你想想老虎會不會給你呢?
[00:03:23.000 --> 00:03:24.560]  意思就是說
[00:03:24.560 --> 00:03:26.560]  不僅是浪費力氣這麼簡單
[00:03:26.560 --> 00:03:29.920]  你想一想如果一個非常有錢的人
[00:03:29.920 --> 00:03:32.160]  但是他很孤寒,一毛不拔的
[00:03:32.160 --> 00:03:33.880]  當你有經濟困難
[00:03:33.880 --> 00:03:35.840]  你問他可不可以給我一些錢用
[00:03:35.840 --> 00:03:36.920]  甚至借給我呢?
[00:03:36.920 --> 00:03:40.120]  我想那個人是一定不會來答應你的
[00:03:40.120 --> 00:03:41.480]  與虎謀皮
[00:03:41.480 --> 00:03:44.520]  好了,但是作為一個基督徒
[00:03:44.520 --> 00:03:47.320]  有時候會不會去跟撒旦
[00:03:47.320 --> 00:03:49.160]  有一個妥協
[00:03:49.880 --> 00:03:52.600]  跟撒旦有一些交易
[00:03:52.600 --> 00:03:54.840]  希望我會得到一些好處
[00:03:54.840 --> 00:03:56.480]  甚至我們的心態就是
[00:03:56.480 --> 00:03:58.160]  第二時我可以推翻你
[00:03:58.160 --> 00:04:01.240]  我想一些年長的
[00:04:01.240 --> 00:04:05.320]  或者讀書讀得較為多一些的書的
[00:04:05.320 --> 00:04:07.840]  為什麼有一本書叫《浮士得日記》?
[00:04:07.840 --> 00:04:10.760]  就是說一個人將自己的靈魂
[00:04:10.760 --> 00:04:12.000]  賣給魔鬼
[00:04:12.000 --> 00:04:14.160]  希望可以得到一些利益
[00:04:14.160 --> 00:04:16.680]  很多年前有一部電影
[00:04:17.000 --> 00:04:20.880]  叫做由阿爾柏仙奴做魔鬼的
[00:04:20.880 --> 00:04:25.440]  就是奇諾莉維斯做男主角的
[00:04:25.440 --> 00:04:27.000]  知不知道他叫什麼電影?
[00:04:27.000 --> 00:04:29.000]  《追魂交易》
[00:04:29.000 --> 00:04:32.360]  也是說他自己將他的靈魂賣給魔鬼
[00:04:32.360 --> 00:04:33.560]  然後得到一些好處
[00:04:33.560 --> 00:04:36.120]  但是我們看到現在在這個世代裡面
[00:04:36.120 --> 00:04:38.800]  有些人為了自己的利益
[00:04:38.800 --> 00:04:40.840]  為了自己的權勢
[00:04:40.840 --> 00:04:44.120]  他會來帶去餵著
[00:04:44.120 --> 00:04:45.920]  這些是魔鬼來帶去什麼呢?
[00:04:45.920 --> 00:04:46.800]  跟他妥協
[00:04:47.040 --> 00:04:49.000]  希望得到一些好處
[00:04:49.000 --> 00:04:50.800]  但是你不要忘記
[00:04:50.800 --> 00:04:52.440]  當你犯了錯的時候
[00:04:52.440 --> 00:04:55.520]  這個罪是慢慢地將我們殘食的
[00:04:55.520 --> 00:04:58.600]  我們就真的騎虎難下了
[00:04:58.600 --> 00:05:02.120]  我自己很深的一個體會
[00:05:02.120 --> 00:05:03.800]  當我還在香港的時候
[00:05:03.800 --> 00:05:05.200]  每一年的農曆新年
[00:05:05.200 --> 00:05:06.200]  年初一
[00:05:06.200 --> 00:05:07.080]  很特別
[00:05:07.080 --> 00:05:08.840]  我不是回家拜年的
[00:05:08.840 --> 00:05:11.120]  我家裡有一些悲哀
[00:05:11.120 --> 00:05:13.680]  就是大家兄弟姐妹的關係
[00:05:13.680 --> 00:05:14.800]  他們不是那麼理想
[00:05:14.800 --> 00:05:16.600]  我變成要很辛苦
[00:05:16.600 --> 00:05:18.520]  我們是約在麥當勞那裡
[00:05:18.520 --> 00:05:20.520]  大家見面交換完那些禮物
[00:05:20.520 --> 00:05:21.800]  十分鐘之後就分手了
[00:05:21.800 --> 00:05:24.520]  但是我每一年的農曆新年
[00:05:24.520 --> 00:05:26.400]  我都會去大埔
[00:05:26.400 --> 00:05:30.160]  大美督上面有一家女子戒毒中心
[00:05:30.160 --> 00:05:31.200]  是戶外團的
[00:05:31.200 --> 00:05:32.920]  因為他們正在戒毒
[00:05:32.920 --> 00:05:34.360]  就不可以回家
[00:05:34.360 --> 00:05:35.840]  我會跟他們拜年
[00:05:35.840 --> 00:05:38.640]  去跟他們分享信仰
[00:05:38.640 --> 00:05:43.800]  我很關心一些吸毒者的前景
[00:05:44.120 --> 00:05:46.640]  我是戶外團裡面的董事
[00:05:46.640 --> 00:05:47.920]  不過近期都辭職了
[00:05:47.920 --> 00:05:48.920]  不想連累他們
[00:05:48.920 --> 00:05:50.800]  有很多人
[00:05:50.800 --> 00:05:53.200]  他們沒有想過會有毒癮的
[00:05:53.200 --> 00:05:56.040]  只是不過貪得意
[00:05:56.040 --> 00:05:58.640]  打算軟性毒品
[00:05:58.640 --> 00:06:00.920]  試一兩次是沒有問題的
[00:06:00.920 --> 00:06:04.240]  但是慢慢就已經成為一個什麼呢?
[00:06:04.240 --> 00:06:05.160]  一個人
[00:06:05.160 --> 00:06:08.920]  甚至有人因為要吸食毒品沒錢
[00:06:08.920 --> 00:06:10.080]  而出賣自己
[00:06:10.080 --> 00:06:12.240]  帶來的傷害是很大的
[00:06:12.720 --> 00:06:14.360]  所以我們要很小心
[00:06:14.360 --> 00:06:17.240]  我們跟魔鬼來交易的時候
[00:06:17.240 --> 00:06:19.320]  縱使你擺脫了的時候
[00:06:19.320 --> 00:06:22.160]  但仍然回頭已是百年新
[00:06:22.160 --> 00:06:24.840]  你已經受了很大的傷害
[00:06:24.840 --> 00:06:27.000]  甚至有一些東西
[00:06:27.000 --> 00:06:28.800]  你是永遠彌補不了的
[00:06:28.800 --> 00:06:32.520]  所以跟魔鬼永遠是一個不平等的交易
[00:06:32.520 --> 00:06:33.840]  我們要很小心
[00:06:33.840 --> 00:06:38.240]  不要忘記主耶穌受魔鬼的引誘的時候
[00:06:38.240 --> 00:06:40.880]  如何魔鬼帶你去山上
[00:06:40.880 --> 00:06:42.560]  我們稱為試探山
[00:06:42.880 --> 00:06:45.440]  去看到世界和萬國的榮耀
[00:06:45.440 --> 00:06:47.040]  魔鬼跟他說
[00:06:47.040 --> 00:06:49.000]  你只要拜我一拜
[00:06:49.000 --> 00:06:50.800]  你就可以得到這些
[00:06:50.800 --> 00:06:52.640]  只是拜一拜而已
[00:06:52.640 --> 00:06:57.640]  但是耶穌絕對不會妥協
