
[00:00:00.000 --> 00:00:02.000]  吾皇大英姊妹
[00:00:02.000 --> 00:00:04.000]  我們領受神的話
[00:00:04.000 --> 00:00:06.000]  之先我們一起禱告
[00:00:06.000 --> 00:00:08.000]  各位天地的主
[00:00:08.000 --> 00:00:12.000]  你創造天地萬物
[00:00:12.000 --> 00:00:14.000]  你
[00:00:14.000 --> 00:00:18.000]  看察世情
[00:00:18.000 --> 00:00:22.000]  你愛這個世界
[00:00:22.000 --> 00:00:26.000]  亦愛這個世界上所有的人
[00:00:26.000 --> 00:00:28.000]  你
[00:00:28.000 --> 00:00:33.000]  猜你的獨生內子耶穌來到這個世界
[00:00:33.000 --> 00:00:37.000]  去服侍
[00:00:37.000 --> 00:00:45.000]  醫治眾多的人
[00:00:45.000 --> 00:00:48.000]  順利更加
[00:00:48.000 --> 00:00:50.000]  給一個使命
[00:00:50.000 --> 00:00:53.000]  放在教會裏面
[00:00:53.000 --> 00:00:55.000]  不單止
[00:00:55.000 --> 00:00:58.000]  猜我們去傳揚福音
[00:00:58.000 --> 00:01:02.000]  更加要我們去關愛這個世界
[00:01:02.000 --> 00:01:06.000]  關愛這個世界貧困的人
[00:01:06.000 --> 00:01:09.000]  純粹今日我們再一次去思想
[00:01:09.000 --> 00:01:12.000]  公義的題目
[00:01:12.000 --> 00:01:14.000]  對我來說可能
[00:01:14.000 --> 00:01:18.000]  我們仍然需要多些時間去消化
[00:01:18.000 --> 00:01:21.000]  但願主你的道帶領我們
[00:01:21.000 --> 00:01:24.000]  願聖靈帶領我們進入真理
[00:01:24.000 --> 00:01:28.000]  讓我們生活為人上
[00:01:28.000 --> 00:01:31.000]  我們要進行主理的話語
[00:01:31.000 --> 00:01:34.000]  祈禱奉耶穌基督的名
[00:01:34.000 --> 00:01:36.000]  有一個故事
[00:01:36.000 --> 00:01:38.000]  一個地產商
[00:01:38.000 --> 00:01:45.000]  一個就是博士林村的老伯伯
[00:01:45.000 --> 00:01:49.000]  有一次地產商派代表跟老伯伯說
[00:01:49.000 --> 00:01:53.000]  老伯伯不如你把你的寮屋讓給我
[00:01:53.000 --> 00:01:55.000]  讓我可以重建這裏
[00:01:55.000 --> 00:02:05.000]  因為你的屋實在太近我們的富豪豪廳
[00:02:05.000 --> 00:02:07.000]  我可以跟你換屋
[00:02:07.000 --> 00:02:11.000]  再不行的話我可以以市價的尺價
[00:02:11.000 --> 00:02:14.000]  買了你的地方
[00:02:14.000 --> 00:02:19.000]  但這個老伯伯他住了在那條村幾十年
[00:02:19.000 --> 00:02:22.000]  你叫他一下子要換別的地方
[00:02:22.000 --> 00:02:24.000]  他真的沒辦法適應
[00:02:24.000 --> 00:02:26.000]  有一次他很堅持
[00:02:26.000 --> 00:02:30.000]  我不會賣的
[00:02:30.000 --> 00:02:35.000]  地產商的代表發覺收購不成
[00:02:35.000 --> 00:02:38.000]  他只能將這個消息告訴他老闆
[00:02:38.000 --> 00:02:41.000]  他老闆聽完之後就悶悶不樂
[00:02:41.000 --> 00:02:45.000]  但這個發展商的代表就想到
[00:02:45.000 --> 00:02:47.000]  老闆我想到一件事
[00:02:47.000 --> 00:02:53.000]  博士林村不像新界那樣沒有丁權
[00:02:53.000 --> 00:02:54.000]  不如這樣吧
[00:02:54.000 --> 00:03:01.000]  我們找一間收樓的集團幫我們收
[00:03:01.000 --> 00:03:05.000]  於是收樓集團用了諸般的手段
[00:03:05.000 --> 00:03:07.000]  軟硬兼施
[00:03:07.000 --> 00:03:10.000]  甚或一些卑鄙的手段
[00:03:10.000 --> 00:03:15.000]  都沒辦法令老伯伯賣屋
[00:03:15.000 --> 00:03:22.000]  最後收樓集團趁著老伯伯不在家
[00:03:22.000 --> 00:03:26.000]  就一把火燒了他的房子
[00:03:26.000 --> 00:03:31.000]  丁子妹當我們聽到這個故事的時候
[00:03:31.000 --> 00:03:35.000]  我們心裏有沒有一種一沉的感覺
[00:03:35.000 --> 00:03:39.000]  為了發展而已
[00:03:39.000 --> 00:03:41.000]  為了你的錢包漲一點
[00:03:41.000 --> 00:03:44.000]  要讓一個貧窮的人
[00:03:44.000 --> 00:03:47.000]  一個老伯伯逼錢
[00:03:47.000 --> 00:03:51.000]  不單止那些手段
[00:03:51.000 --> 00:03:55.000]  還是一種很卑劣的手段
[00:03:55.000 --> 00:03:58.000]  丁子妹我們上個月
[00:03:58.000 --> 00:04:02.000]  陳牧師從離家書和我們思想
[00:04:02.000 --> 00:04:08.000]  到以謙卑力行公義
[00:04:08.000 --> 00:04:10.000]  他鼓勵我們
[00:04:10.000 --> 00:04:13.000]  當我們面對一些不公義的事
[00:04:13.000 --> 00:04:20.000]  盡量自然的展露那份正義感
[00:04:20.000 --> 00:04:22.000]  今天我想和大家分享一個題目
[00:04:22.000 --> 00:04:25.000]  漢德建的公義
[00:04:25.000 --> 00:04:29.000]  有兩個公義是漢德建的
[00:04:29.000 --> 00:04:30.000]  我會和大家分享
[00:04:30.000 --> 00:04:33.000]  第一個就是分配性的公義
[00:04:33.000 --> 00:04:37.000]  第二個漢德建的公義是為公義發聲
[00:04:37.000 --> 00:04:45.000]  請大家翻開聖經 針研31章1-9節
[00:04:45.000 --> 00:04:56.000]  針研的31章1-9節
[00:04:56.000 --> 00:04:58.000]  針研的31章1-9節裏面
[00:04:58.000 --> 00:05:02.000]  其實收錄了一個母親對她的王兒
[00:05:02.000 --> 00:05:09.000]  尼摩依納王一種語重心長的說話
[00:05:09.000 --> 00:05:13.000]  請大家翻開了的弟兄姊妹請大家讀
[00:05:13.000 --> 00:05:16.000]  第二節到第七節
[00:05:16.000 --> 00:05:18.000]  第二節到第七節
[00:05:18.000 --> 00:05:19.000]  1-2-3
[00:05:33.000 --> 00:05:36.000]  以慕尼尼亞君和喝酒
[00:05:36.000 --> 00:05:38.000]  君和喝酒不相異
[00:05:38.000 --> 00:05:42.000]  王子說在那裡不相異
[00:05:42.000 --> 00:05:45.000]  恐怕喝了就忘記律例
[00:05:45.000 --> 00:05:48.000]  顛倒一切困苦的人是非
[00:05:48.000 --> 00:05:51.000]  可以用紅酒給渴望的人喝
[00:05:51.000 --> 00:05:54.000]  把清酒給苦心人喝
[00:05:54.000 --> 00:05:56.000]  若喝了
[00:06:00.000 --> 00:06:06.000]  經文特別講到一個母親千叮萬囑
[00:06:06.000 --> 00:06:09.000]  她的王兒
[00:06:09.000 --> 00:06:14.000]  叫她不要在女色醜聞
[00:06:14.000 --> 00:06:17.000]  清酒濃酒那些事上放任
[00:06:17.000 --> 00:06:19.000]  你留意經文裏面
[00:06:19.000 --> 00:06:23.000]  她並不是擔心她的愛子身體不好
[00:06:23.000 --> 00:06:25.000]  身體差
[00:06:25.000 --> 00:06:28.000]  而是重點一件事
[00:06:28.000 --> 00:06:32.000]  就是想她兒子的頭腦清醒一點
[00:06:32.000 --> 00:06:35.000]  不要忘記那些困苦的人
[00:06:35.000 --> 00:06:38.000]  還他們一個公道
[00:06:38.000 --> 00:06:41.000]  經文勸勉的對象是一個君王
[00:06:41.000 --> 00:06:47.000]  我們在座的大多數都是打工仔學生
[00:06:47.000 --> 00:06:48.000]  我們是一個普羅大眾
[00:06:48.000 --> 00:06:50.000]  我們期望的當然是
[00:06:50.000 --> 00:06:54.000]  期望我們的政府為那些貧困的人
[00:06:54.000 --> 00:06:57.000]  伸張正義
