
[00:00:00.000 --> 00:00:04.240]  復活節就是必須要慶祝和紀念的
[00:00:04.240 --> 00:00:07.320]  但是不管怎樣不守節旗也好
[00:00:07.320 --> 00:00:10.880]  但是復活節還是必須紀念跟慶祝的
[00:00:10.880 --> 00:00:13.280]  因為這個是普世信徒
[00:00:13.280 --> 00:00:16.360]  都是重視的一個基督教節日
[00:00:16.360 --> 00:00:20.000]  因為這個是普世信徒都重視的節日
[00:00:20.000 --> 00:00:23.520]  那究竟怎樣去慶祝又怎樣去紀念呢
[00:00:23.520 --> 00:00:25.960]  那到底要怎樣去慶祝跟紀念呢
[00:00:25.960 --> 00:00:29.680]  才可以符合慶祝復活節的真正的意義呢
[00:00:29.680 --> 00:00:32.480]  才能符合慶祝復活節的意義呢
[00:00:32.480 --> 00:00:37.040]  下面我想給大家看四組的圖片
[00:00:37.040 --> 00:00:39.600]  下面我想要給大家看四組圖片
[00:00:39.600 --> 00:00:43.640]  是關於那些人是怎樣去慶祝和紀念復活節的
[00:00:43.640 --> 00:00:46.840]  是關於人們怎樣去慶祝跟紀念復活節
[00:00:46.840 --> 00:00:51.320]  第一組圖就是世俗化的慶祝
[00:00:51.320 --> 00:00:53.920]  第一組圖是世俗化的慶祝
[00:00:53.920 --> 00:00:56.240]  世俗化的慶祝很大程度
[00:00:56.240 --> 00:00:59.840]  已經跟耶穌復活變得一點關係都沒有了
[00:00:59.840 --> 00:01:03.360]  世俗化的慶祝已經大部分都跟
[00:01:03.360 --> 00:01:07.160]  耶穌復活的紀念都已經沒有任何關係了
[00:01:07.160 --> 00:01:10.480]  變成享受連續的假期
[00:01:10.480 --> 00:01:13.880]  家庭樂、購物消費或者是旅遊
[00:01:13.880 --> 00:01:16.480]  只是變成單純的連續假期
[00:01:16.480 --> 00:01:20.840]  家庭樂跟購物消費
[00:01:20.840 --> 00:01:25.200]  第二組圖就是我們最熟悉的慶祝方法
[00:01:25.200 --> 00:01:28.320]  第二組圖是我們最熟悉的慶祝方法
[00:01:28.320 --> 00:01:32.680]  就是我們會舉行受苦節和復活節崇拜
[00:01:32.680 --> 00:01:35.960]  就是我們會舉行受苦節跟復活節的崇拜
[00:01:35.960 --> 00:01:38.120]  我們教會每年都是這樣做的
[00:01:38.120 --> 00:01:40.000]  我們將會每年都這樣做的
[00:01:40.000 --> 00:01:41.480]  其實大家知不知道
[00:01:41.480 --> 00:01:44.760]  基本上每一個禮拜的主日
[00:01:44.760 --> 00:01:46.800]  都是紀念耶穌復活的
[00:01:46.800 --> 00:01:48.120]  其實大家知道
[00:01:48.120 --> 00:01:50.760]  其實每一個禮拜天的主日
[00:01:50.760 --> 00:01:53.000]  都是在紀念主耶穌的復活
[00:01:53.000 --> 00:01:57.040]  因為耶穌在七天的第一天是復活的
[00:01:57.040 --> 00:02:00.240]  因為耶穌是在七天的第一天去復活的
[00:02:00.240 --> 00:02:02.520]  也就是禮拜天
[00:02:02.520 --> 00:02:05.920]  所以主日又被稱為小復活節
[00:02:05.920 --> 00:02:10.280]  所以主日其實也被稱為小復活節
[00:02:10.280 --> 00:02:13.480]  為什麼我們每年仍然要特別去慶祝復活節呢
[00:02:13.480 --> 00:02:17.400]  為什麼我們每年還要特別去慶祝復活節呢
[00:02:17.400 --> 00:02:21.040]  我又給大家看第三組的圖片
[00:02:21.040 --> 00:02:24.560]  關於某些國家或是宗派慶祝復活節的方法
[00:02:24.560 --> 00:02:26.640]  那我們也看一下第三組圖片
[00:02:26.640 --> 00:02:30.960]  是關於某一些國家跟宗派去慶祝復活節的方法
[00:02:30.960 --> 00:02:33.400]  為了凸顯復活節的重要
[00:02:33.400 --> 00:02:35.440]  有些教會就會慶祝
[00:02:35.440 --> 00:02:39.120]  就是跟紀念一系列的活動
[00:02:39.120 --> 00:02:42.320]  為了凸顯復活節的重要性
[00:02:42.320 --> 00:02:47.320]  他們會特別去舉行一些活動
[00:02:47.320 --> 00:02:51.720]  比如40天的遇苦期或者叫大災期
[00:02:51.720 --> 00:02:58.400]  比如40天的遇苦期或者叫大災期
[00:02:58.400 --> 00:03:02.800]  復活節前一個禮拜的中之主日
[00:03:02.800 --> 00:03:06.080]  復活節前一個禮拜的中之主日
[00:03:06.080 --> 00:03:09.320]  受難節當然是必然的紀念活動
[00:03:09.320 --> 00:03:12.520]  受難節當然是必然的紀念活動
[00:03:12.520 --> 00:03:17.480]  還有一些國家或者教會他們為了加深人
[00:03:17.480 --> 00:03:21.360]  對耶穌受難或者復活的感受
[00:03:21.360 --> 00:03:25.000]  就會用逼真的話劇去重演耶穌受難
[00:03:25.000 --> 00:03:26.440]  死亡和復活
[00:03:26.440 --> 00:03:29.600]  還有一些國家的教會為了加深
[00:03:29.600 --> 00:03:32.960]  大家對耶穌受難的復活的感受
[00:03:32.960 --> 00:03:35.520]  他們會用比較逼真的話劇
[00:03:35.520 --> 00:03:39.120]  重演耶穌受難、死亡和復活
[00:03:39.120 --> 00:03:42.720]  比如用真的皮鞭去抽打
[00:03:42.720 --> 00:03:45.000]  比如說用真的皮鞭去抽打
[00:03:45.000 --> 00:03:48.400]  用真的荊棘帶在扮演耶穌的人頭上
[00:03:48.400 --> 00:03:52.360]  用真的荊棘放在扮演耶穌的人頭上面
[00:03:52.360 --> 00:03:55.840]  甚至有人真的用釘去釘穿手掌
[00:03:55.840 --> 00:04:00.600]  甚至有人用真的釘去釘穿自己的手腳
[00:04:00.600 --> 00:04:07.520]  給第四祖徒一些個人對復活節的紀念和慶祝
[00:04:07.520 --> 00:04:11.480]  第四祖徒是個人對復活節的紀念和慶祝
[00:04:11.480 --> 00:04:16.680]  有人會在這段時間用各種靈修方法去認罪
[00:04:16.680 --> 00:04:21.240]  有人會在這段時間用不同的靈修方法去認罪
[00:04:21.240 --> 00:04:23.920]  思考主的受難和復活
[00:04:23.920 --> 00:04:26.400]  思考主的受難和復活
[00:04:26.400 --> 00:04:30.200]  有人會去傳福音或者參加一些短宣
[00:04:30.200 --> 00:04:33.880]  有人會去傳福音或者參加短宣
[00:04:33.880 --> 00:04:38.120]  有人會選擇去關心社會上有需要的人
[00:04:38.120 --> 00:04:41.520]  有人會選擇去關心社會上有需要的人
[00:04:41.520 --> 00:04:44.560]  利用假期去做祝福人的事
[00:04:44.560 --> 00:04:47.280]  利用假期去做祝福人的事情
[00:04:47.280 --> 00:04:50.000]  也有人會透過特別的奉獻
[00:04:50.000 --> 00:04:52.680]  去感謝主的拯救和恩典
[00:04:52.680 --> 00:04:54.600]  也有人會透過特別的奉獻
[00:04:54.600 --> 00:04:57.240]  去感謝主的拯救和恩典
[00:04:57.240 --> 00:05:00.520]  其實每一個信徒都是有自由
[00:05:00.520 --> 00:05:03.640]  去用自己願意的方法去紀念的
[00:05:03.640 --> 00:05:05.640]  其實每一個信徒都是有自由
[00:05:05.640 --> 00:05:08.840]  去用自己願意的方法去紀念的
[00:05:08.840 --> 00:05:12.080]  紀念為他們受難和復活的主
[00:05:12.080 --> 00:05:15.320]  紀念為他們受難和復活的主
[00:05:15.320 --> 00:05:17.640]  不過正如我上次講道
[00:05:17.640 --> 00:05:21.160]  講信仰也都是好像愛情一樣
[00:05:21.160 --> 00:05:22.960]  正如我上一次講到
[00:05:22.960 --> 00:05:25.760]  說到信仰就像愛情一樣
[00:05:25.760 --> 00:05:28.120]  如果我們的守節不能夠令到神
[00:05:28.120 --> 00:05:30.400]  感受到我們對祂的真心
[00:05:30.400 --> 00:05:33.000]  如果我們守節並不能讓神
[00:05:33.000 --> 00:05:35.480]  感受到我們對祂的真心
[00:05:35.480 --> 00:05:38.400]  那這樣守節其實沒什麼多大的意義
[00:05:38.400 --> 00:05:41.040]  那這樣守節其實沒有太大意義的
[00:05:41.040 --> 00:05:42.000]  弟兄姊妹
[00:05:42.000 --> 00:05:44.200]  今天我希望跟大家分享的
[00:05:44.200 --> 00:05:46.160]  不是耶穌有多愛我們
[00:05:46.160 --> 00:05:46.720]  弟兄姊妹
[00:05:46.720 --> 00:05:48.400]  我今天想要跟大家分享的
[00:05:48.400 --> 00:05:50.000]  不是耶穌有多愛我們
[00:05:50.000 --> 00:05:51.920]  又或者耶穌真的復活了
[00:05:51.920 --> 00:05:54.320]  又或者是耶穌真的復活了
[00:05:54.320 --> 00:05:56.560]  而是想分享關於紀念
[00:05:56.560 --> 00:05:59.960]  耶穌受苦和復活的真正的意義
[00:05:59.960 --> 00:06:01.520]  而是分享關於
[00:06:01.520 --> 00:06:05.000]  今天耶穌受難和復活的真正意義
[00:06:05.000 --> 00:06:06.840]  還有我們怎樣回應主
[00:06:06.840 --> 00:06:10.120]  才能夠讓主感受到我們那份真心
[00:06:10.120 --> 00:06:15.080]  那我們要怎樣才能真正回應主那份真心
[00:06:15.080 --> 00:06:17.920]  所以我為大家預備了一個講題
[00:06:17.920 --> 00:06:20.680]  是我要與基督同釘十字架
[00:06:20.680 --> 00:06:23.040]  所以我為大家預備了講題是
[00:06:23.040 --> 00:06:25.200]  我要與基督同釘十字架
[00:06:25.200 --> 00:06:27.560]  因為與基督同釘十字架
[00:06:27.560 --> 00:06:31.480]  是紀念主受難和復活最重要的意義
[00:06:31.480 --> 00:06:33.920]  因為與基督同釘十字架
[00:06:33.920 --> 00:06:38.480]  是紀念主受難和復活最重要的意義
[00:06:38.480 --> 00:06:40.720]  也是我們對主的犧牲
[00:06:40.720 --> 00:06:43.200]  所能夠作出的最好的回應
[00:06:43.200 --> 00:06:47.960]  也是我們對主做出的犧牲最好的回應
[00:06:47.960 --> 00:06:50.120]  經過經文我希望分享
[00:06:50.120 --> 00:06:53.560]  與基督同釘十字架是最好回應的
[00:06:53.560 --> 00:06:55.000]  有三個原因
[00:06:55.000 --> 00:06:57.160]  經過經文
[00:06:57.160 --> 00:07:00.720]  對與基督同釘十字架是最好的回應
[00:07:00.720 --> 00:07:02.560]  有三個原因
[00:07:02.560 --> 00:07:04.040]  第一個原因
[00:07:04.040 --> 00:07:07.920]  與基督同釘十架是代表真正的跟隨
[00:07:07.920 --> 00:07:09.880]  和體貼主的心意
[00:07:09.880 --> 00:07:10.720]  第一個原因
[00:07:10.720 --> 00:07:12.400]  與基督同釘十字架
[00:07:12.400 --> 00:07:15.920]  代表真正的跟隨體貼主的心意
[00:07:15.920 --> 00:07:17.880]  當我們看聖經的時候
[00:07:17.880 --> 00:07:20.800]  是經常要注意上下文
[00:07:20.800 --> 00:07:22.360]  當我們看聖經的時候
[00:07:22.360 --> 00:07:24.880]  是經常需要注意前文後理
[00:07:24.880 --> 00:07:28.520]  另外經文如果是出現在四福音的
[00:07:28.520 --> 00:07:31.600]  《馬太》《馬可》和《路加福音》的話
[00:07:31.600 --> 00:07:35.480]  另外經文如果是出現在四福音的
[00:07:35.480 --> 00:07:38.400]  《馬太》《馬可》和《路加福音》的話
[00:07:38.400 --> 00:07:43.400]  同一件事可能很多時候都會同時出現在三卷的福音書裏面
[00:07:43.400 --> 00:07:48.680]  同一件事情很多時候會出現在這三卷經文裏面
[00:07:48.680 --> 00:07:52.120]  所以大家可以用對觀的方法去閱讀
[00:07:52.120 --> 00:07:54.920]  所以大家可以用對觀的方法去閱讀
[00:07:54.920 --> 00:07:57.880]  這樣對了解經文是有很大的幫助
[00:07:57.880 --> 00:08:01.080]  這樣對了解經文是有很大的幫助
[00:08:01.080 --> 00:08:04.600]  八章三十一至三十八節的內容
[00:08:04.600 --> 00:08:09.640]  就是耶穌向門徒預告自己的受苦、死亡和復活
[00:08:09.640 --> 00:08:12.600]  八章三十一到三十八節的內容是
[00:08:12.600 --> 00:08:18.080]  耶穌向門徒預告自己會受苦、死亡和復活
[00:08:18.080 --> 00:08:20.960]  因為這是祂作為基督的使命
[00:08:20.960 --> 00:08:23.560]  因為這是祂作為基督的使命
[00:08:23.560 --> 00:08:28.280]  不過上文的經文在二十七節到三十節
[00:08:28.280 --> 00:08:30.720]  耶穌是故意這樣問的
[00:08:30.720 --> 00:08:37.960]  但是前面的經文裏面提到就是耶穌特別這樣問的
[00:08:37.960 --> 00:08:41.360]  別人是怎樣看待祂是誰呢?
[00:08:41.360 --> 00:08:43.640]  別人是怎樣看待祂是誰呢?
[00:08:43.640 --> 00:08:47.680]  又問跟隨自己的門徒看祂是誰呢?
[00:08:47.680 --> 00:08:51.880]  又問跟隨自己的門徒看祂是誰呢?
[00:08:51.880 --> 00:08:55.120]  有人說耶穌是死了的施洗約翰
[00:08:55.120 --> 00:08:58.000]  有人說耶穌是死掉的施洗約翰
[00:08:58.000 --> 00:09:00.000]  有人說祂是以利亞
[00:09:00.000 --> 00:09:01.520]  有人說祂是以利亞
