
[00:00:00.000 --> 00:00:06.240]  大家也知道我非常喜歡約翰福音
[00:00:06.240 --> 00:00:13.840]  如果懂得欣賞約翰福音的文學
[00:00:13.840 --> 00:00:21.160]  你就會知道耶穌一號生來黑暗的人
[00:00:21.160 --> 00:00:25.040]  在約翰福音裏面是一個文學上的表達非常之美麗的
[00:00:25.040 --> 00:00:35.200]  當中無論是人物的刻畫或整件事的佈局
[00:00:35.200 --> 00:00:38.960]  主題的發揮
[00:00:38.960 --> 00:00:43.840]  都充分體會到作者運用文字的技巧和心思
[00:00:43.840 --> 00:00:53.280]  拉比這個人生來黑暗
[00:00:53.280 --> 00:00:58.120]  到底是誰犯罪呢?
[00:00:58.120 --> 00:01:01.800]  是他自己還是他的父母呢?
[00:01:01.800 --> 00:01:09.480]  如果你在場聽到這番問話你會有什麼反應?
[00:01:09.480 --> 00:01:13.160]  可能我們心裏會很反感
[00:01:13.160 --> 00:01:18.920]  門徒看見一個生來就瞎眼的人
[00:01:18.920 --> 00:01:23.720]  引發的不是他們的同情心
[00:01:23.720 --> 00:01:31.320]  他們不是問耶穌怎樣可以伸出援手去幫助這個人
[00:01:31.320 --> 00:01:37.200]  也不是請求耶穌去醫治這個病人
[00:01:37.200 --> 00:01:47.280]  而是引發他們討論一個千古難解的苦罪問題
[00:01:47.280 --> 00:01:55.480]  猶太人就帶著一個非常濃厚的因果報應觀
[00:01:55.480 --> 00:02:01.120]  因果報應觀在很多的文化也存在
[00:02:01.120 --> 00:02:10.880]  我們中國人就已經是潛移默化被這種觀念深深地影響
[00:02:10.880 --> 00:02:18.240]  如果聖經形容這個人一生來就瞎眼
[00:02:18.240 --> 00:02:24.880]  聖經也形容他要討飯為生
[00:02:24.880 --> 00:02:28.480]  他的人生意義是什麼?
[00:02:28.480 --> 00:02:31.560]  是社會的負累
[00:02:31.560 --> 00:02:34.640]  是家族的恥辱
[00:02:34.640 --> 00:02:37.400]  是別人的笑柄
[00:02:37.400 --> 00:02:40.440]  還是一個討論的個案
[00:02:40.440 --> 00:02:42.800]  無論怎樣也好
[00:02:42.800 --> 00:02:47.200]  反正他的存在就是多餘
[00:02:47.200 --> 00:02:49.680]  是社會的邊緣人
[00:02:49.680 --> 00:02:53.040]  他的人生是沒有未來的
[00:02:53.040 --> 00:02:57.240]  他的人生的結局注定是悲慘的
[00:02:57.240 --> 00:03:06.840]  因果報應觀是展示一種直線的邏輯
[00:03:06.840 --> 00:03:12.640]  意思就是一件事和一件事之間
[00:03:12.640 --> 00:03:16.160]  是朝著一個直線的發展
[00:03:16.160 --> 00:03:21.600]  譬如這個人是因為他犯了罪
[00:03:21.600 --> 00:03:25.000]  所以他生來就瞎眼了
[00:03:25.000 --> 00:03:28.600]  又或者他父母犯了罪
[00:03:28.600 --> 00:03:31.600]  所以他生來就瞎眼了
[00:03:31.600 --> 00:03:35.000]  事件和事件之間
[00:03:35.000 --> 00:03:38.120]  好像一條無形的線將這些事件連繫起來
[00:03:38.120 --> 00:03:42.400]  好像一條無形的線將這些事件連繫起來
[00:03:42.400 --> 00:03:48.880]  譬如佛教的思想很典型是因果報應觀
[00:03:48.880 --> 00:03:53.920]  譬如佛教的思想是非常典型的一種報應觀
[00:03:53.920 --> 00:03:56.800]  他經常提倡眾善因得善果
[00:03:56.800 --> 00:04:01.800]  經常提倡眾善因得善果
[00:04:01.800 --> 00:04:04.600]  因果循環屢報不爽
[00:04:04.600 --> 00:04:07.400]  因果循環屢報不爽
[00:04:07.400 --> 00:04:13.320]  所以有時候我們做人要做好心背後的動機或者動力
[00:04:13.320 --> 00:04:17.840]  比如我們做人要做好心背後的一個動機或者是動力
[00:04:17.840 --> 00:04:19.400]  就是希望好心有好報
[00:04:19.400 --> 00:04:21.720]  就是希望好心有好報
[00:04:21.720 --> 00:04:23.920]  是一種投資
[00:04:23.920 --> 00:04:26.720]  希望有一天有一種回報給我自己
[00:04:26.720 --> 00:04:29.200]  希望有一天有一種回報
[00:04:29.200 --> 00:04:32.120]  這種思想不一定是完全的錯
[00:04:32.120 --> 00:04:34.400]  這種思想不一定是錯的
[00:04:34.400 --> 00:04:39.840]  但是未必能夠解釋好複雜的這些苦難和人生的問題
[00:04:39.840 --> 00:04:45.120]  但未必可以完全解釋這種複雜的人生難題
[00:04:45.120 --> 00:04:47.440]  如果按照因果論的思想
[00:04:47.440 --> 00:04:49.280]  如果按照因果論的思想
[00:04:49.280 --> 00:04:51.360]  就產生所謂的報應觀
[00:04:51.360 --> 00:04:53.160]  就產生一種報應觀
[00:04:53.160 --> 00:04:54.320]  善有善報
[00:04:54.320 --> 00:04:55.400]  善有善報
[00:04:55.400 --> 00:04:56.440]  惡有惡報
[00:04:56.440 --> 00:04:57.320]  惡有惡報
[00:04:57.320 --> 00:04:58.440]  若然不報
[00:04:58.440 --> 00:04:59.480]  若然不報
[00:04:59.480 --> 00:05:00.800]  只是時辰未到
[00:05:00.800 --> 00:05:01.880]  只是時辰未到
[00:05:01.880 --> 00:05:03.120]  我看你幾時死
[00:05:03.120 --> 00:05:05.680]  我看天幾時收你
[00:05:05.680 --> 00:05:08.440]  看天何時收你
[00:05:08.440 --> 00:05:11.720]  所以一出生這個人雙目瞎了眼
[00:05:11.720 --> 00:05:15.120]  這個人一出生雙目就瞎了眼
[00:05:15.120 --> 00:05:17.200]  一定是你前世做了什麼壞事
[00:05:17.200 --> 00:05:19.600]  一定是他前世做了一些壞事
[00:05:19.600 --> 00:05:21.360]  或者你的父母做的壞事多
[00:05:21.360 --> 00:05:22.800]  或者是父母做的壞事多
[00:05:22.800 --> 00:05:23.760]  所以活該了
[00:05:23.760 --> 00:05:24.720]  你的報應來了
[00:05:24.720 --> 00:05:26.120]  所以活該報應來了
[00:05:26.120 --> 00:05:27.520]  天現在來收你了
[00:05:27.520 --> 00:05:29.520]  天就來給你報應了
[00:05:29.520 --> 00:05:33.520]  所以我們經常說中國人做善事其實是很功利的
[00:05:33.520 --> 00:05:36.520]  所以中國人做善事是很功利的
[00:05:36.520 --> 00:05:38.160]  是事前一種的投資
[00:05:38.160 --> 00:05:39.640]  是事前一種的投資
[00:05:39.640 --> 00:05:41.960]  所以你看到很多罪犯也是
[00:05:41.960 --> 00:05:44.480]  可能很多罪犯也是
[00:05:44.480 --> 00:05:46.680]  犯了一些彌天大罪也好
[00:05:46.680 --> 00:05:48.600]  犯了一些大罪也好
[00:05:48.600 --> 00:05:50.480]  另一面他又做慈善
[00:05:50.480 --> 00:05:51.640]  善長仁翁
[00:05:51.640 --> 00:05:53.840]  另一面他也做很多善事
[00:05:53.840 --> 00:05:56.360]  所以做一些好事來平衡一下人生
[00:05:56.360 --> 00:05:59.920]  所以做一些好事來平衡一下人生
[00:05:59.920 --> 00:06:02.080]  失明是一件很可怕的事情
[00:06:02.080 --> 00:06:04.920]  失明是一件很可怕的事情
[00:06:04.920 --> 00:06:06.480]  因為他的世界是黑暗的
[00:06:06.480 --> 00:06:08.080]  因為他的世界是黑暗的
[00:06:08.080 --> 00:06:08.960]  沒有色彩的
[00:06:08.960 --> 00:06:09.920]  沒有色彩的
[00:06:09.920 --> 00:06:13.160]  但是人的心眼失明是更加可怕的
[00:06:13.160 --> 00:06:16.360]  但是人的心眼失明是更加可怕的
[00:06:16.360 --> 00:06:17.880]  保羅曾經這樣說
