
[00:00:00.000 --> 00:00:04.440]  各位朋友 各位弟兄姊妹 平安
[00:00:04.440 --> 00:00:07.860]  在這個世代 如果大家真的可以覺得
[00:00:07.860 --> 00:00:10.580]  心中又平安 生活又平安
[00:00:10.580 --> 00:00:13.360]  是不是很安呢
[00:00:13.360 --> 00:00:18.240]  今天的題目就叫做「困惑人生的出路」
[00:00:18.240 --> 00:00:22.620]  廣福堂的弟兄姊妹設計的海報很聰明
[00:00:22.620 --> 00:00:26.320]  做了一個迷宮出來
[00:00:26.320 --> 00:00:30.120]  你們試過在地上行迷宮嗎
[00:00:30.120 --> 00:00:32.820]  找不到出路嗎
[00:00:32.820 --> 00:00:36.420]  找不到出路 還坐在那裡
[00:00:36.420 --> 00:00:38.680]  我說地上的迷宮你玩過沒有
[00:00:38.680 --> 00:00:40.200]  玩過了嘛
[00:00:40.200 --> 00:00:42.620]  你出來之後才能坐在那裡
[00:00:42.620 --> 00:00:44.560]  那你怎麼坐在那裡
[00:00:44.560 --> 00:00:48.440]  所以這條題目很容易回答
[00:00:48.440 --> 00:00:50.020]  又出路了
[00:00:50.020 --> 00:00:54.160]  但有沒有想過 這個迷宮是一個平面迷宮
[00:00:54.160 --> 00:00:57.160]  如果迷宮變成立體迷宮
[00:00:57.160 --> 00:00:59.380]  那你要多想一件事
[00:00:59.380 --> 00:01:02.400]  即是現在大家都知道
[00:01:02.400 --> 00:01:06.820]  去超級市場買東西 叫「條碼」
[00:01:06.820 --> 00:01:11.440]  現在聽聽看 教會附件都說有一個QR code
[00:01:11.440 --> 00:01:13.660]  叫「二維碼」
[00:01:13.660 --> 00:01:16.640]  請問用條碼的閱讀器
[00:01:16.640 --> 00:01:22.180]  可不可以讀到QR code的QR code
[00:01:22.180 --> 00:01:24.480]  很多人就是這樣
[00:01:24.480 --> 00:01:28.440]  用平面的東西 去看立體的東西
[00:01:28.440 --> 00:01:29.920]  我以前不太懂這些東西
[00:01:29.920 --> 00:01:31.640]  我有一次問一個同事
[00:01:31.640 --> 00:01:33.300]  我以前在學校工作
[00:01:33.300 --> 00:01:36.160]  我要講福音信息
[00:01:36.160 --> 00:01:39.780]  我真的謙虛問他 他是一個物理老師
[00:01:39.780 --> 00:01:43.420]  我問他可不可以給我解釋什麼是平面 什麼是立體
[00:01:43.420 --> 00:01:46.140]  他看著我 這樣都不懂
[00:01:46.140 --> 00:01:48.040]  我真的不懂
[00:01:48.040 --> 00:01:52.740]  他又講了一樣東西給我聽 我到家都記得
[00:01:52.740 --> 00:01:57.640]  他說平面就是平面 立體就是立體
[00:01:57.640 --> 00:01:59.480]  我都不明白
[00:01:59.480 --> 00:02:04.160]  於是他拿了一個籃球在手上
[00:02:04.160 --> 00:02:08.200]  看著 我這個籃球拍下去
[00:02:08.200 --> 00:02:10.760]  那怎樣? 接回去
[00:02:10.760 --> 00:02:12.400]  這個叫立體
[00:02:12.400 --> 00:02:15.680]  但平面 看到我這樣的動作
[00:02:15.680 --> 00:02:19.880]  就是一點 一個圈 一點 一個圈
[00:02:19.880 --> 00:02:21.360]  你明不明白?
[00:02:21.360 --> 00:02:26.120]  你不明白就是你都沒有這些知識了
[00:02:26.120 --> 00:02:30.520]  平面就是你這個籃球拍下去的時候
[00:02:30.520 --> 00:02:32.120]  是一個立體
[00:02:32.120 --> 00:02:34.640]  但在那張紙地面上
[00:02:34.640 --> 00:02:36.760]  它是一點 接著一個圈
[00:02:36.760 --> 00:02:38.040]  一個圈之後 一個點
[00:02:38.040 --> 00:02:39.600]  一個圈 是不是?
[00:02:39.600 --> 00:02:40.880]  明不明白?
[00:02:40.880 --> 00:02:44.280]  別人看都不明白的
[00:02:44.280 --> 00:02:46.280]  我教過小學的
[00:02:46.280 --> 00:02:49.880]  我教小學的時候 教每一堂課落課之前的那一群人
[00:02:49.880 --> 00:02:53.360]  明不明白? 明 知不知? 知
[00:02:53.360 --> 00:02:56.920]  還要講嗎? 不用了 就要落課了
[00:02:56.920 --> 00:02:58.720]  於是我給他們做家課
[00:02:58.720 --> 00:03:02.160]  一做了家課回來 第二天又沒有打交叉的
[00:03:02.160 --> 00:03:04.240]  你怎麼知道?
[00:03:04.240 --> 00:03:06.960]  那他實在明不明白?
[00:03:06.960 --> 00:03:09.560]  弟兄姊妹 我們的信仰
[00:03:09.560 --> 00:03:12.760]  我今天跟大家講的是一樣的
[00:03:12.760 --> 00:03:14.880]  你以為你現在很聰明
[00:03:14.880 --> 00:03:16.760]  你很有本事
[00:03:16.760 --> 00:03:18.360]  很有遠見
[00:03:18.360 --> 00:03:20.720]  很有學問 知識經歷
[00:03:20.720 --> 00:03:23.880]  你的人生有沒有出路?
[00:03:23.880 --> 00:03:25.720]  聖經告訴我
[00:03:25.720 --> 00:03:29.080]  人生四個字
[00:03:29.080 --> 00:03:32.880]  出 生
[00:03:32.880 --> 00:03:34.640]  什麼?
[00:03:34.640 --> 00:03:37.720]  我沒有講 你講而已
[00:03:37.720 --> 00:03:40.000]  待會聖經告訴你
[00:03:40.000 --> 00:03:43.040]  你聽到耶穌基督的說話 肯相信祂
[00:03:43.040 --> 00:03:45.680]  你就可以出生入死
[00:03:45.680 --> 00:03:47.200]  出 死 入 生
[00:03:47.200 --> 00:03:48.840]  這樣做的
[00:03:48.840 --> 00:03:50.280]  如果不是
[00:03:50.280 --> 00:03:54.360]  你的一生就是出 生 入 死
[00:03:54.360 --> 00:03:57.160]  出生的人都有人生
[00:03:57.160 --> 00:04:00.440]  人生是一個困局
[00:04:00.440 --> 00:04:03.040]  當你很聰明 找到出路
[00:04:03.040 --> 00:04:05.120]  以為出去了 完蛋了
[00:04:05.120 --> 00:04:07.400]  結果發覺 不是
[00:04:07.400 --> 00:04:10.520]  完蛋了 是不是?
[00:04:10.520 --> 00:04:13.360]  我不是跟你講人生哲理
[00:04:13.360 --> 00:04:14.880]  今天只是從聖經裡面看
[00:04:14.880 --> 00:04:16.040]  我們看兩次聖經
[00:04:16.040 --> 00:04:18.480]  第一次聖經 耶穌基督怎麼說?
[00:04:18.480 --> 00:04:21.360]  約翰福音16章33節
[00:04:21.360 --> 00:04:23.960]  「我對你們說了這事
[00:04:23.960 --> 00:04:29.160]  是要使你們在我裡面有平安
[00:04:29.160 --> 00:04:31.320]  在世上你們有苦難
[00:04:31.320 --> 00:04:33.360]  但你們要有勇氣
[00:04:33.360 --> 00:04:35.240]  我已經勝過世界」
[00:04:35.240 --> 00:04:37.560]  這句譯本叫「有勇氣」
[00:04:37.560 --> 00:04:39.600]  但有些譯本就說
[00:04:39.600 --> 00:04:42.440]  「你們放心」
[00:04:42.440 --> 00:04:45.160]  它說的就是說
[00:04:45.160 --> 00:04:49.600]  你們在世上活著的時候
[00:04:49.600 --> 00:04:51.040]  我可以告訴你
[00:04:51.040 --> 00:04:53.040]  如果你不來我那裡
[00:04:53.040 --> 00:04:54.080]  耶穌說的
[00:04:54.080 --> 00:04:55.240]  你不來我那裡
[00:04:55.240 --> 00:04:57.840]  跟我聯合起來
[00:04:57.840 --> 00:05:00.800]  你的苦難多多
[00:05:00.800 --> 00:05:03.680]  但當你來到我裡面
[00:05:03.680 --> 00:05:06.760]  順著我接受之後
[00:05:06.760 --> 00:05:08.080]  問題就在這裡
[00:05:08.080 --> 00:05:09.680]  它說你可以放心
[00:05:09.680 --> 00:05:10.680]  為什麼?
[00:05:10.680 --> 00:05:12.160]  它說那些苦難
[00:05:12.160 --> 00:05:15.560]  對你來講起不了作用
[00:05:15.560 --> 00:05:18.200]  苦難對每個人來講
[00:05:18.200 --> 00:05:20.600]  都起不同的作用的
[00:05:20.600 --> 00:05:21.800]  有些人還沒發生
[00:05:21.800 --> 00:05:23.920]  已經害怕得七彩了
[00:05:23.920 --> 00:05:27.720]  有些人發生了才會擔心
[00:05:27.720 --> 00:05:29.880]  有些人發生過後
[00:05:29.880 --> 00:05:33.040]  才發現原來是這樣的
[00:05:33.040 --> 00:05:34.520]  所以說「你放心」
[00:05:34.520 --> 00:05:37.040]  因為他曾經來過世界
[00:05:37.040 --> 00:05:39.600]  在地上生活過
[00:05:39.600 --> 00:05:41.080]  所以當他說
[00:05:41.080 --> 00:05:42.200]  「你可以放心」時
