
[00:00:00.000 --> 00:00:01.040]  文安!弟兄姊妹!
[00:00:01.040 --> 00:00:05.440]  好開心呀,你重複講道就第一次
[00:00:05.440 --> 00:00:07.680]  通常來親都按目禮
[00:00:07.680 --> 00:00:09.620]  好開心呀,上次何牧師提到
[00:00:09.620 --> 00:00:11.780]  來按親都三個,幾好呀
[00:00:11.780 --> 00:00:14.340]  三三不盡
[00:00:14.340 --> 00:00:17.920]  願神興起更多更多的工人在我們當中
[00:00:17.920 --> 00:00:21.500]  再一次自我介紹,播道總會總幹事陳永舟
[00:00:21.500 --> 00:00:26.880]  亦都代表播道總會和大家來到去文安
[00:00:27.380 --> 00:00:30.700]  願上帝的恩惠和慈愛伴隨著大家
[00:00:30.700 --> 00:00:33.780]  好開心呀,來到大家當中
[00:00:33.780 --> 00:00:36.340]  我早堂又見到一個
[00:00:36.340 --> 00:00:38.640]  之前認識的弟兄姊妹
[00:00:38.640 --> 00:00:40.180]  是不是叫中堂呀,剛才那個堂
[00:00:40.180 --> 00:00:41.200]  不知是甚麼堂
[00:00:41.200 --> 00:00:44.540]  又見到一個,這堂稍後完了會否又見到
[00:00:44.540 --> 00:00:46.320]  好開心呀,好親切
[00:00:46.320 --> 00:00:47.860]  主內的一家
[00:00:47.860 --> 00:00:49.140]  提到親切呢
[00:00:49.140 --> 00:00:50.940]  弟兄姊妹在總會的服侍
[00:00:50.940 --> 00:00:53.240]  都是叫我咒目的
[00:00:53.240 --> 00:00:56.060]  因為我們有很多德高望重的陳牧師
[00:00:56.300 --> 00:00:59.880]  有時開會叫陳牧師,我都不知道叫我,我還坐在這裏
[00:00:59.880 --> 00:01:04.500]  我們以知識別,有時開會開到很晚,大家都睏了
[00:01:04.500 --> 00:01:06.800]  叫下咒目,醒神就知道叫我咒目
[00:01:06.800 --> 00:01:09.100]  我真的很喜歡別人叫我咒目
[00:01:09.100 --> 00:01:12.440]  因為行章咒目就快死了
[00:01:12.440 --> 00:01:15.500]  提一下自己要傳福音,我真心話的
[00:01:15.500 --> 00:01:17.820]  我們行章咒目就快死了
[00:01:17.820 --> 00:01:20.120]  努力去傳福音
[00:01:20.120 --> 00:01:22.940]  都是重要的,傳道人有時
[00:01:22.940 --> 00:01:24.720]  以我們的職業就是
[00:01:24.980 --> 00:01:29.840]  傳福音救靈魂,讀經祈禱,這些固然是需要的,所以都要提一下
[00:01:29.840 --> 00:01:32.920]  正如剛才所說,工作就
[00:01:32.920 --> 00:01:33.940]  不是第一天
[00:01:33.940 --> 00:01:35.980]  出來就做牧師
[00:01:35.980 --> 00:01:37.260]  因為我有些
[00:01:37.260 --> 00:01:41.880]  會友有時都很天真地問,你是不是一出生就做牧師,我當然不是
[00:01:41.880 --> 00:01:45.200]  我做過很多工作,才神呼召我
[00:01:45.200 --> 00:01:49.820]  在一個社區教會服侍,在彩雲邨做了一整年
[00:01:49.820 --> 00:01:53.400]  我算上做社工,做傳道,我差不多三十年了
[00:01:53.660 --> 00:01:55.200]  神又呼召我
[00:01:55.200 --> 00:01:56.740]  去總會服侍
[00:01:56.740 --> 00:01:59.040]  播道一家,在這個崗位裏
[00:01:59.040 --> 00:02:03.400]  去不同的播道會服侍,真是我自己很希朗的士逢德
[00:02:03.400 --> 00:02:07.240]  正如剛才所說,不是一出生就做牧師,做過很多工作
[00:02:07.240 --> 00:02:12.600]  我從前做事真的很深印象,不知道大家有沒有遇過一些同事
[00:02:12.600 --> 00:02:15.160]  比較卸膊,斤斤計較
[00:02:15.160 --> 00:02:19.520]  一叫他做事都未開口,這件事不是我跟開的
[00:02:21.320 --> 00:02:24.640]  跟同事說,我找誰做,大家怎樣配合
[00:02:24.640 --> 00:02:26.440]  他真的這樣跟我說
[00:02:26.440 --> 00:02:28.480]  找誰做事
[00:02:28.480 --> 00:02:30.280]  誰誰靠得住
[00:02:30.280 --> 00:02:31.560]  你知不知道下一句是什麼
[00:02:31.560 --> 00:02:35.140]  嘩,原來你們有這麼多豬奶在身邊
[00:02:35.140 --> 00:02:42.040]  我以為是我說的,原來你們也有豬奶在身邊,我真的不知道
[00:02:42.040 --> 00:02:46.140]  我又沒有考究,為什麼不是牛公在身邊,而是要豬奶呢
[00:02:46.140 --> 00:02:49.980]  他真的這樣說,誰靠得住,豬奶都會上樹
[00:02:51.260 --> 00:02:54.080]  這就證明那個人不可靠,對不對
[00:02:54.080 --> 00:02:58.180]  事實是真的,你待人接物
[00:02:58.180 --> 00:03:03.560]  其實你這個人可不可靠,負不負責任,真是一個很重要的生命質素
[00:03:03.560 --> 00:03:07.400]  今天我們宣講詩篇第62篇
[00:03:07.400 --> 00:03:10.720]  只能提醒我們神是可靠的那一位
[00:03:10.720 --> 00:03:13.800]  是值得我們放心投靠的那一位
[00:03:13.800 --> 00:03:15.580]  我們再做一個祈禱
[00:03:15.580 --> 00:03:17.900]  我們祈禱,願聖靈來到我們工作
[00:03:18.140 --> 00:03:21.980]  父愛願你這樣來幫助,帶領我們進入你的話語
[00:03:21.980 --> 00:03:27.620]  在道裡面我們能夠體會到上帝你自己的愛,是何等的長闊和高深
[00:03:27.620 --> 00:03:30.940]  並且讓我們能夠可以這樣實踐
[00:03:30.940 --> 00:03:35.040]  我們這樣同心的祈禱,奉耶穌基督的聖名而求
[00:03:35.040 --> 00:03:36.580]  阿們
[00:03:36.580 --> 00:03:39.900]  大衛的詩
[00:03:39.900 --> 00:03:41.960]  家級詩班長
[00:03:41.960 --> 00:03:44.260]  照耶稣頓的做法
[00:03:44.260 --> 00:03:47.340]  標題之後,經文開始
[00:03:49.120 --> 00:03:57.060]  唯獨等候神,我的心才有安息,我的拯救從祂而來,唯獨祂是我的盤石,我的拯救,祂是我的保障,我必不自動搖
[00:03:57.060 --> 00:04:02.940]  你們大家攻擊一個人,要把他殺害如同拆毀傾斜的牆
[00:04:02.940 --> 00:04:04.220]  張倒的壁
[00:04:04.220 --> 00:04:06.020]  要到幾時呢
[00:04:06.020 --> 00:04:10.620]  他們彼此相義,無要把他從尊位上拉下來
[00:04:10.620 --> 00:04:12.160]  他們喜愛方話
[00:04:12.160 --> 00:04:13.700]  口須祝福
[00:04:13.700 --> 00:04:15.220]  心卻就坐
[00:04:15.220 --> 00:04:17.540]  有一個小奶奶表示停一停
[00:04:18.340 --> 00:04:24.500]  我們讀聖經,我們知道詩篇是在聖經裏面最長篇幅的經卷
[00:04:24.500 --> 00:04:25.780]  150篇
[00:04:25.780 --> 00:04:31.140]  如果你揭實體的聖經,差不多你中間一揭,一定是詩篇的了,一定中的了
[00:04:31.140 --> 00:04:36.780]  亦都看到有編修的痕跡,有卷一,卷二,卷三,卷四,卷五
[00:04:36.780 --> 00:04:39.340]  遠到摩西,嘩!上古的時候
[00:04:39.340 --> 00:04:41.400]  近到可能是大衛
[00:04:41.400 --> 00:04:43.940]  我們看到是有個編修的痕跡
[00:04:44.200 --> 00:04:48.280]  而這個卷一,卷二,卷五,很明顯和五經
[00:04:48.280 --> 00:04:52.100]  摩西五經是正在對照的,我想這個不用怎麼爭辯,是猶太的傳統
[00:04:52.100 --> 00:04:58.220]  卷二,是最多大衛的詩篇
[00:04:58.220 --> 00:05:02.380]  很多時候會有個標題,就像這裏,大衛的詩
[00:05:02.380 --> 00:05:06.140]  當然大衛的詩是大衛寫的詩,大衛喜歡的詩
[00:05:06.140 --> 00:05:09.620]  還是為歌頌大衛而寫的詩呢,我們又不知道
[00:05:09.620 --> 00:05:13.140]  不過肯定是一個很密切的關係
[00:05:13.380 --> 00:05:20.540]  這裏還提到趙爺道頓,這個趙爺道頓是在歷代寺找到的,他真的是詩班長
[00:05:20.540 --> 00:05:27.720]  所以從這些蛛絲馬跡來看,這篇詩篇和大衛的關係一定非常之緊密
[00:05:27.720 --> 00:05:35.400]  甚至你代入在大衛的生平來看,又將他從尊位拉下來,人們又謀害他
[00:05:35.400 --> 00:05:38.720]  自然就令我們想起阿沙隆的叛變
[00:05:40.520 --> 00:05:44.360]  他的兒子都背叛他,眾叛親離的時候,他就逃難了
[00:05:44.360 --> 00:05:50.240]  如果你這樣代入這篇詩篇的時候
[00:05:50.240 --> 00:05:55.360]  你看的情況,你會明白到詩人的心境會很不同
[00:05:55.360 --> 00:05:59.460]  他正面對一個非常之巨大的艱難
[00:05:59.460 --> 00:06:02.540]  面對艱難的時候,他不是怨天尤人
[00:06:02.540 --> 00:06:08.420]  他是提醒自己,也提醒跟隨他的同伴,我們懷著感恩的心
[00:06:08.420 --> 00:06:09.700]  去依靠神
[00:06:11.500 --> 00:06:17.640]  我們如果讀和合本,我講到的就是用新譯本,和合本是我們很熟悉的經文
[00:06:17.640 --> 00:06:20.460]  我的心默默無聲,尊等候臣
[00:06:20.460 --> 00:06:25.320]  新譯本的譯法就將他導致了,他先放一個尊
[00:06:25.320 --> 00:06:27.360]  尊等候臣
[00:06:27.360 --> 00:06:28.900]  唯獨等候臣
[00:06:28.900 --> 00:06:30.180]  是同一個字來的
[00:06:30.180 --> 00:06:36.840]  所以有些譯本翻譯成真等候臣,真正的真
[00:06:38.120 --> 00:06:42.460]  我無要,我承言,我確實這樣的意思
[00:06:42.460 --> 00:06:48.860]  他告訴大家知道,我們可以強調的是什麼呢?
[00:06:48.860 --> 00:06:54.760]  是強調我們可以依靠上帝,而當我這樣依靠上帝的時候,我心裡就有平安了
[00:06:54.760 --> 00:06:57.820]  所以那個依靠
[00:06:57.820 --> 00:07:01.920]  和平安是貫穿了這一首詩篇裏面的
[00:07:01.920 --> 00:07:04.220]  待會你讀下去,你會讀到的,第1至4節
[00:07:04.480 --> 00:07:09.340]  讀到第5至8節,差不多是重複的,特別是第1、2和第5、6節
[00:07:09.340 --> 00:07:13.700]  唯獨安息貫穿了這首詩篇的主題
[00:07:13.700 --> 00:07:16.760]  接著之後,重複也出現了一些詞彙
[00:07:16.760 --> 00:07:20.860]  盤石,拯救,保障,不致動搖
[00:07:20.860 --> 00:07:25.980]  盤石就比喻恆久,堅固,可靠
[00:07:25.980 --> 00:07:27.780]  和下文可以對照的
[00:07:28.040 --> 00:07:34.440]  是張島的牆,要倒的壁,嘩,長島眾人推,推了一份
[00:07:34.440 --> 00:07:40.320]  這邊搖搖欲墜,嘩,這邊堅固穩妥,他做了一個對比,告訴你
[00:07:40.320 --> 00:07:44.420]  至於拯救,是作者親身經歷過的
[00:07:44.420 --> 00:07:50.580]  所以他才有這樣的信心,他安靜來等候,不僅如此,他也呼籲其他人學他
[00:07:50.580 --> 00:07:53.140]  相信得過上帝的拯救
[00:07:53.140 --> 00:07:57.740]  保障有避難所的意味,保護
[00:07:59.020 --> 00:08:03.120]  難免對敵人的攻擊,惡意的加害
[00:08:03.120 --> 00:08:06.180]  他接著問,要到幾時呢?
