
[00:00:00.000 --> 00:00:00.600]  好
[00:00:00.600 --> 00:00:02.200]  今天講到
[00:00:02.200 --> 00:00:04.440]  八福
[00:00:04.440 --> 00:00:05.600]  知不知道是什麼?
[00:00:05.600 --> 00:00:06.920]  我們回教會一輪的人
[00:00:06.920 --> 00:00:07.980]  一提這兩個字
[00:00:07.980 --> 00:00:10.200]  應該都知道我大概講什麼
[00:00:10.200 --> 00:00:12.600]  如果是初信主
[00:00:12.600 --> 00:00:14.700]  或者未曾接觸過基督教
[00:00:14.700 --> 00:00:17.180]  就不太知道了
[00:00:17.180 --> 00:00:18.080]  也猜得到的
[00:00:18.080 --> 00:00:19.580]  福氣嘛
[00:00:19.580 --> 00:00:21.940]  八樣東西的福氣
[00:00:21.940 --> 00:00:23.240]  是的
[00:00:23.240 --> 00:00:24.680]  正正是這個意思
[00:00:24.680 --> 00:00:29.600]  八福是在聖經裡面很獨特的一個記載
[00:00:29.600 --> 00:00:35.400]  獨特之處我一會兒講下去就會詳細講了
[00:00:35.400 --> 00:00:37.100]  但是在開頭的時候
[00:00:37.100 --> 00:00:42.980]  我想用一些方式帶出這個話題
[00:00:42.980 --> 00:00:46.200]  大家都活在這個世界
[00:00:46.200 --> 00:00:48.900]  很多時候看到一些新聞
[00:00:48.900 --> 00:00:51.100]  看到一些廣告
[00:00:51.100 --> 00:00:53.700]  很多宣傳
[00:00:53.700 --> 00:01:01.700]  很多人都會玩一些文字
[00:01:01.700 --> 00:01:03.600]  做一些創作
[00:01:03.600 --> 00:01:06.300]  文字本來不是這個意思的
[00:01:06.300 --> 00:01:08.000]  他就用了別的字
[00:01:08.000 --> 00:01:10.200]  或者賦予他一些新的意思
[00:01:10.200 --> 00:01:12.600]  你看下去也覺得很有趣
[00:01:12.600 --> 00:01:14.200]  讓你有深刻的印象
[00:01:14.200 --> 00:01:15.000]  是不是?
[00:01:15.000 --> 00:01:18.900]  但是這個做法慢慢變化下去
[00:01:18.900 --> 00:01:23.100]  有些人多了一步
[00:01:23.100 --> 00:01:26.200]  就用它來挖苦人
[00:01:26.200 --> 00:01:27.500]  取笑人
[00:01:27.500 --> 00:01:29.500]  讓人不開心等等
[00:01:29.500 --> 00:01:32.300]  也是這樣的方式
[00:01:32.300 --> 00:01:36.200]  甚至乎到了厲害一點的時候
[00:01:36.200 --> 00:01:41.600]  就混淆了別人的視聽
[00:01:41.600 --> 00:01:43.300]  以假亂真
[00:01:43.300 --> 00:01:46.600]  甚至乎有些罪惡的在當中
[00:01:46.600 --> 00:01:47.600]  也會有的
[00:01:47.600 --> 00:01:51.600]  所以我們知道將那些字改來改去
[00:01:51.600 --> 00:01:53.400]  我這麼說又不是這麼意思
[00:01:53.400 --> 00:01:55.300]  這些玩弄文字的遊戲
[00:01:55.300 --> 00:01:58.800]  其實我們經常碰到四處都有的
[00:01:58.800 --> 00:02:01.000]  有些是沒有殺傷力的
[00:02:01.000 --> 00:02:02.100]  挺有趣的
[00:02:02.100 --> 00:02:03.500]  舉一些例子
[00:02:03.500 --> 00:02:05.500]  我也是隨意找的
[00:02:05.500 --> 00:02:10.100]  有一個明星拍了一些影片
[00:02:10.100 --> 00:02:14.000]  本來他是演戲做明星的
[00:02:14.000 --> 00:02:17.200]  現在跑去做廚師
[00:02:17.200 --> 00:02:21.800]  拍了一套叫做《十二道風味》
[00:02:21.800 --> 00:02:28.400]  通常風味我們是吹味道的風
[00:02:28.400 --> 00:02:31.100]  剛好他的名字有個風字
[00:02:31.100 --> 00:02:32.900]  就是刀鋒的風
[00:02:32.900 --> 00:02:35.100]  他用了風來代替了
[00:02:35.100 --> 00:02:36.900]  看上去挺有趣的
[00:02:36.900 --> 00:02:38.100]  又讓你記得
[00:02:38.100 --> 00:02:39.400]  沒有殺傷力的
[00:02:39.400 --> 00:02:40.300]  無所謂的
[00:02:40.300 --> 00:02:43.600]  很久以前有些歌不只是一首的
[00:02:43.600 --> 00:02:46.300]  但是我想起有一首
[00:02:46.300 --> 00:02:49.200]  就是王菲的一首歌
[00:02:49.200 --> 00:02:50.900]  叫做《飛自由》
[00:02:50.900 --> 00:02:52.900]  那一段時間很流行的歌
[00:02:52.900 --> 00:02:54.800]  跟歌星的名字
[00:02:54.800 --> 00:02:56.400]  拔了一個字下去
[00:02:56.400 --> 00:02:58.000]  差不多的音
[00:02:58.000 --> 00:02:59.700]  但是代表了另一個意思
[00:02:59.700 --> 00:03:03.200]  其實那首歌是說飛翔多麼自由
[00:03:03.200 --> 00:03:04.500]  暢快
[00:03:04.500 --> 00:03:06.500]  剛好他的名字有個飛字
[00:03:06.500 --> 00:03:08.300]  不過此飛不同彼飛
[00:03:08.300 --> 00:03:10.800]  讓你有些印象記得
[00:03:10.800 --> 00:03:13.200]  這些我們很常見的
[00:03:13.200 --> 00:03:16.300]  另外一些可能比較貼身
[00:03:16.300 --> 00:03:21.100]  現在很多人都在考慮健康
[00:03:21.100 --> 00:03:23.900]  就說要小心三高
[00:03:23.900 --> 00:03:25.500]  大家知道什麼是三高嗎?
[00:03:25.500 --> 00:03:28.000]  血脂高
[00:03:28.000 --> 00:03:29.200]  血壓高
[00:03:29.200 --> 00:03:30.700]  血糖高
[00:03:30.700 --> 00:03:32.800]  這個名字也是很正常的
[00:03:32.800 --> 00:03:34.400]  讓我們比較容易記住
[00:03:34.400 --> 00:03:36.400]  但是另外有些人
[00:03:36.400 --> 00:03:39.400]  又會賦予一些新的意思
[00:03:39.400 --> 00:03:43.500]  特別是在中國大陸那裡說女子擇偶的時候
[00:03:43.500 --> 00:03:45.200]  也要三高的
[00:03:45.200 --> 00:03:46.600]  知道什麼是三高嗎?
[00:03:46.600 --> 00:03:48.200]  要收入高
[00:03:48.200 --> 00:03:49.400]  學歷高
[00:03:49.400 --> 00:03:51.100]  還要身高
[00:03:51.100 --> 00:03:55.500]  很多這些文字上的用法
[00:03:55.500 --> 00:03:57.800]  有一些是無妨的
[00:03:57.800 --> 00:04:00.500]  但是到了一些我們覺得
[00:04:00.500 --> 00:04:02.300]  怎麼搞的?
[00:04:02.300 --> 00:04:03.500]  我們今天講到
[00:04:03.500 --> 00:04:05.000]  講基督教信仰的事情
[00:04:05.000 --> 00:04:06.300]  為什麼要扯得這麼遠呢?
[00:04:06.300 --> 00:04:09.800]  原因就是坊間有些教會
[00:04:09.800 --> 00:04:12.200]  用"八福"這個字
[00:04:12.200 --> 00:04:15.200]  來賦予一些新的內容
[00:04:15.200 --> 00:04:18.200]  因為這個講到錄音
[00:04:18.200 --> 00:04:19.600]  我讀那些字的時候
[00:04:19.600 --> 00:04:20.700]  待會不會全部讀完
[00:04:20.700 --> 00:04:21.600]  有兩個字
[00:04:21.600 --> 00:04:24.000]  我會用嘟嘟聲來代替
[00:04:24.000 --> 00:04:26.500]  否則別人一聽就知道我說哪一間教會
[00:04:26.500 --> 00:04:27.500]  就不好意思了
[00:04:27.500 --> 00:04:29.800]  那麼
[00:04:29.800 --> 00:04:32.000]  下一張
[00:04:32.000 --> 00:04:33.200]  幫我按一按
[00:04:34.500 --> 00:04:36.800]  我們先讀經文
[00:04:36.800 --> 00:04:39.000]  今天講的經文
[00:04:39.000 --> 00:04:40.200]  真是八福
[00:04:40.200 --> 00:04:41.700]  是耶穌講的八福
[00:04:41.700 --> 00:04:46.000]  記載在《馬太福音》五章一至十二節
[00:04:46.000 --> 00:04:48.600]  我們試試一起讀好不好?
[00:04:48.600 --> 00:04:54.000]  "耶穌看見這許多的人就上了山"
[00:04:54.000 --> 00:04:55.500]  "既已坐下"
[00:04:55.500 --> 00:04:57.900]  "門徒到他跟前來"
[00:04:57.900 --> 00:05:00.400]  "他就開口教訓他們"
[00:05:00.400 --> 00:05:03.200]  "說:虛心的人有福了"
[00:05:03.200 --> 00:05:05.600]  "因為天國是他們的"
[00:05:05.600 --> 00:05:07.800]  "哀動的人有福了"
[00:05:07.800 --> 00:05:10.200]  "因為他們必得安慰"
[00:05:10.200 --> 00:05:12.300]  "溫柔的人有福了"
[00:05:12.300 --> 00:05:15.100]  "因為他們必承受地土"
[00:05:15.100 --> 00:05:17.900]  "饑渴無意的人有福了"
[00:05:17.900 --> 00:05:20.200]  "因為他們必得飽足"
[00:05:20.200 --> 00:05:22.600]  "憐恤人的人有福了"
[00:05:22.600 --> 00:05:25.000]  "因為他們必蒙憐恤"
[00:05:25.000 --> 00:05:27.000]  "清心的人有福了"
[00:05:27.000 --> 00:05:29.400]  "因為他們必得見神"
[00:05:29.400 --> 00:05:31.900]  "使人和睦的人有福了"
[00:05:31.900 --> 00:05:35.000]  "因為他們必稱為神的兒子"
[00:05:35.000 --> 00:05:37.800]  "畏義受逼迫的人有福了"
[00:05:37.800 --> 00:05:40.100]  "因為天國是他們的"
[00:05:40.100 --> 00:05:42.700]  "人若因辱罵你們"
[00:05:42.700 --> 00:05:43.900]  "逼迫你們"
[00:05:43.900 --> 00:05:46.000]  "捏造各樣壞話"
[00:05:46.000 --> 00:05:47.300]  "誹謗你們"
[00:05:47.300 --> 00:05:49.200]  "你們就有福了"
[00:05:49.200 --> 00:05:51.200]  "應當歡喜快樂"
[00:05:51.200 --> 00:05:55.000]  "因為你們在天上的賞賜是大的"
[00:05:55.000 --> 00:05:57.500]  "在你們以前的先知"
[00:05:57.500 --> 00:06:00.300]  "也是這樣逼迫他們"
[00:06:00.300 --> 00:06:02.100]  這就是耶穌所說的
[00:06:02.100 --> 00:06:03.600]  記載在《馬太福音》
[00:06:03.600 --> 00:06:06.300]  就是編寫聖經的人
[00:06:06.300 --> 00:06:09.100]  給他一個題目叫做"八福"
[00:06:09.100 --> 00:06:13.200]  因為內容講到什麼人有福什麼人有福
[00:06:13.200 --> 00:06:16.500]  數了有八個就叫做"八福"
[00:06:16.500 --> 00:06:19.700]  我們傳統基督教一講"八福"就會想起這樣
[00:06:19.700 --> 00:06:22.200]  我剛才所說坊間有一個教會
[00:06:22.200 --> 00:06:24.700]  他將"八福"這個名堂
[00:06:24.700 --> 00:06:27.800]  賦予一些新的意義和內容
