
[00:00:00.000 --> 00:00:02.540]  今天我們會繼續來看提摩太后書
[00:00:02.540 --> 00:00:05.440]  上一次我和大家去看過第一章
[00:00:05.440 --> 00:00:08.080]  今天我會繼續來看保羅的精靈
[00:00:08.080 --> 00:00:14.160]  讓我們來領受神要從這一章裏面給我們的訊息
[00:00:14.160 --> 00:00:16.900]  在開始的時候都和大家來溫習一下
[00:00:16.900 --> 00:00:21.080]  看看大家還記得有多少上一次第一章裏面的訊息
[00:00:21.080 --> 00:00:25.320]  大家還有沒有人記得第一章有兩個重點講過甚麼
[00:00:25.320 --> 00:00:29.320]  第一個我提醒大家我們要有甚麼
[00:00:29.720 --> 00:00:30.760]  有家教
[00:00:30.760 --> 00:00:33.840]  無論在家裏也好在教會也好
[00:00:33.840 --> 00:00:36.800]  我們屬靈的家庭裏面我們都應該有家教
[00:00:36.800 --> 00:00:40.440]  然後我們要作一個不恥之圖
[00:00:40.440 --> 00:00:43.880]  我們不以基督的信仰為恥的信圖
[00:00:43.880 --> 00:00:46.760]  這個就是保羅來到勸勉提摩太后
[00:00:46.760 --> 00:00:49.280]  在第一章的時候給她的訊息
[00:00:49.280 --> 00:00:51.800]  我們要堅持做一個有家教
[00:00:51.800 --> 00:00:54.920]  我們不以基督信仰為恥的基督圖
[00:00:54.920 --> 00:00:58.360]  今天我們會看提摩太后書的第二章
[00:00:58.360 --> 00:01:00.040]  我們會看上半部分
[00:01:00.040 --> 00:01:02.000]  因為時間關係我們只能夠看一半
[00:01:02.000 --> 00:01:04.480]  下一次有機會再和大家一起繼續看
[00:01:04.480 --> 00:01:07.600]  我們會先看第二章的第一節到第七節
[00:01:07.600 --> 00:01:09.120]  如果在座當中的弟兄姊妹
[00:01:09.120 --> 00:01:11.240]  你在教會都久一點的時候
[00:01:11.240 --> 00:01:15.840]  可能你都聽過這段經文裏面其中一兩節都很熟悉的
[00:01:15.840 --> 00:01:18.120]  我們都先一起來讀一次
[00:01:18.120 --> 00:01:19.640]  從第一節讀到第七節
[00:01:19.640 --> 00:01:22.240]  來讀一次這段經文
[00:01:22.240 --> 00:01:23.920]  請我們一起預備起
[00:01:24.360 --> 00:01:29.720]  我兒啊,你要在基督耶穌的恩典上剛強起來
[00:01:29.720 --> 00:01:34.800]  你在許多見證人面前聽見我所教訓的
[00:01:34.800 --> 00:01:39.360]  也要交託那忠心能教導別人的人
[00:01:39.360 --> 00:01:42.160]  你要和我同壽苦難
[00:01:42.160 --> 00:01:45.360]  好像基督耶穌的正兵
[00:01:45.360 --> 00:01:47.800]  凡在軍中當兵的
[00:01:47.800 --> 00:01:49.960]  不將誓無前身
[00:01:49.960 --> 00:01:53.760]  好叫那朝他當兵的人喜悅
[00:01:53.760 --> 00:01:56.200]  人若在牆上比武
[00:01:56.200 --> 00:01:57.880]  非按規矩
[00:01:57.880 --> 00:02:00.040]  就不能得冠冕
[00:02:00.040 --> 00:02:01.680]  勞力的農夫
[00:02:01.680 --> 00:02:03.960]  你當先得糧食
[00:02:03.960 --> 00:02:07.000]  我所說的話你要思想
[00:02:07.000 --> 00:02:10.720]  因為凡事主必給你聰明
[00:02:10.720 --> 00:02:12.600]  這段經文第一個訊息
[00:02:12.600 --> 00:02:14.800]  我想和大家講的就是
[00:02:14.800 --> 00:02:16.640]  要傳承
[00:02:16.640 --> 00:02:19.240]  薪火相傳
[00:02:19.240 --> 00:02:25.120]  這是一個在保羅教科比提摩泰的使命或任務裏面
[00:02:25.120 --> 00:02:27.240]  他的祝福裏面一個很重要的
[00:02:27.240 --> 00:02:30.240]  要薪火相傳,要傳承
[00:02:30.240 --> 00:02:33.240]  我剛剛上個星期去了國內做一些服事
[00:02:33.240 --> 00:02:35.040]  坐飛機回來的時候
[00:02:35.040 --> 00:02:37.040]  有機會看回香港
[00:02:37.040 --> 00:02:39.240]  幾天沒有看報紙,看回一份報紙
[00:02:39.240 --> 00:02:42.960]  那份報紙說到原來有一個新聞報道說
[00:02:42.960 --> 00:02:47.560]  在香港一些所謂富豪的家族
[00:02:47.560 --> 00:02:52.560]  他們怎樣將他們上一代的生意交給下一代
[00:02:52.560 --> 00:02:54.840]  那段報道很少
[00:02:54.840 --> 00:02:58.840]  所以我回來上網看看有沒有一些文章
[00:02:58.840 --> 00:02:59.840]  或消息關於這個
[00:02:59.840 --> 00:03:03.840]  有一篇文章原來都是說到這方面的事情
[00:03:03.840 --> 00:03:05.840]  這篇文章的名字挺特別的
[00:03:05.840 --> 00:03:08.840]  它就叫做「生之傳承」
[00:03:08.840 --> 00:03:12.840]  這個「生」我想可能它都不是叫生命的「生」
[00:03:12.840 --> 00:03:13.840]  不過都是生命的「生」
[00:03:13.840 --> 00:03:15.840]  不過我想它讀的音應該叫做「生」
[00:03:15.840 --> 00:03:17.840]  「生」的「生」是差不多
[00:03:17.840 --> 00:03:19.840]  「生意的傳承」
[00:03:19.840 --> 00:03:23.840]  可能是在說富豪上一代和下一代的接棒
[00:03:23.840 --> 00:03:28.840]  怎樣將他們的工作、生意交給下一代
[00:03:28.840 --> 00:03:34.840]  它就提到這個交棒如果成功與否
[00:03:34.840 --> 00:03:37.840]  就會定企業的生死
[00:03:37.840 --> 00:03:39.840]  有一點我就想起
[00:03:39.840 --> 00:03:41.840]  就好像我們看一些運動比賽
[00:03:41.840 --> 00:03:43.840]  可能你都親身參加過
[00:03:43.840 --> 00:03:45.840]  四成一百的接力
[00:03:45.840 --> 00:03:48.840]  你一接力一棒交一棒
[00:03:48.840 --> 00:03:50.840]  交到前面的人手裏面
[00:03:50.840 --> 00:03:52.840]  交不到就大件事
[00:03:52.840 --> 00:03:56.840]  跌棒整個比賽就不用繼續跑下去
[00:03:56.840 --> 00:03:58.840]  所以這個都提醒我們原來
[00:03:58.840 --> 00:04:00.840]  在傳承交接裏面
[00:04:00.840 --> 00:04:04.840]  要交棒接棒其實是很重要的
[00:04:04.840 --> 00:04:08.840]  這個是我們在當中要去學習
[00:04:08.840 --> 00:04:15.840]  有時候我們都聽這些比較有錢的家族企業
[00:04:15.840 --> 00:04:20.840]  他們有時候就提出一句我們時時聽的俗語
[00:04:20.840 --> 00:04:24.840]  但他們就成為這些企業的一個魔咒
[00:04:24.840 --> 00:04:30.840]  他們說有一句說話叫「富不過三代」
[00:04:30.840 --> 00:04:32.840]  即是你今天很有錢
[00:04:32.840 --> 00:04:35.840]  第一代去到第三代可能都已經不知道去了哪裏
[00:04:35.840 --> 00:04:38.840]  那篇文章裏面生之傳承
[00:04:38.840 --> 00:04:40.840]  真的提了一些研究
[00:04:40.840 --> 00:04:42.840]  在美國的研究
[00:04:42.840 --> 00:04:46.840]  第一代交到第二代成功過渡的企業
[00:04:46.840 --> 00:04:50.840]  只有30%
[00:04:50.840 --> 00:04:52.840]  由第二代到第三代
[00:04:52.840 --> 00:04:54.840]  大家猜猜有多少
[00:04:54.840 --> 00:04:56.840]  還少
[00:04:56.840 --> 00:04:58.840]  只有12%
[00:04:58.840 --> 00:05:00.840]  由第三代交到第四代
[00:05:00.840 --> 00:05:01.840]  都剩下一點點
[00:05:01.840 --> 00:05:02.840]  3%
[00:05:02.840 --> 00:05:05.840]  他就說到中國都差不多
[00:05:05.840 --> 00:05:07.840]  中國都不是太多第四三代
[00:05:07.840 --> 00:05:09.840]  但他說第一第二到第三
[00:05:09.840 --> 00:05:11.840]  差不多都是這樣的比例
[00:05:11.840 --> 00:05:13.840]  所以發覺原來都不容易的
[00:05:13.840 --> 00:05:16.840]  要做好一些承傳接棒
[00:05:16.840 --> 00:05:18.840]  即是怎樣來交棒
[00:05:18.840 --> 00:05:20.840]  其實都不容易
[00:05:20.840 --> 00:05:22.840]  有時候他們就說
[00:05:22.840 --> 00:05:25.840]  你錢就容易交
[00:05:25.840 --> 00:05:26.840]  身家就容易分
[00:05:26.840 --> 00:05:29.840]  但上一代那種的威望
[00:05:29.840 --> 00:05:31.840]  就很難傳給下一代
[00:05:31.840 --> 00:05:33.840]  今天可能我們覺得
[00:05:33.840 --> 00:05:35.840]  富豪分身家
[00:05:35.840 --> 00:05:38.840]  或富豪傳去的生意
[00:05:38.840 --> 00:05:39.840]  對我們沒什麼影響
[00:05:39.840 --> 00:05:41.840]  但我會提醒大家
[00:05:41.840 --> 00:05:42.840]  可能我們在座
[00:05:42.840 --> 00:05:45.840]  未必有這麼多富豪的背景
[00:05:45.840 --> 00:05:47.840]  但我想我們的背景
[00:05:47.840 --> 00:05:49.840]  都有一位在提摩太前書
[00:05:49.840 --> 00:05:51.840]  六章十七節告訴我們
[00:05:51.840 --> 00:05:55.840]  他講到人的財產富足的時候
[00:05:55.840 --> 00:05:56.840]  提醒我們
[00:05:56.840 --> 00:05:59.840]  我們要依靠那口齒白沫
[00:05:59.840 --> 00:06:01.840]  給我們享受的神
[00:06:01.840 --> 00:06:03.840]  縱然可能我們覺得
[00:06:03.840 --> 00:06:05.840]  自己都不是什麼有錢人
[00:06:05.840 --> 00:06:06.840]  我們沒什麼生意
[00:06:06.840 --> 00:06:07.840]  但我會提醒
[00:06:07.840 --> 00:06:09.840]  我們有一位口齒白沫
[00:06:09.840 --> 00:06:10.840]  給我們的神
[00:06:10.840 --> 00:06:12.840]  我們的神是很豐富的
[00:06:12.840 --> 00:06:13.840]  所以今天我們來自
[00:06:13.840 --> 00:06:16.840]  領受神給我們這麼多恩典的時候
[00:06:16.840 --> 00:06:18.840]  我們要傳什麼下去呢
[00:06:18.840 --> 00:06:20.840]  我們都同樣要傳承下去
[00:06:20.840 --> 00:06:21.840]  所以在保羅比提摩太的時候
[00:06:21.840 --> 00:06:22.840]  他告訴我們
[00:06:22.840 --> 00:06:25.840]  有幾樣是要去傳承給下一代的
[00:06:25.840 --> 00:06:27.840]  第一個是傳什麼呢
[00:06:27.840 --> 00:06:30.840]  他提醒提摩太在二章一節講到
[00:06:30.840 --> 00:06:32.840]  你要在基督耶穌的恩典上
[00:06:32.840 --> 00:06:33.840]  剛強起來
[00:06:33.840 --> 00:06:35.840]  第一個就是要剛強
[00:06:35.840 --> 00:06:36.840]  這個要剛強其實正正就是
[00:06:36.840 --> 00:06:39.840]  上一次我們講到一章七和八節
[00:06:39.840 --> 00:06:41.840]  提摩太被保羅不斷提醒
[00:06:41.840 --> 00:06:42.840]  他要有能力
[00:06:42.840 --> 00:06:43.840]  在聖靈裡面
[00:06:43.840 --> 00:06:44.840]  在神裡面
[00:06:44.840 --> 00:06:45.840]  他要有能力
[00:06:45.840 --> 00:06:46.840]  因為我們說到
[00:06:46.840 --> 00:06:48.840]  提摩太是一個比較膽怯的人
[00:06:48.840 --> 00:06:50.840]  他比較膽小
[00:06:50.840 --> 00:06:52.840]  所以保羅鼓勵他
[00:06:52.840 --> 00:06:53.840]  他要剛強
[00:06:53.840 --> 00:06:54.840]  要加給他力量
[00:06:54.840 --> 00:06:57.840]  他告訴他這個能力的源頭不是來自
[00:06:57.840 --> 00:06:59.840]  他可以有多少學識
[00:06:59.840 --> 00:07:01.840]  去學到多少功夫
[00:07:01.840 --> 00:07:03.840]  他跟了保羅多久
[00:07:03.840 --> 00:07:04.840]  這個能力的源頭
[00:07:04.840 --> 00:07:06.840]  是來自耶穌基督的恩典
[00:07:06.840 --> 00:07:07.840]  所以如果我們說
[00:07:07.840 --> 00:07:09.840]  現代這些富豪
[00:07:09.840 --> 00:07:12.840]  他們第二第三代有父蔭的話
[00:07:12.840 --> 00:07:14.840]  我們同樣都有一個天父的蔭秘
[00:07:14.840 --> 00:07:15.840]  我們有父蔭
[00:07:15.840 --> 00:07:18.840]  我們的能力來自天父的恩典
[00:07:18.840 --> 00:07:21.840]  恩典才是一個最重要的
[00:07:21.840 --> 00:07:23.840]  保羅他自己的經歷都是一樣
[00:07:23.840 --> 00:07:25.840]  如果我們認識保羅的時候
[00:07:25.840 --> 00:07:28.840]  你就知道他的背景十分之好
[00:07:28.840 --> 00:07:30.840]  他來自羅馬
[00:07:30.840 --> 00:07:32.840]  一出生就是羅馬公民
[00:07:32.840 --> 00:07:34.840]  所以他在受審判的時候
[00:07:34.840 --> 00:07:36.840]  嚇壞人
[00:07:36.840 --> 00:07:38.840]  他有好的學識
[00:07:38.840 --> 00:07:40.840]  可能擺在今天
[00:07:40.840 --> 00:07:42.840]  他可以擁有幾個博士學位的人
[00:07:42.840 --> 00:07:43.840]  他是很有學問
[00:07:43.840 --> 00:07:45.840]  很有背景的人
[00:07:45.840 --> 00:07:47.840]  但是保羅當他面對艱難的時候
[00:07:47.840 --> 00:07:48.840]  他都發現到
[00:07:48.840 --> 00:07:50.840]  他自己生命要面對艱難的時候
[00:07:50.840 --> 00:07:52.840]  他靠的都不是這些背景
