
[00:00:00.000 --> 00:00:04.620]  我知道大英姐妹有很多是參加團契或小組的
[00:00:04.620 --> 00:00:06.000]  可否請你舉手
[00:00:06.000 --> 00:00:10.040]  我們知道有哪位是參加團契或小組的
[00:00:10.040 --> 00:00:16.240]  有很多 第四堂有很多大英姐妹是參加的
[00:00:16.240 --> 00:00:18.960]  願神賜福你們在團契小組的生活
[00:00:18.960 --> 00:00:21.020]  是更加的蒙恩
[00:00:21.020 --> 00:00:24.060]  而未有參加的求神都引導你的心
[00:00:24.060 --> 00:00:27.580]  你們去尋找信徒的群體
[00:00:27.580 --> 00:00:30.020]  我有很多次問及一些大英姐妹
[00:00:30.020 --> 00:00:32.400]  他們都會表達
[00:00:32.400 --> 00:00:36.460]  未有時間或忙碌未必能夠參加團契小組
[00:00:36.460 --> 00:00:38.720]  有些時候都很明白的
[00:00:38.720 --> 00:00:41.920]  但我多數都會請他們祈禱
[00:00:41.920 --> 00:00:44.760]  你祈禱 求神為你開出路
[00:00:44.760 --> 00:00:46.960]  求神帶領你在忙碌當中
[00:00:46.960 --> 00:00:51.680]  都能夠找到合適自己的團契或小組
[00:00:51.680 --> 00:00:56.360]  在當中生活不單是孤單地上路
[00:00:56.360 --> 00:00:58.080]  在信仰的路上
[00:00:58.080 --> 00:01:00.920]  我們不可以自己一個人
[00:01:00.920 --> 00:01:04.160]  我們需要大英姐妹和我們一起去成長
[00:01:04.160 --> 00:01:07.200]  而神定義是讓教徒生命的成長
[00:01:07.200 --> 00:01:11.040]  在信徒的群體當中出現
[00:01:11.040 --> 00:01:13.360]  你會看到很多聖經裡面提及
[00:01:13.360 --> 00:01:17.040]  早期的教會他們是在殿中敬拜
[00:01:17.040 --> 00:01:20.240]  在家中彼此相交
[00:01:20.240 --> 00:01:23.840]  所以以者是不可以分割開
[00:01:23.840 --> 00:01:25.720]  所以但願神恩待我們
[00:01:25.720 --> 00:01:29.200]  讓我們中間弟兄姊妹有更多能夠在團契小組當中
[00:01:29.200 --> 00:01:30.760]  得著生命的建立
[00:01:30.760 --> 00:01:37.320]  大家一起祈禱 我們把時間再加給主
[00:01:37.320 --> 00:01:39.320]  天父我們感謝祢
[00:01:39.320 --> 00:01:42.520]  祢賜給我們弟兄姊妹
[00:01:42.520 --> 00:01:44.120]  主我們何等有福
[00:01:44.120 --> 00:01:47.240]  能夠在人生信仰的路上
[00:01:47.240 --> 00:01:50.600]  有祢所賜給我們的同行者
[00:01:50.600 --> 00:01:52.000]  主也求祢教我們
[00:01:52.000 --> 00:01:56.520]  自己學習更多懂得去愛護弟兄姊妹
[00:01:56.520 --> 00:02:00.200]  讓我們不單考慮到自己的需要
[00:02:00.200 --> 00:02:03.720]  更體會到施比受更為有福
[00:02:03.720 --> 00:02:06.680]  在付出在關心別人的過程當中
[00:02:06.680 --> 00:02:11.120]  自己的生命更加在祢面前蒙恩成長
[00:02:11.120 --> 00:02:12.040]  主我們禱告祢
[00:02:12.040 --> 00:02:15.680]  在這段時間求祢賜下祢寶貴的聖賢
[00:02:15.680 --> 00:02:19.560]  藉著祢的聖靈在我們心中引導我們
[00:02:19.560 --> 00:02:21.880]  不單是在頭腦上明白
[00:02:21.880 --> 00:02:25.680]  給我們心靈有那種力量去行出來
[00:02:25.680 --> 00:02:27.560]  以致當我們行出來的時候
[00:02:27.560 --> 00:02:29.400]  我們就蒙福
[00:02:29.400 --> 00:02:32.840]  求祢帶領引導我們這段時間
[00:02:32.840 --> 00:02:36.480]  我們祈禱仰望奉耶穌基督聖名求
[00:02:36.480 --> 00:02:37.960]  阿們
[00:02:37.960 --> 00:02:39.480]  好 大家再遣返開聖經
[00:02:39.480 --> 00:02:45.280]  哥羅西書第三章的經文
[00:02:45.280 --> 00:02:49.360]  我們繼續群體之間彼此的牧養
[00:02:49.360 --> 00:02:54.520]  特別是在愛中以神的道來互相建立
[00:02:54.520 --> 00:02:57.360]  剛才大家讀到第三章第十二節
[00:02:57.360 --> 00:02:59.680]  一開始你會看到聖經所說
[00:02:59.680 --> 00:03:01.360]  「所以」
[00:03:01.360 --> 00:03:06.160]  「所以」亦表示與上文有直接的關係
[00:03:06.160 --> 00:03:10.160]  所以大家可以看聖經看到前面的一部份
[00:03:10.160 --> 00:03:13.840]  去到前面三章第五節又提到「所以」
[00:03:13.840 --> 00:03:16.360]  我們再去上面三章第一節
[00:03:16.360 --> 00:03:19.680]  由「所以」三次提到「所以」
[00:03:19.680 --> 00:03:22.800]  如果你再上第二章最後一部份
[00:03:22.800 --> 00:03:25.360]  一段的小段落開始
[00:03:25.360 --> 00:03:30.120]  這個標題寫著「在基督裡作新人」
[00:03:30.120 --> 00:03:32.560]  你會發覺整段經文是說
[00:03:32.560 --> 00:03:35.360]  當人領受救恩之後
[00:03:35.360 --> 00:03:37.760]  成為新造的人
[00:03:37.760 --> 00:03:40.960]  這個新人有甚麼生命的特質呢?
[00:03:40.960 --> 00:03:44.520]  就是整段經文一直講述的
[00:03:44.520 --> 00:03:47.160]  請提及我們夢神的拯救
[00:03:47.160 --> 00:03:49.320]  救人已經過去了
[00:03:49.320 --> 00:03:51.680]  在第三章第一節就說
[00:03:51.680 --> 00:03:54.800]  「所以你們既然與基督一同復活
[00:03:54.800 --> 00:03:57.240]  就當尋求天上的事」
[00:03:57.240 --> 00:03:58.160]  第二節說
[00:03:58.160 --> 00:04:00.680]  我們要思念的是天上的事
[00:04:00.680 --> 00:04:02.840]  不是地上的事
[00:04:02.840 --> 00:04:06.600]  如果我們已經得著新的生命
[00:04:06.600 --> 00:04:11.200]  地上不是我們真正的家鄉
[00:04:11.200 --> 00:04:15.520]  我們有天上永恆神給我們的家
[00:04:15.520 --> 00:04:17.280]  所以上帝告訴我們
[00:04:17.280 --> 00:04:19.440]  如果你是新人
[00:04:19.440 --> 00:04:23.400]  你真正的生命不在地上
[00:04:23.400 --> 00:04:26.200]  你的生命在天上
[00:04:26.200 --> 00:04:28.960]  因此你的心思不要被地上的事情
[00:04:28.960 --> 00:04:32.560]  纏擾你、捆綁你
[00:04:32.560 --> 00:04:35.600]  你要讓你的心思在上面
[00:04:35.600 --> 00:04:38.560]  耶穌基督永恆的事上面
[00:04:38.560 --> 00:04:40.480]  第三節就說
[00:04:40.480 --> 00:04:43.920]  「因為你們已經死了」
[00:04:43.920 --> 00:04:46.800]  又或者有些未曾認識耶穌的朋友
[00:04:46.800 --> 00:04:48.240]  看到這段聖經
[00:04:48.240 --> 00:04:51.040]  就說「嘩!罵我?」
[00:04:51.040 --> 00:04:52.960]  先說我們已經死了
[00:04:52.960 --> 00:04:54.240]  不是責罵
[00:04:54.240 --> 00:04:58.560]  而是說我們的救人已經死去了
[00:04:58.560 --> 00:05:04.480]  「你們的生命與基督一同藏在神的裡面」
[00:05:04.480 --> 00:05:06.680]  我們有一個新的生命
[00:05:06.680 --> 00:05:10.200]  我們被稱為天國的子民
[00:05:10.200 --> 00:05:13.240]  天國的子民有一個特點
[00:05:13.240 --> 00:05:15.560]  我們在地上生活
[00:05:15.560 --> 00:05:18.680]  我們仍然在地上生活
[00:05:18.680 --> 00:05:21.680]  但我們是屬於天國的
[00:05:21.680 --> 00:05:22.480]  或者你說
[00:05:22.480 --> 00:05:23.960]  那你怎樣分辨得到?
[00:05:23.960 --> 00:05:26.000]  沒錯,一般人不會看得出來
[00:05:26.000 --> 00:05:29.880]  我們頭上都不會有一個光圈、光環
[00:05:29.880 --> 00:05:34.680]  但我們的生命是與人不同
[00:05:34.680 --> 00:05:37.600]  這是聖經所講述的事實
[00:05:37.600 --> 00:05:39.400]  所以你再看看聖經所說
[00:05:39.400 --> 00:05:41.120]  第三節繼續說
[00:05:41.120 --> 00:05:46.680]  「你們的生命與基督一同藏在神的裡面」
[00:05:46.680 --> 00:05:48.920]  當耶穌基督再回來的時候
[00:05:48.920 --> 00:05:53.440]  我們會與祂一同顯現在榮耀當中
[00:05:53.440 --> 00:05:55.120]  在那個時候
[00:05:55.120 --> 00:06:00.320]  這個新的生命才會清楚地顯明出來
[00:06:00.320 --> 00:06:02.320]  因此你和我都知道一個事實
[00:06:02.320 --> 00:06:05.880]  我們今天有一種隱藏性
[00:06:05.880 --> 00:06:09.200]  我們的新生命已經出現了
[00:06:09.200 --> 00:06:11.720]  我們是屬於天國的子民
[00:06:11.720 --> 00:06:16.120]  不過我們仍然在地上生活
[00:06:16.120 --> 00:06:20.520]  我們的生命是已經藏在神的裡面
[00:06:20.520 --> 00:06:22.840]  剛才我們說我們沒有一個光環
[00:06:22.840 --> 00:06:26.560]  但我們有神與我們同在
[00:06:26.560 --> 00:06:29.640]  被藏在神的裡面
[00:06:29.640 --> 00:06:31.080]  因此你和我都知道
[00:06:31.080 --> 00:06:32.880]  我們在地上生活
[00:06:32.880 --> 00:06:36.040]  但我們有一個獨特的身份
[00:06:36.040 --> 00:06:39.640]  有一個特殊的群體
[00:06:39.640 --> 00:06:42.120]  我們是在其中
[00:06:42.120 --> 00:06:44.680]  聖經就說到這個特殊的群體
[00:06:44.680 --> 00:06:48.200]  我們有很多方面生命的不同
[00:06:48.200 --> 00:06:50.360]  接著第五節就說
[00:06:50.360 --> 00:06:53.440]  「所以要致死你們在地上的肢體
[00:06:53.440 --> 00:06:59.440]  好像淫亂、污穢、邪情、惡慾等等」
[00:06:59.440 --> 00:07:01.200]  我們已經成為了新族的人
[00:07:01.200 --> 00:07:05.440]  因此那些舊時的惡行、情慾
[00:07:05.440 --> 00:07:09.240]  不應該再與我們的生命相連繫
[00:07:09.240 --> 00:07:10.360]  聖經很清楚說
[00:07:10.360 --> 00:07:14.240]  將那些舊陣時相連的惡習
[00:07:14.240 --> 00:07:17.000]  將它致死
[00:07:17.000 --> 00:07:19.680]  這個字眼很嚴肅
[00:07:19.680 --> 00:07:20.800]  英文所說
[00:07:20.800 --> 00:07:22.480]  put to death
[00:07:22.480 --> 00:07:26.560]  將那些不再屬於你的舊生命
[00:07:26.560 --> 00:07:27.800]  情慾、惡行
[00:07:27.800 --> 00:07:29.440]  將它put to death
[00:07:29.440 --> 00:07:30.840]  將它致死
[00:07:30.840 --> 00:07:32.360]  你不需要那些
[00:07:32.360 --> 00:07:34.320]  亦都不屬於你的
[00:07:34.320 --> 00:07:37.360]  你將它致死
[00:07:37.360 --> 00:07:39.040]  然後聖經再說
[00:07:39.040 --> 00:07:40.840]  「你們要除去那些憤怒」
[00:07:40.840 --> 00:07:43.000]  第八節
[00:07:43.000 --> 00:07:45.880]  「那些惱怒、惡毒、誹謗等等」
[00:07:45.880 --> 00:07:46.720]  為甚麼?
[00:07:46.720 --> 00:07:48.840]  第九節中間說
[00:07:48.840 --> 00:07:51.600]  「因為你們已經脫去了
[00:07:51.600 --> 00:07:54.880]  舊人和舊人的生命」
[00:07:54.880 --> 00:07:56.040]  不再屬於你的
[00:07:56.040 --> 00:07:57.440]  將那些脫去
[00:07:57.440 --> 00:08:01.160]  不再讓它纏繞著你
[00:08:01.160 --> 00:08:03.000]  然後聖經再說
[00:08:03.000 --> 00:08:04.480]  「你成為了新人
[00:08:04.480 --> 00:08:06.360]  但不是單獨一個」
[00:08:06.360 --> 00:08:08.440]  因此在第十一節提到
[00:08:08.440 --> 00:08:10.720]  無論是希臘人、猶太人
[00:08:10.720 --> 00:08:12.760]  無論是甚麼民族
[00:08:12.760 --> 00:08:15.160]  或是受了國禮、未受國禮的
[00:08:15.160 --> 00:08:18.200]  無論受了哪一種禮儀
[00:08:18.200 --> 00:08:21.760]  但都是一個在主裡面的群體
[00:08:21.760 --> 00:08:23.000]  未開化的
[00:08:23.000 --> 00:08:23.800]  西古提
[00:08:23.800 --> 00:08:27.640]  西古提是指早期的蠻族
[00:08:27.640 --> 00:08:30.520]  無論是當時被認為很高貴
[00:08:30.520 --> 00:08:31.720]  很有學問
[00:08:31.720 --> 00:08:33.880]  很有文化的希臘人
[00:08:33.880 --> 00:08:35.520]  或是西古提人
[00:08:35.520 --> 00:08:40.560]  在耶穌基督裡面成為一體
[00:08:40.560 --> 00:08:42.680]  沒錯,我們不認識那些人
[00:08:42.680 --> 00:08:46.400]  但在我們生命裡面有一種連繫
[00:08:46.400 --> 00:08:52.280]  這是神所建立的新的群體
[00:08:52.280 --> 00:08:53.920]  當聖經說到這裡的時候
[00:08:53.920 --> 00:08:56.400]  就去到第十二節
[00:08:56.400 --> 00:09:02.560]  「所以你們……」就開始說到群體
[00:09:02.560 --> 00:09:06.320]  因此新的人不單只是個人得救
[00:09:06.320 --> 00:09:08.520]  個人和神有關係
[00:09:08.520 --> 00:09:10.360]  你說「是呀,我受洗的時候
[00:09:10.360 --> 00:09:13.080]  是受洗歸入基督的名下」
[00:09:13.080 --> 00:09:16.120]  沒錯,你是受洗歸入基督的
[00:09:16.120 --> 00:09:20.960]  但同時你受洗進入信徒的群體
[00:09:20.960 --> 00:09:23.640]  因此你的新生命的表現
[00:09:23.640 --> 00:09:26.720]  不可以單獨表現出來
[00:09:26.720 --> 00:09:29.200]  神的心意是讓你進入一個
[00:09:29.200 --> 00:09:31.880]  新的更新了的群體
[00:09:31.880 --> 00:09:35.840]  以至你的生命在其中得到豐盛
[00:09:35.840 --> 00:09:38.720]  可以能夠成長
[00:09:38.720 --> 00:09:40.200]  所以在第十二節的時候
[00:09:40.200 --> 00:09:42.280]  為甚麼聖經說「所以」
[00:09:42.280 --> 00:09:43.720]  既然是新族的人
[00:09:43.720 --> 00:09:47.000]  「所以你們既然是神所揀選
[00:09:47.000 --> 00:09:49.360]  是聖潔蒙愛的人」
[00:09:49.360 --> 00:09:51.080]  就要怎樣呢?
[00:09:51.080 --> 00:09:57.600]  「傳憐憫的心腸 恩慈 謙卑 溫柔和忍耐」
[00:09:57.600 --> 00:10:00.800]  我們是蒙神所愛 蒙神所揀選的
[00:10:00.800 --> 00:10:02.160]  既然是這樣
[00:10:02.160 --> 00:10:08.960]  就應該彼此以憐憫 恩慈 謙卑 溫柔和忍耐相待
[00:10:08.960 --> 00:10:11.160]  這裡說了多少件事情?
[00:10:11.160 --> 00:10:14.800]  多少方面的美德?
[00:10:14.800 --> 00:10:16.320]  有多少樣?
[00:10:16.320 --> 00:10:24.400]  五樣 憐憫 恩慈 謙卑 溫柔和忍耐
[00:10:24.400 --> 00:10:29.080]  這五方面都不是說一些個人的美德
[00:10:29.080 --> 00:10:30.840]  不是個人性的
[00:10:30.840 --> 00:10:33.840]  它不會說你應該有一個刻苦
[00:10:33.840 --> 00:10:36.560]  或者勤奮的心 不是
[00:10:36.560 --> 00:10:41.240]  這裡五方面都是說一種關係性的美德
[00:10:41.240 --> 00:10:44.200]  是說你怎樣跟人相處的
[00:10:44.200 --> 00:10:46.320]  而這種關係性是表達出
[00:10:46.320 --> 00:10:50.480]  我們的信仰是一種團體性
[00:10:50.480 --> 00:10:53.560]  你知道基督徒當你要成長的時候
[00:10:53.560 --> 00:10:56.320]  你不可以做獨行俠
[00:10:56.320 --> 00:10:57.920]  獨行俠的基督徒
[00:10:57.920 --> 00:11:02.160]  不會得到神給你全部生命的恩典
[00:11:02.160 --> 00:11:05.240]  你的成長也會大受限制
[00:11:05.240 --> 00:11:09.600]  正英清楚說到我們的信仰是一個群體
[00:11:09.600 --> 00:11:15.920]  因此正英提及我們彼此相處的時候要憐憫 恩慈 謙卑 溫柔 忍耐
[00:11:15.920 --> 00:11:20.160]  這幾方面都是主耶穌基督的美德
[00:11:20.160 --> 00:11:22.280]  而我們學校是耶穌基督的榜樣
[00:11:22.280 --> 00:11:25.520]  來去待我們的弟兄姊妹
[00:11:25.520 --> 00:11:27.720]  正英說到憐憫
[00:11:27.720 --> 00:11:29.560]  一開始的時候就強調
[00:11:29.560 --> 00:11:34.320]  跟你弟兄姊妹的相處要以憐憫相待
[00:11:34.320 --> 00:11:36.360]  我不知道你有沒有留意到
[00:11:36.360 --> 00:11:38.280]  在某一些群體
[00:11:38.280 --> 00:11:40.880]  就算在一些家庭裏面
[00:11:40.880 --> 00:11:42.720]  很多時候有人犯錯
[00:11:42.720 --> 00:11:48.040]  一般都會立即用一些律法的守則提出來
[00:11:48.040 --> 00:11:49.680]  因為家庭裏面
[00:11:49.680 --> 00:11:52.360]  哥哥突然間發覺妹妹
[00:11:52.360 --> 00:11:56.640]  弄壞了一些家裏的物品
[00:11:56.640 --> 00:11:58.480]  他立即指著她
[00:11:58.480 --> 00:12:02.920]  媽媽說弄壞的就要打
[00:12:02.920 --> 00:12:06.080]  立即把一個很重要的守則祭出來
[00:12:06.080 --> 00:12:09.960]  來讓妹妹知道要受罰
[00:12:09.960 --> 00:12:11.800]  但是真正的家庭
[00:12:11.800 --> 00:12:14.320]  是不會只有律法的
[00:12:14.320 --> 00:12:16.360]  是會有憐憫的
[00:12:16.360 --> 00:12:17.840]  在憐憫當中
[00:12:17.840 --> 00:12:20.680]  沒錯會知道她要面對一些的錯失
[00:12:20.680 --> 00:12:23.240]  但是憐憫當中讓她能夠成長
[00:12:23.240 --> 00:12:26.560]  挽回 能夠生命改變
[00:12:26.560 --> 00:12:27.640]  在團體裏面
[00:12:27.640 --> 00:12:29.720]  有很多弟兄姊妹都體會到
[00:12:29.720 --> 00:12:33.520]  經歷到別人給自己的憐憫和幫助
[00:12:33.520 --> 00:12:38.760]  一位姊妹分享她最初去團體的時候
[00:12:38.760 --> 00:12:42.800]  自己信仰很淺 認識主很少
[00:12:42.800 --> 00:12:46.000]  有人告訴她 基督徒要每一天靈修
[00:12:46.000 --> 00:12:48.000]  但是她都不知道怎樣靈修
[00:12:48.000 --> 00:12:51.360]  所以都不知道怎樣每一天讀聖經
[00:12:51.360 --> 00:12:53.200]  知道自己好像少做一些事
[00:12:53.200 --> 00:12:55.280]  但好像不知道怎樣做
[00:12:55.280 --> 00:12:57.920]  有一次有個姊妹問她
[00:12:57.920 --> 00:13:00.320]  你自己有沒有讀聖經
[00:13:00.320 --> 00:13:02.920]  她就說我沒有
[00:13:02.920 --> 00:13:05.680]  她都擔心對方會責怪她
[00:13:05.680 --> 00:13:07.920]  但是姊妹就問她
[00:13:07.920 --> 00:13:08.840]  你有沒有試過
[00:13:08.840 --> 00:13:10.160]  她說我不懂怎樣試
[00:13:10.160 --> 00:13:13.120]  不懂怎樣讀聖經
[00:13:13.120 --> 00:13:14.480]  對方想了一會
[00:13:14.480 --> 00:13:15.800]  突然間就問她
[00:13:15.800 --> 00:13:18.720]  你住在哪一區
[00:13:18.720 --> 00:13:20.120]  她說不如這樣
[00:13:20.120 --> 00:13:23.040]  我每一個早上來你家下面
[00:13:23.040 --> 00:13:25.520]  有些公園或者是一些餐廳
[00:13:25.520 --> 00:13:29.680]  我在裏面跟你一起靈修
[00:13:29.680 --> 00:13:32.560]  這個姊妹一聽見都愕了言
[00:13:32.560 --> 00:13:34.560]  但是感覺對方很想幫助她
[00:13:34.560 --> 00:13:35.680]  關心她
[00:13:35.680 --> 00:13:37.680]  她就答應
[00:13:37.680 --> 00:13:38.720]  然後從此之後
[00:13:38.720 --> 00:13:41.520]  那位團友就每一個早上
[00:13:41.520 --> 00:13:42.880]  就去到她家樓下
[00:13:42.880 --> 00:13:44.560]  跟她一起找個地方
[00:13:44.560 --> 00:13:48.160]  就每天一起靈修
[00:13:48.160 --> 00:13:50.080]  這位姊妹心裏面有很多幫助
[00:13:50.080 --> 00:13:51.120]  很多鼓勵
[00:13:51.120 --> 00:13:54.360]  然後以後她自己就學會自己去靈修
[00:13:54.360 --> 00:13:55.240]  到後期才知道
[00:13:55.240 --> 00:13:58.640]  原來這位姊妹是住得挺遠的
[00:13:58.640 --> 00:13:59.760]  來到她家
[00:13:59.760 --> 00:14:01.240]  然後回到家附近
[00:14:01.240 --> 00:14:03.760]  她自己家附近再上班
[00:14:03.760 --> 00:14:06.680]  就是這樣來幫助她
[00:14:06.680 --> 00:14:08.200]  在一個團契生活當中
[00:14:08.200 --> 00:14:11.760]  去經歷到別人對自己的幫助、憐憫
[00:14:11.760 --> 00:14:13.600]  而我們都學習去憐憫
[00:14:13.600 --> 00:14:16.080]  我們身邊有需要的弟兄姊妹
[00:14:16.080 --> 00:14:18.440]  二姐一起成長
[00:14:18.440 --> 00:14:19.760]  先講到憐憫
[00:14:19.760 --> 00:14:22.680]  恩慈、謙卑、溫柔、忍耐
[00:14:22.680 --> 00:14:24.880]  忍耐就是對對方
[00:14:24.880 --> 00:14:26.880]  就算他對你不客氣
[00:14:26.880 --> 00:14:29.080]  有些不成熟的組員
[00:14:29.080 --> 00:14:32.920]  可能突然間用一些很不禮貌的說話跟你說
[00:14:32.920 --> 00:14:35.480]  但你的心裏面學習去忍耐
[00:14:35.480 --> 00:14:38.360]  學習不要以惡言對惡言
[00:14:38.360 --> 00:14:41.480]  內心學習去寬容
[00:14:41.480 --> 00:14:45.480]  以致在忍耐過程當中去建立對方
[00:14:45.480 --> 00:14:48.960]  這個正是主耶穌基督對我們的態度
