
[00:00:00.000 --> 00:00:03.760]  請到你旁邊的姐妹們說 今天很開心見到你
[00:00:03.760 --> 00:00:09.520]  我們來到大衛生平的終極篇
[00:00:09.520 --> 00:00:12.120]  我們好像一個電視劇集那樣
[00:00:12.120 --> 00:00:18.480]  去到最後那兩集會將主角的一些片段重播
[00:00:18.480 --> 00:00:21.480]  讓觀眾可以重溫這個人的一生
[00:00:21.480 --> 00:00:25.800]  因為其實從我們大衛生平第一次開始引用一段經文
[00:00:25.800 --> 00:00:28.840]  就是《使徒人傳》的十三章二十二節
[00:00:28.840 --> 00:00:31.200]  他說「上帝既廢了蘇羅」
[00:00:31.200 --> 00:00:33.680]  就是以色列人的第一個皇帝
[00:00:33.680 --> 00:00:36.440]  就選立了大衛做他們的王
[00:00:36.440 --> 00:00:38.160]  又為他作見證地說
[00:00:38.160 --> 00:00:40.520]  下面這句話「值錢之處」
[00:00:40.520 --> 00:00:42.480]  是上帝用第一身說的
[00:00:42.480 --> 00:00:46.200]  他說「我尋得耶西的兒子大衛
[00:00:46.200 --> 00:00:48.840]  他是合我心意的人
[00:00:48.840 --> 00:00:51.200]  凡事要遵行我旨意」
[00:00:51.200 --> 00:00:55.160]  如果我們單看《使徒人傳》十三章二十二節
[00:00:55.160 --> 00:00:58.160]  我們可能會有錯誤的期盼對待大衛
[00:00:58.160 --> 00:01:00.200]  亦有錯誤的詮釋
[00:01:00.200 --> 00:01:02.600]  我以為大衛是一個完美無瑕的人
[00:01:02.600 --> 00:01:05.160]  我以為大衛凡事求高爺的話
[00:01:05.160 --> 00:01:08.160]  上上下下在上帝的心意當中
[00:01:08.160 --> 00:01:10.160]  所以《使徒人傳》十三章二十二節
[00:01:10.160 --> 00:01:13.160]  必須要從大衛生平去詮釋
[00:01:13.160 --> 00:01:14.320]  我們看一看
[00:01:14.320 --> 00:01:15.760]  在大衛的生平裏面
[00:01:15.760 --> 00:01:17.840]  一生最少有三大錯誤
[00:01:17.840 --> 00:01:19.280]  想像一下
[00:01:19.280 --> 00:01:21.000]  一個人一生有三大錯誤
[00:01:21.000 --> 00:01:22.680]  怎樣可以理解
[00:01:22.680 --> 00:01:24.040]  他是合我心意
[00:01:24.040 --> 00:01:27.560]  凡事遵行我旨意的人
[00:01:27.560 --> 00:01:29.760]  我們看下去就會很明白
[00:01:29.760 --> 00:01:32.880]  我先講了大衛一生三大的錯誤
[00:01:32.880 --> 00:01:34.840]  是大衛在年少的時候
[00:01:34.840 --> 00:01:37.520]  大概三十來歲做皇帝
[00:01:37.520 --> 00:01:39.240]  他三十歲登基
[00:01:39.240 --> 00:01:41.560]  三十來歲就用自己的方法
[00:01:41.560 --> 00:01:44.320]  將藥櫃運入大衛城
[00:01:44.320 --> 00:01:46.080]  他沒有按照上帝的方法
[00:01:46.080 --> 00:01:47.200]  但按照自己的方法
[00:01:47.200 --> 00:01:50.360]  用新的牛車載藥櫃入城
[00:01:50.360 --> 00:01:52.680]  這段經文我們曾經講解過
[00:01:52.680 --> 00:01:55.680]  我們只不過是重溫一些片段
[00:01:55.680 --> 00:01:57.200]  在大衛年輕的時候
[00:01:57.200 --> 00:01:58.760]  年少無知
[00:01:58.760 --> 00:02:00.400]  熱心侍奉
[00:02:00.400 --> 00:02:03.480]  但是智慧欠奉
[00:02:03.480 --> 00:02:06.000]  我們看到他很有熱誠
[00:02:06.000 --> 00:02:07.000]  很有熱忱
[00:02:07.000 --> 00:02:09.480]  但是不是按照上帝的方法
[00:02:09.480 --> 00:02:12.240]  今天無論你是屬靈的生命年輕
[00:02:12.240 --> 00:02:14.440]  或者你是實際年齡的年輕
[00:02:14.440 --> 00:02:16.240]  很多時候我們很熱心
[00:02:16.240 --> 00:02:19.760]  但是我們卻沒有按照上帝的方法侍奉他
[00:02:19.760 --> 00:02:21.840]  而是按照我們自己的方法侍奉他
[00:02:21.840 --> 00:02:23.240]  出來的果效
[00:02:23.240 --> 00:02:24.640]  不是我們所期盼的
[00:02:24.640 --> 00:02:26.080]  反而是什麼呢
[00:02:26.080 --> 00:02:28.520]  傷害了一條性命
[00:02:28.520 --> 00:02:31.000]  叫做污殺
[00:02:31.000 --> 00:02:32.720]  我們很明顯的
[00:02:32.720 --> 00:02:34.360]  在我們年輕的時候
[00:02:34.360 --> 00:02:35.720]  我們侍奉上帝
[00:02:35.720 --> 00:02:37.360]  我們不是很熟悉聖經
[00:02:37.360 --> 00:02:39.880]  我們只是按照自己的喜好
[00:02:39.880 --> 00:02:42.240]  我們自己的方法去做的時候
[00:02:42.240 --> 00:02:45.240]  帶來的效果並不理想
[00:02:45.240 --> 00:02:48.960]  這是大衛在年輕的時候第一個大的錯誤
[00:02:48.960 --> 00:02:53.000]  第二個大的錯誤就發生在他中年的時候
[00:02:53.000 --> 00:02:55.760]  在中年的時候他濫用了權力
[00:02:55.760 --> 00:02:57.880]  和拔事包飯姦淫
[00:02:57.880 --> 00:03:01.280]  拿丹仙之利指控大衛的不是姦淫罪
[00:03:01.280 --> 00:03:04.920]  而是指控的是他濫用了權力
[00:03:04.920 --> 00:03:06.640]  大家可不可以想像一下
[00:03:06.640 --> 00:03:11.280]  今天我們五堂比較接近中年
[00:03:11.280 --> 00:03:12.920]  接近,我說接近
[00:03:12.920 --> 00:03:16.000]  接近中年人比較多一點
[00:03:16.000 --> 00:03:19.360]  年輕的時候你什麼都沒有
[00:03:19.360 --> 00:03:22.000]  沒什麼權力,沒什麼財物
[00:03:22.000 --> 00:03:26.360]  侍奉上帝就可以很隨意
[00:03:26.360 --> 00:03:28.480]  不是很按照聖經的原則
[00:03:28.480 --> 00:03:29.560]  但是到中年的時候
[00:03:29.560 --> 00:03:32.640]  你說他又擁有權力
[00:03:32.640 --> 00:03:35.480]  會不會他濫用了權力
[00:03:35.480 --> 00:03:38.120]  去侵佔了別人的財產
[00:03:38.120 --> 00:03:40.080]  最近新聞報導
[00:03:40.080 --> 00:03:43.400]  訪問我們的立法會議員長毛
[00:03:43.400 --> 00:03:47.000]  十幾萬的薪金住在居屋
[00:03:47.000 --> 00:03:50.440]  交雙倍的付租金
[00:03:50.440 --> 00:03:53.000]  就可以住在居屋那裡
[00:03:53.000 --> 00:03:55.960]  公屋那裡
[00:03:55.960 --> 00:03:57.760]  如果那個是李嘉誠
[00:03:57.760 --> 00:04:01.600]  就會長毛罵他賺到盡
[00:04:01.600 --> 00:04:04.960]  長毛做就沒人罵
[00:04:04.960 --> 00:04:08.960]  其實我們大家都是罪人
[00:04:08.960 --> 00:04:10.560]  這個社會是很不公平的
[00:04:10.560 --> 00:04:14.800]  你經常說公平公義那班人本身就不公平
[00:04:14.800 --> 00:04:17.000]  他們做什麼都行
[00:04:17.000 --> 00:04:19.600]  別人做一點點事就不行
[00:04:19.600 --> 00:04:21.800]  你很明顯見到
[00:04:21.800 --> 00:04:23.880]  是合法的
[00:04:23.880 --> 00:04:27.160]  李嘉誠賺你的錢也是合法的
[00:04:27.160 --> 00:04:30.360]  但是你覺得不合情
[00:04:30.360 --> 00:04:31.960]  情況就是這樣
[00:04:31.960 --> 00:04:34.520]  所以你要明白
[00:04:34.520 --> 00:04:36.280]  那個情況就是
[00:04:36.280 --> 00:04:38.520]  當我們擁有權力的時候
[00:04:38.520 --> 00:04:41.160]  我們很容易合法地
[00:04:41.160 --> 00:04:45.360]  去剝奪了別人的財富
[00:04:45.360 --> 00:04:47.280]  這是很恐怖的事情
[00:04:47.280 --> 00:04:49.080]  大衛在中年的時候
[00:04:49.080 --> 00:04:51.760]  就犯了一個這麼嚴重的錯誤
[00:04:51.760 --> 00:04:52.880]  第三
[00:04:52.880 --> 00:04:55.160]  我們看到我們還沒說的那段經文
[00:04:55.160 --> 00:04:56.600]  在《撒慕爾記下》24章
[00:04:56.600 --> 00:05:00.400]  也是《撒慕爾記下》最後一章的經文
[00:05:00.400 --> 00:05:02.840]  大衛在晚年的時候
[00:05:02.840 --> 00:05:07.440]  突然要求他的愛將約翰去數點文數
[00:05:07.440 --> 00:05:09.840]  約翰就屢勸大衛
[00:05:09.840 --> 00:05:11.040]  勸他不要了
[00:05:11.040 --> 00:05:11.840]  大衛不要了
[00:05:11.840 --> 00:05:13.480]  只是說賜福給你
[00:05:13.480 --> 00:05:14.880]  約翰是一個很特別的人
[00:05:14.880 --> 00:05:17.720]  他不是一個敬畏耶和華的人
[00:05:17.720 --> 00:05:20.560]  但是他是一個華頭聰明的人
[00:05:20.560 --> 00:05:22.120]  他很清楚大衛要什麼
[00:05:22.120 --> 00:05:23.960]  也很清楚上帝要什麼
[00:05:23.960 --> 00:05:25.240]  他知道上帝要什麼
[00:05:25.240 --> 00:05:28.120]  不是代表他敬畏耶和華
[00:05:28.120 --> 00:05:29.880]  這個世界上你會見到這樣的人
[00:05:29.880 --> 00:05:31.240]  他可以告訴你
[00:05:31.240 --> 00:05:33.240]  你這樣做是不對的
[00:05:33.240 --> 00:05:34.840]  你星期天不回教會
[00:05:34.840 --> 00:05:35.920]  上帝不喜悅的
[00:05:35.920 --> 00:05:38.240]  但他不回教會的
[00:05:38.240 --> 00:05:39.880]  他知道上帝要什麼
[00:05:39.880 --> 00:05:41.680]  他就知道你要什麼
[00:05:41.680 --> 00:05:44.480]  這個約翰就勸大衛不要
[00:05:44.480 --> 00:05:45.560]  你千萬不要
[00:05:45.560 --> 00:05:47.320]  但是大衛一意孤行
[00:05:47.320 --> 00:05:50.160]  這件事觸發了
[00:05:50.160 --> 00:05:52.600]  你看烈王記下
[00:05:52.600 --> 00:05:55.480]  另一次政變發生的時候
[00:05:55.480 --> 00:05:58.400]  約翰也幫了那邊
[00:05:58.400 --> 00:06:03.760]  這一次實在是重傷了約翰
[00:06:03.760 --> 00:06:06.800]  一個忠心耿耿跟從大衛這麼多年
[00:06:06.800 --> 00:06:09.680]  到大衛晚年都離棄他
[00:06:09.680 --> 00:06:12.240]  在約翰數點文數之後
[00:06:12.240 --> 00:06:13.280]  回來回報
