
[00:00:00.000 --> 00:00:02.000]  各位頂姐妹,早晨!
[00:00:02.000 --> 00:00:06.000]  願神的恩典常與你們同在。
[00:00:06.000 --> 00:00:09.000]  我們今天繼續看智慧文學,
[00:00:09.000 --> 00:00:13.000]  我將會分享傳道書的智慧。
[00:00:13.000 --> 00:00:16.000]  傳道書是智慧文學裏面,
[00:00:16.000 --> 00:00:19.000]  神學思想發展到最高峰的作品,
[00:00:19.000 --> 00:00:25.000]  是一位智者對陳世事情的一種深刻的領悟。
[00:00:25.000 --> 00:00:27.000]  我今天講得會長一點點,
[00:00:27.000 --> 00:00:32.000]  所以頂姐妹不要太快看手錶。
[00:00:32.000 --> 00:00:37.000]  我先用兩節經文作為開場白。
[00:00:37.000 --> 00:00:41.000]  請頂姐妹打開程序表尾二那頁,
[00:00:41.000 --> 00:00:43.000]  就有這個經文,
[00:00:43.000 --> 00:00:48.000]  傳道書第一章第二節和第十四節。
[00:00:48.000 --> 00:00:56.000]  傳道者說:虛空的虛空,虛空的虛空,凡事都是虛空。
[00:00:56.000 --> 00:01:00.000]  我見日光之下所做的一切事,
[00:01:00.000 --> 00:01:04.000]  都是虛空,都是暴風。
[00:01:04.000 --> 00:01:06.000]  虛空的虛空,
[00:01:06.000 --> 00:01:14.000]  這種句式是希伯來文表達最高級意思的一種句式。
[00:01:14.000 --> 00:01:17.000]  在聖經常有的,譬如king of kings,
[00:01:17.000 --> 00:01:21.000]  王之王,即是最勁的王。
[00:01:21.000 --> 00:01:24.000]  song of songs,歌中的歌,
[00:01:24.000 --> 00:01:26.000]  即是最靚的歌。
[00:01:26.000 --> 00:01:29.000]  有很多這種句式。
[00:01:29.000 --> 00:01:32.000]  虛空的虛空,即是最虛空,
[00:01:32.000 --> 00:01:35.000]  虛空到極點。
[00:01:35.000 --> 00:01:38.000]  希伯來文虛空這個字,
[00:01:38.000 --> 00:01:42.000]  它最原始的含意就是氣,
[00:01:42.000 --> 00:01:46.000]  氣息的氣,空氣的氣,一陣氣。
[00:01:46.000 --> 00:01:51.000]  氣其實不是說它完全沒有東西,
[00:01:51.000 --> 00:01:53.000]  它不是沒有。
[00:01:53.000 --> 00:01:57.000]  只不過你要捉住它,你捉不到而已。
[00:01:57.000 --> 00:02:02.000]  有些人去理解全道書的虛空,
[00:02:02.000 --> 00:02:05.000]  理解它為虛無主義,
[00:02:05.000 --> 00:02:08.000]  或者悲觀主義裏面的nothingness,
[00:02:08.000 --> 00:02:10.000]  或者meaningless。
[00:02:10.000 --> 00:02:13.000]  我認為這樣的理解不對。
[00:02:13.000 --> 00:02:16.000]  虛空是氣,
[00:02:16.000 --> 00:02:18.000]  它不是什麼都沒有,
[00:02:18.000 --> 00:02:21.000]  也不是說完全沒有意義,
[00:02:21.000 --> 00:02:24.000]  只不過你要捉住它,你要掌控它,
[00:02:24.000 --> 00:02:27.000]  你就只會徒勞無功。
[00:02:27.000 --> 00:02:30.000]  全道書這種虛空的講法,
[00:02:30.000 --> 00:02:33.000]  類似佛家講的空,
[00:02:33.000 --> 00:02:38.000]  佛家講的空也不是指什麼都沒有,
[00:02:38.000 --> 00:02:44.000]  而是指一切的事物皆因緣而生。
[00:02:44.000 --> 00:02:47.000]  因緣即是因果的連繫,
[00:02:47.000 --> 00:02:53.000]  就是緣聚則在,緣散則滅。
[00:02:53.000 --> 00:02:57.000]  萬物背後沒有一個獨立的實體,
[00:02:57.000 --> 00:03:01.000]  這就是佛教所講的「諸法無我」,
[00:03:01.000 --> 00:03:03.000]  「法」即是事物,
[00:03:03.000 --> 00:03:06.000]  「諸法」即是一切的事物,
[00:03:06.000 --> 00:03:09.000]  都是互相依存,
[00:03:09.000 --> 00:03:13.000]  沒有一個背後獨立的我性,
[00:03:13.000 --> 00:03:16.000]  故此說「諸法無我」。
[00:03:16.000 --> 00:03:19.000]  這樣說不是等於沒有,
[00:03:19.000 --> 00:03:22.000]  只不過是沒有一個不變的實體意義,
[00:03:22.000 --> 00:03:25.000]  而根本都沒有一個實體,
[00:03:25.000 --> 00:03:29.000]  而你硬是認為那些東西是一個實體,
[00:03:29.000 --> 00:03:32.000]  這就是一種執著。
[00:03:32.000 --> 00:03:34.000]  譬如健康,
[00:03:34.000 --> 00:03:38.000]  本來就不是永恆不變的一種實體,
[00:03:38.000 --> 00:03:42.000]  它要依據很多的因素才會出現,
[00:03:42.000 --> 00:03:45.000]  但是你硬是要永遠都擁有它,
[00:03:45.000 --> 00:03:47.000]  這就是執著。
[00:03:47.000 --> 00:03:50.000]  有執著就一定會有煩惱。
[00:03:50.000 --> 00:03:53.000]  《傳道書》第一章第十四節說:
[00:03:53.000 --> 00:03:56.000]  「我見日光之下所做的一切事,
[00:03:56.000 --> 00:03:59.000]  都是虛空,都是暴風。」
[00:03:59.000 --> 00:04:06.000]  傳道者說人間生活的實相就是虛空。
[00:04:06.000 --> 00:04:09.000]  我再說,虛空不是什麼都沒有,
[00:04:09.000 --> 00:04:12.000]  也不是做什麼都沒有意義。
[00:04:12.000 --> 00:04:16.000]  傳道者說,如果你硬是要去掌控一些
[00:04:16.000 --> 00:04:18.000]  好像空氣一樣的東西,
[00:04:18.000 --> 00:04:20.000]  你要掌控它,
[00:04:20.000 --> 00:04:23.000]  這樣就好像經文所說,
[00:04:23.000 --> 00:04:25.000]  你就在暴風,
[00:04:25.000 --> 00:04:27.000]  你試圖去追逐那些風,
[00:04:27.000 --> 00:04:30.000]  去捉住那些風。
[00:04:30.000 --> 00:04:33.000]  風或者氣,
[00:04:33.000 --> 00:04:35.000]  它有些東西存在,
[00:04:35.000 --> 00:04:39.000]  但是它的本質就是捉不到的。
[00:04:39.000 --> 00:04:41.000]  你硬是要去捕捉它,
[00:04:41.000 --> 00:04:43.000]  硬是要捉住它,
[00:04:43.000 --> 00:04:47.000]  你就是試圖去執著一些
[00:04:47.000 --> 00:04:49.000]  沒有辦法執著的東西。
[00:04:49.000 --> 00:04:54.000]  當然這樣就會帶來虛空的感受。
[00:04:54.000 --> 00:05:00.000]  第十四節,我們又讀到日光之下的字眼。
[00:05:00.000 --> 00:05:04.000]  我再一次提醒我們每一個
[00:05:04.000 --> 00:05:08.000]  智慧文學的用心所在,
[00:05:08.000 --> 00:05:11.000]  就是用這樣的字眼點出來。
[00:05:11.000 --> 00:05:17.000]  智慧文學只是討論日光之下可見的事情,
[00:05:17.000 --> 00:05:22.000]  不討論日光之上不可見的領域。
[00:05:22.000 --> 00:05:24.000]  聖經有很多書卷,
[00:05:24.000 --> 00:05:26.000]  先知書和其他的書卷
