
[00:00:00.000 --> 00:00:02.000]  荷頂姐妹早晨
[00:00:02.000 --> 00:00:04.000]  先講個故事比你聽
[00:00:04.000 --> 00:00:07.000]  有一個好聰明嘅獵人
[00:00:07.000 --> 00:00:09.000]  佢只係需要一個椰子殼
[00:00:09.000 --> 00:00:12.000]  佢就可以捉到呢隻猴子
[00:00:12.000 --> 00:00:14.000]  呢個獵人好簡單
[00:00:14.000 --> 00:00:17.000]  佢將椰子肉刮空佢
[00:00:17.000 --> 00:00:22.000]  跟住佢裏面裝咗啲好好味嘅堅果
[00:00:22.000 --> 00:00:26.000]  跟住跟手將椰子殼綁咗係棵樹
[00:00:26.000 --> 00:00:29.000]  於是有一日呢隻餵食嘅猴仔
[00:00:29.000 --> 00:00:32.000]  聞到啲香味即刻跑過去睇下
[00:00:32.000 --> 00:00:34.000]  嘩發達囉原來見到乜嘢
[00:00:34.000 --> 00:00:37.000]  見到入面佢最鍾意食嘅堅果
[00:00:37.000 --> 00:00:38.000]  開心得滯
[00:00:38.000 --> 00:00:41.000]  佢就將佢嘅手伸咗入去個窿度
[00:00:41.000 --> 00:00:45.000]  跟住緊緊咁樣揮住咗嗰啲嘅堅果
[00:00:45.000 --> 00:00:49.000]  當佢想將呢個拳頭掹花出嚟嘅時候
[00:00:49.000 --> 00:00:52.000]  佢越拉越大力唔知點解剎住咗
[00:00:52.000 --> 00:00:55.000]  佢冇辦法將個手拎花出嚟
[00:00:55.000 --> 00:00:59.000]  於是呢個獵人見到獵物上釣
[00:00:59.000 --> 00:01:01.000]  跟住佢就好靜咁樣
[00:01:01.000 --> 00:01:05.000]  靜悄悄咁樣行到去呢隻猴仔嘅後邊
[00:01:05.000 --> 00:01:07.000]  跟住呢隻猴仔梗係好驚
[00:01:07.000 --> 00:01:09.000]  不停大叫救命呀救命呀
[00:01:09.000 --> 00:01:11.000]  跟住呢但係呢隻猴仔
[00:01:11.000 --> 00:01:15.000]  係咁想將隻手拉出嚟拼命拉拼命扯
[00:01:15.000 --> 00:01:17.000]  係咁用隻腳想踢開個殼
[00:01:17.000 --> 00:01:19.000]  但係都唔得喎
[00:01:19.000 --> 00:01:24.000]  呢隻猴仔好想將呢一個阻礙佢逃走嘅大山
[00:01:24.000 --> 00:01:26.000]  嚟到去踢走
[00:01:26.000 --> 00:01:28.000]  但係其實好簡單嘅啫
[00:01:28.000 --> 00:01:32.000]  弟兄姊妹呀如果你想走你會點呀
[00:01:32.000 --> 00:01:34.000]  你會點呀
[00:01:34.000 --> 00:01:36.000]  其實你做咩要揸住隻拳頭啫
[00:01:36.000 --> 00:01:40.000]  你放開隻手跟住拎返隻手出嚟咁樣咪得囉
[00:01:40.000 --> 00:01:42.000]  但係對於呢隻猴仔嚟講
[00:01:42.000 --> 00:01:45.000]  原來放手呢係一件好難嘅事呀
[00:01:45.000 --> 00:01:49.000]  我好唔容易先搵到啲咁香噴噴嘅堅果食
[00:01:49.000 --> 00:01:51.000]  我死都唔肯放手呀
[00:01:51.000 --> 00:01:55.000]  因為要堅果就冇咗條命呀
[00:01:55.000 --> 00:01:58.000]  連佢自己連埋個殼都一拼呢
[00:01:58.000 --> 00:02:02.000]  畀呢一個嘅獵人呢嚟到去捉住呀
[00:02:02.000 --> 00:02:04.000]  弟兄姊妹又話你聽到呢個故事嘅時候
[00:02:04.000 --> 00:02:08.000]  你心裏面喺度諗呢隻猴仔都傻傻地嘅
[00:02:08.000 --> 00:02:10.000]  其實你放開隻手咪走得甩囉
[00:02:10.000 --> 00:02:13.000]  你做咩要揸住個拳頭呢
[00:02:13.000 --> 00:02:16.000]  要堅果你都唔要命喎
[00:02:16.000 --> 00:02:18.000]  今日呢我哋讀嘅經文呢
[00:02:18.000 --> 00:02:23.000]  就係頭先講嘅雅各呢其實就係呢一隻嘅猴仔嚟嘅
[00:02:23.000 --> 00:02:27.000]  因為雅各一生都喺度喂
[00:02:27.000 --> 00:02:29.000]  雅各一生都喺度找呀
[00:02:29.000 --> 00:02:31.000]  究竟佢找啲乜嘢嘢呢
[00:02:31.000 --> 00:02:34.000]  我哋今日會睇多幾段嘅經文嘅
[00:02:34.000 --> 00:02:38.000]  我哋頭先睇嘅呢就係頭先只不過係一部分嚟嘅啫
[00:02:38.000 --> 00:02:39.000]  先睇嗰個嘅背景
[00:02:39.000 --> 00:02:41.000]  背景裏面呢咁樣講到嘅
[00:02:41.000 --> 00:02:45.000]  以撒四十歲嘅時候就娶咗李百嘉啦
[00:02:45.000 --> 00:02:47.000]  雅各嘅老爸係邊個呀
[00:02:47.000 --> 00:02:48.000]  就係邊個呀
[00:02:48.000 --> 00:02:50.000]  就係以撒啦得唔得
[00:02:50.000 --> 00:02:52.000]  以撒當時四十歲嘅時候
[00:02:52.000 --> 00:02:54.000]  娶咗呢個媽媽嚟嘅李百嘉啦
[00:02:54.000 --> 00:02:57.000]  因為呢個太太哎呀李百嘉不生育呀
[00:02:57.000 --> 00:02:59.000]  於是佢求婚耶和華
[00:02:59.000 --> 00:03:00.000]  於是耶和華好好啦
[00:03:00.000 --> 00:03:03.000]  於是之後就畀佢嚟到去懷孕囉
[00:03:03.000 --> 00:03:05.000]  跟住去到廿二節嘅時候
[00:03:05.000 --> 00:03:06.000]  佢咁樣講到嘅
[00:03:06.000 --> 00:03:09.000]  孩子們在佢福中嘅時候
[00:03:09.000 --> 00:03:10.000]  嗰四個字講咩嘢
[00:03:10.000 --> 00:03:12.000]  彼此相贈
[00:03:12.000 --> 00:03:14.000]  即係呢個孖寶兄弟呢
[00:03:14.000 --> 00:03:16.000]  喺媽媽個肚裏面嘅時候呢
[00:03:16.000 --> 00:03:18.000]  已經喺度呢打交啦
[00:03:18.000 --> 00:03:21.000]  佢英文呢用咗一個Jostle呢個字呢
[00:03:21.000 --> 00:03:23.000]  係講緊呢不斷嚟到推大家
[00:03:23.000 --> 00:03:24.000]  逼大家啦
[00:03:24.000 --> 00:03:25.000]  喺度推擠呀
[00:03:25.000 --> 00:03:27.000]  如果呢Message Bible呢
[00:03:27.000 --> 00:03:30.000]  佢直情呢好落地咁樣辱逆嘅
[00:03:30.000 --> 00:03:32.000]  佢直情話Tumble and kick
[00:03:32.000 --> 00:03:34.000]  inside her so much
[00:03:34.000 --> 00:03:35.000]  跟住直情講話
[00:03:35.000 --> 00:03:36.000]  我喺入面媽媽個肚做咩
[00:03:36.000 --> 00:03:38.000]  我喺度打緊關斗啦
[00:03:38.000 --> 00:03:40.000]  仲要呢踢佢幾腳啦
[00:03:40.000 --> 00:03:42.000]  其實都唔止幾腳
[00:03:42.000 --> 00:03:44.000]  佢形容緊原來喺媽媽個肚入面呢
[00:03:44.000 --> 00:03:46.000]  彼此嚟到翻騰啦
[00:03:46.000 --> 00:03:49.000]  踢得呢非常之厲害呀
[00:03:49.000 --> 00:03:51.000]  孖寶兄弟呢
[00:03:51.000 --> 00:03:54.000]  喺媽媽個肚裏面已經做乜嘢呀
[00:03:54.000 --> 00:03:57.000]  彼此呢我要壓碎對方
[00:03:57.000 --> 00:03:59.000]  我要呢踐踏對方
[00:03:59.000 --> 00:04:00.000]  背後講緊咩
[00:04:00.000 --> 00:04:02.000]  你死我活
[00:04:02.000 --> 00:04:05.000]  點都要呢壓碎對方為止喎
[00:04:05.000 --> 00:04:07.000]  在座嘅母親們
