
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹好
[00:00:02.000 --> 00:00:04.000]  我們一起做一個禱告
[00:00:04.000 --> 00:00:06.000]  天父我們感謝你
[00:00:06.000 --> 00:00:08.000]  讓我們一起看你的話語
[00:00:08.000 --> 00:00:10.000]  我們有互相提醒
[00:00:10.000 --> 00:00:12.000]  一起學習
[00:00:12.000 --> 00:00:14.000]  特別我們講到恩賜的運用
[00:00:14.000 --> 00:00:16.000]  求主你去祝福
[00:00:16.000 --> 00:00:18.000]  我們這樣祈禱奉主耶穌基督的名
[00:00:18.000 --> 00:00:20.000]  阿門
[00:00:20.000 --> 00:00:22.000]  我們這次是講
[00:00:22.000 --> 00:00:24.000]  教會和恩賜
[00:00:24.000 --> 00:00:26.000]  恩賜的意思就是說
[00:00:26.000 --> 00:00:28.000]  神給我們一些
[00:00:28.000 --> 00:00:30.000]  一些才能
[00:00:30.000 --> 00:00:32.000]  我們可以在我們的
[00:00:32.000 --> 00:00:34.000]  侍奉上去榮耀神
[00:00:34.000 --> 00:00:36.000]  有益於人
[00:00:36.000 --> 00:00:38.000]  我們留意怎樣用我們的恩賜
[00:00:38.000 --> 00:00:40.000]  我們的恩賜是很重要
[00:00:40.000 --> 00:00:42.000]  我記得以前
[00:00:42.000 --> 00:00:44.000]  我女兒
[00:00:44.000 --> 00:00:46.000]  我兩個女兒都在一間基督教
[00:00:46.000 --> 00:00:48.000]  學校裡讀書
[00:00:48.000 --> 00:00:50.000]  她們已經畢業了
[00:00:50.000 --> 00:00:52.000]  想起以前有一段片段
[00:00:52.000 --> 00:00:54.000]  我大女兒那時候在讀小學
[00:00:54.000 --> 00:00:56.000]  他們小學的部門
[00:00:56.000 --> 00:00:58.000]  有一個很有恩賜的老師
[00:00:58.000 --> 00:01:00.000]  帶領小朋友
[00:01:00.000 --> 00:01:02.000]  唱詩歌
[00:01:02.000 --> 00:01:04.000]  很多時候帶領他們
[00:01:04.000 --> 00:01:06.000]  去學校校祭比賽
[00:01:06.000 --> 00:01:08.000]  拿了不少獎
[00:01:08.000 --> 00:01:10.000]  有一次那一年
[00:01:10.000 --> 00:01:12.000]  有一班學生
[00:01:12.000 --> 00:01:14.000]  一起去預備比賽
[00:01:14.000 --> 00:01:16.000]  每個禮拜都要練
[00:01:16.000 --> 00:01:18.000]  所以很多時間
[00:01:18.000 --> 00:01:20.000]  用了很多心機
[00:01:20.000 --> 00:01:22.000]  去到出賽那一天
[00:01:22.000 --> 00:01:24.000]  突然就預備出場的時候
[00:01:24.000 --> 00:01:26.000]  有一個難題出來了
[00:01:26.000 --> 00:01:28.000]  那個負責比賽
[00:01:28.000 --> 00:01:30.000]  那個負責比賽
[00:01:30.000 --> 00:01:32.000]  那個負責比賽
[00:01:32.000 --> 00:01:34.000]  我們的校祭比賽
[00:01:34.000 --> 00:01:36.000]  參加那些師那班
[00:01:36.000 --> 00:01:38.000]  一定要指定的人數
[00:01:38.000 --> 00:01:40.000]  你那班好像多了一些人
[00:01:40.000 --> 00:01:42.000]  這個老師就說
[00:01:42.000 --> 00:01:44.000]  這樣
[00:01:44.000 --> 00:01:46.000]  那怎麼辦呢
[00:01:46.000 --> 00:01:48.000]  其實可以很簡單
[00:01:48.000 --> 00:01:50.000]  抽幾位出來
[00:01:50.000 --> 00:01:52.000]  你這次不要參與
[00:01:52.000 --> 00:01:54.000]  他說不要
[00:01:54.000 --> 00:01:56.000]  這樣做被選出來
[00:01:56.000 --> 00:01:58.000]  不唱他們有什麼感受呢
[00:01:58.000 --> 00:02:00.000]  一定不行
[00:02:00.000 --> 00:02:02.000]  所以他決定
[00:02:02.000 --> 00:02:04.000]  就算知道沒有拿獎
[00:02:04.000 --> 00:02:06.000]  被人淘汰
[00:02:06.000 --> 00:02:08.000]  我們照樣唱
[00:02:08.000 --> 00:02:10.000]  結果到出賽的時候
[00:02:10.000 --> 00:02:12.000]  一班小朋友很開心地唱
[00:02:12.000 --> 00:02:14.000]  唱得非常好
[00:02:14.000 --> 00:02:16.000]  大家知道結果他們拿不到獎
[00:02:16.000 --> 00:02:18.000]  但這個不要緊
[00:02:18.000 --> 00:02:20.000]  很多家長很欣賞這個老師
[00:02:20.000 --> 00:02:22.000]  說你這樣做
[00:02:22.000 --> 00:02:24.000]  每個小朋友就
[00:02:24.000 --> 00:02:26.000]  有一個很好的
[00:02:26.000 --> 00:02:28.000]  一個很豐富的表演時間
[00:02:28.000 --> 00:02:30.000]  學會了很多東西
[00:02:30.000 --> 00:02:32.000]  一個團隊的精神
[00:02:32.000 --> 00:02:34.000]  雖然得不到獎
[00:02:34.000 --> 00:02:36.000]  這個老師也是
[00:02:36.000 --> 00:02:38.000]  他拿到獎以後
[00:02:38.000 --> 00:02:40.000]  他的身價也高一點
[00:02:40.000 --> 00:02:42.000]  這間學校服侍得很好
[00:02:42.000 --> 00:02:44.000]  但他這些不計較
[00:02:44.000 --> 00:02:46.000]  什麼是重要呢
[00:02:46.000 --> 00:02:48.000]  是拿到獎得到別人的鼓掌
[00:02:48.000 --> 00:02:50.000]  還是在神的裡面
[00:02:50.000 --> 00:02:52.000]  我寧願得到神的喜悅
[00:02:52.000 --> 00:02:54.000]  什麼才是真正的
[00:02:54.000 --> 00:02:56.000]  服侍神
[00:02:56.000 --> 00:02:58.000]  榮神益人呢
[00:02:58.000 --> 00:03:00.000]  所以我們要好好想想
[00:03:00.000 --> 00:03:02.000]  神其實給我們很多恩賜
[00:03:02.000 --> 00:03:04.000]  如果我們的動機
[00:03:04.000 --> 00:03:06.000]  或者我們的出發點
[00:03:06.000 --> 00:03:08.000]  如果不好的時候
[00:03:08.000 --> 00:03:10.000]  可能會影響一些很大的後果
[00:03:10.000 --> 00:03:12.000]  如果我們
[00:03:12.000 --> 00:03:14.000]  想著用我們的恩賜
[00:03:14.000 --> 00:03:16.000]  我們去
[00:03:16.000 --> 00:03:18.000]  自己得到讚賞
[00:03:18.000 --> 00:03:20.000]  自己得到被人肯定的時候
[00:03:20.000 --> 00:03:22.000]  這個可以帶來虧損
[00:03:22.000 --> 00:03:24.000]  但若然我將我的恩賜
[00:03:24.000 --> 00:03:26.000]  能夠很單一的知道
[00:03:26.000 --> 00:03:28.000]  我是服侍神
[00:03:28.000 --> 00:03:30.000]  榮耀神
[00:03:30.000 --> 00:03:32.000]  這個就是很大的一個幫助
[00:03:32.000 --> 00:03:34.000]  神的角度可以
[00:03:34.000 --> 00:03:36.000]  被這些恩賜神造就我們
[00:03:36.000 --> 00:03:38.000]  能夠得到很多的祝福和使用
[00:03:38.000 --> 00:03:40.000]  或者我們這次看這段經文
[00:03:40.000 --> 00:03:42.000]  很有意思
[00:03:42.000 --> 00:03:44.000]  我們教會是什麼
[00:03:44.000 --> 00:03:46.000]  我們是才能的人
[00:03:46.000 --> 00:03:48.000]  但是我們要了解
