
[00:00:00.000 --> 00:00:01.720]  那麼《二忽所書》
[00:00:01.720 --> 00:00:04.600]  這個第四章是很重要的
[00:00:04.600 --> 00:00:06.800]  其實你揭開聖經
[00:00:06.800 --> 00:00:07.660]  揭一揭的時候
[00:00:07.660 --> 00:00:10.860]  我們在營會的時候就是看這個第四章
[00:00:10.860 --> 00:00:13.280]  那麼這個第四章
[00:00:13.280 --> 00:00:14.440]  第五章
[00:00:14.440 --> 00:00:16.640]  第六章的《二忽所書》
[00:00:16.640 --> 00:00:17.720]  是很重要的
[00:00:17.720 --> 00:00:20.900]  就是保羅講述完一大輪那些
[00:00:20.900 --> 00:00:24.400]  好像很高深境界的道理
[00:00:24.400 --> 00:00:26.720]  的真理之後
[00:00:26.720 --> 00:00:28.280]  就去講述一些
[00:00:28.280 --> 00:00:32.320]  生活上我們應該要怎麼生活的指引
[00:00:32.320 --> 00:00:34.480]  第四章、第五章、第六章
[00:00:34.480 --> 00:00:35.920]  那麼我們今天就
[00:00:35.920 --> 00:00:37.420]  講《二教之風》
[00:00:37.420 --> 00:00:39.640]  主要是集中在這個小段
[00:00:39.640 --> 00:00:40.960]  那麼其他的那些
[00:00:40.960 --> 00:00:44.280]  你們自己回家也可以經常看
[00:00:44.280 --> 00:00:46.160]  第四、五章、第六章
[00:00:46.160 --> 00:00:47.400]  那裡講
[00:00:47.400 --> 00:00:49.520]  我們怎麼跟基督要合一
[00:00:49.520 --> 00:00:51.760]  我們怎麼信了主之後
[00:00:51.760 --> 00:00:53.280]  那個舊人變成了新人
[00:00:53.280 --> 00:00:56.200]  我們有什麼新生活的守則
[00:00:56.680 --> 00:00:59.720]  我們怎麼做神光明的兒女呢
[00:00:59.720 --> 00:01:04.960]  夫妻之間的做法應該怎麼樣呢
[00:01:04.960 --> 00:01:07.320]  兒女和父母又應該怎麼樣呢
[00:01:07.320 --> 00:01:09.400]  怎麼穿起全副軍裝
[00:01:09.400 --> 00:01:11.200]  打這個屬靈的征戰呢
[00:01:11.200 --> 00:01:13.480]  這四章、五章、六章
[00:01:13.480 --> 00:01:15.400]  你如果可以的話多看幾次
[00:01:15.400 --> 00:01:16.640]  你背了它
[00:01:16.640 --> 00:01:19.200]  肯定對你非常有好處
[00:01:19.200 --> 00:01:21.880]  因為是很實在
[00:01:21.880 --> 00:01:25.520]  也是一個很正確的方向
[00:01:25.520 --> 00:01:28.120]  指引我們的信仰應該怎麼落實
[00:01:28.120 --> 00:01:30.200]  那麼我們在營會裡面
[00:01:30.200 --> 00:01:32.640]  講的靈魂的錨
[00:01:32.640 --> 00:01:33.880]  如果有些沒有去過的話
[00:01:33.880 --> 00:01:34.960]  就很快地聽一聽
[00:01:34.960 --> 00:01:36.960]  就是說好像一個船的錨
[00:01:36.960 --> 00:01:38.440]  要停船了
[00:01:38.440 --> 00:01:39.360]  要穩妥了
[00:01:39.360 --> 00:01:40.680]  避過風浪
[00:01:40.680 --> 00:01:41.720]  吹也不要動
[00:01:41.720 --> 00:01:43.920]  要將那個錨放到海底
[00:01:43.920 --> 00:01:44.960]  勾著大盆石
[00:01:44.960 --> 00:01:45.800]  那就穩妥了
[00:01:45.800 --> 00:01:47.760]  那麼我們就說這個
[00:01:47.760 --> 00:01:49.680]  就等於廉於基督
[00:01:49.680 --> 00:01:52.360]  那麼剛才我們提的《事不所知》
[00:01:52.360 --> 00:01:54.240]  第四章、第五章、第六章
[00:01:54.760 --> 00:01:56.440]  就是這樣的方向
[00:01:56.440 --> 00:01:57.880]  那麼剛才讀的時候
[00:01:57.880 --> 00:01:59.240]  大家有沒有留意到呢?
[00:01:59.240 --> 00:02:00.080]  這書
[00:02:00.080 --> 00:02:01.800]  "唯用愛心說誠實話"
[00:02:01.800 --> 00:02:04.720]  "法治獎準要廉於元首基督"
[00:02:04.720 --> 00:02:05.800]  那麼這個是重點
[00:02:05.800 --> 00:02:09.920]  你的生活有沒有廉於元首基督呢?
[00:02:09.920 --> 00:02:12.200]  那麼第二我們就說這艘船
[00:02:12.200 --> 00:02:13.280]  是,你有一個錨
[00:02:13.280 --> 00:02:14.400]  但是你不用的時候
[00:02:14.400 --> 00:02:15.920]  不拋下海就沒有用了
[00:02:15.920 --> 00:02:18.800]  那麼你就被風浪吹得你返船
[00:02:18.800 --> 00:02:20.600]  你有一隻錨也沒有用
[00:02:20.600 --> 00:02:22.840]  所以就是你要覺得有需要
[00:02:22.840 --> 00:02:25.880]  面對這個世界、這個生活的困境
[00:02:25.880 --> 00:02:26.840]  社會很多問題
[00:02:26.840 --> 00:02:28.120]  你自己很多問題
[00:02:28.120 --> 00:02:32.440]  你有沒有將這個錨拋出去廉於元首基督呢?
[00:02:32.440 --> 00:02:34.760]  你如果覺得自己很棒
[00:02:34.760 --> 00:02:36.120]  你很厲害
[00:02:36.120 --> 00:02:37.320]  你有很多才能
[00:02:37.320 --> 00:02:38.520]  你有很多的關係
[00:02:38.520 --> 00:02:39.680]  很多人幫你的忙
[00:02:39.680 --> 00:02:40.960]  很多解決的方法
[00:02:40.960 --> 00:02:43.080]  那麼你就不用廉於元首基督了
[00:02:43.080 --> 00:02:45.960]  那麼始終有一天你會返船
[00:02:45.960 --> 00:02:48.040]  如果你是很謙卑覺得自己
[00:02:48.040 --> 00:02:49.400]  哎呀,我其實也是不太行的
[00:02:50.040 --> 00:02:53.040]  其實我也要靠神幫我解決這些事情
[00:02:53.040 --> 00:02:56.040]  那麼你能夠拋出這個靈魂的錨
[00:02:56.040 --> 00:02:57.160]  廉於元首基督
[00:02:57.160 --> 00:02:58.560]  那麼你很多事情
[00:02:58.560 --> 00:02:59.720]  都能夠解決
[00:02:59.720 --> 00:03:01.480]  那麼接著第二天的時候
[00:03:01.480 --> 00:03:02.320]  我讀了一本書
[00:03:02.320 --> 00:03:03.640]  那麼因為這個講到錄音
[00:03:03.640 --> 00:03:09.080]  我就不能夠太過一字一句地講這個名字和這個作者
[00:03:09.080 --> 00:03:10.520]  那麼大家就知道了
[00:03:10.520 --> 00:03:13.320]  就是《X度空間》這本書的書名
[00:03:13.320 --> 00:03:15.840]  那麼是一個韓國的牧師
[00:03:15.840 --> 00:03:16.840]  寫的
[00:03:16.840 --> 00:03:17.600]  很出名的
[00:03:17.880 --> 00:03:22.080]  很出名的意思就是說他引起很大的不同意見
[00:03:22.080 --> 00:03:24.840]  贊成的人覺得他很好
[00:03:24.840 --> 00:03:27.960]  不贊成的人覺得他這本書很有問題
[00:03:27.960 --> 00:03:32.160]  那麼我在研會裡面也是看了幾張他那本書的內容
[00:03:32.160 --> 00:03:33.640]  然後也有一些討論
[00:03:33.640 --> 00:03:35.240]  那麼在討論的時候
[00:03:35.240 --> 00:03:36.280]  其實我也講了很多事情
[00:03:36.280 --> 00:03:36.920]  不過呢
[00:03:36.920 --> 00:03:38.840]  討論之後這麼講
[00:03:38.840 --> 00:03:39.920]  就講得很鬆散
[00:03:39.920 --> 00:03:41.640]  以及大家沒什麼印象
[00:03:41.640 --> 00:03:43.240]  所以在這次講到裡面
[00:03:43.240 --> 00:03:43.840]  其實呢
[00:03:43.840 --> 00:03:50.160]  我就主要想再講一下這一段的一些屬靈上的要點
[00:03:50.160 --> 00:03:54.560]  大家要記住一些正面的重點
[00:03:54.560 --> 00:03:57.440]  在這本書裡面我們看的時候
[00:03:57.440 --> 00:03:59.760]  第一就是他講到
[00:03:59.760 --> 00:04:02.240]  他發現了一個信心的規律
[00:04:02.240 --> 00:04:05.400]  在他祈禱去祈求一些事情的時候
[00:04:05.400 --> 00:04:06.960]  起先呢
[00:04:06.960 --> 00:04:08.920]  祈求都不行
[00:04:08.920 --> 00:04:11.240]  那麼後來他發現了這個規律之後
[00:04:11.240 --> 00:04:12.040]  他就說很棒
[00:04:12.040 --> 00:04:13.520]  原來祈禱要這樣的
[00:04:14.840 --> 00:04:16.320]  那麼這個信心之律呢
[00:04:16.320 --> 00:04:17.400]  他在書裡面這樣寫
[00:04:17.400 --> 00:04:18.360]  不過我告訴你
[00:04:18.360 --> 00:04:20.920]  他這樣是不適合聖經的
[00:04:20.920 --> 00:04:23.080]  他說呢
[00:04:23.080 --> 00:04:25.160]  你祈禱的時候要講得很細節
[00:04:25.160 --> 00:04:27.760]  那麼他用的那個例子
[00:04:27.760 --> 00:04:29.800]  就是說他當時需要一張書桌
[00:04:29.800 --> 00:04:30.800]  需要一輛單車
[00:04:30.800 --> 00:04:31.840]  那麼他才求呢
[00:04:31.840 --> 00:04:33.560]  那麼神沒有英文的祈禱
[00:04:33.560 --> 00:04:34.560]  一直都沒有聲音
[00:04:34.560 --> 00:04:36.000]  那麼後來他就說
[00:04:36.000 --> 00:04:37.120]  領悟到
[00:04:37.120 --> 00:04:38.720]  要很仔細的
[00:04:38.720 --> 00:04:41.680]  講那張桌子就一米高
[00:04:41.680 --> 00:04:43.080]  四尺乘六尺闊
[00:04:43.080 --> 00:04:44.080]  用桃木做
[00:04:44.080 --> 00:04:45.200]  有三個抽屜
[00:04:45.200 --> 00:04:46.680]  這個抽屜要有鎖匙
[00:04:46.680 --> 00:04:48.360]  那個抽屜要大一點
[00:04:48.360 --> 00:04:50.280]  要有四隻腳
[00:04:50.280 --> 00:04:51.160]  什麼什麼的
[00:04:51.160 --> 00:04:52.720]  就是要形容得很仔細
[00:04:52.720 --> 00:04:54.960]  神才會聽
[00:04:54.960 --> 00:04:56.800]  那麼他用的原因就是說
[00:04:56.800 --> 00:04:58.880]  因為神的國裡面有很多書桌
[00:04:58.880 --> 00:04:59.760]  你隨便畫了一張書桌
[00:04:59.760 --> 00:05:00.920]  神都不知道給你哪一張
[00:05:00.920 --> 00:05:04.280]  所以他就說要你講得很仔細才行
[00:05:04.280 --> 00:05:06.400]  那麼他說這個是規律
[00:05:06.400 --> 00:05:08.560]  原來這樣祈禱就行了
[00:05:08.560 --> 00:05:10.000]  不過
[00:05:10.000 --> 00:05:11.080]  他這樣的講法呢
[00:05:11.080 --> 00:05:12.880]  其實在聖經裡面沒有這樣講的
[00:05:13.200 --> 00:05:15.000]  聖經教我們的祈禱是什麼呢?
[00:05:15.000 --> 00:05:17.640]  在《聖經》一章二十四節那裡
[00:05:17.640 --> 00:05:21.320]  當時彼得和一群門徒去祈禱
[00:05:21.320 --> 00:05:22.720]  一開始的時候
[00:05:22.720 --> 00:05:24.000]  眾人就禱告說話
[00:05:24.000 --> 00:05:26.560]  主啊祢知道萬人的心
[00:05:26.560 --> 00:05:28.200]  這個就適合真理了
[00:05:28.200 --> 00:05:30.320]  神知道萬人的心
[00:05:30.320 --> 00:05:32.280]  知道了人所有的需要
[00:05:32.280 --> 00:05:35.080]  你不需要講得很仔細
[00:05:35.080 --> 00:05:36.360]  神都已經知道了
[00:05:36.360 --> 00:05:37.840]  你稍微提一提
[00:05:37.840 --> 00:05:41.360]  神馬上都已經可以為你安排很多事情
[00:05:41.360 --> 00:05:44.440]  甚至乎可能你自己也不知道有什麼需要的時候
[00:05:44.440 --> 00:05:48.000]  神都可以知道你的心
[00:05:48.000 --> 00:05:49.800]  來到這樣幫你安排
[00:05:49.800 --> 00:05:53.360]  Rebecca 當場的例子很好
[00:05:53.360 --> 00:05:56.080]  她不需要講得很詳細
[00:05:56.080 --> 00:05:58.160]  她有什麼需要就祈禱
[00:05:58.160 --> 00:05:59.240]  神就幫她安排
[00:05:59.240 --> 00:06:02.120]  在生活上我們就能夠這樣經驗
[00:06:02.120 --> 00:06:03.640]  這個是合乎聖經的
[00:06:03.640 --> 00:06:05.280]  但是這本書裡面的作者
[00:06:05.280 --> 00:06:07.440]  這樣的寫法是不合乎聖經的
[00:06:07.440 --> 00:06:10.800]  而他將這樣的祈禱方法
[00:06:11.160 --> 00:06:14.800]  當成了一個規律來教導其他人這樣去走的話
[00:06:14.800 --> 00:06:16.120]  就很危險了
[00:06:16.120 --> 00:06:18.720]  另外有聖經提到
[00:06:18.720 --> 00:06:20.520]  在《馬太福音》六章七至八節
[00:06:20.520 --> 00:06:22.240]  它說你們祈禱的時候要怎麼樣
[00:06:22.240 --> 00:06:25.760]  不要像外邦人那樣用很多重複的話語
[00:06:25.760 --> 00:06:28.960]  以為話講得多就瞞誰聽
[00:06:28.960 --> 00:06:30.760]  你們不可以效法他們
[00:06:30.760 --> 00:06:32.280]  因為在你們母期
[00:06:32.280 --> 00:06:34.840]  從以前你們所需用的
