
[00:00:00.000 --> 00:00:03.860]  各位弟兄姊妹 朋友們早安
[00:00:03.860 --> 00:00:06.160]  很高興今天有機會
[00:00:06.160 --> 00:00:08.900]  跟各位一起來敬拜我們的
[00:00:08.900 --> 00:00:11.560]  耶穌基督
[00:00:11.560 --> 00:00:15.560]  祂是萬王之王 祂是萬主之主
[00:00:15.560 --> 00:00:17.700]  那麼今天呢
[00:00:17.700 --> 00:00:20.860]  按照慣例第一個禮拜
[00:00:20.860 --> 00:00:23.100]  我要跟各位分享
[00:00:23.100 --> 00:00:26.860]  今年教會的意向跟使命
[00:00:26.860 --> 00:00:30.360]  就是什麼 核心價值
[00:00:30.360 --> 00:00:32.760]  我們教會的核心價值
[00:00:32.760 --> 00:00:35.560]  今天我是要講第三講
[00:00:35.560 --> 00:00:37.960]  我記得 如果您也記得
[00:00:37.960 --> 00:00:40.160]  第一講我講的是什麼
[00:00:40.160 --> 00:00:44.160]  是說如今常存的有信 有望 有愛
[00:00:44.160 --> 00:00:47.760]  這三樣其中最大的就是愛
[00:00:47.760 --> 00:00:52.460]  這是在格林多前書13章13節
[00:00:52.460 --> 00:00:56.060]  所以我多麼希望人家一講到信 望 愛 靈 堂
[00:00:56.060 --> 00:00:59.860]  就算是有信 有望 有愛的教會
[00:00:59.860 --> 00:01:03.660]  而不光只是中午飯好好吃
[00:01:03.660 --> 00:01:05.160]  Hallelujah
[00:01:05.160 --> 00:01:07.760]  我講的第二講是說
[00:01:07.760 --> 00:01:11.860]  要常常喜樂 福祝的禱告 凡事謝恩
[00:01:11.860 --> 00:01:15.660]  因為這是神在基督耶穌裡
[00:01:15.660 --> 00:01:17.160]  為我們所定的旨意
[00:01:17.160 --> 00:01:20.160]  貼薩諾尼加前書第四章
[00:01:20.160 --> 00:01:21.460]  我們也希望
[00:01:21.460 --> 00:01:22.860]  我們每一個弟兄姊妹
[00:01:22.860 --> 00:01:25.060]  都是常常喜樂 福祝 禱告
[00:01:25.060 --> 00:01:27.160]  凡事謝恩
[00:01:27.160 --> 00:01:28.160]  Hallelujah
[00:01:28.160 --> 00:01:29.760]  英文講得更漂亮
[00:01:29.760 --> 00:01:32.260]  Rejoice always
[00:01:32.260 --> 00:01:34.560]  Give thanks to everything
[00:01:34.560 --> 00:01:36.760]  Pray unceasingly
[00:01:36.760 --> 00:01:37.760]  Hallelujah
[00:01:37.760 --> 00:01:39.660]  不停地禱告
[00:01:39.660 --> 00:01:43.160]  而且為所有的事情都要感恩
[00:01:43.160 --> 00:01:46.860]  好的 壞的都要感恩
[00:01:46.860 --> 00:01:50.460]  那麼到底什麼是核心價值呢
[00:01:50.460 --> 00:01:53.160]  英文是core value
[00:01:53.160 --> 00:01:56.860]  core 譬如說是原子爐的核心
[00:01:56.860 --> 00:01:58.760]  就是叫做core
[00:01:58.760 --> 00:02:00.660]  那麼核心價值
[00:02:00.660 --> 00:02:02.260]  core value
[00:02:02.260 --> 00:02:04.360]  對一個國家來講
[00:02:04.360 --> 00:02:06.260]  這個國家的core value
[00:02:06.260 --> 00:02:07.960]  就是這個國家
[00:02:07.960 --> 00:02:13.660]  他讓人感覺他第一個印象是什麼
[00:02:13.660 --> 00:02:16.560]  譬如美國常常讓人感覺
[00:02:16.560 --> 00:02:18.360]  這是一個老大哥
[00:02:18.360 --> 00:02:21.560]  美國常常花了很多錢
[00:02:21.560 --> 00:02:23.160]  幫助了許多的人
[00:02:23.160 --> 00:02:24.760]  許多的國家
[00:02:24.760 --> 00:02:27.260]  而且美國是一個開放的國家
[00:02:27.260 --> 00:02:29.960]  全世界移民最多的一個國家
[00:02:29.960 --> 00:02:31.860]  這是他的core value
[00:02:31.860 --> 00:02:33.060]  當然啦
