
[00:00:00.000 --> 00:00:02.000]  靚姐妹平安
[00:00:02.000 --> 00:00:04.000]  今天我們就說啟齒錄
[00:00:04.000 --> 00:00:06.000]  這是第幾封書信
[00:00:06.000 --> 00:00:08.000]  大家記不記得
[00:00:08.000 --> 00:00:10.000]  第五封
[00:00:10.000 --> 00:00:14.000]  現在是十二月
[00:00:14.000 --> 00:00:16.000]  一年時間過得很快
[00:00:16.000 --> 00:00:20.000]  不知道大家還記不記得中秋節的時候發生的事
[00:00:20.000 --> 00:00:22.000]  大家有沒有吃過美成月餅
[00:00:22.000 --> 00:00:26.000]  沒吃過吧
[00:00:26.000 --> 00:00:28.000]  香港人應該沒吃過,因為香港沒得買
[00:00:28.000 --> 00:00:30.000]  大家知不知道這單新聞
[00:00:30.000 --> 00:00:32.000]  有一個叫美成月餅
[00:00:32.000 --> 00:00:34.000]  在大陸有一段時間
[00:00:34.000 --> 00:00:36.000]  在國內
[00:00:36.000 --> 00:00:38.000]  中秋的時候賣得很火
[00:00:38.000 --> 00:00:40.000]  銷量很高
[00:00:40.000 --> 00:00:42.000]  因為賣點是什麼
[00:00:42.000 --> 00:00:44.000]  大家知不知道
[00:00:44.000 --> 00:00:46.000]  美成月餅賣點是什麼
[00:00:46.000 --> 00:00:48.000]  香港製造
[00:00:48.000 --> 00:00:50.000]  你們不知道
[00:00:50.000 --> 00:00:52.000]  香港製造
[00:00:52.000 --> 00:00:54.000]  後來發現原來根本不是香港製造
[00:00:54.000 --> 00:00:56.000]  所有東西都是在內地完成的
[00:00:56.000 --> 00:00:58.000]  所以
[00:00:58.000 --> 00:01:00.000]  人們就猜錯了
[00:01:00.000 --> 00:01:02.000]  網民覺得
[00:01:02.000 --> 00:01:04.000]  是被騙
[00:01:04.000 --> 00:01:06.000]  這件事
[00:01:06.000 --> 00:01:08.000]  有時都會跟朋友
[00:01:08.000 --> 00:01:10.000]  靚姐妹都會說笑
[00:01:10.000 --> 00:01:12.000]  有沒有吃美成
[00:01:12.000 --> 00:01:14.000]  因為很想吃,沒得吃
[00:01:14.000 --> 00:01:16.000]  所以想起這個
[00:01:16.000 --> 00:01:18.000]  有名無實
[00:01:18.000 --> 00:01:20.000]  有名無實就是這個意思
[00:01:20.000 --> 00:01:22.000]  它有這個名字
[00:01:22.000 --> 00:01:24.000]  但沒有那個實際
[00:01:24.000 --> 00:01:26.000]  今天我們經文裏面的主角
[00:01:26.000 --> 00:01:28.000]  薩迪教會
[00:01:28.000 --> 00:01:30.000]  也是這樣的一間教會
[00:01:30.000 --> 00:01:32.000]  我們一起去看看
[00:01:32.000 --> 00:01:34.000]  剛才有讀過
[00:01:34.000 --> 00:01:36.000]  六節
[00:01:36.000 --> 00:01:38.000]  稍後會再和大家仔細去看
[00:01:38.000 --> 00:01:40.000]  去年和今年
[00:01:40.000 --> 00:01:42.000]  都分享了
[00:01:42.000 --> 00:01:44.000]  頭四封的書信
[00:01:44.000 --> 00:01:46.000]  又說回一點啟示錄的背景
[00:01:46.000 --> 00:01:48.000]  又重溫一下
[00:01:48.000 --> 00:01:50.000]  大家的記憶
[00:01:50.000 --> 00:01:52.000]  它的題材是啟認文學
