
[00:00:00.000 --> 00:00:01.520]  各位頂智妹
[00:00:01.520 --> 00:00:04.480]  我想問問大家
[00:00:04.480 --> 00:00:10.240]  有多少人是有孫子、孫女、子女、弟弟、妹妹
[00:00:10.240 --> 00:00:12.600]  在學校讀書的
[00:00:12.600 --> 00:00:13.840]  可不可以舉手
[00:00:13.840 --> 00:00:16.280]  很多了
[00:00:16.280 --> 00:00:18.560]  學校開學
[00:00:18.560 --> 00:00:24.800]  其實上個星期我已經收到一些求救的聲音
[00:00:24.800 --> 00:00:27.520]  兒子去了美國
[00:00:28.720 --> 00:00:30.240]  第一課上課
[00:00:30.240 --> 00:00:33.240]  已經是無神論
[00:00:33.240 --> 00:00:34.800]  進化論
[00:00:34.800 --> 00:00:36.880]  吵到飛起
[00:00:36.880 --> 00:00:40.360]  兒子很害怕
[00:00:40.360 --> 00:00:42.520]  去到那邊的時間
[00:00:42.520 --> 00:00:44.000]  原來上課的時候
[00:00:44.000 --> 00:00:47.880]  老師可以公開來踩基督教
[00:00:47.880 --> 00:00:52.480]  但是如果你在教室裡面
[00:00:52.480 --> 00:00:57.120]  說一點點有關聖經
[00:00:57.920 --> 00:00:59.320]  你就會被人投訴
[00:00:59.320 --> 00:01:03.760]  但是學校裡面公開批評基督教
[00:01:03.760 --> 00:01:08.560]  來到高舉無神論、進化論、唯物論的時候
[00:01:08.560 --> 00:01:10.320]  沒有人會投訴你
[00:01:10.320 --> 00:01:12.840]  這個是今天的美國
[00:01:12.840 --> 00:01:15.520]  去到今天的歐洲
[00:01:15.520 --> 00:01:17.560]  同樣都是一樣
[00:01:17.560 --> 00:01:20.120]  英國又如何呢
[00:01:20.120 --> 00:01:24.400]  除了教會所辦的學校之外
[00:01:24.400 --> 00:01:27.240]  其實沒有分別的
[00:01:28.320 --> 00:01:30.200]  在今天整個社會
[00:01:30.200 --> 00:01:32.440]  甚至現在的風來到香港
[00:01:32.440 --> 00:01:34.120]  都是一樣
[00:01:34.120 --> 00:01:36.760]  如果你今天宣傳的
[00:01:36.760 --> 00:01:38.040]  你做教師也好
[00:01:38.040 --> 00:01:38.840]  你做什麼也好
[00:01:38.840 --> 00:01:40.840]  你宣傳的是聖經
[00:01:40.840 --> 00:01:42.120]  是為他祈禱
[00:01:42.120 --> 00:01:43.320]  講福音的時候
[00:01:43.320 --> 00:01:45.360]  你會被人吵到飛起
[00:01:45.360 --> 00:01:50.320]  你會發覺到教育局會收到一些投訴信
[00:01:50.320 --> 00:01:55.520]  說教師竟然在課室
[00:01:56.480 --> 00:01:57.920]  來講基督教
[00:01:57.920 --> 00:01:59.920]  你沒有說叫他去信
[00:01:59.920 --> 00:02:02.280]  你只是說一說聖經
[00:02:02.280 --> 00:02:05.040]  你可能也會收到一些投訴
[00:02:05.040 --> 00:02:09.600]  但是教師在課堂裡面來講進化論
[00:02:09.600 --> 00:02:12.720]  他們覺得是天公地道的事
[00:02:12.720 --> 00:02:14.880]  因為這樣
[00:02:14.880 --> 00:02:18.560]  其實有些家長也很擔心
[00:02:18.560 --> 00:02:20.720]  但是我告訴大家
[00:02:20.720 --> 00:02:22.840]  其實這些擔心是不利的
[00:02:22.840 --> 00:02:25.080]  遲早有一天
[00:02:25.360 --> 00:02:27.440]  你的子女 你的孫子孫女
[00:02:27.440 --> 00:02:28.440]  你的弟弟妹妹
[00:02:28.440 --> 00:02:30.880]  你所熟悉的青少年
[00:02:30.880 --> 00:02:33.520]  他們都要面對這些的刺激
[00:02:33.520 --> 00:02:35.560]  面對這些的挑戰
[00:02:35.560 --> 00:02:37.880]  我很感恩
[00:02:37.880 --> 00:02:41.280]  因為我生長
[00:02:41.280 --> 00:02:43.240]  是一個無神論
[00:02:43.240 --> 00:02:44.280]  唯物論
[00:02:44.280 --> 00:02:45.960]  進化論的地方
[00:02:45.960 --> 00:02:48.920]  我是根深蒂固地相信那套東西
[00:02:48.920 --> 00:02:53.000]  就是因為以前我是相信那套東西
[00:02:53.000 --> 00:02:54.600]  所以經過七年
[00:02:55.320 --> 00:02:56.800]  和基督徒在爭辯
[00:02:56.800 --> 00:02:59.320]  爭辯完之後
[00:02:59.320 --> 00:03:02.000]  我理性上 我通過
[00:03:02.000 --> 00:03:03.680]  我經歷到
[00:03:03.680 --> 00:03:05.880]  以致我可以轉變過來
[00:03:05.880 --> 00:03:08.880]  今天任何人如果跟我分享的時候
[00:03:08.880 --> 00:03:11.880]  我可以非常理直氣壯
[00:03:11.880 --> 00:03:15.200]  跟他們講我自己轉變的經過
[00:03:15.200 --> 00:03:17.280]  第二
[00:03:17.280 --> 00:03:19.360]  也可以告訴大家
[00:03:19.360 --> 00:03:22.360]  在今天一個最有福的一些人
[00:03:22.360 --> 00:03:23.240]  是什麼人呢
[00:03:24.360 --> 00:03:27.680]  今年年初住了兩次的醫院
[00:03:27.680 --> 00:03:29.680]  給我有很深的感受
[00:03:29.680 --> 00:03:33.440]  我前晚去護士團契
[00:03:33.440 --> 00:03:36.560]  他們成立五十週年
[00:03:36.560 --> 00:03:39.520]  有一個陪靈會叫我去分享
[00:03:39.520 --> 00:03:42.320]  我去到那個時間
[00:03:42.320 --> 00:03:44.280]  他們都跟我們講
[00:03:44.280 --> 00:03:46.040]  作為醫生 作為護士
[00:03:46.040 --> 00:03:48.120]  你在醫院那裡跟病人
[00:03:48.120 --> 00:03:51.320]  來為他祈禱 跟他講福音
[00:03:52.280 --> 00:03:55.040]  你預備定有一個心理準備
[00:03:55.040 --> 00:03:57.080]  是會有人投訴你的
[00:03:57.080 --> 00:03:59.400]  的確是
[00:03:59.400 --> 00:04:03.600]  過去也曾經有醫生 有護士
[00:04:03.600 --> 00:04:07.080]  得到上級一些的警戒
[00:04:07.080 --> 00:04:09.080]  不要再做這件事
[00:04:09.080 --> 00:04:11.160]  但我很感恩
[00:04:11.160 --> 00:04:13.880]  我去到醫院做病人
[00:04:13.880 --> 00:04:15.800]  沒有人投訴我
[00:04:15.800 --> 00:04:18.960]  我跟整間病房
[00:04:18.960 --> 00:04:21.240]  甚至跟一個屋對面房的人
[00:04:21.560 --> 00:04:22.360]  我講福音
[00:04:22.360 --> 00:04:24.360]  天公地道
[00:04:24.360 --> 00:04:27.760]  所以弟兄姐妹不要就坐自己病入醫院
[00:04:27.760 --> 00:04:29.520]  我告訴你
[00:04:29.520 --> 00:04:32.200]  今天如果基督徒沒有人病入醫院
[00:04:32.200 --> 00:04:34.840]  病人是沒有機會聽到福音的
[00:04:34.840 --> 00:04:38.360]  我入醫院我有機會可以跟他們講
[00:04:38.360 --> 00:04:40.320]  但分享完之後沒有人投訴我的
[00:04:40.320 --> 00:04:41.080]  我是病人
[00:04:41.080 --> 00:04:42.080]  我跟他們一樣
[00:04:42.080 --> 00:04:43.880]  所以有時候
[00:04:43.880 --> 00:04:45.520]  牧師來不來
[00:04:45.520 --> 00:04:48.800]  病一下也好
[00:04:48.800 --> 00:04:50.440]  同意嗎
[00:04:51.440 --> 00:04:51.800]  是
[00:04:51.800 --> 00:04:54.360]  今早也有長青弟兄姐妹
[00:04:54.360 --> 00:04:55.920]  有些弟兄姐妹非常好
[00:04:55.920 --> 00:04:57.120]  為我禱告
[00:04:57.120 --> 00:04:59.960]  然後說我天天為你禱告
[00:04:59.960 --> 00:05:01.640]  是 因為我最近生蛇
[00:05:01.640 --> 00:05:03.760]  現在是蛇尾
[00:05:03.760 --> 00:05:06.400]  生蛇
[00:05:06.400 --> 00:05:07.360]  我就告訴你
[00:05:07.360 --> 00:05:09.160]  就當吃蛇羹
[00:05:09.160 --> 00:05:11.400]  各位親愛的弟兄姐妹
[00:05:11.400 --> 00:05:13.120]  久不久病下是好的
[00:05:13.120 --> 00:05:15.520]  我今天就要跟大家來講一講
[00:05:15.520 --> 00:05:18.640]  就是當你的子女 你的孫子孫女
[00:05:18.640 --> 00:05:20.320]  你認識的子弟
[00:05:20.640 --> 00:05:22.760]  去到學校來讀書
[00:05:22.760 --> 00:05:25.120]  是被人挑戰他們的信仰
[00:05:25.120 --> 00:05:26.200]  被人踩
[00:05:26.200 --> 00:05:27.840]  基督教被人批評的時候
[00:05:27.840 --> 00:05:30.720]  你應該有什麼樣的心態
[00:05:30.720 --> 00:05:33.400]  我告訴大家
[00:05:33.400 --> 00:05:37.800]  有很多我們對我們下一代的教導
[00:05:37.800 --> 00:05:41.000]  其他的人未必幫到你
[00:05:41.000 --> 00:05:43.760]  你是一個最有機會
[00:05:43.760 --> 00:05:47.200]  最容易幫到你那些親人的人
[00:05:47.200 --> 00:05:49.680]  我們首先來看看
[00:05:49.680 --> 00:05:53.480]  一般的人對信仰有四種不同的態度
[00:05:53.480 --> 00:05:55.760]  這四種不同的態度
[00:05:55.760 --> 00:05:57.400]  第一種是迷信
[00:05:57.400 --> 00:05:59.320]  明明知道那些東西是錯的
[00:05:59.320 --> 00:06:00.400]  照信可也
[00:06:00.400 --> 00:06:01.400]  這個叫迷信
[00:06:01.400 --> 00:06:05.280]  第二種是信迷
[00:06:05.280 --> 00:06:07.680]  信的東西是什麼
[00:06:07.680 --> 00:06:08.880]  不知道
[00:06:08.880 --> 00:06:10.080]  那為什麼你信
[00:06:10.080 --> 00:06:11.240]  因為牧師這樣說
[00:06:11.240 --> 00:06:11.880]  我就信
[00:06:11.880 --> 00:06:13.880]  這個是信迷
[00:06:13.880 --> 00:06:15.840]  你解釋不了
[00:06:15.840 --> 00:06:16.920]  信迷
[00:06:17.800 --> 00:06:20.720]  第三種的人是迷而不信
[00:06:20.720 --> 00:06:22.200]  無論你怎麼說
[00:06:22.200 --> 00:06:24.360]  我是不信就不信了
[00:06:24.360 --> 00:06:26.720]  什麼道理都來了
[00:06:26.720 --> 00:06:27.760]  我都是不信了
[00:06:27.760 --> 00:06:31.320]  第四種的人是信而不迷
[00:06:31.320 --> 00:06:32.720]  他信
[00:06:32.720 --> 00:06:34.280]  但是信得來
[00:06:34.280 --> 00:06:36.520]  是合情又合理
[00:06:36.520 --> 00:06:40.360]  你怎樣可以令到你自己的信仰合情又合理呢
[00:06:40.360 --> 00:06:41.200]  第一
[00:06:41.200 --> 00:06:43.640]  你對聖經的了解
[00:06:43.640 --> 00:06:46.120]  是真切
[00:06:47.840 --> 00:06:49.360]  連你自己
[00:06:49.360 --> 00:06:50.440]  你都通過
[00:06:50.440 --> 00:06:51.440]  你的理性
[00:06:51.440 --> 00:06:53.160]  而第三
[00:06:53.160 --> 00:06:55.120]  你的信仰你發覺
[00:06:55.120 --> 00:06:58.680]  是有歷史的背景作為支柱
[00:06:58.680 --> 00:07:00.480]  而第四
[00:07:00.480 --> 00:07:02.600]  在你的信仰裏面
[00:07:02.600 --> 00:07:04.520]  你亦都有預言
[00:07:04.520 --> 00:07:06.360]  聖經的預言
[00:07:06.360 --> 00:07:08.320]  成為你自己的依據
[00:07:08.320 --> 00:07:11.440]  你看到如果這個不是神的話
[00:07:11.440 --> 00:07:13.120]  是沒有任何人
[00:07:13.120 --> 00:07:14.720]  是可以這樣寫出來的
[00:07:14.720 --> 00:07:17.040]  然後最後一件事
[00:07:18.800 --> 00:07:20.400]  就是你自己的經歷
[00:07:20.400 --> 00:07:22.480]  我告訴大家
[00:07:22.480 --> 00:07:26.800]  當你經歷到這個信仰帶給你一個新的生命的時候
[00:07:26.800 --> 00:07:29.760]  你已經立於一個不敗之地
[00:07:29.760 --> 00:07:31.760]  無論誰都好
[00:07:31.760 --> 00:07:34.480]  沒有人夠膽阻你
[00:07:34.480 --> 00:07:36.240]  正生書院
[00:07:36.240 --> 00:07:38.880]  有位同學畢業之後入了中大
[00:07:38.880 --> 00:07:42.000]  明報第一事
[00:07:42.000 --> 00:07:44.880]  是這麼正面
[00:07:44.880 --> 00:07:46.960]  來報導基督教
[00:07:47.520 --> 00:07:48.440]  這些信徒
[00:07:48.440 --> 00:07:50.560]  入了中大之後
[00:07:50.560 --> 00:07:52.520]  他以一個吸毒者
[00:07:52.520 --> 00:07:53.840]  過來人的身份
[00:07:53.840 --> 00:07:56.000]  來跟一班同學分享
[00:07:56.000 --> 00:08:00.760]  然後分享到信仰怎樣幫助他脫胎換骨
[00:08:00.760 --> 00:08:02.760]  我告訴大家
[00:08:02.760 --> 00:08:04.360]  這些經歷
[00:08:04.360 --> 00:08:07.040]  你無論誰都好
[00:08:07.040 --> 00:08:09.560]  是不可以坐低他
[00:08:09.560 --> 00:08:11.800]  因為是他經歷到
[00:08:11.800 --> 00:08:14.640]  而第二件事一班同學
[00:08:14.640 --> 00:08:16.800]  非常開心
[00:08:17.080 --> 00:08:19.800]  一個二個都說看不出來
[00:08:19.800 --> 00:08:22.480]  原來他以前是這麼乖
[00:08:22.480 --> 00:08:26.520]  看不出來原來他以前是吸毒的
[00:08:26.520 --> 00:08:31.760]  還有這麼多因為吸毒而來的問題
[00:08:31.760 --> 00:08:34.400]  然後他們說
[00:08:34.400 --> 00:08:36.760]  真的看不到
[00:08:36.760 --> 00:08:38.400]  他這麼乖
[00:08:38.400 --> 00:08:39.680]  怎麼可能呢
[00:08:39.680 --> 00:08:42.200]  我告訴大家
[00:08:42.200 --> 00:08:45.200]  人是看福音的
[00:08:45.880 --> 00:08:47.080]  不只是聽福音
[00:08:47.080 --> 00:08:49.800]  當看到一個人
[00:08:49.800 --> 00:08:51.240]  他的生命的轉變
[00:08:51.240 --> 00:08:53.400]  特別是他家人
[00:08:53.400 --> 00:08:55.520]  那些見證
[00:08:55.520 --> 00:08:57.640]  都給這些同學看一看
[00:08:57.640 --> 00:08:59.320]  我告訴大家
[00:08:59.320 --> 00:09:01.120]  這些見證
[00:09:01.120 --> 00:09:03.760]  是遠勝千言萬語
[00:09:03.760 --> 00:09:05.240]  我今天
[00:09:05.240 --> 00:09:08.400]  特意選了一段聖經
[00:09:08.400 --> 00:09:11.080]  回應到現在
[00:09:11.080 --> 00:09:12.200]  我們的子弟
[00:09:12.200 --> 00:09:14.480]  在學校裏面的衝擊
[00:09:15.040 --> 00:09:16.760]  你和我到底
[00:09:16.760 --> 00:09:18.480]  怎樣來幫他們
[00:09:18.480 --> 00:09:19.960]  打基礎
[00:09:19.960 --> 00:09:22.560]  堅固他們的信心呢
[00:09:22.560 --> 00:09:24.400]  我請大家一齊
[00:09:24.400 --> 00:09:26.640]  和我們打開《創世紀》第一章
[00:09:26.640 --> 00:09:33.280]  《創世紀》的第一章
[00:09:33.280 --> 00:09:36.200]  第一節
[00:09:36.200 --> 00:09:38.200]  一起讀
[00:09:38.200 --> 00:09:41.960]  起初神創造天地
[00:09:41.960 --> 00:09:43.680]  我讓大家來看一看
[00:09:43.680 --> 00:09:45.120]  一句的說話
[00:09:45.120 --> 00:09:48.480]  開展了整本聖經的序幕
[00:09:48.480 --> 00:09:50.080]  起初
[00:09:50.080 --> 00:09:52.760]  是甚麼都沒有之前
[00:09:52.760 --> 00:09:55.560]  這個是時間上
[00:09:55.560 --> 00:09:57.120]  還未存在的時候
[00:09:57.120 --> 00:09:59.440]  是甚麼意思呢
[00:09:59.440 --> 00:10:01.000]  因為時間呢
[00:10:01.000 --> 00:10:04.320]  是按著太陽和地球之間
[00:10:04.320 --> 00:10:07.520]  自轉圍繞太陽
[00:10:07.520 --> 00:10:08.360]  自轉一周
[00:10:08.360 --> 00:10:09.720]  我們叫做二十四小時
[00:10:09.720 --> 00:10:10.960]  公轉一周
[00:10:10.960 --> 00:10:12.400]  我們叫做三百六十五
[00:10:12.400 --> 00:10:13.320]  又四分一日
[00:10:14.000 --> 00:10:16.280]  時間是一種關係
[00:10:16.280 --> 00:10:18.680]  如果連時間都不存在
[00:10:18.680 --> 00:10:19.960]  就是告訴我們
[00:10:19.960 --> 00:10:21.880]  其實連星球都未存在
[00:10:21.880 --> 00:10:23.600]  地球都未存在
[00:10:23.600 --> 00:10:25.000]  太陽都未存在
[00:10:25.000 --> 00:10:27.560]  這一切的關係未存在
[00:10:27.560 --> 00:10:28.760]  之前
[00:10:28.760 --> 00:10:31.880]  神在那個時刻
[00:10:31.880 --> 00:10:33.640]  甚麼都沒有的時刻
[00:10:33.640 --> 00:10:35.880]  祂已經創造天地
[00:10:35.880 --> 00:10:39.400]  有時候我們去唐人傳福音的時候
[00:10:39.400 --> 00:10:42.320]  如果是神造萬有
[00:10:43.800 --> 00:10:44.880]  那誰造神呢
[00:10:44.880 --> 00:10:47.120]  你怎樣回答祂呢
[00:10:47.120 --> 00:10:49.120]  我們就告訴祂
[00:10:49.120 --> 00:10:51.560]  造祂的那個就是神
[00:10:51.560 --> 00:10:52.600]  這個就不是神
[00:10:52.600 --> 00:10:54.840]  然後呢
[00:10:54.840 --> 00:10:58.080]  亦都有人會問你一個問題
[00:10:58.080 --> 00:11:01.040]  神在哪裏來
[00:11:01.040 --> 00:11:03.720]  有幾年有被人問過
[00:11:03.720 --> 00:11:04.560]  神在哪裏來
[00:11:04.560 --> 00:11:05.360]  可不可以舉手
[00:11:05.360 --> 00:11:07.160]  你怎樣回答祂
[00:11:07.160 --> 00:11:08.960]  起初
[00:11:08.960 --> 00:11:11.840]  神創造天地
[00:11:12.560 --> 00:11:13.960]  天地就是宇宙
[00:11:13.960 --> 00:11:17.000]  宇宙就是時間加上空間
[00:11:17.000 --> 00:11:19.760]  如果時間空間都是神造的
[00:11:19.760 --> 00:11:23.200]  那個問題本身是命題出錯
[00:11:23.200 --> 00:11:26.040]  你不應該問神在哪裏來
[00:11:26.040 --> 00:11:27.480]  因為為甚麼呢
[00:11:27.480 --> 00:11:30.160]  神不是在哪裏來
[00:11:30.160 --> 00:11:31.040]  是先有神
[00:11:31.040 --> 00:11:32.080]  然後有哪裏的
[00:11:32.080 --> 00:11:34.400]  而是哪裏是由神來的
[00:11:34.400 --> 00:11:36.120]  大家明不明白
[00:11:36.120 --> 00:11:38.280]  神不是由哪裏來
[00:11:38.280 --> 00:11:40.360]  而是哪裏是由神來的
[00:11:42.240 --> 00:11:44.720]  一切的空間是從神來的
[00:11:44.720 --> 00:11:47.360]  神不是從哪裏來的
[00:11:47.360 --> 00:11:48.600]  因為這樣
[00:11:48.600 --> 00:11:49.280]  我們告訴你
[00:11:49.280 --> 00:11:51.920]  連空間都是神所造的時間
[00:11:51.920 --> 00:11:55.320]  祂是遠比哪裏還要早
[00:11:55.320 --> 00:11:57.840]  第三
[00:11:57.840 --> 00:11:59.840]  在這兩個聖經當中
[00:11:59.840 --> 00:12:03.600]  給我們看到有一樣非常重要的東西
[00:12:03.600 --> 00:12:05.760]  起初神
[00:12:05.760 --> 00:12:07.520]  神這個字呢
[00:12:07.520 --> 00:12:08.960]  是 Elohim
[00:12:08.960 --> 00:12:11.720]  E-L-O-H-I-M
[00:12:12.520 --> 00:12:13.520]  給大家知道的就是
[00:12:13.520 --> 00:12:16.760]  凡親希伯來民有 I-M-M-E
[00:12:16.760 --> 00:12:18.840]  這個都是複數詞
[00:12:18.840 --> 00:12:22.280]  神是一個複數的詞
[00:12:22.280 --> 00:12:24.640]  所以在這兩個聖經當中
[00:12:24.640 --> 00:12:25.720]  給我們看到
[00:12:25.720 --> 00:12:30.200]  祂是絕對清楚
[00:12:30.200 --> 00:12:34.360]  將唯一神論否定了
[00:12:34.360 --> 00:12:36.840]  待會我逐一和你們說
[00:12:36.840 --> 00:12:41.200]  但是雖然神是一個複數的詞
[00:12:42.240 --> 00:12:44.160]  但是「創造」這個詞
[00:12:44.160 --> 00:12:47.600]  希伯來民的原文叫做Bara
[00:12:47.600 --> 00:12:49.920]  B-A-R-A
[00:12:49.920 --> 00:12:51.360]  Bara
[00:12:51.360 --> 00:12:53.160]  你聽我翻譯的時間
[00:12:53.160 --> 00:12:54.960]  原文就是叫做
[00:12:54.960 --> 00:12:56.880]  He created
[00:12:56.880 --> 00:13:00.400]  起初神是複數
[00:13:00.400 --> 00:13:03.560]  但是創造是單數的
[00:13:03.560 --> 00:13:05.920]  是祂創造
[00:13:05.920 --> 00:13:07.520]  所以一方面
[00:13:07.520 --> 00:13:09.920]  祂否定了唯一神論
[00:13:11.200 --> 00:13:15.360]  但是第二方面又否定了多神論
[00:13:15.360 --> 00:13:17.480]  為什麼呢?
[00:13:17.480 --> 00:13:20.720]  因為我們的神是唯一
[00:13:20.720 --> 00:13:23.160]  He created
[00:13:23.160 --> 00:13:25.560]  另一方面
[00:13:25.560 --> 00:13:28.000]  我們看到第一節的時間
[00:13:28.000 --> 00:13:30.120]  是Bara
[00:13:30.120 --> 00:13:32.800]  Bara的意思是什麼呢?
[00:13:32.800 --> 00:13:35.240]  就是沒有變成有
[00:13:35.240 --> 00:13:38.120]  是沒有變成有
[00:13:38.120 --> 00:13:39.440]  這個叫做Bara
[00:13:40.800 --> 00:13:42.800]  成章聖經當中
[00:13:42.800 --> 00:13:44.800]  你可以這樣說
[00:13:44.800 --> 00:13:50.320]  先後出現了三次Bara這個詞
[00:13:50.320 --> 00:13:53.680]  怎麼出現呢?
[00:13:53.680 --> 00:13:55.760]  第一節出現Bara
[00:13:55.760 --> 00:13:59.920]  起初神由沒有變成有
[00:13:59.920 --> 00:14:01.320]  創造了天地
[00:14:01.320 --> 00:14:05.840]  然後第二次的出現
[00:14:05.840 --> 00:14:08.360]  是在二十一節
[00:14:08.360 --> 00:14:10.040]  二十一節
[00:14:11.080 --> 00:14:14.040]  神就造出大魚
[00:14:14.040 --> 00:14:17.360]  大魚這個字英文的翻譯
[00:14:17.360 --> 00:14:20.920]  將它翻譯成為Sea Monster
[00:14:20.920 --> 00:14:23.440]  大家知不知道是什麼?
[00:14:23.440 --> 00:14:25.440]  什麼叫Sea Monster?
[00:14:25.440 --> 00:14:28.880]  《解經》中有很多不同的解釋
[00:14:28.880 --> 00:14:31.120]  是不是鯨魚呢?
[00:14:31.120 --> 00:14:32.360]  是不是殺人鯨呢?
[00:14:32.360 --> 00:14:34.880]  這些是不是叫做Monster呢?
[00:14:34.880 --> 00:14:38.360]  還是尼斯湖那種呢?
[00:14:38.360 --> 00:14:40.160]  有誰見過呢?
[00:14:41.320 --> 00:14:42.040]  無論如何
[00:14:42.040 --> 00:14:45.720]  Sea Monster在這段聖經當中
[00:14:45.720 --> 00:14:49.400]  是由神沒有變成有做出來的
[00:14:49.400 --> 00:14:55.800]  然後最後一次的出現是二十七節
[00:14:55.800 --> 00:15:00.080]  神就照著自己的形象做人
[00:15:00.080 --> 00:15:04.120]  乃是照著他的形象做男做女
[00:15:04.120 --> 00:15:05.880]  很奇怪的
[00:15:05.880 --> 00:15:08.680]  神的創造
[00:15:09.120 --> 00:15:11.480]  一方面我一會兒會跟大家說
[00:15:11.480 --> 00:15:13.480]  另一個字是很重要的
[00:15:13.480 --> 00:15:18.080]  二十七節人的被造的時間
[00:15:18.080 --> 00:15:20.800]  是和一般的生物植物
[00:15:20.800 --> 00:15:22.440]  特別有一個不同的地方
[00:15:22.440 --> 00:15:25.280]  生物植物是用另一個字
[00:15:25.280 --> 00:15:26.240]  叫做Assah
[00:15:26.240 --> 00:15:28.240]  A-S-A-H
[00:15:28.240 --> 00:15:30.120]  這個字一會兒我會跟大家說
[00:15:30.120 --> 00:15:32.200]  但是在這段聖經當中
[00:15:32.200 --> 00:15:34.320]  說到做人的時候
[00:15:34.320 --> 00:15:35.960]  二十六節神說
[00:15:35.960 --> 00:15:37.800]  我們要按照我們的形象
[00:15:37.800 --> 00:15:39.160]  照著我們的樣式
[00:15:39.160 --> 00:15:41.320]  Assah人
[00:15:41.320 --> 00:15:44.400]  A-S-A-H
[00:15:44.400 --> 00:15:47.080]  這個字的字格
[00:15:47.080 --> 00:15:48.400]  為什麼呢?
[00:15:48.400 --> 00:15:52.080]  Assah就是用已經有的物質
[00:15:52.080 --> 00:15:55.640]  來改造成為另一種產品
[00:15:55.640 --> 00:15:57.440]  這個叫做Assah
[00:15:57.440 --> 00:16:01.200]  二十六節神就告訴我們
[00:16:01.200 --> 00:16:02.920]  原來人的肉體
[00:16:02.920 --> 00:16:05.760]  本來是被神Assah出來的
[00:16:05.760 --> 00:16:06.800]  為什麼呢?
[00:16:06.880 --> 00:16:08.360]  二十七節就很清楚了
[00:16:08.360 --> 00:16:11.040]  是因為神是用地上的塵土
[00:16:11.040 --> 00:16:12.840]  來將它Assah出來
[00:16:12.840 --> 00:16:14.920]  是改造出來的
[00:16:14.920 --> 00:16:18.880]  而野地的走獸都是Assah出來的
[00:16:18.880 --> 00:16:22.240]  但是為什麼到了二十七節
[00:16:22.240 --> 00:16:24.960]  神特別
[00:16:24.960 --> 00:16:27.080]  祂不用Assah
[00:16:27.080 --> 00:16:32.000]  除了人的肉體是神Assah出來之外
[00:16:32.000 --> 00:16:33.080]  二十七節
[00:16:33.080 --> 00:16:35.320]  神就照著自己的形象
[00:16:35.320 --> 00:16:36.720]  Bara
[00:16:37.640 --> 00:16:38.720]  去Bara人
[00:16:38.720 --> 00:16:40.360]  沒有變成人
[00:16:40.360 --> 00:16:41.560]  因為這樣
[00:16:41.560 --> 00:16:43.640]  解經家都相信
[00:16:43.640 --> 00:16:48.640]  這個特別是針對人和萬物最不同的地方
[00:16:48.640 --> 00:16:50.120]  是有一樣東西
[00:16:50.120 --> 00:16:52.840]  Assah出來的動物
[00:16:52.840 --> 00:16:54.320]  和人
[00:16:54.320 --> 00:16:57.080]  我們有一個共通的肉體
[00:16:57.080 --> 00:16:59.160]  但是有一樣東西
[00:16:59.160 --> 00:17:01.400]  是一切的動物沒有的
[00:17:01.400 --> 00:17:02.800]  唯獨人有的
[00:17:02.800 --> 00:17:04.560]  這件事是什麼呢?
[00:17:04.560 --> 00:17:06.520]  就是人的靈魂
[00:17:07.880 --> 00:17:09.640]  創世紀的二十七節
[00:17:09.640 --> 00:17:12.080]  神用地上的塵土做人
[00:17:12.080 --> 00:17:15.400]  做完之後就在祂的鼻孔裡吹一口氣
[00:17:15.400 --> 00:17:19.200]  於是這個人就成為有靈的活人
[00:17:19.200 --> 00:17:20.360]  名叫Adam
[00:17:20.360 --> 00:17:23.400]  而這個吹一口氣
[00:17:23.400 --> 00:17:27.520]  神吹去的時間是在說什麼呢?
