
[00:00:00.000 --> 00:00:07.200]  各位弟兄姊妹,我們開始的時候,我們一起低頭祈禱
[00:00:07.200 --> 00:00:12.400]  慈悲人,天賦我們,求你臨到在我們當中
[00:00:12.400 --> 00:00:19.000]  親自去教導我們,使用你少女為你所預備的講章
[00:00:19.000 --> 00:00:23.800]  讓無論我們說的、聽的,我們得著主你的教導
[00:00:23.800 --> 00:00:28.400]  我們這樣去禱告奉主耶穌基督得聖的名祈求,阿們
[00:00:29.500 --> 00:00:39.000]  好,這次我們說的是《貞賢》系列
[00:00:39.000 --> 00:00:45.800]  如果你記得,杜先生上星期教我們什麼是《格宴》、什麼是《貞賢》
[00:00:45.800 --> 00:00:50.000]  也教了我們多些認識《貞賢》
[00:00:50.000 --> 00:00:52.500]  今天我們仍然是《貞賢》系列
[00:00:52.500 --> 00:00:57.800]  在舊約的《希伯來聖經》中,有五卷的《思覺智慧書》
[00:00:58.200 --> 00:01:02.400]  就是《約伯記》、《詩篇》、《貞賢》、《傳道書》和《牙哥》
[00:01:02.400 --> 00:01:06.800]  其實這幾卷《思覺智慧書》都有不同的風格
[00:01:06.800 --> 00:01:11.000]  也告訴我們人生有不同的面向
[00:01:11.000 --> 00:01:16.800]  《貞賢》是教導我們,上帝是一個賞善佛學的上帝
[00:01:16.800 --> 00:01:21.400]  如果我們敬畏上帝生活,遵守祂的律法的時候
[00:01:21.400 --> 00:01:23.700]  我們就會得到上帝的獎賞
[00:01:23.700 --> 00:01:26.600]  反之就是自取敗壞
[00:01:27.400 --> 00:01:31.600]  《貞賢》的信念就是,上帝創造一個世界有規律
[00:01:31.600 --> 00:01:35.000]  人會在這個當中,按規律而活
[00:01:35.000 --> 00:01:47.400]  上帝就會按規律,讓我們遭遇到好運或者災禍
[00:01:47.400 --> 00:01:54.300]  如果我們蒙福,就是說我們做事做得好
[00:01:54.700 --> 00:01:59.000]  如果我們遭到患難的時候,就可能會被上帝懲罰
[00:01:59.000 --> 00:02:04.200]  這是一個因果報應的觀念,「眾善因,得善果」
[00:02:04.200 --> 00:02:10.800]  今天《貞賢》告訴我們,「呈現」是一個很有規律、很整齊的世界
[00:02:10.800 --> 00:02:16.000]  正面地教導我們,應該怎樣去生活、怎樣有的行為
[00:02:16.000 --> 00:02:22.800]  今天我們就會繼續看《貞賢》告訴我們,上帝恨乎什麼
[00:02:23.300 --> 00:02:26.000]  在說之前,我就想分享一下
[00:02:26.000 --> 00:02:31.000]  可能很多人都知道,我之前開過咖啡店
[00:02:31.000 --> 00:02:34.300]  我都會很喜歡買一些杯碟
[00:02:34.300 --> 00:02:43.000]  因為當中,一些漂亮的杯碟,令到飲品或食品都會更加美味
[00:02:43.000 --> 00:02:47.000]  我手上有一隻杯子,是不是很漂亮呢
[00:02:48.500 --> 00:02:53.500]  這個杯子有點麻煩,先把飲品擋下來
[00:02:53.500 --> 00:03:05.500]  這個杯子不是很貴,但它的設計、顏色、杯身的圖案,其實都很漂亮
[00:03:05.500 --> 00:03:08.500]  經過精心的設計
[00:03:08.500 --> 00:03:14.000]  杯底還有一個印章,告訴我們是哪一間工廠做的
[00:03:14.000 --> 00:03:17.000]  或者是哪個系列
[00:03:18.000 --> 00:03:24.000]  這個杯子外面有花、有小鳥,很精緻、很美麗
[00:03:24.000 --> 00:03:27.000]  杯邊還有一些特別的設計
[00:03:27.000 --> 00:03:30.000]  其實這個杯子的設計,我都拿得很舒服
[00:03:30.000 --> 00:03:39.000]  而杯底也有防滑的設計,令到用起來,我們不會很容易滑倒或打爛
[00:03:39.000 --> 00:03:44.500]  我們想想,這個杯子,我們會怎樣去處理它呢
[00:03:45.000 --> 00:03:53.500]  可能用完之後,我們會很小心地去洗乾淨、擦乾,放在茶杯的櫃子裡
[00:03:53.500 --> 00:03:56.000]  等待下一次再用
[00:03:56.000 --> 00:04:00.000]  剛剛過了,或者現在是新年的時期
[00:04:00.000 --> 00:04:04.000]  如果你去到親戚朋友家拜年的時候
[00:04:04.000 --> 00:04:10.000]  這個主人拿了一個這麼漂亮的杯子,來給你盛茶給你喝
[00:04:10.000 --> 00:04:13.000]  你可能會覺得,也不錯
[00:04:14.000 --> 00:04:20.000]  但如果你知道,它裡面有很多污漬的時候
[00:04:20.000 --> 00:04:25.000]  你喜不喜歡這個杯子盛茶給你喝呢
[00:04:25.000 --> 00:04:30.000]  我想大家沒有誰想喝這個杯子的茶
[00:04:30.000 --> 00:04:34.000]  茶可能沒事,但這個杯子是骯髒邋遢
[00:04:35.000 --> 00:04:46.000]  我們杯子多漂亮也好,但如果它污穢不堪的時候,就失去了製造的目的
[00:04:46.000 --> 00:04:49.000]  沒有人會用這個杯子來飲水
[00:04:49.000 --> 00:04:52.000]  就好像馬太福音23章
[00:04:53.000 --> 00:05:12.000]  馬太福音23章25到27節有一段很熟悉的經文
[00:05:13.000 --> 00:05:39.000]  馬太福音23章25到27節有一段很熟悉的經文
[00:05:40.000 --> 00:05:45.000]  裡面卻裝滿了死人的骨頭和一切的污穢
[00:05:45.000 --> 00:05:49.000]  如果我們是上帝一隻去創造的杯子
[00:05:49.000 --> 00:05:54.000]  又好又漂亮,但裡面污穢不堪的話
[00:05:54.000 --> 00:05:58.000]  你覺得上帝會不會用這個杯子呢
[00:05:58.000 --> 00:06:04.000]  當然不會了,因為我們的上帝是一個忌邪的上帝
[00:06:05.000 --> 00:06:10.000]  如果你是上帝,你一定不會用這個杯子來飲水
[00:06:10.000 --> 00:06:15.000]  在這個世代,有時候我們對罪越來越不敏感
[00:06:15.000 --> 00:06:21.000]  但神就不一樣了,他絕對不會以有罪為無罪
[00:06:21.000 --> 00:06:25.000]  因此罪會讓我們跟上帝隔絕
[00:06:26.000 --> 00:06:35.000]  如果你見到這個杯子被扔掉了,是否很可惜呢
[00:06:35.000 --> 00:06:42.000]  但要重新使用這杯子的時候,應該要做什麼呢
[00:06:43.000 --> 00:06:56.000]  把所有不應該存在的東西清除,回到這個杯子本來的狀況
[00:06:56.000 --> 00:07:04.000]  今天我們就說經文有什麼事惹上帝發怒
[00:07:04.000 --> 00:07:10.000]  剛才我們有讀到《箴言》六章十六到十九節
[00:07:11.000 --> 00:07:18.000]  我們先看看這個經文,有一個特別的寫作技巧
[00:07:18.000 --> 00:07:22.000]  這個經文叫做《數字箴言》
[00:07:22.000 --> 00:07:28.000]  是箴言其中的一個部分,是一個形式,是一個寫作技巧
[00:07:28.000 --> 00:07:33.000]  幫助我們容易記,或者容易有深刻印象
[00:07:34.000 --> 00:07:43.000]  數字在八來文中有象徵式的意義,比如1,3,7,10都是重要的數字
[00:07:43.000 --> 00:07:47.000]  通常是說完整和完全的意思
[00:07:47.000 --> 00:07:52.000]  數字箴言主要是用不同的數字作為簡介
[00:07:52.000 --> 00:07:58.000]  將不同的事物排列,然後說出當中的特性
[00:07:58.000 --> 00:08:02.000]  最重要的是強調最後一項
[00:08:03.000 --> 00:08:07.000]  有一個例子,在箴言三十章十八到十九節
[00:08:07.000 --> 00:08:13.000]  說:「我所七不透的奇妙有三樣,連我所不知道共有四樣
[00:08:13.000 --> 00:08:23.000]  就是鷹在空中飛的道,蛇在盤石上爬的道,船在海中行的道,男與女交合的道」
[00:08:23.000 --> 00:08:26.000]  其實這裡都是同一個圖案
[00:08:27.000 --> 00:08:33.000]  其實說很多樣,但最主要是說第四樣,即是最後一項
[00:08:33.000 --> 00:08:39.000]  今天的經文也是一樣,在我們剛才讀到十六到十九節
[00:08:39.000 --> 00:08:46.000]  說到有六樣耶和華很憎恨的,連他心裡所憎惡的共有七樣
[00:08:46.000 --> 00:08:52.000]  經過剛才所說的,最後那樣就是耶和華最憎惡的
[00:08:53.000 --> 00:08:57.000]  就是「弟兄中,暴散紛爭的人」
[00:08:57.000 --> 00:09:02.000]  其實如果我們仔細去看,我們會發覺
[00:09:02.000 --> 00:09:09.000]  我們會發覺第十七到十八節
[00:09:09.000 --> 00:09:17.000]  作者用人體的器官來描述耶和華所憎惡的人的一些行為
[00:09:18.000 --> 00:09:25.000]  由人體由上而下說明,高傲的眼,殺荒的舌,流無辜人血的手
[00:09:25.000 --> 00:09:28.000]  圖謀惡計的心和非跑行惡的腳
[00:09:28.000 --> 00:09:32.000]  這些都是耶和華所憎惡的人的特質
[00:09:32.000 --> 00:09:35.000]  你覺不覺得有點諷刺呢?
[00:09:35.000 --> 00:09:40.000]  上帝創造我們的身體,看為好的,是吧?
[00:09:40.000 --> 00:09:44.000]  然而人卻將這些身體的部分成為不義的器皿
[00:09:45.000 --> 00:09:50.000]  扭曲成為撒旦使用的工具,成為野神憎惡的部分
[00:09:50.000 --> 00:09:54.000]  說到耶和華憎惡的事,我們第一個反應
[00:09:54.000 --> 00:09:59.000]  可能是指「是呀是呀,那個人是有,那個人也有做」
[00:09:59.000 --> 00:10:05.000]  或者很容易說「其實我見到很多這些例子」
[00:10:05.000 --> 00:10:08.000]  但今天我不想你指別人
