
[00:00:00.000 --> 00:00:02.000]  請大家低頭,我們一起做一個禱告
[00:00:30.000 --> 00:00:35.160]  可能是更加難過的逆境的時候
[00:00:35.160 --> 00:00:37.160]  我們能夠有你的智慧
[00:00:37.160 --> 00:00:38.480]  有你的說話
[00:00:38.480 --> 00:00:41.240]  有你給我們的盼望和力量
[00:00:41.240 --> 00:00:44.200]  以致到在危的裏面
[00:00:44.200 --> 00:00:46.320]  善用每一個的機
[00:00:46.320 --> 00:00:48.240]  去傳揚你
[00:00:48.240 --> 00:00:49.240]  去侍奉你
[00:00:49.240 --> 00:00:50.520]  去見證你
[00:00:50.520 --> 00:00:53.760]  去將人帶到主的面前
[00:00:53.760 --> 00:00:54.800]  你聽我們禱告
[00:00:54.800 --> 00:00:57.160]  因代下面講的和聽的
[00:00:57.160 --> 00:00:59.400]  都是因為你自己的說話
[00:00:59.400 --> 00:01:01.400]  我們得到建立
[00:01:01.400 --> 00:01:03.240]  奉耶穌基督的名求
[00:01:03.240 --> 00:01:04.240]  阿們
[00:01:29.400 --> 00:01:31.640]  領導教會最近
[00:01:31.640 --> 00:01:34.600]  和神學院一起去談
[00:01:34.600 --> 00:01:36.040]  怎樣
[00:01:36.040 --> 00:01:39.840]  來到一個叫做
[00:01:39.840 --> 00:01:42.440]  困難的日子裏面
[00:01:42.440 --> 00:01:44.600]  是這麼多人
[00:01:44.600 --> 00:01:47.520]  染上那些抑鬱、憂慮
[00:01:47.520 --> 00:01:48.520]  另一方面
[00:01:48.520 --> 00:01:50.080]  整個香港
[00:01:50.080 --> 00:01:51.440]  亦都是
[00:01:51.440 --> 00:01:53.960]  有第二次我們可以說
[00:01:53.960 --> 00:01:55.760]  是一個非常大的
[00:01:55.760 --> 00:01:58.160]  一個的移民潮
[00:01:58.160 --> 00:02:00.400]  現在是出現
[00:02:00.400 --> 00:02:02.240]  再加上我最近
[00:02:02.240 --> 00:02:05.560]  在教導的時候
[00:02:05.560 --> 00:02:07.080]  有一些在加拿大
[00:02:07.080 --> 00:02:10.200]  美國那些的牧者和教會領袖
[00:02:10.200 --> 00:02:12.920]  同樣都是在上我的課
[00:02:12.920 --> 00:02:15.040]  是連續十個星期的時間
[00:02:15.040 --> 00:02:16.400]  每日
[00:02:16.400 --> 00:02:17.240]  我會和他
[00:02:17.240 --> 00:02:19.160]  每一次上課
[00:02:19.160 --> 00:02:21.000]  是兩個半小時
[00:02:21.000 --> 00:02:22.560]  就是在講什麼呢
[00:02:22.560 --> 00:02:23.720]  就是在講
[00:02:23.720 --> 00:02:26.200]  怎樣在一些這麼困難的日子裏面
[00:02:26.200 --> 00:02:29.280]  仍然建立一個健康的教會
[00:02:29.280 --> 00:02:30.680]  我遇到牧者
[00:02:30.680 --> 00:02:33.560]  有很多不同的問題
[00:02:33.560 --> 00:02:35.000]  這些問題的本身
[00:02:35.000 --> 00:02:36.760]  都是因為在疫症的期間
[00:02:36.760 --> 00:02:38.960]  他們發覺到以前做開的事
[00:02:38.960 --> 00:02:41.320]  他現在沒有辦法做
[00:02:41.320 --> 00:02:43.720]  以前的牧者
[00:02:43.720 --> 00:02:45.080]  當我們知道有一個會友
[00:02:45.080 --> 00:02:46.720]  進了醫院的時候
[00:02:46.720 --> 00:02:47.920]  我們第一時間
[00:02:47.920 --> 00:02:50.040]  我們希望去探望他
[00:02:50.040 --> 00:02:51.280]  兼顧他的信心
[00:02:51.280 --> 00:02:52.640]  為他禱告
[00:02:52.640 --> 00:02:55.200]  給他安慰、輔導
[00:02:55.200 --> 00:02:56.680]  家裏面
[00:02:56.680 --> 00:02:59.280]  如果有些人病危
[00:02:59.280 --> 00:03:02.920]  我亦都是隨時去到這些人的家裏
[00:03:02.920 --> 00:03:04.640]  和他一家人來禱告
[00:03:04.640 --> 00:03:06.640]  建立他們
[00:03:06.640 --> 00:03:07.880]  另一方面
[00:03:07.880 --> 00:03:09.720]  如果家裏面出現
[00:03:09.720 --> 00:03:11.360]  有一些的爭執
[00:03:11.360 --> 00:03:13.400]  爭吵、爭鬧
[00:03:13.400 --> 00:03:18.320]  甚至非常困難的一些暴力事件
[00:03:18.320 --> 00:03:20.240]  無論多麼晚
[00:03:20.240 --> 00:03:21.400]  我心目中
[00:03:21.400 --> 00:03:23.680]  我都會去到這些人的家裏面
[00:03:23.680 --> 00:03:25.640]  排難解分
[00:03:25.640 --> 00:03:27.120]  但是現在我們發覺到
[00:03:27.120 --> 00:03:30.320]  是完全絕望
[00:03:30.320 --> 00:03:31.880]  有電視台打來的時候
[00:03:31.880 --> 00:03:36.000]  他說「牧師,我們怎樣做好呢?」
[00:03:36.000 --> 00:03:39.280]  「末期癌症,我爸爸進了醫院」
[00:03:39.280 --> 00:03:41.240]  「我跟他說了福音」
[00:03:41.240 --> 00:03:43.600]  「但現在不知道怎樣做好」
[00:03:43.600 --> 00:03:45.400]  那我就問
[00:03:45.400 --> 00:03:47.480]  「現在你有沒有可能和你爸爸」
[00:03:47.480 --> 00:03:49.040]  「用電話談得來?」
[00:03:49.040 --> 00:03:50.400]  他說「有」
[00:03:50.400 --> 00:03:51.480]  「既然是這樣的時候」
[00:03:51.480 --> 00:03:53.080]  「這個就是你的機了」
[00:03:53.080 --> 00:03:54.680]  「善用這個機」
[00:03:54.680 --> 00:03:56.520]  「那怎樣用這個機?」
[00:03:56.520 --> 00:03:59.440]  「我就跟他說」
[00:03:59.440 --> 00:04:00.960]  「你將你過去說了的」
[00:04:00.960 --> 00:04:02.200]  「告訴他」
[00:04:02.200 --> 00:04:06.360]  「爸爸,我很愛你」
[00:04:06.360 --> 00:04:09.960]  「我一生不想和你有任何分離」
[00:04:09.960 --> 00:04:14.000]  「我以後都想見到你」
[00:04:14.000 --> 00:04:16.720]  耶穌是復活的神
[00:04:16.720 --> 00:04:18.120]  你有了祂
[00:04:18.120 --> 00:04:19.920]  你不需要擔心
[00:04:19.920 --> 00:04:21.120]  你信了祂
[00:04:21.120 --> 00:04:23.480]  我們也會復活
[00:04:23.480 --> 00:04:26.960]  現在我們只是一個客旅
[00:04:26.960 --> 00:04:30.120]  我們旅行、度假在這個地上
[00:04:30.120 --> 00:04:33.360]  最終我們要在天上再見
[00:04:33.360 --> 00:04:36.200]  我鼓勵他們做這件事
[00:04:36.200 --> 00:04:38.320]  我很感恩
[00:04:38.320 --> 00:04:40.880]  這些姐妹願意去聽
[00:04:40.880 --> 00:04:42.880]  當他們願意去聽的時候
[00:04:42.880 --> 00:04:45.280]  神蹟就出現
[00:04:45.280 --> 00:04:47.520]  我和大家講講另一個神蹟
[00:04:47.520 --> 00:04:52.520]  在一個非常態的模樣裏面
[00:04:52.520 --> 00:04:54.680]  非常需要
[00:04:54.680 --> 00:04:56.960]  我有一個中學的同學
[00:04:56.960 --> 00:04:58.240]  他是校隊的足球
[00:04:58.240 --> 00:05:02.560]  校隊的陸運
[00:05:02.560 --> 00:05:03.920]  他跑400
[00:05:03.920 --> 00:05:06.160]  我跑跨欄
[00:05:06.160 --> 00:05:07.680]  我們是很熟的
[00:05:07.680 --> 00:05:09.000]  由中一開始
[00:05:09.000 --> 00:05:11.960]  我們有幾年是同伴
[00:05:11.960 --> 00:05:14.720]  但是當經過幾十年都沒有變的時候
[00:05:14.720 --> 00:05:16.040]  他患過抑鬱
[00:05:16.040 --> 00:05:18.120]  我和他傳福音
[00:05:18.120 --> 00:05:20.280]  傳過一段時間
[00:05:20.280 --> 00:05:22.880]  他不肯踏出一步
[00:05:22.880 --> 00:05:26.680]  來接受這個福音
[00:05:26.680 --> 00:05:28.320]  幾個月前
[00:05:28.320 --> 00:05:30.680]  我聽到他患了癌症
[00:05:30.680 --> 00:05:34.160]  接受了割除的手術
[00:05:34.160 --> 00:05:37.840]  另一方面接受了各種不同的療程
[00:05:37.840 --> 00:05:38.680]  標靶治療
[00:05:38.680 --> 00:05:40.200]  什麼都做過
[00:05:40.200 --> 00:05:43.560]  但是沒有辦法控制癌細胞
[00:05:43.560 --> 00:05:45.280]  每況愈下
[00:05:45.280 --> 00:05:47.800]  他就在醫院的時候
[00:05:47.800 --> 00:05:49.880]  我都是切切為他禱告
[00:05:49.880 --> 00:05:52.440]  但是我們是沒有辦法能夠和他接觸
[00:05:52.440 --> 00:05:54.640]  電話都沒有辦法接觸
[00:05:54.640 --> 00:05:55.560]  怎麼搞
[00:05:55.560 --> 00:05:57.240]  我只能夠在禱告裏面
[00:05:57.240 --> 00:05:59.840]  叫我們順著那班同學來禱告
[00:05:59.840 --> 00:06:02.640]  為他禱告
[00:06:02.640 --> 00:06:04.840]  過幾個星期前
[00:06:04.840 --> 00:06:07.000]  我第一個收到的消息
[00:06:07.000 --> 00:06:11.880]  就是他已經和我們分離了
[00:06:11.880 --> 00:06:13.520]  他過了一生
[00:06:13.520 --> 00:06:15.480]  我的心很難過
[00:06:15.480 --> 00:06:17.520]  誰知道第二天
[00:06:17.520 --> 00:06:19.320]  我收到一個同學
[00:06:19.320 --> 00:06:21.920]  傳給我的一個好消息
[00:06:21.920 --> 00:06:23.160]  這個好消息
[00:06:23.160 --> 00:06:25.080]  就是最危急的時候
[00:06:25.080 --> 00:06:27.760]  這位同學的姨甥女
[00:06:27.760 --> 00:06:30.520]  是他很疼愛的姨甥女
[00:06:30.520 --> 00:06:31.800]  就用電話
[00:06:31.800 --> 00:06:32.800]  他信了主
[00:06:32.800 --> 00:06:35.360]  他就用電話和他求福
[00:06:35.360 --> 00:06:37.000]  來去講這個福音
[00:06:37.000 --> 00:06:37.760]  求福
[00:06:37.760 --> 00:06:39.080]  信耶穌
