
[00:00:00.000 --> 00:00:03.000]  聽姊妹早晨
[00:00:03.000 --> 00:00:06.000]  今日的題目是荊棘滿途
[00:00:06.000 --> 00:00:08.000]  過去兩堂崇拜
[00:00:08.000 --> 00:00:13.000]  我都沒有機會提到我背後那棵花
[00:00:13.000 --> 00:00:15.000]  有沒有留意?
[00:00:15.000 --> 00:00:18.000]  荊棘滿途
[00:00:18.000 --> 00:00:22.000]  想像下是怎樣
[00:00:22.000 --> 00:00:27.000]  其實在每日的新聞裏
[00:00:27.000 --> 00:00:30.000]  我猜我們見到的
[00:00:30.000 --> 00:00:34.000]  大部分都是一些不太開心的消息
[00:00:34.000 --> 00:00:36.000]  無論世界大事也好
[00:00:36.000 --> 00:00:39.000]  在香港社會也好
[00:00:39.000 --> 00:00:41.000]  十之八九
[00:00:41.000 --> 00:00:44.000]  就正是我們經常說的
[00:00:44.000 --> 00:00:47.000]  人生不如意事
[00:00:47.000 --> 00:00:49.000]  十上八九
[00:00:49.000 --> 00:00:56.000]  究竟我們可以怎樣面對這些艱難的日子
[00:00:56.000 --> 00:00:58.000]  古語有云
[00:00:58.000 --> 00:01:01.000]  孟子曾經提過
[00:01:01.000 --> 00:01:05.000]  天將降大任於斯人也
[00:01:05.000 --> 00:01:07.000]  必先苦其心志
[00:01:07.000 --> 00:01:09.000]  勞其筋骨
[00:01:09.000 --> 00:01:11.000]  餓其體膚
[00:01:11.000 --> 00:01:13.000]  空乏其身
[00:01:13.000 --> 00:01:16.000]  很慘吧
[00:01:16.000 --> 00:01:22.000]  今日我會繼續用以色列記第四章
[00:01:22.000 --> 00:01:24.000]  跟大家分享
[00:01:24.000 --> 00:01:28.000]  在這段聖經開始之前
[00:01:28.000 --> 00:01:32.000]  我想很簡單地回顧一下
[00:01:32.000 --> 00:01:35.000]  頭三章究竟是說甚麼
[00:01:35.000 --> 00:01:41.000]  第一章是說到一班聖民
[00:01:41.000 --> 00:01:50.000]  按照召喚而返回他們要回歸的地方
[00:01:50.000 --> 00:01:56.000]  第二章有很多數字和人名
[00:01:56.000 --> 00:02:02.000]  說到這些人怎樣回歸
[00:02:02.000 --> 00:02:09.000]  第三章開始他們重建聖殿的工程
[00:02:09.000 --> 00:02:11.000]  根基開始立定
[00:02:11.000 --> 00:02:16.000]  第四章就應該開始建了
[00:02:16.000 --> 00:02:23.000]  第四章當這些猶太人興高采烈
[00:02:23.000 --> 00:02:26.000]  打算開展工程的時候
[00:02:26.000 --> 00:02:28.000]  難了就來了
[00:02:28.000 --> 00:02:31.000]  在第四章第一節
[00:02:31.000 --> 00:02:33.000]  經文說
[00:02:33.000 --> 00:02:36.000]  猶大和汴雅敏的敵人聽說
[00:02:36.000 --> 00:02:42.000]  被擄歸回的人為耶和華以色列的神建造殿宇
[00:02:42.000 --> 00:02:48.000]  這裡紅色的字是猶大和汴雅敏的敵人
[00:02:48.000 --> 00:02:51.000]  這些敵人究竟是甚麼人
[00:02:51.000 --> 00:02:56.000]  如果我們回到以色列記三章第三節
[00:02:56.000 --> 00:03:01.000]  其實是給了我們一些提示
[00:03:01.000 --> 00:03:03.000]  經文提到
[00:03:03.000 --> 00:03:11.000]  鄰國的敏令回歸的猶太人感到懼怕
[00:03:11.000 --> 00:03:15.000]  這些人很可能是哪幾類
[00:03:15.000 --> 00:03:19.000]  撒瑪利亞人、阿拉伯人、阿滿人
[00:03:19.000 --> 00:03:24.000]  或者是阿薩特等種族的人
[00:03:24.000 --> 00:03:28.000]  當這裡的人看到
[00:03:28.000 --> 00:03:32.000]  突然有這麼多猶大人
[00:03:32.000 --> 00:03:36.000]  從四面八方湧回來
[00:03:36.000 --> 00:03:43.000]  又說要祝壇獻祭、要建聖殿、立根基
[00:03:43.000 --> 00:03:47.000]  開開心心、大聲慶祝
[00:03:47.000 --> 00:03:49.000]  都挺害怕的
[00:03:49.000 --> 00:03:52.000]  因為他們覺得被威脅
[00:03:52.000 --> 00:03:58.000]  所以他們覺得這些猶大人是敵人
[00:03:58.000 --> 00:04:02.000]  心裡開始想要搞破壞
[00:04:02.000 --> 00:04:07.000]  他們搞破壞的手法挺高明的
[00:04:07.000 --> 00:04:11.000]  因為你看第二節就知道了
[00:04:11.000 --> 00:04:13.000]  經文繼續說
[00:04:13.000 --> 00:04:16.000]  請容我們與你們一同建造
[00:04:16.000 --> 00:04:19.000]  因為我們尋求你們的神與你們一樣
[00:04:19.000 --> 00:04:24.000]  自從亞述王以撒哈頓帶我們上這地以來
[00:04:24.000 --> 00:04:27.000]  我們常祭至神
[00:04:27.000 --> 00:04:32.000]  剛才說過撒瑪利亞人可能是其中一份子
[00:04:32.000 --> 00:04:36.000]  如果這番話是出自撒瑪利亞人的口
[00:04:36.000 --> 00:04:38.000]  也挺對的
[00:04:38.000 --> 00:04:40.000]  大家都明白了
[00:04:40.000 --> 00:04:46.000]  撒瑪利亞人其實他們所相信的是一個相當混雜的信仰
[00:04:46.000 --> 00:04:51.000]  他們選擇性地相信摩西五經
[00:04:51.000 --> 00:04:56.000]  然後先知書就不太中聽了
[00:04:56.000 --> 00:05:03.000]  不過他們仍然高舉在基里森山獻祭
[00:05:03.000 --> 00:05:07.000]  所以好像跟一點又不跟一點
[00:05:07.000 --> 00:05:09.000]  糊塗塗的
[00:05:09.000 --> 00:05:17.000]  我相信這個跟我們今天在社會生活裡面對的場景挺相似
[00:05:17.000 --> 00:05:23.000]  我們面對的處境從來都不是非黑即白
[00:05:23.000 --> 00:05:26.000]  問題不是那麼簡單一刀切
[00:05:26.000 --> 00:05:29.000]  於是我們可以下判斷
[00:05:29.000 --> 00:05:34.000]  就因為這個灰色的地帶其實很闊
[00:05:34.000 --> 00:05:39.000]  所以就開始有位離開
[00:05:39.000 --> 00:05:42.000]  可以想想辦法
[00:05:42.000 --> 00:05:49.000]  這裡提到亞述王以撒哈頓是什麼人呢?
[00:05:49.000 --> 00:05:54.000]  他大概是在主前677年的時代
[00:05:54.000 --> 00:06:00.000]  距離古列第二年637年
[00:06:00.000 --> 00:06:04.000]  減一減40年左右
[00:06:04.000 --> 00:06:09.000]  這些猶太人的敵人就會這樣說
[00:06:09.000 --> 00:06:14.000]  我們建造神的殿
[00:06:14.000 --> 00:06:21.000]  如果是這樣我們一起去建造聖殿有什麼問題呢?
[00:06:21.000 --> 00:06:30.000]  我相信對於那些違背信仰很根本元素的人來說
[00:06:30.000 --> 00:06:35.000]  他們所提出的論點就有點像溫水煮青蛙
[00:06:35.000 --> 00:06:41.000]  深下深下就進到我們的信仰裡
[00:06:41.000 --> 00:06:44.000]  所以有人說過一句很正經的話
[00:06:44.000 --> 00:06:52.000]  合乎道德的行為從來很少是最後一刻的決定
[00:06:52.000 --> 00:06:56.000]  必須要想清想楚
[00:06:56.000 --> 00:07:00.000]  如果我們不能及早做好決定的話
[00:07:00.000 --> 00:07:03.000]  當那個處境來到了
[00:07:03.000 --> 00:07:07.000]  多數我們都趕不及去反應
[00:07:07.000 --> 00:07:12.000]  結果就會失守和妥協
[00:07:12.000 --> 00:07:18.000]  所羅伯伯、耶穌和其他以色列的族長
[00:07:18.000 --> 00:07:23.000]  第三節就給了一個很乾淨利落的反應
[00:07:23.000 --> 00:07:25.000]  我們一起讀
[00:07:25.000 --> 00:07:29.000]  我們建造神的殿與你們無干
[00:07:29.000 --> 00:07:33.000]  我們自己為瑤華以色列的神協力建造
[00:07:33.000 --> 00:07:37.000]  是照波斯王古列所吩咐的
[00:07:37.000 --> 00:07:40.000]  與你們無干
[00:07:40.000 --> 00:07:42.000]  廣東話的說法很簡單
[00:07:42.000 --> 00:07:45.000]  關你什麼事?
[00:07:45.000 --> 00:07:47.000]  要站得穩
[00:07:47.000 --> 00:07:50.000]  其實就是需要斬釘截鐵
[00:07:50.000 --> 00:07:52.000]  很清楚的立場
[00:07:52.000 --> 00:07:54.000]  立定決心
[00:07:54.000 --> 00:07:59.000]  當面對正面的對抗
[00:07:59.000 --> 00:08:05.000]  其實可能是很沒禮貌,不能夠退縮
[00:08:05.000 --> 00:08:07.000]  這班猶太人的領袖
[00:08:07.000 --> 00:08:11.000]  很清楚知道自己的底線是站在哪裡
[00:08:11.000 --> 00:08:16.000]  他們需要持守他們純正的信仰
[00:08:16.000 --> 00:08:20.000]  是那位波斯王古列吩咐他們
[00:08:20.000 --> 00:08:23.000]  叫他們重建家園
[00:08:23.000 --> 00:08:28.000]  他們需要重建純正獨一的信仰
[00:08:28.000 --> 00:08:38.000]  這是上帝透過波斯王古列傳遞給他們的心意
[00:08:38.000 --> 00:08:44.000]  所以無論任何情況下不能妥協
[00:08:44.000 --> 00:08:48.000]  其實那時候的處境
[00:08:48.000 --> 00:08:53.000]  在列王記下十七章二十七至四十一節
[00:08:53.000 --> 00:08:59.000]  都有提及亞述王以撒哈頓的時間
[00:08:59.000 --> 00:09:02.000]  究竟是怎樣的
[00:09:02.000 --> 00:09:05.000]  那段經文大約是這樣說的
[00:09:05.000 --> 00:09:09.000]  然而各族之人在所在的城裡
[00:09:09.000 --> 00:09:11.000]  各為自己製造神像
[00:09:11.000 --> 00:09:15.000]  安置在撒瑪利亞人所造有幽壇的殿中
[00:09:15.000 --> 00:09:17.000]  他們又懼怕耶和華
[00:09:17.000 --> 00:09:19.000]  又侍奉自己的神
[00:09:19.000 --> 00:09:24.000]  從何邦遷移就隨從何邦的風俗
[00:09:24.000 --> 00:09:28.000]  簡單來說就是牆頭草
[00:09:28.000 --> 00:09:35.000]  所以歷史很清楚告訴猶太人
[00:09:35.000 --> 00:09:40.000]  當以撒哈頓攻陷撒瑪利亞之後
[00:09:40.000 --> 00:09:43.000]  他就開始遷移這些人口
[00:09:43.000 --> 00:09:49.000]  遷移着遷移着就連宗教文化也遷移了
[00:09:49.000 --> 00:09:53.000]  開始將他們混雜起來
[00:09:53.000 --> 00:09:59.000]  信征的信仰就是這樣一步一步地失落
[00:09:59.000 --> 00:10:04.000]  所以到了以色列記第四章四十五節
[00:10:04.000 --> 00:10:07.000]  這些以色列民的敵人
[00:10:07.000 --> 00:10:10.000]  狐狸尾巴露出來了
[00:10:10.000 --> 00:10:14.000]  當猶太人說關你什麼事
[00:10:14.000 --> 00:10:17.000]  這個回應說了之後
[00:10:17.000 --> 00:10:19.000]  經文繼續說
[00:10:19.000 --> 00:10:22.000]  那地的民就在猶大人建造的時候
[00:10:22.000 --> 00:10:26.000]  使他們的守法院擾亂他們
[00:10:26.000 --> 00:10:28.000]  從波斯王古列年間
[00:10:28.000 --> 00:10:31.000]  直到波斯王大利烏登基的時候
[00:10:31.000 --> 00:10:35.000]  賄賂謀士要敗壞他們的謀選
[00:10:35.000 --> 00:10:38.000]  使得他們的守法院
[00:10:38.000 --> 00:10:43.000]  其實就是在搞心戰室
[00:10:43.000 --> 00:10:46.000]  另外一個中文的聖經翻譯
[00:10:46.000 --> 00:10:49.000]  司庫易本告訴我們
[00:10:49.000 --> 00:10:54.000]  他是在挫折猶大人民的勇氣
[00:10:54.000 --> 00:10:56.000]  這段聖經也補充
[00:10:56.000 --> 00:11:02.000]  整個過程直到波斯王大利烏登基的時候
[00:11:02.000 --> 00:11:06.000]  足足有十五年
[00:11:06.000 --> 00:11:10.000]  在這個狀態的煎熬底下
[00:11:10.000 --> 00:11:13.000]  頂住十五年
[00:11:13.000 --> 00:11:17.000]  相信你也不要說容易
[00:11:17.000 --> 00:11:21.000]  所以當初這些猶大人
[00:11:21.000 --> 00:11:25.000]  他們能夠站穩站硬
[00:11:25.000 --> 00:11:31.000]  他們的立場是非常重要和明智的
[00:11:31.000 --> 00:11:34.000]  困難沒有停止
[00:11:34.000 --> 00:11:36.000]  經文在第六至十一節
[00:11:36.000 --> 00:11:39.000]  用今天的說話來說
[00:11:39.000 --> 00:11:44.000]  這些猶大人是官非纏身
[00:11:44.000 --> 00:11:46.000]  為什麼我這樣說呢
[00:11:46.000 --> 00:11:48.000]  經文說
[00:11:48.000 --> 00:11:50.000]  在阿哈徐魯才登基的時候
[00:11:50.000 --> 00:11:54.000]  上本控告猶大和耶路撒冷的居民
[00:11:54.000 --> 00:11:56.000]  亞達士西連間
[00:11:56.000 --> 00:12:01.000]  比斯蘭、米特利達、他別和他們的同黨
[00:12:01.000 --> 00:12:05.000]  上本就告波斯王亞達士西
[00:12:05.000 --> 00:12:07.000]  本章是用阿蘭文字
[00:12:07.000 --> 00:12:09.000]  阿蘭方言
[00:12:09.000 --> 00:12:14.000]  省長利宏、書記利瑞要控告耶路撒冷人
[00:12:14.000 --> 00:12:18.000]  也上本就告亞達士西黃
[00:12:18.000 --> 00:12:23.000]  省長利宏、書記辛瑞和同黨的底那人
[00:12:23.000 --> 00:12:28.000]  亞發薩提加人、他別拉人
[00:12:28.000 --> 00:12:32.000]  亞發薩人、阿基慧人、巴比倫人
[00:12:32.000 --> 00:12:36.000]  書山加人、底夏人、以蘭人
[00:12:36.000 --> 00:12:40.000]  和尊大的阿斯娜巴索遷爾
[00:12:40.000 --> 00:12:46.000]  安置在撒瑪利亞城並帶河西一帶地方的人等
[00:12:46.000 --> 00:12:49.000]  上奏亞達士西王說
[00:12:49.000 --> 00:12:53.000]  河西的神文云云
[00:12:53.000 --> 00:12:58.000]  當你聽我讀出這段相當竅口的經文
[00:12:58.000 --> 00:13:00.000]  你一定要留意
[00:13:00.000 --> 00:13:04.000]  我將某些字紅色了
[00:13:04.000 --> 00:13:07.000]  短短六節經文
[00:13:07.000 --> 00:13:14.000]  提了五次上本控告、就告、控告等字眼
[00:13:14.000 --> 00:13:19.000]  不停被人告
[00:13:19.000 --> 00:13:22.000]  按照時序來看
[00:13:22.000 --> 00:13:25.000]  由以色列人經過重重困難
[00:13:25.000 --> 00:13:27.000]  在古列王年間
[00:13:27.000 --> 00:13:31.000]  終於給機會他們返回耶路撒冷
[00:13:31.000 --> 00:13:34.000]  立定聖殿的根基
[00:13:34.000 --> 00:13:38.000]  之後就被敵人搞擾
[00:13:38.000 --> 00:13:43.000]  使整個工程一停就十五年
[00:13:43.000 --> 00:13:48.000]  大利烏王年間被批准復工
[00:13:48.000 --> 00:13:56.000]  阿哈徐魯亞達士西年間又被人攔阻
[00:13:56.000 --> 00:13:59.000]  不足為奇
[00:13:59.000 --> 00:14:03.000]  經文提到阿哈徐魯
[00:14:03.000 --> 00:14:07.000]  歷史學家找到的時期
[00:14:07.000 --> 00:14:11.000]  其實是有埃及的叛亂
[00:14:11.000 --> 00:14:19.000]  所以當地人就吃著這個原因就上了
[00:14:19.000 --> 00:14:25.000]  他上本控告猶大和耶路撒冷的居民
[00:14:25.000 --> 00:14:28.000]  誣告他們造反
[00:14:28.000 --> 00:14:31.000]  而阿哈徐魯亞達士西年間提過的
[00:14:31.000 --> 00:14:35.000]  也有很多不同的波斯名
[00:14:35.000 --> 00:14:39.000]  省長、書記等等
[00:14:39.000 --> 00:14:42.000]  所以我想說什麼呢?
[00:14:42.000 --> 00:14:45.000]  當你一直聽的時候
[00:14:45.000 --> 00:14:48.000]  你會發覺在不同的年代
[00:14:48.000 --> 00:14:51.000]  不同的崗位
[00:14:51.000 --> 00:14:53.000]  包括地方官
[00:14:53.000 --> 00:14:56.000]  不同的種族
[00:14:56.000 --> 00:14:58.000]  不同的人
[00:14:58.000 --> 00:15:00.000]  總之全部人
[00:15:00.000 --> 00:15:05.000]  都要來攻擊這些猶大人
[00:15:05.000 --> 00:15:12.000]  不要忘記,這個聖殿開展的工程是怎樣來的?
[00:15:12.000 --> 00:15:15.000]  是上帝的心意來的
[00:15:15.000 --> 00:15:20.000]  上帝的心意的開展是怎樣來的?
[00:15:20.000 --> 00:15:22.000]  想告訴大家
[00:15:22.000 --> 00:15:26.000]  這並不代表一帆風順
[00:15:26.000 --> 00:15:32.000]  上帝的心意並不代表一帆風順
[00:15:32.000 --> 00:15:37.000]  困難、敵人是會出現的
[00:15:37.000 --> 00:15:41.000]  是會不停地出現的
[00:15:41.000 --> 00:15:45.000]  在第十二節至第十六節
[00:15:45.000 --> 00:15:50.000]  裡面提到這一班聯合敵對的勢力
[00:15:50.000 --> 00:15:54.000]  他們提出的原因論點
[00:15:54.000 --> 00:15:57.000]  都頗有說服力的
[00:15:57.000 --> 00:16:02.000]  他們說的原因並不是宗教的原因
[00:16:02.000 --> 00:16:09.000]  而是對於波斯政府非常關注的利益關係
[00:16:09.000 --> 00:16:11.000]  作為一個藉口
[00:16:11.000 --> 00:16:14.000]  這班敵人強調我是忠的
[00:16:14.000 --> 00:16:18.000]  這班猶太人是奸的
[00:16:18.000 --> 00:16:21.000]  他們要誣告他們
[00:16:21.000 --> 00:16:23.000]  他們不會交稅的
[00:16:23.000 --> 00:16:25.000]  他們會造反的
[00:16:25.000 --> 00:16:27.000]  經文怎樣說
[00:16:27.000 --> 00:16:28.000]  王該知道
[00:16:28.000 --> 00:16:32.000]  從王那裡上到我們這裡的猶太人
[00:16:32.000 --> 00:16:37.000]  已經到耶路撒冷重建這反叛惡劣的城
[00:16:37.000 --> 00:16:40.000]  築立根基建造城牆
[00:16:40.000 --> 00:16:41.000]  如今王該知道
[00:16:41.000 --> 00:16:43.000]  他們若建造這城
[00:16:43.000 --> 00:16:44.000]  城牆完畢
[00:16:44.000 --> 00:16:48.000]  就不再與王進貢交貨納稅
[00:16:48.000 --> 00:16:50.000]  終究王必受虧損
[00:16:50.000 --> 00:16:52.000]  我們就不同了
[00:16:52.000 --> 00:16:56.000]  我們既食愈鹽不忍見王吃虧
[00:16:56.000 --> 00:16:58.000]  因此就告於王
[00:16:58.000 --> 00:17:01.000]  請王考察先王的實錄
[00:17:01.000 --> 00:17:05.000]  必在其上查知這城是反叛的城
[00:17:05.000 --> 00:17:07.000]  與列王及各省有害
[00:17:07.000 --> 00:17:11.000]  自古以來其中常有博弈的事
[00:17:11.000 --> 00:17:14.000]  因此這城曾被拆毀
[00:17:14.000 --> 00:17:16.000]  我們謹奏王知
[00:17:16.000 --> 00:17:17.000]  這城若再建造
[00:17:17.000 --> 00:17:19.000]  城牆完畢
[00:17:19.000 --> 00:17:23.000]  河西之地,王就無份了
[00:17:23.000 --> 00:17:26.000]  多嚴重啊
[00:17:26.000 --> 00:17:29.000]  他提出的處境
[00:17:29.000 --> 00:17:36.000]  其實又與我們今天面對的社會場景很相似
[00:17:36.000 --> 00:17:38.000]  他提出很多原因
[00:17:38.000 --> 00:17:41.000]  包括社會、教育、文化、利益
[00:17:41.000 --> 00:17:46.000]  這些看來都好像是正確的東西
[00:17:46.000 --> 00:17:49.000]  很世俗化的東西
[00:17:49.000 --> 00:17:53.000]  其實不斷蠶食我們的信仰
[00:17:53.000 --> 00:17:57.000]  所以如果在我們的生活當中
[00:17:57.000 --> 00:18:01.000]  無論是我們的工作、家庭、人際關係
[00:18:01.000 --> 00:18:05.000]  遇到林林種種很艱難的問題
[00:18:05.000 --> 00:18:07.000]  很現實的問題
