
[00:00:00.000 --> 00:00:01.620]  弟姐妹平安,早晨
[00:00:01.620 --> 00:00:02.440]  早晨
[00:00:02.440 --> 00:00:03.360]  你也好嗎?
[00:00:03.360 --> 00:00:04.200]  好
[00:00:04.200 --> 00:00:05.400]  今天開心嗎?
[00:00:05.400 --> 00:00:09.520]  很開心,因為跟大家一起領主餐
[00:00:09.520 --> 00:00:10.900]  剛才很感動
[00:00:10.900 --> 00:00:13.440]  這樣是一個福分
[00:00:13.440 --> 00:00:16.180]  如果我們可以一起去
[00:00:16.180 --> 00:00:18.780]  敬拜,一起祈禱
[00:00:18.780 --> 00:00:20.060]  一起復興,好嗎?
[00:00:20.060 --> 00:00:21.320]  給我一個「Amen」,可以嗎?
[00:00:21.320 --> 00:00:24.280]  我們一起繼續在這個敬拜裡面
[00:00:24.280 --> 00:00:25.840]  把紙交給神,好嗎?
[00:00:25.840 --> 00:00:28.440]  今天我們會繼續我們的
[00:00:28.440 --> 00:00:30.040]  「馬太夫音」系列
[00:00:30.040 --> 00:00:32.480]  今天我們會讀「馬太夫音」的第六章
[00:00:32.480 --> 00:00:35.140]  第十六至十八節,好嗎?
[00:00:35.140 --> 00:00:36.840]  我們一起讀,好嗎?
[00:00:36.840 --> 00:00:38.160]  一、二、三
[00:00:38.160 --> 00:00:39.920]  你們禁食的時候
[00:00:39.920 --> 00:00:42.400]  不可像那假冒為善的人
[00:00:42.400 --> 00:00:44.120]  臉上帶著受用
[00:00:44.120 --> 00:00:47.080]  因為他們把臉弄得難看
[00:00:47.080 --> 00:00:49.960]  故意叫人看出他們是禁食
[00:00:49.960 --> 00:00:51.800]  我實在告訴你們
[00:00:51.800 --> 00:00:55.240]  他們已經得到了他們的賞賜
[00:00:55.240 --> 00:00:58.480]  你禁食的時候要梳頭洗臉
[00:00:58.480 --> 00:01:00.640]  不叫人看出你禁食來
[00:01:00.640 --> 00:01:03.400]  只叫你暗中的父看見
[00:01:03.400 --> 00:01:05.600]  你父在暗中察看
[00:01:05.600 --> 00:01:07.040]  必然報答你
[00:01:07.040 --> 00:01:07.840]  弟兄姐妹
[00:01:07.840 --> 00:01:09.360]  誰是第一次讀這個經文的?
[00:01:09.360 --> 00:01:10.320]  沒有吧?
[00:01:10.320 --> 00:01:12.440]  讀過的請你舉手給我看看
[00:01:12.440 --> 00:01:15.080]  其實都很簡單,容易明白
[00:01:15.080 --> 00:01:18.200]  就是說你禁食的時候就不要裝模作樣
[00:01:18.200 --> 00:01:20.040]  不要故意給別人看
[00:01:20.040 --> 00:01:21.240]  要做給誰看?
[00:01:21.240 --> 00:01:23.880]  做給神看,要出自真心的
[00:01:23.880 --> 00:01:26.320]  劇透一下真心姐要你謙卑
[00:01:26.320 --> 00:01:28.680]  這樣就有賞賜了
[00:01:28.680 --> 00:01:30.880]  我們要探討兩樣東西
[00:01:30.880 --> 00:01:33.160]  剛才我說的真心就是謙卑
[00:01:33.160 --> 00:01:36.080]  何謂賞賞呢?
[00:01:36.080 --> 00:01:37.200]  何謂賞賞呢?
[00:01:37.200 --> 00:01:38.760]  我們看看上文說了些什麼
[00:01:38.760 --> 00:01:41.240]  因為要看《新聖經》,要看上下文
[00:01:41.240 --> 00:01:43.480]  你記不記得之前耶穌說了些什麼?
[00:01:43.480 --> 00:01:47.040]  就是說法利塞人的義
[00:01:47.040 --> 00:01:50.120]  如果我們的義是勝過不了法利塞人的義
[00:01:50.120 --> 00:01:51.160]  我們上不了天國的
[00:01:51.160 --> 00:01:55.040]  然後他就說了六個錯誤的律法教導
[00:01:55.040 --> 00:01:57.960]  有殺人、姦淫等等
[00:01:57.960 --> 00:01:59.920]  一直到愛仇敵
[00:01:59.920 --> 00:02:03.320]  然後他就說要賬賦一樣什麼?
[00:02:03.320 --> 00:02:04.520]  完全
[00:02:04.520 --> 00:02:07.000]  然後他就說了三個
[00:02:07.000 --> 00:02:11.480]  當時流行的宗教行為的不完全
[00:02:11.480 --> 00:02:12.600]  第一個是什麼?
[00:02:12.600 --> 00:02:13.320]  施捨
[00:02:13.320 --> 00:02:14.680]  第二個就是祈禱
[00:02:14.680 --> 00:02:17.400]  第三個就是今天說的禁食
[00:02:17.400 --> 00:02:21.160]  來表明這些行為背後的實義是什麼
[00:02:21.160 --> 00:02:21.920]  所以今天
[00:02:21.920 --> 00:02:26.680]  大英智會讓我們藉著當時最流行的屬靈操練
[00:02:26.680 --> 00:02:31.880]  讓我們一起去掌握屬靈操練背後的意義和態度
[00:02:31.880 --> 00:02:32.560]  好不好?
[00:02:32.560 --> 00:02:34.280]  我們再進入這個講道之前
[00:02:34.280 --> 00:02:35.560]  我們一起祈禱
[00:02:35.560 --> 00:02:37.600]  天父,上帝,我們感謝祢
[00:02:37.600 --> 00:02:38.520]  不離不棄
[00:02:38.520 --> 00:02:39.760]  在今天敬拜的時候
[00:02:39.760 --> 00:02:41.400]  聖靈伴隨著我們的時候
[00:02:41.400 --> 00:02:42.040]  我們就知道
[00:02:42.040 --> 00:02:43.120]  神啊,祢很愛我們
[00:02:43.120 --> 00:02:45.080]  祢想我們越來越像祢
[00:02:45.080 --> 00:02:46.440]  神啊,就改變我們
[00:02:46.440 --> 00:02:47.880]  讓我們有謙卑的心
[00:02:47.880 --> 00:02:48.800]  跟著祢一起走
[00:02:48.800 --> 00:02:50.560]  讓我們可以彰顯祢的榮耀
[00:02:50.560 --> 00:02:51.080]  感謝祢
[00:02:51.080 --> 00:02:51.640]  讚美祢
[00:02:51.640 --> 00:02:52.760]  禱告奉主
[00:02:52.760 --> 00:02:53.360]  耶穌基督
[00:02:53.360 --> 00:02:53.960]  明祈求
[00:02:53.960 --> 00:02:54.640]  Amen
[00:02:54.640 --> 00:02:55.480]  OK
[00:02:55.480 --> 00:02:57.680]  這樣就只賄一點
[00:02:57.680 --> 00:02:59.800]  先說說是什麼獎賞
[00:02:59.800 --> 00:03:00.880]  究竟是什麼獎賞呢?
[00:03:00.880 --> 00:03:02.520]  送車?
[00:03:02.520 --> 00:03:04.000]  送洋樓?
[00:03:04.000 --> 00:03:05.320]  養狗?
[00:03:05.320 --> 00:03:06.440]  都不是
[00:03:06.440 --> 00:03:09.320]  其實我覺得乾坤在最後那一句
[00:03:09.320 --> 00:03:10.560]  我們一起看一看
[00:03:10.560 --> 00:03:13.480]  我們一起讀讀綠色那段詞
[00:03:13.480 --> 00:03:14.800]  一二三
[00:03:14.800 --> 00:03:18.200]  「只叫你暗中的父漢見
[00:03:18.200 --> 00:03:20.560]  你父在暗中賊漢
[00:03:20.560 --> 00:03:23.160]  必然報答你父子的關係」
[00:03:23.160 --> 00:03:23.640]  你記不記得
[00:03:23.640 --> 00:03:24.960]  「使人和睦的人有福料
[00:03:24.960 --> 00:03:26.640]  因為他必稱為神的兒子」
[00:03:26.640 --> 00:03:28.240]  做神的兒子就是福氣
[00:03:28.240 --> 00:03:29.240]  說得簡單一點
[00:03:29.240 --> 00:03:30.880]  成哥是你的爸爸
[00:03:30.880 --> 00:03:32.000]  那就不用說了
[00:03:32.000 --> 00:03:33.760]  不用問什麼獎賞
[00:03:33.760 --> 00:03:38.080]  但是你看聖經是很奇怪的
[00:03:38.080 --> 00:03:40.920]  第一,你要記得聖經是沒有廢話的
[00:03:40.920 --> 00:03:45.200]  為什麼祂要說「只叫你暗中的父漢見」呢?
[00:03:45.200 --> 00:03:47.560]  「只叫你父漢見」就可以了
[00:03:47.560 --> 00:03:49.880]  那就有獎賞報答你了
[00:03:49.880 --> 00:03:52.680]  為什麼要寫著「暗中的父」呢?
[00:03:52.680 --> 00:03:57.160]  看英文就是Hidden, Unseen God
[00:03:57.160 --> 00:03:57.640]  大英字幕
[00:03:57.640 --> 00:04:00.160]  「似乎經文要我們領會
[00:04:00.160 --> 00:04:04.320]  關係緊密如同父子卻看不到的弔詭」
[00:04:04.320 --> 00:04:05.160]  我再說一次
[00:04:05.160 --> 00:04:08.520]  「關係如同父子卻看不到的弔詭」
[00:04:08.520 --> 00:04:12.920]  我們要用真心、很謙卑地去經歷它
[00:04:12.920 --> 00:04:15.720]  才能經歷到神的愛和能力
[00:04:15.720 --> 00:04:16.800]  明白嗎?
[00:04:16.800 --> 00:04:20.360]  有很多東西是你看不到的
[00:04:20.360 --> 00:04:21.560]  卻經歷得到
[00:04:21.560 --> 00:04:23.240]  例如什麼?
[00:04:23.240 --> 00:04:24.320]  愛情
[00:04:24.320 --> 00:04:24.800]  OK?
[00:04:24.800 --> 00:04:26.200]  愛情是看不看得到的?
[00:04:26.200 --> 00:04:26.880]  OK?
[00:04:26.880 --> 00:04:29.320]  你不要以為牽著手就是愛情
[00:04:29.320 --> 00:04:32.720]  愛情是看不到但是經歷得到的
[00:04:32.720 --> 00:04:34.440]  我上次…
[00:04:34.440 --> 00:04:38.000]  不是,上次以前看過的YouTube短片
[00:04:38.000 --> 00:04:42.800]  有一對外國人很恩愛地牽著手
[00:04:42.800 --> 00:04:45.520]  在泳池邊漫步餵提子
[00:04:45.520 --> 00:04:47.280]  一起去游泳的時候
[00:04:47.280 --> 00:04:48.720]  知不知道發生什麼事?
[00:04:48.720 --> 00:04:51.840]  有一條鱷魚跳到泳池裡
[00:04:51.840 --> 00:04:54.400]  你知不知道那男生怎樣?
[00:04:54.400 --> 00:04:59.560]  一下子把女朋友推到鱷魚上去泳池就走了
[00:04:59.560 --> 00:05:02.320]  這不是愛情,你能否經歷到?
[00:05:02.320 --> 00:05:04.320]  你記不記得以前有個新聞
[00:05:04.320 --> 00:05:08.240]  就是菲律賓有個挾持的旅遊巴
[00:05:08.240 --> 00:05:08.960]  OK?
[00:05:08.960 --> 00:05:10.240]  那些就經歷到了
[00:05:10.240 --> 00:05:15.760]  有個男朋友當時就用身體包著女朋友
[00:05:15.760 --> 00:05:17.880]  掃射死了
[00:05:17.880 --> 00:05:19.800]  那女朋友說「我真的想嫁給她」
[00:05:19.800 --> 00:05:20.880]  但是嫁不了
[00:05:20.880 --> 00:05:22.840]  但是她經歷到這個愛情
[00:05:22.840 --> 00:05:25.440]  愛情是可以經歷得到
[00:05:25.440 --> 00:05:26.760]  卻看不到的
[00:05:26.760 --> 00:05:29.040]  還有什麼可以經歷得到
[00:05:29.040 --> 00:05:31.240]  又看不到的呢?
[00:05:31.240 --> 00:05:32.560]  人情味
[00:05:32.560 --> 00:05:35.560]  有人經歷過人情味的請你舉手幫我看看
[00:05:35.560 --> 00:05:36.680]  人情味
[00:05:36.680 --> 00:05:38.000]  有吧
[00:05:38.000 --> 00:05:43.000]  我今天突然想起一個很有人情味的茶餐廳
[00:05:43.000 --> 00:05:45.920]  是我小時候很喜歡去的
[00:05:45.920 --> 00:05:48.160]  不知道你們有沒有去過
[00:05:48.160 --> 00:05:49.120]  金鳳茶餐廳
[00:05:49.120 --> 00:05:51.000]  有去過的請你舉手
[00:05:51.000 --> 00:05:52.640]  有嗎?
[00:05:52.640 --> 00:05:53.480]  有嗎?
[00:05:53.480 --> 00:05:54.000]  OK?
[00:05:54.000 --> 00:05:55.000]  正不正?
[00:05:55.000 --> 00:05:58.520]  是手創的冰鎮奶茶仔那裡出來的
[00:05:58.520 --> 00:06:01.000]  它由太原街搬到春園街
[00:06:01.000 --> 00:06:02.520]  我始終不離不棄
[00:06:02.520 --> 00:06:06.120]  每一個早上和媽媽都去那裡吃早餐
[00:06:06.120 --> 00:06:06.680]  OK?
[00:06:06.680 --> 00:06:08.480]  金鳳茶餐廳
[00:06:08.480 --> 00:06:09.480]  蛋撻漂亮
[00:06:09.480 --> 00:06:10.640]  奶茶正
[00:06:10.640 --> 00:06:11.640]  老闆娘更正
[00:06:11.640 --> 00:06:12.320]  知道嗎?
[00:06:12.320 --> 00:06:12.920]  為什麼?
