
[00:00:00.000 --> 00:00:05.480]  彼得前書第二章第九節這一節的聖經,我們一同來念,來!
[00:00:05.480 --> 00:00:08.320]  唯有你們是被檢選的族類,
[00:00:08.320 --> 00:00:10.480]  是有君尊的祭司,
[00:00:10.480 --> 00:00:13.920]  是聖潔的國度,是屬神的子民,
[00:00:13.920 --> 00:00:17.600]  要叫你們宣揚那召你們出黑暗,
[00:00:17.600 --> 00:00:20.560]  入奇妙光明者的美德。
[00:00:20.560 --> 00:00:22.280]  我們就讀到這裡。
[00:00:22.280 --> 00:00:25.600]  今天仍然是中國新年過年的期間,
[00:00:25.600 --> 00:00:31.640]  所以首先還是在這裡恭賀大家新年非常非常快樂,Amen!
[00:00:31.640 --> 00:00:35.920]  有人說今年的新年有點難熬過,
[00:00:35.920 --> 00:00:40.560]  沒有錯,如果你眼睛只是看現今的環境的話,
[00:00:40.560 --> 00:00:45.360]  特別是在武漢肺炎的疫情這樣快速蔓延,
[00:00:45.360 --> 00:00:48.120]  叫人心中很驚恐。
[00:00:48.120 --> 00:00:51.120]  但作為一個基督徒,當我們生活在地上,
[00:00:51.120 --> 00:00:55.560]  我們的眼目不只是看地上的環境,
[00:00:55.560 --> 00:00:58.840]  我們的眼目乃是往上看,不是嗎?
[00:00:58.840 --> 00:01:00.960]  當你往上看的時候,
[00:01:00.960 --> 00:01:04.200]  你就要看見在一切的烏雲之上,
[00:01:04.200 --> 00:01:08.040]  神的寶座仍然安定在天啊!
[00:01:08.040 --> 00:01:09.360]  Hallelujah!
[00:01:09.360 --> 00:01:12.040]  無論環境怎麼樣改變,
[00:01:12.040 --> 00:01:16.280]  我們的神永遠掌權,Amen!
[00:01:16.280 --> 00:01:18.680]  這世界環境不斷在改變,不是嗎?
[00:01:18.680 --> 00:01:23.400]  今天也許是疾病,明天是地震,後天也許是各樣的災難,
[00:01:23.400 --> 00:01:27.840]  但無論如何,我們的神,祂的恩典不改變。
[00:01:27.840 --> 00:01:29.800]  慈愛不改變,
[00:01:29.800 --> 00:01:32.280]  祂的同在也永不改變,
[00:01:32.280 --> 00:01:36.720]  祂的恩典永遠夠用,Amen!
[00:01:36.720 --> 00:01:40.400]  所以當我們在面對現今的環境的時候,
[00:01:40.400 --> 00:01:42.920]  求主幫助我們的心,
[00:01:42.920 --> 00:01:46.680]  不是停留在驚恐當中,
[00:01:46.680 --> 00:01:48.840]  而是靠著主,
[00:01:48.840 --> 00:01:54.640]  我們能夠走出驚恐,活出盼望,Amen!
[00:01:54.640 --> 00:01:59.000]  我們怎麼樣能夠走出驚恐,活出盼望?
[00:01:59.000 --> 00:02:02.040]  今天早上從三方面跟大家來分享。
[00:02:02.040 --> 00:02:05.360]  第一個,你一定要起來宣告!
[00:02:05.360 --> 00:02:08.880]  跟你們說要起來宣告!
[00:02:08.880 --> 00:02:11.280]  為什麼可以宣告?
[00:02:11.280 --> 00:02:16.840]  因為這節經文很清楚講到說,我們是神所揀選的族類,
[00:02:16.840 --> 00:02:19.360]  我們是有君尊的祭司,
[00:02:19.360 --> 00:02:24.880]  是聖潔的國度,是屬神的子民。
[00:02:24.880 --> 00:02:28.240]  換句話說,今天我們雖然生活在地上,
[00:02:28.240 --> 00:02:32.080]  可是我告訴你,我們卻不屬於這個世界,
[00:02:32.080 --> 00:02:34.920]  我們是屬於神的。
[00:02:34.920 --> 00:02:36.520]  我再一次說,
[00:02:36.520 --> 00:02:38.720]  我們生活在這個地上,
[00:02:38.720 --> 00:02:41.880]  可是我們不屬於這個世界,
[00:02:41.880 --> 00:02:45.360]  我們是屬於神的人。
[00:02:45.360 --> 00:02:48.520]  事實上,越在黑暗的時刻,
[00:02:48.520 --> 00:02:52.040]  我們越是要靠主來做宣告,
[00:02:52.040 --> 00:02:55.000]  特別在這個新的一年開始,
[00:02:55.000 --> 00:02:59.440]  我們要為這新的一年要來做宣告。
[00:02:59.440 --> 00:03:00.960]  宣告什麼呢?
[00:03:00.960 --> 00:03:06.160]  三方面,第一個要宣告這新的一年是屬於神的。
[00:03:06.160 --> 00:03:12.200]  跟我一同來說,這新的一年是屬於神的。
[00:03:12.200 --> 00:03:17.440]  你知道,中國人總是喜歡用十二生肖來定義每一年,
[00:03:17.440 --> 00:03:21.120]  這一年屬豬的,這一年屬鼠的。
[00:03:21.120 --> 00:03:24.440]  這些中國的傳統其實都很好,
[00:03:24.440 --> 00:03:29.040]  但卻常常叫我們的心被這些傳統所捆綁。
[00:03:29.040 --> 00:03:32.960]  這種中國傳統的命運的觀念,
[00:03:32.960 --> 00:03:35.320]  常常捆鎖我們,
[00:03:35.320 --> 00:03:40.720]  讓我們不能夠得釋放來經歷神豐盛的榮耀。
[00:03:40.720 --> 00:03:42.560]  今天做一個基督徒,
[00:03:42.560 --> 00:03:46.400]  我們一定要斷開這種傳統的捆鎖,
[00:03:46.400 --> 00:03:51.080]  來宣告這一年是屬於神的。
[00:03:51.080 --> 00:03:56.520]  在這新的一年當中,掌權的不是環境,
[00:03:56.520 --> 00:03:59.640]  掌權的不是政治人物,
[00:03:59.640 --> 00:04:02.560]  掌權的不是任何的病菌,
[00:04:02.560 --> 00:04:07.640]  在新的一年中掌權的是神自己。
[00:04:07.640 --> 00:04:11.720]  要為這新的一年做宣告,Amen?
[00:04:11.720 --> 00:04:13.440]  第二,你要宣告什麼?
[00:04:13.440 --> 00:04:15.520]  要宣告神是我們的大牧者。
[00:04:15.520 --> 00:04:20.000]  共同來說,神是我們的大牧者。
[00:04:20.000 --> 00:04:23.560]  我們是有牧者的,弟兄姐妹。
[00:04:23.560 --> 00:04:26.480]  我們不是沒人照管的,換句話說。
[00:04:26.480 --> 00:04:31.360]  我們是有牧者的,跟你們說,你是有牧者的啦!
[00:04:31.360 --> 00:04:35.360]  在這新的一年中,神仍然是我們的大牧者。
[00:04:35.360 --> 00:04:41.200]  十篇二十三篇第一節,神是我的牧者,我怎麼樣?
[00:04:41.200 --> 00:04:43.800]  再說一遍,我怎麼樣?
[00:04:43.800 --> 00:04:49.040]  必不自缺乏,不必憂慮,
[00:04:49.040 --> 00:04:53.560]  因為祂是我們的牧者。
[00:04:53.560 --> 00:04:58.800]  我們看見第四節說,我雖然行過死硬的幽谷,怎麼樣?
[00:04:58.800 --> 00:05:00.680]  也不怕遭害。
[00:05:00.680 --> 00:05:05.120]  就算我經過武漢肺炎的幽谷陰影,
[00:05:05.120 --> 00:05:08.600]  也不怕遭害,因為什麼?
[00:05:08.600 --> 00:05:11.440]  主與我們同在。
[00:05:11.440 --> 00:05:16.240]  所以我們可以宣告,在這新的一年,我是有牧者的。
[00:05:16.240 --> 00:05:20.600]  我不必憂慮,因為祂必供應我。
[00:05:20.600 --> 00:05:25.560]  我不需要害怕,因為祂要保護我。
[00:05:25.560 --> 00:05:27.920]  我們不是那些沒有牧者的,
[00:05:27.920 --> 00:05:32.400]  我們不是那些沒有照管的,我們是有牧者的。
[00:05:32.400 --> 00:05:35.920]  我們要歡迎我們的牧者來掌權,
[00:05:35.920 --> 00:05:39.960]  祂就要賜下平安,代替驚恐;
[00:05:39.960 --> 00:05:43.920]  賜下醫治,代替疾病;
[00:05:43.920 --> 00:05:47.400]  賜下喜樂,代替哀傷;
[00:05:47.400 --> 00:05:51.200]  賜下豐盛,代替貧窮。
[00:05:51.200 --> 00:05:52.840]  Amen?
[00:05:52.840 --> 00:05:54.640]  第三要宣告什麼?
[00:05:54.640 --> 00:05:58.320]  要宣告打井得水的恩高,屬於我們。
[00:05:58.320 --> 00:06:01.840]  跟我們一同來說,打井得水的恩高,
[00:06:01.840 --> 00:06:04.320]  屬於我們。
[00:06:04.320 --> 00:06:09.800]  兩個禮拜前我講到,特別提到生命河有一個很特別的恩高,
[00:06:09.800 --> 00:06:13.800]  就是打井就有活水湧流出來。
[00:06:13.800 --> 00:06:16.880]  神就提醒我,神感動我,
[00:06:16.880 --> 00:06:20.040]  要在今年我們宣告這個恩高,
[00:06:20.040 --> 00:06:23.600]  而且要一同領受這個恩高。
[00:06:23.600 --> 00:06:28.160]  這個恩高是很有意思的,創世紀二十六章十八節。
[00:06:28.160 --> 00:06:29.280]  我再讀回來這件事情,
[00:06:29.280 --> 00:06:35.240]  當他父親亞伯拉罕在世之日所挖的水井,
[00:06:35.240 --> 00:06:39.200]  因為菲律賓人在亞伯拉罕死後就塞住,
[00:06:39.200 --> 00:06:41.560]  以撒就重新挖出來,
[00:06:41.560 --> 00:06:45.240]  人造他父親所叫的那些井的名字。
[00:06:45.240 --> 00:06:48.800]  我們特別提到這些井,
[00:06:48.800 --> 00:06:54.400]  是過去被仇敵塞住的井,很有意思。
[00:06:54.400 --> 00:06:57.520]  今天我就常常看見在我們的環境當中,
[00:06:57.520 --> 00:07:01.000]  在我們的生活當中,在我們的家庭當中,
[00:07:01.000 --> 00:07:04.640]  在我們手中的工作,手中的侍奉當中,
[00:07:04.640 --> 00:07:11.280]  好像常常也經歷到仇敵把那個井塞住了,
[00:07:11.280 --> 00:07:14.440]  神的恩典永留不出來,
[00:07:14.440 --> 00:07:18.200]  我們好像也經歷不到神的祝福。
[00:07:18.200 --> 00:07:22.560]  但第二年,神給我們一個很特別的恩高今年,
[00:07:22.560 --> 00:07:27.840]  就是像以撒一樣,重新挖井。
[00:07:27.840 --> 00:07:32.960]  那些過去被仇敵所塞住的井,
[00:07:32.960 --> 00:07:39.360]  今年神說,你要憑信心重新打開來,
[00:07:39.360 --> 00:07:44.480]  重新挖開來,活水就要永留。
[00:07:44.480 --> 00:07:45.760]  Hallelujah!
[00:07:45.760 --> 00:07:51.360]  我們看見打井得水的恩高是屬於我們的。
[00:07:51.360 --> 00:07:52.480]  Amen!
[00:07:52.480 --> 00:07:55.520]  我們看見在新的一年,在這個時刻,
[00:07:55.520 --> 00:08:00.000]  是起來宣告的時刻,因為我們是屬於神的,
[00:08:00.000 --> 00:08:02.680]  我們可以宣告。
[00:08:02.680 --> 00:08:03.520]  Amen!
[00:08:03.520 --> 00:08:08.360]  第二,要警醒禱告了。
[00:08:08.360 --> 00:08:11.440]  比利時二章九節特別提到神檢選我們,
[00:08:11.440 --> 00:08:16.040]  在地上要成為君尊的祭司。
[00:08:16.040 --> 00:08:18.000]  什麼是祭司?
[00:08:18.000 --> 00:08:23.520]  祭司就是站在神與人之間的那個,
[00:08:23.520 --> 00:08:27.360]  是要為這個世代祈求的人。
[00:08:27.360 --> 00:08:30.080]  我們的責任不是要定這個世代的罪證,
[00:08:30.080 --> 00:08:32.520]  絕對不是我們的責任。
[00:08:32.520 --> 00:08:34.800]  作為祭司的責任,
[00:08:34.800 --> 00:08:40.000]  是要為這個世代禱告求一致。
[00:08:40.000 --> 00:08:41.200]  怎麼禱告法呢?
[00:08:41.200 --> 00:08:44.400]  我們看以佛所書第六章十八節很清楚保羅教導,
[00:08:44.400 --> 00:08:48.760]  我們一同來唸,靠著聖靈隨時多方禱告祈求,
[00:08:48.760 --> 00:08:53.320]  並要在此警醒不倦,為眾聖徒祈求。
[00:08:53.320 --> 00:08:55.720]  怎麼禱告法,這裡告訴我們四方面。
[00:08:55.720 --> 00:08:58.480]  第一個,要在聖靈裡面禱告。
