
[00:00:00.000 --> 00:00:04.000]  我的女兒快四歲,還差三個月的時間。
[00:00:04.000 --> 00:00:07.000]  在陪伴她成長了三年多的時間裡面,
[00:00:07.000 --> 00:00:11.000]  我不斷學習怎麼成為一個好的爸爸,
[00:00:11.000 --> 00:00:13.000]  好的Daddy。
[00:00:13.000 --> 00:00:15.000]  記得我女兒出生的時候,
[00:00:15.000 --> 00:00:18.000]  在教會裡面有一對神學生的夫婦,
[00:00:18.000 --> 00:00:21.000]  他們送給我一個紀念品,
[00:00:21.000 --> 00:00:25.000]  然後上面寫著,用英文寫了,
[00:00:25.000 --> 00:00:29.000]  中文翻譯是說,每個男人都可以成為父親,
[00:00:29.000 --> 00:00:32.000]  但只有比較特別的,
[00:00:32.000 --> 00:00:36.000]  比較不一樣的男人才可以成為爸爸,
[00:00:36.000 --> 00:00:39.000]  就是Daddy。
[00:00:39.000 --> 00:00:40.000]  所以我特別留意,
[00:00:40.000 --> 00:00:43.000]  我的女兒到底是叫我Daddy,
[00:00:43.000 --> 00:00:47.000]  還是叫我父親,或者其他名字。
[00:00:47.000 --> 00:00:51.000]  這反映了我跟女兒的關係到底有多深。
[00:00:51.000 --> 00:00:55.000]  那我想在座大部分弟兄姊妹都見過我女兒,
[00:00:55.000 --> 00:00:59.000]  她來崇拜的時候,來教會的時候,
[00:00:59.000 --> 00:01:01.000]  一般都是挺乖的,
[00:01:01.000 --> 00:01:03.000]  與大家相處的時候,甚至有點害羞,
[00:01:03.000 --> 00:01:05.000]  不怎麼說話,
[00:01:05.000 --> 00:01:07.000]  但回到家的時候,
[00:01:07.000 --> 00:01:10.000]  有時候她卻變成了另外一個人,
[00:01:10.000 --> 00:01:12.000]  有時候讓我很生氣,
[00:01:12.000 --> 00:01:13.000]  所以在家裡的時候,
[00:01:13.000 --> 00:01:16.000]  我特意預備了一個牆角給她,
[00:01:16.000 --> 00:01:18.000]  作為一個懲罰區,
[00:01:18.000 --> 00:01:20.000]  就是當她做錯事的時候,
[00:01:20.000 --> 00:01:22.000]  我就要她在那裡站一分鐘,
[00:01:22.000 --> 00:01:27.000]  讓她在那邊冷靜反省。
[00:01:27.000 --> 00:01:29.000]  不過最近慢慢發現,
[00:01:29.000 --> 00:01:33.000]  這個方法好像不太管用,
[00:01:33.000 --> 00:01:35.000]  直到我有一次機會,
[00:01:35.000 --> 00:01:41.000]  聽到了一個正面管教的講座,
[00:01:41.000 --> 00:01:43.000]  讓我學習到很多功課。
[00:01:43.000 --> 00:01:45.000]  回到家的時候,
[00:01:45.000 --> 00:01:48.000]  我就很快地找機會來驗證一下,
[00:01:48.000 --> 00:01:51.000]  檢驗一下我學到的到底是不是有效。
[00:01:51.000 --> 00:01:55.000]  那這次我的女兒又再次地耍脾氣,
[00:01:55.000 --> 00:01:57.000]  我們叫她換了衣服,
[00:01:57.000 --> 00:01:59.000]  就是髒的衣服要放進洗衣機裡面,
[00:01:59.000 --> 00:02:01.000]  要她自己放,
[00:02:01.000 --> 00:02:05.000]  她卻很有性格地把衣服丟在地上,
[00:02:05.000 --> 00:02:08.000]  媽媽叫她幾次撿起來放進去,
[00:02:08.000 --> 00:02:10.000]  她都不聽,
[00:02:10.000 --> 00:02:14.000]  那輪到我出馬了。
[00:02:14.000 --> 00:02:16.000]  這次我沒有懲罰她,
[00:02:16.000 --> 00:02:19.000]  我是按照正面管教的方式,
[00:02:19.000 --> 00:02:22.000]  首先我蹲在她面前跟她說話,
[00:02:22.000 --> 00:02:25.000]  我很有耐心地跟她說,
[00:02:25.000 --> 00:02:28.000]  Lala,無論妳怎麼做,
[00:02:28.000 --> 00:02:31.000]  妳都是爸爸媽媽最愛的女兒,
[00:02:31.000 --> 00:02:33.000]  爸爸媽媽都很愛妳,
[00:02:33.000 --> 00:02:36.000]  這種愛是不會改變的,
[00:02:36.000 --> 00:02:39.000]  不過妳這次不聽話,
[00:02:39.000 --> 00:02:42.000]  爸爸媽媽覺得很傷心,很難過,
[00:02:42.000 --> 00:02:48.000]  因為我們覺得沒有教好妳。
[00:02:48.000 --> 00:02:52.000]  我相信Lala妳也是很愛爸爸媽媽的,
[00:02:52.000 --> 00:02:56.000]  妳也不希望我們傷心難過。
[00:02:56.000 --> 00:02:58.000]  我說了這段話,
[00:02:58.000 --> 00:03:02.000]  其實並沒有叫她把衣服撿起來放進洗衣機,
[00:03:02.000 --> 00:03:05.000]  但是很特別,她聽完之後,
[00:03:05.000 --> 00:03:11.000]  她自己竟然很乖巧地把衣服放在洗衣機裡面,
[00:03:11.000 --> 00:03:13.000]  之後還走過來抱著我,
[00:03:13.000 --> 00:03:15.000]  叫我Daddy。
[00:03:15.000 --> 00:03:18.000]  那一刻我很開心,很滿足,
[00:03:18.000 --> 00:03:26.000]  我想我對女兒的接納成為她改變的重要原因。
[00:03:26.000 --> 00:03:30.000]  接納就是接納對方的瑣事,
[00:03:30.000 --> 00:03:35.000]  無條件地接納對方是建立親密關係的基礎,
[00:03:35.000 --> 00:03:42.000]  沒有接納就難以建立信任。
[00:03:42.000 --> 00:03:45.000]  接納就是接納一些與自己不一樣的人,
[00:03:45.000 --> 00:03:48.000]  但本來按照我們自己內心的那種驕傲,
[00:03:48.000 --> 00:03:50.000]  那種自我中心,
[00:03:50.000 --> 00:03:54.000]  我們其實本來很難接納與自己不一樣,
[00:03:54.000 --> 00:03:59.000]  或者我們覺得不如我們的人。
[00:03:59.000 --> 00:04:05.000]  今天我們從菲利文書的經文裡面學習接納這個功課,
[00:04:05.000 --> 00:04:09.000]  我特別會從接納跟福音的關係來,
[00:04:09.000 --> 00:04:12.000]  作為一個中心來分享這篇信息。
[00:04:12.000 --> 00:04:17.000]  菲利文書是保羅書信裡面最短的一篇書信,
[00:04:17.000 --> 00:04:21.000]  那往後的日子我也希望從幾篇書信,
[00:04:21.000 --> 00:04:23.000]  最短的書信跟大家分享,
[00:04:23.000 --> 00:04:25.000]  之後還會分享聖經當中,
[00:04:25.000 --> 00:04:27.000]  另外三段最短的書信,
[00:04:27.000 --> 00:04:31.000]  就是猶大書、約翰二書和約翰三書,
[00:04:31.000 --> 00:04:38.000]  那希望用四到五堂的時間把這些書卷講完。
[00:04:38.000 --> 00:04:44.000]  對於菲利文書寫作的時間跟地點,
[00:04:44.000 --> 00:04:46.000]  大致上有兩個主流的看法,
[00:04:46.000 --> 00:04:52.000]  那我認同的是保羅在主後60年到61年之間,
[00:04:52.000 --> 00:04:55.000]  在羅馬被監禁的時候寫的書信。
[00:04:55.000 --> 00:04:59.000]  那其中菲利文書跟哥羅西書,
[00:04:59.000 --> 00:05:01.000]  這兩本書有非常密切的關係,
[00:05:01.000 --> 00:05:05.000]  那時候沒有電郵,也沒有郵局來寄信。
[00:05:05.000 --> 00:05:08.000]  保羅是吩咐他的弟兄推基谷,
[00:05:08.000 --> 00:05:12.000]  把兩封的書信都帶回哥羅西。
[00:05:12.000 --> 00:05:16.000]  那哥羅西書就是給教會的,
[00:05:16.000 --> 00:05:19.000]  而菲利文書就是給菲利文,
[00:05:19.000 --> 00:05:21.000]  屬於一個私人的書信。
[00:05:21.000 --> 00:05:24.000]  那保羅寫給菲利文裡面提到了,
[00:05:24.000 --> 00:05:28.000]  另外一個主要的人物叫做歐尼西姆,
[00:05:28.000 --> 00:05:30.000]  我們一般讀荷荷本是阿尼西姆,
[00:05:30.000 --> 00:05:34.000]  他們這兩位主角到底是誰呢?
[00:05:34.000 --> 00:05:36.000]  首先我們看一下菲利文,
[00:05:36.000 --> 00:05:39.000]  在書的第一節裡面,
[00:05:39.000 --> 00:05:43.000]  保羅稱菲利文是親愛的朋友,
[00:05:43.000 --> 00:05:46.000]  這表示保羅不單只是接觸過他,
[00:05:46.000 --> 00:05:49.000]  還彼此有相當好的關係。
[00:05:49.000 --> 00:05:52.000]  另外19節那邊告訴我們保羅,
[00:05:52.000 --> 00:05:54.000]  在保羅的影響之下,
[00:05:54.000 --> 00:05:57.000]  甚至你的生命也是欠我的。
[00:05:57.000 --> 00:06:00.000]  我們可以看到,
[00:06:00.000 --> 00:06:03.000]  菲利文是保羅帶領信主的。
[00:06:03.000 --> 00:06:05.000]  當時菲利文是住在哥羅西,
[00:06:05.000 --> 00:06:06.000]  是一個貴族,
[00:06:06.000 --> 00:06:08.000]  擁有不少的奴隸,
[00:06:08.000 --> 00:06:12.000]  可能是當時的社會上的一個上流人物。
[00:06:12.000 --> 00:06:14.000]  同時他也是教會的一個領袖。
[00:06:14.000 --> 00:06:15.000]  保羅指出,
[00:06:15.000 --> 00:06:19.000]  他是開放家庭來作為教會聚會的地方。
[00:06:19.000 --> 00:06:21.000]  當時教會聚會不像我們現在有教堂,
[00:06:21.000 --> 00:06:25.000]  而是都是在一個大戶人家裡面聚會的。
[00:06:25.000 --> 00:06:29.000]  那第二節裡面提到了亞非亞姐妹,
[00:06:29.000 --> 00:06:32.000]  還有他的戰友亞基布,
[00:06:32.000 --> 00:06:36.000]  可能就是菲利文的妻子跟兒子。
[00:06:36.000 --> 00:06:38.000]  所以看到他們一家都在侍奉主,
[00:06:38.000 --> 00:06:40.000]  而且開放自己的家庭,
[00:06:40.000 --> 00:06:46.000]  是非常美的一個侍奉主基督的家庭。
[00:06:46.000 --> 00:06:50.000]  而且菲利文對基督的信心是有行為的。
[00:06:50.000 --> 00:06:52.000]  她愛教會的弟兄姊妹,
[00:06:52.000 --> 00:06:56.000]  物質富足的她常做善事,
[00:06:56.000 --> 00:07:00.000]  因此有好的名聲。
[00:07:00.000 --> 00:07:03.000]  那歐黎希姆是誰呢?
[00:07:03.000 --> 00:07:04.000]  第六節講到,
[00:07:04.000 --> 00:07:08.000]  是菲利文家中逃出去的一個奴隸。
[00:07:08.000 --> 00:07:12.000]  十八節還暗示他曾經偷過主人的一些錢財,
[00:07:12.000 --> 00:07:13.000]  可能是在路上使用,
[00:07:13.000 --> 00:07:18.000]  因為他要離開亞西亞的哥羅西,
[00:07:18.000 --> 00:07:21.000]  直到羅馬是一個很遙遠的地方,
[00:07:21.000 --> 00:07:26.000]  以我們看的話,
[00:07:26.000 --> 00:07:29.000]  那邊距離大概是一千五百公里,
[00:07:29.000 --> 00:07:33.000]  那現在香港到上海大概才是一千二百公里,
[00:07:33.000 --> 00:07:37.000]  所以我們看到是路途非常的遙遠。
[00:07:37.000 --> 00:07:40.000]  那羅馬是當時一個很特別的地方,
[00:07:40.000 --> 00:07:41.000]  它很繁榮,
[00:07:41.000 --> 00:07:45.000]  但是也許也是一個所有逃亡者的一個天堂,
[00:07:45.000 --> 00:07:49.000]  因為那邊很多人可以作為一個藏身之處。
[00:07:49.000 --> 00:07:53.000]  那重獲自由的歐黎希姆,
[00:07:53.000 --> 00:07:54.000]  到羅馬的時候,
[00:07:54.000 --> 00:07:59.000]  應該沒有想過自己會重新回到哥羅西,
[00:07:59.000 --> 00:08:02.000]  但是就是在羅馬那個地方,
[00:08:02.000 --> 00:08:05.000]  神讓他遇見保羅,
[00:08:05.000 --> 00:08:07.000]  在保羅的影響之下,
[00:08:07.000 --> 00:08:08.000]  他信了主,
[00:08:08.000 --> 00:08:09.000]  完全改變了,
[00:08:09.000 --> 00:08:12.000]  而且靈性進步的非常快,
[00:08:12.000 --> 00:08:16.000]  成為了保羅所愛的弟兄。
[00:08:16.000 --> 00:08:18.000]  十二節這樣形容,
[00:08:18.000 --> 00:08:21.000]  他是我所心愛的,
[00:08:21.000 --> 00:08:26.000]  而且他還十分殷勤的服侍保羅,
[00:08:26.000 --> 00:08:28.000]  保羅在寫完哥羅西書的時候,
[00:08:28.000 --> 00:08:31.000]  就讓推羅谷帶這個書信回去,
[00:08:31.000 --> 00:08:36.000]  而且他也覺得歐黎希姆是屬於斐利門的,
[00:08:36.000 --> 00:08:39.000]  所以就打發歐黎希姆,
[00:08:39.000 --> 00:08:42.000]  要回到主人那邊去認罪,
[00:08:42.000 --> 00:08:48.000]  去希望斐利門原諒接納歐黎希姆。
[00:08:48.000 --> 00:08:50.000]  那我們在讀這個書信的時候,
[00:08:50.000 --> 00:08:52.000]  我們會有一個問題,
[00:08:52.000 --> 00:08:57.000]  為什麼這個詩人的書信會納入新約的正典呢?
[00:08:57.000 --> 00:09:00.000]  為什麼成為新約正典的一本書呢?
[00:09:00.000 --> 00:09:05.000]  它跟基督跟福音有些什麼關係?
[00:09:05.000 --> 00:09:06.000]  要回答這個問題,
