
[00:00:00.000 --> 00:00:02.000]  第一次會面平安
[00:00:02.000 --> 00:00:04.000]  我們一起祈禱開始
[00:00:30.000 --> 00:00:32.000]  每一個孩子心裡感動
[00:00:32.000 --> 00:00:34.000]  求聖靈幫助我們
[00:00:34.000 --> 00:00:36.000]  讓祢的道成為我們生命的亮光
[00:00:36.000 --> 00:00:38.000]  又能夠活出來
[00:00:38.000 --> 00:00:40.000]  為祢作美好的見證
[00:00:40.000 --> 00:00:42.000]  感恩禱告
[00:00:42.000 --> 00:00:44.000]  奉耶穌基督得聖的名字祈求
[00:00:44.000 --> 00:00:46.000]  阿們
[00:00:46.000 --> 00:00:48.000]  好,弟兄姊妹
[00:00:48.000 --> 00:00:50.000]  我們講到之前
[00:00:50.000 --> 00:00:52.000]  我們有一段影片
[00:00:52.000 --> 00:00:54.000]  請大家留心
[00:00:54.000 --> 00:00:56.000]  好,謝謝
[00:00:56.000 --> 00:00:58.000]  弟兄姊妹
[00:00:58.000 --> 00:01:00.000]  貼撒羅尼加前書
[00:01:00.000 --> 00:01:02.000]  是一卷什麼書呢?
[00:01:02.000 --> 00:01:04.000]  是保羅第二次宣教的時候
[00:01:04.000 --> 00:01:06.000]  他去到馬其頓
[00:01:06.000 --> 00:01:08.000]  在菲律賓建立了這間教會
[00:01:08.000 --> 00:01:10.000]  只有去到貼撒羅尼加這個地方
[00:01:10.000 --> 00:01:12.000]  他在猶太人的會堂裡面
[00:01:12.000 --> 00:01:14.000]  去宣講耶穌基督
[00:01:14.000 --> 00:01:16.000]  就是那位舊約所預言的那位尼塞亞
[00:01:16.000 --> 00:01:18.000]  這些信息
[00:01:18.000 --> 00:01:20.000]  當然在猶太人的心目中
[00:01:20.000 --> 00:01:22.000]  他們所等待的
[00:01:22.000 --> 00:01:24.000]  未必是這位尼塞亞
[00:01:24.000 --> 00:01:26.000]  不過仍然有些猶太人
[00:01:26.000 --> 00:01:28.000]  信了耶穌基督
[00:01:28.000 --> 00:01:30.000]  就是他們等了很久
[00:01:30.000 --> 00:01:32.000]  那位尼塞亞
[00:01:32.000 --> 00:01:34.000]  那位的救主
[00:01:34.000 --> 00:01:36.000]  保羅所傳的福音
[00:01:36.000 --> 00:01:38.000]  在他自己這一卷的書信裡面
[00:01:38.000 --> 00:01:40.000]  他是非常有效
[00:01:40.000 --> 00:01:42.000]  不過有效的當中
[00:01:42.000 --> 00:01:44.000]  當然會惹來很多人的敵意
[00:01:44.000 --> 00:01:46.000]  或者甚至有些猶太人
[00:01:46.000 --> 00:01:48.000]  都不相信
[00:01:48.000 --> 00:01:50.000]  這一位就是他們所等待
[00:01:50.000 --> 00:01:52.000]  那位的尼塞亞
[00:01:52.000 --> 00:01:54.000]  於是他們就派人
[00:01:54.000 --> 00:01:56.000]  去到當時
[00:01:56.000 --> 00:01:58.000]  保羅所寄居
[00:01:58.000 --> 00:02:00.000]  在他自己的同宮
[00:02:00.000 --> 00:02:02.000]  耶穌的家裡面
[00:02:02.000 --> 00:02:04.000]  去想捉拿保羅
[00:02:04.000 --> 00:02:06.000]  於是他們就走到別處
[00:02:06.000 --> 00:02:08.000]  當然是捉不到
[00:02:08.000 --> 00:02:10.000]  然後這一班人
[00:02:10.000 --> 00:02:12.000]  就去告
[00:02:12.000 --> 00:02:14.000]  這位耶孫
[00:02:14.000 --> 00:02:16.000]  和幾位的肢體
[00:02:16.000 --> 00:02:18.000]  說他們去收藏
[00:02:18.000 --> 00:02:20.000]  一些叛亂者
[00:02:20.000 --> 00:02:22.000]  保羅於是被迫
[00:02:22.000 --> 00:02:24.000]  離開他自己
[00:02:24.000 --> 00:02:26.000]  鐵薩羅尼加的地方
[00:02:26.000 --> 00:02:28.000]  然後去到雅典
[00:02:28.000 --> 00:02:30.000]  去等西拉和提摩泰會合
[00:02:30.000 --> 00:02:32.000]  然後保羅
[00:02:32.000 --> 00:02:34.000]  就打發提摩泰
[00:02:34.000 --> 00:02:36.000]  去到鐵薩羅尼加
[00:02:36.000 --> 00:02:38.000]  去探望這些信徒
[00:02:38.000 --> 00:02:40.000]  希望知道這一班信徒
[00:02:40.000 --> 00:02:42.000]  當時的境況
[00:02:42.000 --> 00:02:44.000]  還有幫助他們堅定在神
[00:02:44.000 --> 00:02:46.000]  那份的信心
[00:02:46.000 --> 00:02:48.000]  提摩泰去到
[00:02:48.000 --> 00:02:50.000]  這個鐵薩羅尼加教會的時候
[00:02:50.000 --> 00:02:52.000]  他將
[00:02:52.000 --> 00:02:54.000]  關於這間教會裡面
[00:02:54.000 --> 00:02:56.000]  信徒那份的愛心
[00:02:56.000 --> 00:02:58.000]  和一些消息帶回來給保羅
[00:02:58.000 --> 00:03:00.000]  知道,保羅得到很大的安慰
[00:03:00.000 --> 00:03:02.000]  於是保羅
[00:03:02.000 --> 00:03:04.000]  就寫了前書
[00:03:04.000 --> 00:03:06.000]  就和這個鐵薩羅尼加
[00:03:06.000 --> 00:03:08.000]  教會的弟兄姊妹說
[00:03:08.000 --> 00:03:10.000]  真的很感謝神
[00:03:10.000 --> 00:03:12.000]  你們這麼有愛心
[00:03:12.000 --> 00:03:14.000]  你們這麼有喜樂
[00:03:14.000 --> 00:03:16.000]  其實在保羅書信十三方裡面
[00:03:16.000 --> 00:03:18.000]  他很少去讚
[00:03:18.000 --> 00:03:20.000]  各樣的教會
[00:03:20.000 --> 00:03:22.000]  鐵薩羅尼加教會就是其中一間
[00:03:22.000 --> 00:03:24.000]  他說這間教會是
[00:03:24.000 --> 00:03:26.000]  滿有愛心,滿有喜樂
[00:03:26.000 --> 00:03:28.000]  而且這間教會最重要的
[00:03:28.000 --> 00:03:30.000]  就是去宣揚神的福音
[00:03:30.000 --> 00:03:32.000]  神的聖言
[00:03:32.000 --> 00:03:34.000]  是什麼呢?
[00:03:34.000 --> 00:03:36.000]  保羅在剛才
[00:03:36.000 --> 00:03:38.000]  陳牧師所讀給自己經文的裡面
[00:03:38.000 --> 00:03:40.000]  就是看到
[00:03:40.000 --> 00:03:42.000]  他是關於
[00:03:42.000 --> 00:03:44.000]  當時鐵薩羅尼加信徒
[00:03:44.000 --> 00:03:46.000]  他們對於
[00:03:46.000 --> 00:03:48.000]  這個福音的看法
[00:03:48.000 --> 00:03:50.000]  或者我們稍微轉過來
[00:03:50.000 --> 00:03:52.000]  就是關於對神
[00:03:52.000 --> 00:03:54.000]  那份經文
[00:03:54.000 --> 00:03:56.000]  或者神的聖言的看法
[00:03:56.000 --> 00:03:58.000]  保羅告訴鐵薩羅尼加人聽
[00:03:58.000 --> 00:04:00.000]  神的聖言
[00:04:00.000 --> 00:04:02.000]  或者神的道
[00:04:02.000 --> 00:04:04.000]  是有兩點
[00:04:04.000 --> 00:04:06.000]  同樣今天讓我們一起去領受
[00:04:06.000 --> 00:04:08.000]  第一,神的道
[00:04:08.000 --> 00:04:10.000]  是超越人的道
[00:04:10.000 --> 00:04:12.000]  神的道
[00:04:12.000 --> 00:04:14.000]  是神的說話
[00:04:14.000 --> 00:04:16.000]  在聖經的時候
[00:04:16.000 --> 00:04:18.000]  它是超越了人
[00:04:18.000 --> 00:04:20.000]  無論你有什麼理念也好
[00:04:20.000 --> 00:04:22.000]  你有什麼思想也好
[00:04:22.000 --> 00:04:24.000]  你有什麼哲學也好
[00:04:24.000 --> 00:04:26.000]  或者你人
[00:04:26.000 --> 00:04:28.000]  就算你用你自己的智慧
[00:04:28.000 --> 00:04:30.000]  或者你用各種的方法
[00:04:30.000 --> 00:04:32.000]  去講述神的福音
[00:04:32.000 --> 00:04:34.000]  不過神的道
[00:04:34.000 --> 00:04:36.000]  祂的根源在哪裡呢?
[00:04:36.000 --> 00:04:38.000]  祂的根源就是一個真理的來源
[00:04:38.000 --> 00:04:40.000]  祂的本質是超過我們
[00:04:40.000 --> 00:04:42.000]  自己很以為我們有智慧
[00:04:42.000 --> 00:04:44.000]  又超過我們
[00:04:44.000 --> 00:04:46.000]  自己所想所求
[00:04:46.000 --> 00:04:48.000]  這份福音是能夠讓人
[00:04:48.000 --> 00:04:50.000]  更加去認識上主
[00:04:50.000 --> 00:04:52.000]  不過這份福音
[00:04:52.000 --> 00:04:54.000]  不是單單讓我們認識上帝
[00:04:54.000 --> 00:04:56.000]  這位創造生命的主
[00:04:56.000 --> 00:04:58.000]  這位救贖的主
[00:04:58.000 --> 00:05:00.000]  這位憐憫人的主
[00:05:00.000 --> 00:05:02.000]  而是這份福音
[00:05:02.000 --> 00:05:04.000]  祂告訴我們
[00:05:04.000 --> 00:05:06.000]  使我們能夠和神
[00:05:06.000 --> 00:05:08.000]  建立一個美好的關係
[00:05:08.000 --> 00:05:10.000]  所以神的聖言
[00:05:10.000 --> 00:05:12.000]  是出自人的智慧
[00:05:12.000 --> 00:05:14.000]  神的聖言
[00:05:14.000 --> 00:05:16.000]  祂繼續說
[00:05:16.000 --> 00:05:18.000]  當然當我們傳福音
[00:05:18.000 --> 00:05:20.000]  你也會傳福音
[00:05:20.000 --> 00:05:22.000]  傳福音我們有三方面
[00:05:22.000 --> 00:05:24.000]  你有人傳
[00:05:24.000 --> 00:05:26.000]  你傳人福音
[00:05:26.000 --> 00:05:28.000]  然後你有人聽
[00:05:28.000 --> 00:05:30.000]  你不會和一個空氣猛港神的福音
[00:05:30.000 --> 00:05:32.000]  然後沒有人聽
[00:05:32.000 --> 00:05:34.000]  你也有人聽,也有人信
[00:05:34.000 --> 00:05:36.000]  不過保羅說
[00:05:36.000 --> 00:05:38.000]  你傳福音,有人聽
[00:05:38.000 --> 00:05:40.000]  也有人信,其實是不足夠的
[00:05:40.000 --> 00:05:42.000]  為什麼我們會問
[00:05:42.000 --> 00:05:44.000]  保羅先生為什麼不足夠呢?
[00:05:44.000 --> 00:05:46.000]  我又信,他又聽
[00:05:46.000 --> 00:05:48.000]  我又說
[00:05:48.000 --> 00:05:50.000]  還不足夠?
[00:05:50.000 --> 00:05:52.000]  原來保羅他很深層的意義
[00:05:52.000 --> 00:05:54.000]  就是說這個福音是什麼呢?
[00:05:54.000 --> 00:05:56.000]  福音不是出於人的信息
[00:05:56.000 --> 00:05:58.000]  所以當我們聽
[00:05:58.000 --> 00:06:00.000]  一個傳道者所說的福音的時候
[00:06:00.000 --> 00:06:02.000]  這個福音
[00:06:02.000 --> 00:06:04.000]  雖然是由人
[00:06:04.000 --> 00:06:06.000]  去告訴你
[00:06:06.000 --> 00:06:08.000]  不過他是確確實實
[00:06:08.000 --> 00:06:10.000]  他所傳的這份福音
[00:06:10.000 --> 00:06:12.000]  這份神的話語
[00:06:12.000 --> 00:06:14.000]  是出自那位死而復活的主
[00:06:14.000 --> 00:06:16.000]  是出自那位
[00:06:16.000 --> 00:06:18.000]  創造天地萬物
[00:06:18.000 --> 00:06:20.000]  是出於那位憐憫人的主
[00:06:20.000 --> 00:06:22.000]  的信息
[00:06:22.000 --> 00:06:24.000]  所以保羅他很欣賞
[00:06:24.000 --> 00:06:26.000]  提摩很欣賞
[00:06:26.000 --> 00:06:28.000]  鐵撒羅尼加的信徒
[00:06:28.000 --> 00:06:30.000]  他們成為一個傳福音的使者
[00:06:30.000 --> 00:06:32.000]  很努力的去傳福音
[00:06:32.000 --> 00:06:34.000]  不過他
[00:06:34.000 --> 00:06:36.000]  在當中很相信有些人
[00:06:36.000 --> 00:06:38.000]  因為我傳福音很成功
[00:06:38.000 --> 00:06:40.000]  很多人信
[00:06:40.000 --> 00:06:42.000]  於是他提醒
[00:06:42.000 --> 00:06:44.000]  當時他的弟兄姊妹
[00:06:44.000 --> 00:06:46.000]  當我們信去傳福音的時候
[00:06:46.000 --> 00:06:48.000]  我們的信念
[00:06:48.000 --> 00:06:50.000]  不是建基
[00:06:50.000 --> 00:06:52.000]  在我們傳道者
[00:06:52.000 --> 00:06:54.000]  那個正直的行為上
[00:06:54.000 --> 00:06:56.000]  或者你會說那不是怎樣呢?
[00:06:56.000 --> 00:06:58.000]  或者我再說一次
[00:06:58.000 --> 00:07:00.000]  保羅說我們傳福音的人
[00:07:00.000 --> 00:07:02.000]  或者傳給人聽的福音
[00:07:02.000 --> 00:07:04.000]  不是建基在
