
[00:00:00.000 --> 00:00:01.380]  我們讀兩節聖經。
[00:00:01.380 --> 00:00:04.540]  第一章在撒加尼亞書第四章第六節,
[00:00:04.540 --> 00:00:06.740]  我們一同來念,來。
[00:00:06.740 --> 00:00:10.180]  「他對我說,這是耶華子嗣所羅八博的,
[00:00:10.180 --> 00:00:12.700]  萬君之耶華說,不是依靠勢力,
[00:00:12.700 --> 00:00:16.800]  不是依靠才能,乃是依靠我的靈方能成事。」
[00:00:16.800 --> 00:00:20.300]  第二段聖經在格倫特後書第五章第七節,
[00:00:20.300 --> 00:00:21.800]  我們一同來念,來。
[00:00:21.800 --> 00:00:26.700]  「因我們行事為人,是憑著信心,不是憑著眼見。」
[00:00:26.700 --> 00:00:28.700]  我們就讀到這裡。
[00:00:28.700 --> 00:00:30.500]  這次新冠病毒的疫情,
[00:00:30.500 --> 00:00:35.500]  真是帶給全世界一個翻天覆地的改變。
[00:00:35.500 --> 00:00:38.700]  不但是各行各業運作的方式改變,
[00:00:38.700 --> 00:00:41.200]  人們的生活型態也改變,
[00:00:41.200 --> 00:00:45.500]  甚至人與人之間互動的方式也改變。
[00:00:45.500 --> 00:00:47.000]  而且就算疫情過去,
[00:00:47.000 --> 00:00:51.700]  我們也不可能回到從前的生活的方式。
[00:00:51.700 --> 00:00:54.900]  面對疫情後的新世界,
[00:00:54.900 --> 00:00:59.700]  那真是一個連專家都無法預測的未來。
[00:00:59.700 --> 00:01:04.100]  特別是現在Omicron新的變種病毒又開始蔓延了,
[00:01:04.100 --> 00:01:09.100]  擺在我們面前真的是一個未知的新領域。
[00:01:09.100 --> 00:01:11.200]  但另一方面我們也看見,
[00:01:11.200 --> 00:01:15.700]  新的領域的確會帶給我們嶄新的機會。
[00:01:15.700 --> 00:01:20.200]  我們現在在全世界各地的網路默區正穩定的成長。
[00:01:20.200 --> 00:01:24.500]  我們在本地的士工也看見很多新的福音的機會。
[00:01:24.500 --> 00:01:27.700]  基金會的士工更是快速的擴展,
[00:01:27.700 --> 00:01:31.700]  是遠超過我們過去所能夠想像的。
[00:01:31.700 --> 00:01:33.400]  這為什麼今年十月份的時候,
[00:01:33.400 --> 00:01:36.700]  我們眾同工聚集在一起,
[00:01:36.700 --> 00:01:40.700]  為了明年做年度計畫的時候,
[00:01:40.700 --> 00:01:45.700]  我們一致決定將明年的主題定為是
[00:01:45.700 --> 00:01:49.300]  重新夢想,信心啟行。
[00:01:49.300 --> 00:01:54.300]  跟我一同來說,來,重新夢想,信心啟行。
[00:01:54.300 --> 00:02:00.300]  英文就是reimagine and step out by faith。
[00:02:00.300 --> 00:02:05.900]  的確,當我們面對擺在我們面前一個充滿未知,
[00:02:05.900 --> 00:02:09.300]  又充滿機會的新環境,
[00:02:09.300 --> 00:02:13.300]  作為神的兒女,我們真的需要重新來到神的面前,
[00:02:13.300 --> 00:02:16.900]  尋求神對這個新世代的心意,
[00:02:16.900 --> 00:02:20.700]  而且勇敢來跟隨,Amen?
[00:02:20.700 --> 00:02:25.300]  那你說我們怎麼樣才能夠重新夢想,信心啟行呢?
[00:02:25.300 --> 00:02:27.100]  今天早上從三方面跟大家分享,
[00:02:27.100 --> 00:02:29.100]  第一個,要依靠聖靈。
[00:02:29.100 --> 00:02:32.900]  跟你們說要依靠聖靈。
[00:02:32.900 --> 00:02:35.700]  三加二兩書第四章第六節,我們剛才讀說,
[00:02:35.700 --> 00:02:39.300]  不是依靠勢力,不是依靠才能,
[00:02:39.300 --> 00:02:44.300]  神說是依靠神的靈方能成事。
[00:02:44.300 --> 00:02:50.100]  聖靈是讓我們在任何一個未知環境當中,
[00:02:50.100 --> 00:02:53.900]  能夠經歷神突破的關鍵。
[00:02:53.900 --> 00:02:57.600]  你還記得,當主耶穌從死裡復活之後,
[00:02:57.600 --> 00:03:03.100]  被接升天,聖經上說門徒們就舉目望天。
[00:03:03.100 --> 00:03:05.900]  我相信他們一定望了很久,
[00:03:05.900 --> 00:03:09.500]  否則的話,天使也不會向他們顯現的時候,
[00:03:09.500 --> 00:03:11.900]  第一句話就對他們說什麼呢?
[00:03:11.900 --> 00:03:14.500]  死路七章第一章第十一節,你看見天使,
[00:03:14.500 --> 00:03:18.700]  第一句話對他們加厲令人,你們為什麼站著望天?
[00:03:18.700 --> 00:03:23.400]  一定望了很久了,所以天使才說為什麼站著望天?
[00:03:23.400 --> 00:03:26.100]  那為什麼他站著望天呢?
[00:03:26.100 --> 00:03:28.500]  因為很徬徨嘛!
[00:03:28.500 --> 00:03:30.800]  面對前面未知的環境、道路,
[00:03:30.800 --> 00:03:33.700]  不知道當如何怎麼向前走。
[00:03:33.700 --> 00:03:38.700]  以前有耶穌在,所有的問題耶穌都可以解決嘛!
[00:03:38.700 --> 00:03:43.700]  肚子餓了,我們看耶穌變餅跟麵包給他們吃嘛!
[00:03:43.700 --> 00:03:46.900]  病了,耶穌醫治他們嘛!
[00:03:46.900 --> 00:03:51.600]  沒錢付稅,耶穌可以從魚口中拿錢幫他們報稅嘛!
[00:03:51.600 --> 00:03:55.200]  我們真的很需要這種耶穌,你知道嗎?
[00:03:55.200 --> 00:03:58.700]  那現在耶穌不在了,怎麼辦呢?
[00:03:58.700 --> 00:04:03.100]  再加上耶穌走以前還給他們一個大使命,
[00:04:03.100 --> 00:04:06.000]  要把福音傳到萬民。
[00:04:06.000 --> 00:04:08.000]  對這些門徒來講,
[00:04:08.000 --> 00:04:12.000]  他們當時一輩子都沒走離開過猶他全地,
[00:04:12.000 --> 00:04:16.000]  什麼是地籍啊?什麼是萬民啊?
[00:04:16.000 --> 00:04:19.000]  對他們來講完全陌生的事情啊!
[00:04:19.000 --> 00:04:22.700]  他怎麼能夠去來完成這種使命呢?
[00:04:22.700 --> 00:04:25.400]  這為什麼天使就提醒他們,
[00:04:25.400 --> 00:04:28.400]  要去禱告等候聖靈的降臨?
[00:04:28.400 --> 00:04:32.400]  因為主耶穌在死路前第一章第八節很清楚的,
[00:04:32.400 --> 00:04:35.300]  應許他們說:但聖靈降臨在你們身上,
[00:04:35.300 --> 00:04:36.900]  您就必得著能力,
[00:04:36.900 --> 00:04:39.600]  必要在耶路撒冷、猶他全地和撒瑪利亞,
[00:04:39.600 --> 00:04:42.200]  直到地籍做我的見證。
[00:04:42.200 --> 00:04:45.100]  主很清楚應許他們。
[00:04:45.100 --> 00:04:47.900]  聖靈天使提醒他們,
[00:04:47.900 --> 00:04:50.900]  所以門徒們就在神面前禱告等候,
[00:04:50.900 --> 00:04:52.300]  當五星節的時候,
[00:04:52.300 --> 00:04:55.300]  聖靈果然降臨在他們身上,
[00:04:55.300 --> 00:05:00.600]  他們就真的得到能力開始去傳主的福音。
[00:05:00.600 --> 00:05:02.800]  我們看見聖靈,
[00:05:02.800 --> 00:05:06.100]  是我們在任何一個未知的環境當中,
[00:05:06.100 --> 00:05:10.700]  能夠經歷神突破的一個關鍵。
[00:05:10.700 --> 00:05:13.700]  你說聖靈在我們身上要做些什麼工作呢?
[00:05:13.700 --> 00:05:15.000]  首先第一個,
[00:05:15.000 --> 00:05:16.500]  聖靈要與我們同在。
[00:05:16.500 --> 00:05:20.300]  跟你們說聖靈要與我們同在。
[00:05:20.300 --> 00:05:22.000]  雖然在靈恩的領域裡面,
[00:05:22.000 --> 00:05:25.300]  我們講到聖靈有很多種不同的工作,
[00:05:25.300 --> 00:05:26.800]  但我越來越看見,
[00:05:26.800 --> 00:05:30.700]  聖靈在我們中間最重要的一個工作,
[00:05:30.700 --> 00:05:32.900]  就在約翰福音十四章十六節,
[00:05:32.900 --> 00:05:33.700]  主所說的話,
[00:05:33.700 --> 00:05:36.000]  這裡說,主說我要求父父,
[00:05:36.000 --> 00:05:38.500]  就另外賜給你一位寶慧師,
[00:05:38.500 --> 00:05:42.500]  叫祂怎麼樣永遠與你們同在。
[00:05:42.500 --> 00:05:43.800]  第二點,今天做一個紀錄圖,
[00:05:43.800 --> 00:05:46.200]  無論你的環境是如何,
[00:05:46.200 --> 00:05:48.700]  有一件事情是你要確信的,
[00:05:48.700 --> 00:05:51.400]  那就是聖靈永遠與你同在,
[00:05:51.400 --> 00:05:55.100]  永遠不離開。
[00:05:55.100 --> 00:05:57.400]  什麼是永遠不離開?
[00:05:57.400 --> 00:06:00.900]  意思就是你想趕祂走都走,祂都不走。
[00:06:00.900 --> 00:06:03.100]  你想甩掉祂都甩不走,
[00:06:03.100 --> 00:06:05.700]  那叫永遠不離開。
[00:06:05.700 --> 00:06:08.100]  聖靈隨時與你在一起,
[00:06:08.100 --> 00:06:08.800]  換句話說,
[00:06:08.800 --> 00:06:10.500]  嘿,你永遠不是孤單的。
[00:06:10.500 --> 00:06:14.700]  跟你媽說你永遠不是孤單的,你跟她說。
[00:06:14.700 --> 00:06:17.300]  有時候在人生的道路上,
[00:06:17.300 --> 00:06:22.100]  我們真的是雖然每天總是人來人往,
[00:06:22.100 --> 00:06:26.100]  總是有很多人在我們眼前出現在我們身旁經過,
[00:06:26.100 --> 00:06:27.600]  但我們才是常常覺得
[00:06:27.600 --> 00:06:31.800]  在我們面對生命的困境跟很多抉擇的時候,
[00:06:31.800 --> 00:06:36.000]  好像還是我們一個人孤單的要去面對。
[00:06:36.000 --> 00:06:38.400]  但事實上做一個神的兒女,
[00:06:38.400 --> 00:06:42.000]  你真的需要知道你永遠不是孤單的,
[00:06:42.000 --> 00:06:45.700]  因為你的神永遠與你同在。
[00:06:45.700 --> 00:06:48.900]  如果你真的明白這個真理,
[00:06:48.900 --> 00:06:50.500]  那在你的生活當中,
[00:06:50.500 --> 00:06:55.100]  你就要學習從我轉移到我們。
[00:06:55.100 --> 00:06:59.100]  你整個心態要從我轉變到我們,
[00:06:59.100 --> 00:07:02.600]  主與我,我們。
[00:07:02.600 --> 00:07:04.900]  換句話說,今天你所遇到的每一件事情,
[00:07:04.900 --> 00:07:09.900]  不再是主啊,我的問題,而是主啊,是我們的問題。
[00:07:09.900 --> 00:07:12.200]  主,我的家庭,不再是我的家庭,
[00:07:12.200 --> 00:07:16.200]  是主啊,這是我們的家庭,我們的孩子。
[00:07:16.200 --> 00:07:20.600]  不再是主啊,這是我的財物,主啊,這是我們的財物。
[00:07:20.600 --> 00:07:25.400]  不再是主啊,這是我的選擇,不,這主啊,是我們的選擇。
[00:07:25.400 --> 00:07:29.900]  你的生命一定要從我進入到我們裡面去。
[00:07:29.900 --> 00:07:32.600]  不再是你一個人孤單的去面對,
[00:07:32.600 --> 00:07:36.500]  而是主要與你一同來面對。
[00:07:36.500 --> 00:07:41.300]  第二點,神的同在不只是在聖經裡面教導我們的真理而已,
[00:07:41.300 --> 00:07:47.500]  神的同在是一個你我在生活當中可以真實體會的一個經驗。
[00:07:47.500 --> 00:07:51.400]  無論在你生活當中遇到多少的難處跟挫折,
[00:07:51.400 --> 00:07:53.700]  你都可以來求告聖靈,
[00:07:53.700 --> 00:07:58.500]  聖靈要在凡事上帶給你安慰跟指引的。
[00:07:58.500 --> 00:08:01.500]  事實上當主耶穌在那祈求說要祈求父,
[00:08:01.500 --> 00:08:03.600]  祈求祂要給我們一個保衛師,
[00:08:03.600 --> 00:08:07.300]  這個保衛師在原文裡面就是安慰師,
[00:08:07.300 --> 00:08:09.500]  或者是輔導者的意思。
[00:08:09.500 --> 00:08:14.300]  祂就是那位在我們生命當中賜下安慰指引的神。
[00:08:14.300 --> 00:08:19.200]  只要你來求告祂,祂必指引你的道路的。
[00:08:19.200 --> 00:08:21.800]  第二方面,聖靈要賜給我們能力。
[00:08:21.800 --> 00:08:25.200]  各位朋友,聖靈要賜給我們能力。
[00:08:25.200 --> 00:08:27.200]  首先第一章第八節怎麼說呢?
[00:08:27.200 --> 00:08:31.300]  這裡說聖靈降臨在你們身上,你們就必得到什麼?
[00:08:31.300 --> 00:08:32.400]  能力。
[00:08:32.400 --> 00:08:34.200]  什麼能力啊?
[00:08:34.200 --> 00:08:38.000]  那就是生命侍奉的能力。
[00:08:38.000 --> 00:08:39.400]  當你在服侍神的時候,
[00:08:39.400 --> 00:08:42.700]  聖靈要賜給你智慧跟力量,
[00:08:42.700 --> 00:08:46.500]  讓你結出生命的果子,
[00:08:46.500 --> 00:08:50.900]  讓你能夠看見侍奉的果孝。
[00:08:50.900 --> 00:08:53.400]  那聖靈在你生命當中,
[00:08:53.400 --> 00:08:56.700]  就是幫助你結出生命的果子,
[00:08:56.700 --> 00:08:59.600]  看見侍奉的果子,就好像彼得。
[00:08:59.600 --> 00:09:02.800]  你看見彼得在五旬節被聖靈充滿之後,
[00:09:02.800 --> 00:09:04.300]  領受聖靈的能力,
[00:09:04.300 --> 00:09:06.500]  他當天傳講信息,
[00:09:06.500 --> 00:09:10.600]  你就看見三千人歸向耶穌基督。
[00:09:10.600 --> 00:09:12.100]  在使律第三章的時候,
[00:09:12.100 --> 00:09:15.400]  他在每門口看見的生來是瘸腿的,
[00:09:15.400 --> 00:09:18.000]  他奉主名來做一字禱告的時候,
[00:09:18.000 --> 00:09:21.900]  這個人就起來走著跳著讚美神。
[00:09:21.900 --> 00:09:24.000]  我們看當聖靈降臨在他身上的時候,
[00:09:24.000 --> 00:09:26.200]  他就看見侍奉的果孝。
[00:09:26.200 --> 00:09:29.600]  弟兄姊妹,在你生命跟侍奉的道路上,
[00:09:29.600 --> 00:09:33.200]  看見果孝是很重要的。
[00:09:33.200 --> 00:09:35.800]  當你能看見侍奉的果孝的時候,
[00:09:35.800 --> 00:09:40.100]  那在你生命當中永遠就不會疲乏困倦,
[00:09:40.100 --> 00:09:46.200]  你永遠就可以不看環境能夠勇往直前。
[00:09:46.200 --> 00:09:48.900]  這為什麼你需要依靠聖靈?
[00:09:48.900 --> 00:09:52.400]  你每天需要求聖靈來大大充滿你,
[00:09:52.400 --> 00:09:57.300]  好叫你能勝過一切生活中的環境。
[00:09:57.300 --> 00:09:59.700]  所以第一個,依靠聖靈。
[00:09:59.700 --> 00:10:01.500]  第二個,要憑信心行事。
[00:10:01.500 --> 00:10:05.800]  跟你們說要憑信心行事。
[00:10:05.800 --> 00:10:09.300]  保祐在格林多後書第五章第七節很清楚教導我們說,
[00:10:09.300 --> 00:10:12.000]  今天我們行事為人,
[00:10:12.000 --> 00:10:15.600]  要憑信心,不憑眼見。
[00:10:15.600 --> 00:10:17.500]  什麼是行事為人?
[00:10:17.500 --> 00:10:22.500]  行事為人就是每天的生活,everyday, daily life,
[00:10:22.500 --> 00:10:26.700]  在每天的生活當中要憑信心,
