
[00:00:00.000 --> 00:00:05.000]  大家新年好!
[00:00:05.000 --> 00:00:11.000]  剛剛不久前,就是1月1號,
[00:00:11.000 --> 00:00:16.000]  我們都會覺得有一個新的開始,
[00:00:16.000 --> 00:00:22.000]  12月31號晚上那麼熱鬧,
[00:00:22.000 --> 00:00:29.000]  它也是為了迎接這麼一個新的開始,不是嗎?
[00:00:29.000 --> 00:00:39.000]  365天一年,364天你都不覺得有什麼新的,
[00:00:39.000 --> 00:00:46.000]  就這個1月1號,你覺得是個新的一天,
[00:00:46.000 --> 00:00:51.000]  因為那是一年裡的頭一天,
[00:00:51.000 --> 00:01:04.000]  我就覺得它代表著我們對新一年的期待和盼望,
[00:01:04.000 --> 00:01:09.000]  所以我們會覺得這是一個新的開始,
[00:01:09.000 --> 00:01:14.000]  雅各在這個時候已經很老了,
[00:01:14.000 --> 00:01:20.000]  但是他又迎來一個新的開始,
[00:01:20.000 --> 00:01:27.000]  不光是他自己的,還是他全家的,
[00:01:27.000 --> 00:01:35.000]  而且還是他未來以色列民族的一個新開始,
[00:01:35.000 --> 00:01:42.000]  後來改名叫以色列的這個老人,
[00:01:42.000 --> 00:01:46.000]  他很快就要逝去了,
[00:01:46.000 --> 00:01:51.000]  但是一個叫以色列的一個民族,
[00:01:51.000 --> 00:01:57.000]  他即將要站在歷史的舞台上,
[00:01:57.000 --> 00:02:04.000]  你看這是一個雅各和他全家的一個新的開始,
[00:02:04.000 --> 00:02:09.000]  他有沒有期待和盼望呢?
[00:02:09.000 --> 00:02:16.000]  有啊,在他不知道約瑟還活著之前,
[00:02:16.000 --> 00:02:21.000]  他的期待和盼望是什麼呢?
[00:02:21.000 --> 00:02:26.000]  他就是他的兒子能買糧食回來而已,
[00:02:26.000 --> 00:02:34.000]  但是現在他有了一個非常非常美好的期待和盼望,
[00:02:34.000 --> 00:02:39.000]  就是他能見到他這個以為死了又回來的兒子,
[00:02:39.000 --> 00:02:46.000]  他現在真的全家都團聚了,
[00:02:46.000 --> 00:02:48.000]  他現在真的全家團聚了,
[00:02:48.000 --> 00:02:52.000]  而且他有了一個新的家園,
[00:02:52.000 --> 00:02:56.000]  聖經裏說在歌山,
[00:02:56.000 --> 00:03:02.000]  但是普通的歷史裏沒有這個地名,
[00:03:02.000 --> 00:03:05.000]  但是你看聖經裏他註明了一下,
[00:03:05.000 --> 00:03:09.000]  就是在蘭塞那裏,
[00:03:09.000 --> 00:03:14.000]  蘭塞這個地方在普通歷史上是有的,
[00:03:14.000 --> 00:03:17.000]  這個地方在歷史上是有的,
[00:03:17.000 --> 00:03:22.000]  就是有一個法老的王朝,
[00:03:22.000 --> 00:03:26.000]  他在蘭塞是他的主要的行政中心,
[00:03:26.000 --> 00:03:29.000]  他在這個蘭塞的地方是一個行政中心,
[00:03:29.000 --> 00:03:35.000]  等於就是說雅各他們全家住的離法老是很近的,
[00:03:35.000 --> 00:03:39.000]  意思就是說雅各他們家裏離法老住得很近,
[00:03:39.000 --> 00:03:44.000]  蘭塞這個地方就在尼羅河三角洲那裏,
[00:03:44.000 --> 00:03:52.000]  就是尼羅河是從南向北流的,
[00:03:52.000 --> 00:03:59.000]  這個河是由蘭塞向北流,是北面出海的地方,
[00:03:59.000 --> 00:04:05.000]  形成了一個平原,那裏水草豐美,
[00:04:05.000 --> 00:04:10.000]  很適合放牧,
[00:04:10.000 --> 00:04:15.000]  所以你看法老對他家很好,
[00:04:15.000 --> 00:04:18.000]  離他很近,
[00:04:18.000 --> 00:04:24.000]  而且很適合他們這個家族生活,
[00:04:24.000 --> 00:04:34.000]  法老還說我的牲畜也歸你們來牧,
[00:04:34.000 --> 00:04:43.000]  所以他們這時候你看他的生活可以說是非常非常的美好,
[00:04:43.000 --> 00:04:48.000]  那他怎麽得來這個團聚呢?
[00:04:48.000 --> 00:04:53.000]  他怎麽得來這個新的家園呢?
[00:04:53.000 --> 00:05:02.000]  首先約瑟他是一個敬畏神,順服神的這麽一個人,
[00:05:02.000 --> 00:05:05.000]  順服神,
[00:05:05.000 --> 00:05:10.000]  所以約瑟具體的故事下星期你們聽故事講,
[00:05:10.000 --> 00:05:14.000]  所以約瑟具體的故事下星期你們聽故事講,
[00:05:14.000 --> 00:05:17.000]  在這裏就是稍微的概括一下,
[00:05:17.000 --> 00:05:20.000]  在這裏就概括一下,
[00:05:20.000 --> 00:05:25.000]  他有三次非常非常嚴重的人生的低谷,
[00:05:25.000 --> 00:05:28.000]  他有三次非常嚴重的人生的低谷,
[00:05:28.000 --> 00:05:30.000]  就是經歷這種磨難,
[00:05:30.000 --> 00:05:34.000]  第一個就是他本來是最受寵的兒子,
[00:05:34.000 --> 00:05:40.000]  第一個就是他本來是最受寵的兒子,
[00:05:40.000 --> 00:05:42.000]  被哥哥們算計給賣成奴隸,
[00:05:42.000 --> 00:05:44.000]  被哥哥們算計給賣成奴隸,
[00:05:44.000 --> 00:05:46.000]  然後到了埃及,
[00:05:46.000 --> 00:05:49.000]  所以你看這是第一次,
[00:05:49.000 --> 00:05:51.000]  所以你看這是第一次,
[00:05:51.000 --> 00:05:52.000]  第二次呢?
[00:05:52.000 --> 00:05:53.000]  第二次呢?
[00:05:53.000 --> 00:05:57.000]  他本來在波提法家裏其實待遇不錯,
[00:05:57.000 --> 00:06:01.000]  他本來在波提法家裏其實待遇不錯,
[00:06:01.000 --> 00:06:04.000]  結果又因為波提法妻子的問題,
[00:06:04.000 --> 00:06:06.000]  結果又因為波提法妻子的問題,
[00:06:06.000 --> 00:06:08.000]  結果就被冤枉下監獄,
[00:06:08.000 --> 00:06:11.000]  結果就被冤枉下監獄,
[00:06:11.000 --> 00:06:13.000]  然後第三次呢?
[00:06:13.000 --> 00:06:14.000]  第三次呢?
[00:06:14.000 --> 00:06:19.000]  你說都已經坐監獄都已經蹲監獄當窮囚犯還能再下嗎?
[00:06:19.000 --> 00:06:25.000]  你說都已經坐監獄都已經蹲監獄當窮囚犯還能再下嗎?
[00:06:25.000 --> 00:06:28.000]  他本來在監獄裏其實待遇也不錯,
[00:06:28.000 --> 00:06:31.000]  他本來在監獄裏其實待遇也不錯,
[00:06:31.000 --> 00:06:34.000]  結果他給九正善長解夢,
[00:06:34.000 --> 00:06:37.000]  結果他給九正善長解夢,
[00:06:37.000 --> 00:06:39.000]  最後應驗了,
[00:06:39.000 --> 00:06:40.000]  最後應驗了,
[00:06:40.000 --> 00:06:44.000]  可是九正忘了他對約瑟的承諾,
[00:06:44.000 --> 00:06:48.000]  可是九正忘了他對約瑟的承諾,
[00:06:48.000 --> 00:06:51.000]  根本就沒有跟法老面前提起他,
[00:06:51.000 --> 00:06:54.000]  根本就沒有跟法老面前提起他,
[00:06:54.000 --> 00:06:57.000]  直到法老自己做夢沒人能解,
[00:06:57.000 --> 00:07:00.000]  直到法老自己做夢沒人能解,
[00:07:00.000 --> 00:07:02.000]  這是九正才想起有個約瑟,
[00:07:02.000 --> 00:07:03.000]  這是九正才想起有個約瑟,
[00:07:03.000 --> 00:07:04.000]  他才想起原來有約瑟這個人,
[00:07:04.000 --> 00:07:05.000]  他才想起原來有約瑟這個人,
[00:07:05.000 --> 00:07:08.000]  所以約瑟在監獄裏盼著盼著也沒有音信,
[00:07:08.000 --> 00:07:09.000]  所以約瑟在監獄裏盼著盼著也沒有音信,
[00:07:09.000 --> 00:07:11.000]  所以約瑟在監獄裏盼著盼著也沒有音信,
[00:07:11.000 --> 00:07:12.000]  所以約瑟在監獄裏盼著盼著也沒有音信,
[00:07:12.000 --> 00:07:17.000]  這對一個期待著得救的人來說是很痛苦的,
[00:07:17.000 --> 00:07:18.000]  這對一個期待著得救的人來說是很痛苦的,
[00:07:18.000 --> 00:07:21.000]  對於期待得救的人來說是很痛苦的,
[00:07:28.000 --> 00:07:30.000]  但最後都有巨大的轉折和飛躍,
[00:07:30.000 --> 00:07:31.000]  但最後都有巨大的轉折和飛躍,
[00:07:31.000 --> 00:07:32.000]  約瑟不光自己成了宰相,
[00:07:32.000 --> 00:07:33.000]  約瑟不光自己成了宰相,
[00:07:33.000 --> 00:07:34.000]  約瑟不光自己成了宰相,
[00:07:34.000 --> 00:07:35.000]  約瑟不光自己成了宰相,
[00:07:35.000 --> 00:07:36.000]  還能夠救了他全家,
[00:07:36.000 --> 00:07:37.000]  還能夠救了他全家,
[00:07:37.000 --> 00:07:38.000]  還能夠救了他全家,
[00:07:38.000 --> 00:07:39.000]  還能夠救了他全家,
[00:07:39.000 --> 00:07:40.000]  他爸爸他哥哥們,
[00:07:40.000 --> 00:07:41.000]  他爸爸他哥哥們,
[00:07:41.000 --> 00:07:42.000]  他爸爸他哥哥們,
[00:07:42.000 --> 00:07:43.000]  他爸爸他哥哥們,
[00:07:43.000 --> 00:07:44.000]  他爸爸他哥哥們,
[00:07:44.000 --> 00:07:45.000]  他爸爸他哥哥們,
[00:07:45.000 --> 00:07:46.000]  那在這一切的背後,
[00:07:46.000 --> 00:07:47.000]  那在這一切的背後,
[00:07:47.000 --> 00:07:48.000]  那在這一切的背後,
[00:07:48.000 --> 00:07:58.000]  他是有著什麼樣的力量,
[00:07:58.000 --> 00:08:03.000]  真正關鍵的決定性的作用,
[00:08:03.000 --> 00:08:04.000]  真正關鍵的決定性的作用,
[00:08:04.000 --> 00:08:05.000]  真正關鍵的決定性的作用,
[00:08:05.000 --> 00:08:06.000]  是上帝,
[00:08:06.000 --> 00:08:07.000]  是上帝,
[00:08:07.000 --> 00:08:08.000]  是上帝,
[00:08:08.000 --> 00:08:09.000]  他對亞伯拉罕以薩雅各的應許,
[00:08:09.000 --> 00:08:10.000]  他對亞伯拉罕以薩雅各的應許,
[00:08:10.000 --> 00:08:11.000]  他對亞伯拉罕以薩雅各的應許,
[00:08:11.000 --> 00:08:12.000]  他對亞伯拉罕以薩雅各的應許,
[00:08:12.000 --> 00:08:13.000]  他對亞伯拉罕以薩雅各的應許,
[00:08:13.000 --> 00:08:14.000]  他對三代人對未來的民族的應許,
[00:08:14.000 --> 00:08:15.000]  他對三代人對未來的民族的應許,
[00:08:15.000 --> 00:08:18.000]  他對三代人對未來的民族的應許,
[00:08:18.000 --> 00:08:19.000]  他對三代人對未來的民族的應許,
[00:08:19.000 --> 00:08:20.000]  他對三代人對未來的民族的應許,
[00:08:20.000 --> 00:08:21.000]  所以他一定要恩戴他們,
[00:08:21.000 --> 00:08:22.000]  所以他一定要恩戴他們,
[00:08:22.000 --> 00:08:23.000]  所以他一定要恩戴他們,
[00:08:23.000 --> 00:08:24.000]  所以他一定要恩戴他們,
[00:08:24.000 --> 00:08:25.000]  所以他一定會恩戴他們,
[00:08:25.000 --> 00:08:26.000]  所以他一定會恩戴他們,
[00:08:26.000 --> 00:08:27.000]  所以他一定會恩戴他們,
[00:08:27.000 --> 00:08:28.000]  所以他一定會恩戴他們,
[00:08:28.000 --> 00:08:29.000]  所以他一定會恩戴他們,
[00:08:29.000 --> 00:08:30.000]  所以他一定會恩戴他們,
[00:08:30.000 --> 00:08:31.000]  所以他一定會恩戴他們,
[00:08:31.000 --> 00:08:32.000]  所以他一定會恩戴他們,
[00:08:32.000 --> 00:08:33.000]  所以他一定會恩戴他們,
[00:08:33.000 --> 00:08:34.000]  所以他一定會恩戴他們,
[00:08:34.000 --> 00:08:35.000]  所以他一定會恩戴他們,
[00:08:35.000 --> 00:08:45.000]  所以他一定會恩戴他們,
[00:08:45.000 --> 00:08:46.000]  所以他一定會恩戴他們,
[00:08:46.000 --> 00:08:47.000]  所以他一定會恩戴他們,
[00:08:47.000 --> 00:08:48.000]  所以他一定會恩戴他們,
[00:08:48.000 --> 00:08:49.000]  所以他一定會恩戴他們,
[00:08:49.000 --> 00:08:50.000]  所以他一定會恩戴他們,
[00:08:50.000 --> 00:08:51.000]  所以他一定會恩戴他們,
[00:08:51.000 --> 00:08:52.000]  所以他一定會恩戴他們,
[00:08:52.000 --> 00:08:53.000]  所以他一定會恩戴他們,
[00:08:53.000 --> 00:08:54.000]  所以他一定會恩戴他們,
[00:08:54.000 --> 00:08:55.000]  所以他一定會恩戴他們,
[00:08:55.000 --> 00:08:56.000]  所以他一定會恩戴他們,
[00:08:56.000 --> 00:08:57.000]  所以他一定會恩戴他們,
[00:08:57.000 --> 00:08:58.000]  所以他一定會恩戴他們,
[00:08:58.000 --> 00:08:59.000]  所以他一定會恩戴他們,
[00:08:59.000 --> 00:09:00.000]  所以他一定會恩戴他們,
[00:09:00.000 --> 00:09:01.000]  所以他一定會恩戴他們,
[00:09:01.000 --> 00:09:02.000]  所以他一定會恩戴他們,
[00:09:02.000 --> 00:09:03.000]  所以他一定會恩戴他們,
[00:09:03.000 --> 00:09:04.000]  所以他一定會恩戴他們,
[00:09:05.000 --> 00:09:06.000]  所以他一定會恩戴他們,
[00:09:06.000 --> 00:09:07.000]  所以他一定會恩戴他們,
[00:09:07.000 --> 00:09:08.000]  所以他一定會恩戴他們,
[00:09:08.000 --> 00:09:09.000]  所以他一定會恩戴他們,
[00:09:09.000 --> 00:09:10.000]  所以他一定會恩戴他們,
[00:09:10.000 --> 00:09:11.000]  所以他一定會恩戴他們,
[00:09:11.000 --> 00:09:12.000]  所以他一定會恩戴他們,
[00:09:12.000 --> 00:09:13.000]  所以他一定會恩戴他們,
[00:09:13.000 --> 00:09:14.000]  所以他一定會恩戴他們,
[00:09:14.000 --> 00:09:15.000]  所以他一定會恩戴他們,
[00:09:15.000 --> 00:09:16.000]  所以他一定會恩戴他們,
[00:09:16.000 --> 00:09:17.000]  所以他一定會恩戴他們,
[00:09:17.000 --> 00:09:18.000]  所以他一定會恩戴他們,
[00:09:18.000 --> 00:09:19.000]  所以他一定會恩戴他們,
[00:09:19.000 --> 00:09:20.000]  所以他一定會恩戴他們,
[00:09:20.000 --> 00:09:21.000]  所以他一定會恩戴他們,
[00:09:21.000 --> 00:09:22.000]  所以他一定會恩戴他們,
[00:09:22.000 --> 00:09:23.000]  所以他一定會恩戴他們,
[00:09:23.000 --> 00:09:24.000]  所以他一定會恩戴他們,
[00:09:24.000 --> 00:09:25.000]  所以他一定會恩戴他們,
[00:09:35.000 --> 00:09:37.000]  苦難是非常非常嚴重的挫折,
[00:09:37.000 --> 00:09:38.000]  苦難是非常非常嚴重的挫折,
[00:09:38.000 --> 00:09:39.000]  他經歷了三次非常嚴重的挫折,
[00:09:39.000 --> 00:09:40.000]  他經歷了三次非常嚴重的挫折,
[00:09:40.000 --> 00:09:41.000]  但是苦難是苦難,
[00:09:41.000 --> 00:09:42.000]  但是苦難是苦難,
[00:09:42.000 --> 00:09:43.000]  但是苦難是苦難,
[00:09:43.000 --> 00:09:44.000]  但是苦難是苦難,
[00:09:44.000 --> 00:09:45.000]  但是苦難是苦難,
[00:09:45.000 --> 00:09:46.000]  苦難就是苦難,
[00:09:46.000 --> 00:09:47.000]  苦難就是苦難,
[00:09:47.000 --> 00:09:48.000]  苦難就是苦難,
[00:09:48.000 --> 00:09:49.000]  沒錯的,
[00:09:49.000 --> 00:09:50.000]  沒錯的,
[00:09:50.000 --> 00:09:51.000]  其實並不存在一句所謂的,
[00:09:51.000 --> 00:09:52.000]  其實並不存在一句所謂的,
[00:09:52.000 --> 00:09:53.000]  其實並不存在一句所謂的,
[00:09:53.000 --> 00:09:54.000]  其實並不存在一句所謂的,
