
[00:00:00.000 --> 00:00:02.000]  我們一齊同心圖告
[00:00:02.000 --> 00:00:08.000]  由歲首到年終的主我們獻上感恩
[00:00:08.000 --> 00:00:15.000]  不論我們高低喜樂或者憂愁
[00:00:15.000 --> 00:00:18.000]  祢都沒有遺棄我們
[00:00:18.000 --> 00:00:25.000]  回望一年我們各人有不同的體會和感受
[00:00:27.000 --> 00:00:30.000]  至於今日我們回到祢的面前
[00:00:30.000 --> 00:00:34.000]  求主幫助我們
[00:00:34.000 --> 00:00:40.000]  幫助我們整理我們過去這一年
[00:00:40.000 --> 00:00:46.000]  也容讓我們做一些檢討
[00:00:46.000 --> 00:00:49.000]  好讓在我們新一年的裏面
[00:00:49.000 --> 00:00:52.000]  我們仍然可以牽著主的手
[00:00:52.000 --> 00:00:55.000]  跟隨主的腳蹤
[00:00:58.000 --> 00:01:00.000]  去經歷你自己的同在
[00:01:00.000 --> 00:01:03.000]  我們祈禱奉耶穌基督的名
[00:01:03.000 --> 00:01:06.000]  過了明天
[00:01:06.000 --> 00:01:10.000]  2018年就完結了
[00:01:10.000 --> 00:01:13.000]  大家覺得這一年過得很快
[00:01:13.000 --> 00:01:16.000]  還是過得很慢
[00:01:16.000 --> 00:01:18.000]  不過快慢來說
[00:01:18.000 --> 00:01:22.000]  視乎這一年我們發生了什麼事
[00:01:23.000 --> 00:01:28.000]  今年在香港教會發生了不少的熱話
[00:01:28.000 --> 00:01:31.000]  在二月份有七個青少年制服團體
[00:01:31.000 --> 00:01:35.000]  獲中聯辦邀請去開會
[00:01:35.000 --> 00:01:39.000]  討論可否加插一些中式的暴操方法
[00:01:39.000 --> 00:01:41.000]  在你們的團體裏面
[00:01:41.000 --> 00:01:47.000]  當中被邀請的其中一個就是
[00:01:47.000 --> 00:01:49.000]  香港基督使聯軍
[00:01:52.000 --> 00:01:58.000]  Metoo運動爆出很多全球知名人士的性醜聞
[00:01:58.000 --> 00:02:02.000]  在香港四月開始就有智利連三
[00:02:02.000 --> 00:02:06.000]  傳出香港教會或者機構
[00:02:06.000 --> 00:02:08.000]  發生性騷擾的事件
[00:02:08.000 --> 00:02:10.000]  全城嘩然
[00:02:10.000 --> 00:02:13.000]  正因為這個緣故
[00:02:13.000 --> 00:02:15.000]  我們本區有十多間教會
[00:02:15.000 --> 00:02:18.000]  就邀請了一位專業的律師
[00:02:18.000 --> 00:02:21.000]  去解釋一下怎樣去正視這個問題
[00:02:22.000 --> 00:02:23.000]  可以怎樣妥善的
[00:02:23.000 --> 00:02:26.000]  公正的去處理
[00:02:26.000 --> 00:02:31.000]  我們教會遭受打壓已經將近三年
[00:02:31.000 --> 00:02:36.000]  八月起各宗派的信徒教目
[00:02:36.000 --> 00:02:41.000]  非官方的方式去發出聯署
[00:02:41.000 --> 00:02:44.000]  當中有浸信會
[00:02:44.000 --> 00:02:46.000]  秦道慧理聯合教會
[00:02:46.000 --> 00:02:48.000]  潮人生命堂
[00:02:48.000 --> 00:02:50.000]  播道會宣道會信義中
[00:02:51.000 --> 00:02:52.000]  還有崇珍會
[00:02:52.000 --> 00:02:55.000]  九月份我們不會忘記
[00:02:55.000 --> 00:02:58.000]  這個風簡直是我們近幾年
[00:02:58.000 --> 00:03:01.000]  很多年的強大的風球
[00:03:01.000 --> 00:03:03.000]  叫甚麼?山竹
[00:03:03.000 --> 00:03:06.000]  它的破壞力相當驚人
[00:03:06.000 --> 00:03:09.000]  走了之後
[00:03:09.000 --> 00:03:12.000]  都留了很多不少的東西
[00:03:12.000 --> 00:03:14.000]  給政府去處理
[00:03:14.000 --> 00:03:16.000]  我們那天
[00:03:17.000 --> 00:03:21.000]  香港很多的教會都因為這樣而暫停崇拜
[00:03:21.000 --> 00:03:23.000]  但是當中不少的教會
[00:03:23.000 --> 00:03:25.000]  主動在那個月內
[00:03:25.000 --> 00:03:28.000]  在不同的社區幫忙清理
[00:03:28.000 --> 00:03:34.000]  十月份特區政府就土地供應問題
[00:03:34.000 --> 00:03:36.000]  推行了一個大辯論
[00:03:36.000 --> 00:03:39.000]  特首在施政報告提出
[00:03:39.000 --> 00:03:44.000]  在大嶼山東邊水域興建一個大型人工島
[00:03:45.000 --> 00:03:49.000]  有基督教機構發起聯署要求擱置計劃
[00:03:49.000 --> 00:03:54.000]  這個聲明只是短短在網上五天
[00:03:54.000 --> 00:03:59.000]  已經籌得二萬二千個聯署
[00:03:59.000 --> 00:04:03.000]  而這些聯署大部分都自稱是基督徒
[00:04:03.000 --> 00:04:08.000]  以上有哪一件事你關注過呢?
[00:04:11.000 --> 00:04:16.000]  而你覺得哪一件事最影響我們的靈明呢?
[00:04:16.000 --> 00:04:20.000]  其實要說到影響我們的靈明
[00:04:20.000 --> 00:04:23.000]  相信這件事必定是我們相當在乎
[00:04:23.000 --> 00:04:25.000]  如果是在乎的話
[00:04:25.000 --> 00:04:29.000]  就不一定是以上我所說的事件
[00:04:29.000 --> 00:04:31.000]  或者我轉一轉問
[00:04:31.000 --> 00:04:33.000]  過去一年
[00:04:33.000 --> 00:04:37.000]  我們最關注的是什麼呢?
[00:04:37.000 --> 00:04:39.000]  現在想一想
[00:04:40.000 --> 00:04:43.000]  一年不斷重複又重複纏繞著我們
[00:04:43.000 --> 00:04:47.000]  或者令我們很關注的是什麼事件呢?
[00:04:47.000 --> 00:04:52.000]  但我最想問的是
[00:04:52.000 --> 00:04:57.000]  這個事件如何影響我們的靈明呢?
[00:04:57.000 --> 00:05:00.000]  由年頭到年尾到今天
[00:05:00.000 --> 00:05:02.000]  我們覺得在這一年裡
[00:05:02.000 --> 00:05:05.000]  我們的靈明是長進了
[00:05:05.000 --> 00:05:07.000]  還是退步了
[00:05:07.000 --> 00:05:09.000]  還是差不多呢?
[00:05:10.000 --> 00:05:13.000]  無論是長進也好退步也好
[00:05:13.000 --> 00:05:15.000]  其實不是一種感覺
[00:05:15.000 --> 00:05:19.000]  在聖經裡確實對靈明成長是一個具體的描述
[00:05:19.000 --> 00:05:22.000]  喜伯尼書的五章十一到十四節
[00:05:22.000 --> 00:05:24.000]  正是一個好的例子
[00:05:24.000 --> 00:05:26.000]  喜伯尼書的作者認為
[00:05:26.000 --> 00:05:28.000]  信徒可以分兩類的特色
[00:05:28.000 --> 00:05:30.000]  第一類屬於初信
[00:05:30.000 --> 00:05:34.000]  剛才鄧教師幫我們讀出五章十三節
[00:05:34.000 --> 00:05:37.000]  就好像一個嬰孩要吃奶一樣
[00:05:38.000 --> 00:05:40.000]  意思就是要人餵的
[00:05:40.000 --> 00:05:45.000]  要將神的話最基礎的要道教導他
[00:05:45.000 --> 00:05:48.000]  在這樣的情況下
[00:05:48.000 --> 00:05:52.000]  這個人是不熟練人兒的道理
[00:05:52.000 --> 00:05:54.000]  意思就是說
[00:05:54.000 --> 00:05:57.000]  不效法耶穌寫給人兒的精神
[00:05:57.000 --> 00:06:01.000]  而另一類在五章十四節
[00:06:01.000 --> 00:06:05.000]  可以說是一個長大的情況
[00:06:06.000 --> 00:06:08.000]  像一個成年人可以吃硬東西
[00:06:08.000 --> 00:06:11.000]  因為練習而得到靈活
[00:06:11.000 --> 00:06:14.000]  能分辨善惡
[00:06:14.000 --> 00:06:18.000]  但喜伯尼書所探討的信徒
[00:06:18.000 --> 00:06:21.000]  並不是限於這兩種特色
[00:06:21.000 --> 00:06:23.000]  其實還有其他特色的信徒
[00:06:23.000 --> 00:06:26.000]  例如在十二章三十二到三十九節
[00:06:26.000 --> 00:06:29.000]  能夠為信仰堅持
[00:06:29.000 --> 00:06:34.000]  忍受被社會排斥的一班信徒
[00:06:35.000 --> 00:06:37.000]  或者六章四至六節
[00:06:37.000 --> 00:06:41.000]  那些離開了教會一段時間的信徒
[00:06:41.000 --> 00:06:44.000]  又或者三章十二到十四節
[00:06:44.000 --> 00:06:48.000]  在信仰開始動搖的信徒
[00:06:48.000 --> 00:06:52.000]  初期教會因為長期受到打壓
[00:06:52.000 --> 00:06:55.000]  聖經只能夠針對各種特色的信徒
[00:06:55.000 --> 00:06:57.000]  作出適當的渲染
[00:06:57.000 --> 00:06:59.000]  而未有發展一套
[00:06:59.000 --> 00:07:03.000]  所謂一個屬靈的旅程的說法
[00:07:04.000 --> 00:07:06.000]  往後教會歷史
[00:07:06.000 --> 00:07:10.000]  開始探討屬靈旅程
[00:07:10.000 --> 00:07:13.000]  即是說一個人由初信到毀身
[00:07:13.000 --> 00:07:16.000]  其實在過程中會發生甚麼事
[00:07:16.000 --> 00:07:18.000]  或者甚麼促成他
[00:07:18.000 --> 00:07:22.000]  究竟在屬靈的路上出現動搖
[00:07:22.000 --> 00:07:24.000]  是否不好呢
[00:07:24.000 --> 00:07:27.000]  由第二世紀到近代的探討
[00:07:27.000 --> 00:07:31.000]  相應的動搖從來都不是負面的
[00:07:32.000 --> 00:07:35.000]  所以是一個機會讓我們認清
[00:07:35.000 --> 00:07:37.000]  我們在信甚麼
[00:07:37.000 --> 00:07:40.000]  我舉三個例子
[00:07:40.000 --> 00:07:42.000]  你就會很容易明白
[00:07:42.000 --> 00:07:45.000]  先知以利亞、哈巴谷
[00:07:45.000 --> 00:07:48.000]  甚至誤認耶穌為主的彼得
[00:07:48.000 --> 00:07:52.000]  他們不是都經歷過這些低潮嗎
[00:07:52.000 --> 00:07:54.000]  他們經歷過懷疑
[00:07:54.000 --> 00:07:56.000]  甚至否定信仰
[00:07:56.000 --> 00:07:58.000]  但都是一個過程
[00:07:58.000 --> 00:08:01.000]  在過程當中他們發現到自己
[00:08:02.000 --> 00:08:05.000]  更加認清、認信上帝
[00:08:05.000 --> 00:08:08.000]  因為這個緣故
[00:08:08.000 --> 00:08:10.000]  教會教育組花了兩年的時間
[00:08:10.000 --> 00:08:13.000]  從聖經到前人的研究
[00:08:13.000 --> 00:08:16.000]  我們發現屬靈的旅程
[00:08:16.000 --> 00:08:19.000]  可以分六個風格
[00:08:19.000 --> 00:08:22.000]  每一個風格都有其特色
[00:08:22.000 --> 00:08:26.000]  但亦有其停滯成長的情況
[00:08:26.000 --> 00:08:31.000]  但亦有如何幫助他繼續成長的途徑
[00:08:32.000 --> 00:08:33.000]  這六個風格包括有
[00:08:33.000 --> 00:08:35.000]  認信上帝
[00:08:35.000 --> 00:08:37.000]  結伴學習
[00:08:37.000 --> 00:08:39.000]  侍奉上帝
[00:08:39.000 --> 00:08:41.000]  內在反思
[00:08:41.000 --> 00:08:43.000]  降伏照命
[00:08:43.000 --> 00:08:45.000]  和彰顯上帝
[00:08:45.000 --> 00:08:48.000]  先說認信上帝
[00:08:48.000 --> 00:08:51.000]  當人認識上帝是一個偉大的主的時候
[00:08:51.000 --> 00:08:53.000]  他因為這個緣故
[00:08:53.000 --> 00:08:56.000]  對上帝產生一種敬畏的心
[00:08:56.000 --> 00:09:00.000]  特別在他失意甚至最痛苦的時候
[00:09:01.000 --> 00:09:04.000]  他經歷到上帝的安慰、接納和釋放
[00:09:04.000 --> 00:09:07.000]  當他再看大自然的時候
