
[00:00:00.000 --> 00:00:02.560]  今日可以同大家一齊敬拜
[00:00:02.560 --> 00:00:04.120]  其實係好開心既事
[00:00:04.120 --> 00:00:07.140]  因為你見呢排係好多新聞
[00:00:07.140 --> 00:00:10.980]  一個唔覺意槍擊案有三十幾人死
[00:00:10.980 --> 00:00:13.620]  一個唔覺意去一個水上活動咁樣
[00:00:13.620 --> 00:00:16.420]  開個party咁樣嘭咗聲有百幾人受傷
[00:00:16.420 --> 00:00:20.920]  即係喺教會既祈禱會入面會有人揸槍嚟射死人咁樣
[00:00:20.920 --> 00:00:23.180]  都係啲好唔簡單既事
[00:00:23.180 --> 00:00:24.400]  我都喺度諗
[00:00:24.400 --> 00:00:26.920]  如果我帶緊茶經有個人嚟茶茶經既時候
[00:00:26.920 --> 00:00:28.640]  等佢把槍出黎會係點樣呢
[00:00:28.640 --> 00:00:32.200]  即係我哋唔好將我哋嘅安日當係必然嘅事
[00:00:32.200 --> 00:00:36.860]  亦都唔好覺得我哋可以敬拜上帝係一個理所當然嘅時候
[00:00:36.860 --> 00:00:39.780]  如果你有聖經話我邀請你一同去擁抱神嘅話語
[00:00:39.780 --> 00:00:40.780]  我哋一齊圖供
[00:00:40.780 --> 00:00:50.580]  天上帝我哋為咗能夠作為一個群體
[00:00:50.580 --> 00:00:53.420]  一同去你面前向你獻上我哋嘅敬拜
[00:00:53.420 --> 00:00:55.460]  我哋獻上感謝
[00:00:55.460 --> 00:00:57.820]  呢個實在係一個福分
[00:00:57.820 --> 00:01:00.960]  呢個實在唔係必然嘅事情
[00:01:00.960 --> 00:01:06.060]  如果今日我哋可以一齊去將呢個話語放喺我哋嘅心中
[00:01:06.060 --> 00:01:08.740]  我哋都向你獻上我哋嘅感謝
[00:01:08.740 --> 00:01:11.440]  就佢哋帶領我哋作為一個群體
[00:01:11.440 --> 00:01:13.900]  一同佢去聆聽呢個話語
[00:01:13.900 --> 00:01:17.420]  一同佢去學習點樣去活出呢個話語
[00:01:17.420 --> 00:01:23.660]  好讓我哋個人心裏面都能夠尊重我哋所跟隨嘅耶穌基督
[00:01:23.660 --> 00:01:27.100]  帶領我哋呢個時間親自向我哋講說話
[00:01:27.100 --> 00:01:28.600]  觸動我哋嘅心靈
[00:01:28.600 --> 00:01:30.200]  改變我哋嘅生命
[00:01:30.200 --> 00:01:31.600]  聽我哋嘅祈求
[00:01:31.600 --> 00:01:34.200]  奉靠耶穌基督得聖嘅名字祈求
[00:01:34.200 --> 00:01:38.900]  你們睇電視睇唔睇廣告嘅?
[00:01:38.900 --> 00:01:41.540]  我就唔係睇好多電視
[00:01:41.540 --> 00:01:44.980]  我識有啲人一做廣告就會轉台
[00:01:44.980 --> 00:01:47.280]  但係我轉台我又冇嘢睇
[00:01:47.280 --> 00:01:50.120]  所以通常廣告嘅時候我就
[00:01:50.120 --> 00:01:52.080]  一係check下whatsapp
[00:01:52.080 --> 00:01:53.580]  一係同隻貓玩下
[00:01:53.580 --> 00:01:56.020]  一係做下運動
[00:01:56.020 --> 00:02:01.900]  咁所以呢對於廣告對我嚟講呢通常係好好嘅廣告我會印象深刻啲
[00:02:01.900 --> 00:02:04.000]  好差嘅廣告我會印象深刻啲
[00:02:04.000 --> 00:02:07.300]  或者經常播嘅廣告我會印象深刻啲
[00:02:07.300 --> 00:02:09.460]  今日呢我想同大家講一個廣告
[00:02:09.460 --> 00:02:11.760]  咁我講呢個廣告之前呢我有啲壓力嘅
[00:02:11.760 --> 00:02:13.640]  即係要諗下
[00:02:13.640 --> 00:02:17.000]  即係我唔想好似幫呢個廣告賣廣告咁樣
[00:02:17.000 --> 00:02:18.740]  即係衡量過之後我覺得
[00:02:18.740 --> 00:02:22.640]  我純粹係以事論事同大家分享一下即係探討一下
[00:02:22.640 --> 00:02:26.280]  因為我覺得呢個廣告呢俾到我一啲嘢我哋去思想一下
[00:02:26.280 --> 00:02:27.980]  咁呀如果
[00:02:27.980 --> 00:02:29.080]  AVU咁樣ok嘅
[00:02:29.080 --> 00:02:30.080]  麻煩你播播片
[00:02:52.980 --> 00:02:54.460]  全因為你
[00:02:54.460 --> 00:02:56.220]  Excellence in Flight
[00:02:56.220 --> 00:02:57.600]  Korean Air
[00:02:57.600 --> 00:03:00.020]  係咪都好多人都睇過呢個廣告呀
[00:03:00.020 --> 00:03:02.940]  我唔知你睇呢個廣告會有咩感受
[00:03:02.940 --> 00:03:05.480]  即係你即係留意到啲乜嘢啦
[00:03:05.480 --> 00:03:07.220]  留意到你嗰隻會飛嘅蝦呢
[00:03:07.220 --> 00:03:14.620]  淨係見到天上面即係可以可以住喺雲裏面咁嘅感覺啦淨係
[00:03:14.620 --> 00:03:16.220]  聽到嗰首歌呢
[00:03:16.220 --> 00:03:19.860]  就我就呢首歌唔知點解都幾上腦
[00:03:19.860 --> 00:03:24.740]  It's all about you 咁樣喺我腦入面
[00:03:24.740 --> 00:03:28.140]  呢個廣告其中一樣提出嘅就係
[00:03:28.140 --> 00:03:29.820]  It's all about you
[00:03:29.820 --> 00:03:32.020]  係一切都為咗你呀
[00:03:32.020 --> 00:03:37.400]  喺成個航空公司入面所做嘅嘢都係為咗你
[00:03:37.400 --> 00:03:40.200]  等你有一個夢一般嘅旅程
[00:03:40.200 --> 00:03:43.820]  等你我哋細心都係為咗你
[00:03:43.820 --> 00:03:47.500]  我哋每一個人嘅員工嘅眼中都只有係你嘅
[00:03:47.500 --> 00:03:50.340]  所以等你覺得你好重要好尊貴
[00:03:50.340 --> 00:03:53.900]  嘩你飛喺一間公司真係飛得好喎
[00:03:53.900 --> 00:03:57.180]  個個當你神敢拜咁樣
[00:03:57.180 --> 00:03:59.440]  咁而其實你用心睇嘅話呢
[00:03:59.440 --> 00:04:05.300]  你發現呢個絕對唔係唯獨呢間航空公司用嘅即係廣告策略啦
[00:04:05.300 --> 00:04:09.860]  你差唔多所有廣告都好多都係咁樣
[00:04:09.860 --> 00:04:12.100]  補習天王
[00:04:12.100 --> 00:04:13.940]  掃你最強
[00:04:13.940 --> 00:04:15.940]  想攞A嘅跟我啦
[00:04:15.940 --> 00:04:18.940]  即係你跟我嘅話你呢就可以攞到
[00:04:18.940 --> 00:04:22.060]  嘩而家唔係A呀叫5+淨係點樣
[00:04:22.060 --> 00:04:24.460]  總之你想考得好嘅就搵佢啦
[00:04:24.460 --> 00:04:27.500]  唔知星星淨係點樣
[00:04:27.500 --> 00:04:30.380]  又或者瘦身廣告
[00:04:30.380 --> 00:04:32.940]  跟住我嘅話就即係個個都可以好苗條
[00:04:32.940 --> 00:04:37.820]  你唔需要做運動唔需要節食總之你就可以完美瘦身咁樣
[00:04:37.820 --> 00:04:41.580]  又或者係你咁辛苦工作
[00:04:41.580 --> 00:04:45.220]  呢個咁好嘅廣告咁咁好嘅按摩椅
[00:04:45.220 --> 00:04:49.540]  你配咗擁有天王級嘅享受咁樣
[00:04:49.540 --> 00:04:51.060]  即係盲都係你呀
[00:04:51.060 --> 00:04:54.380]  你好重要所以你配得享受呢啲嘢
[00:04:54.380 --> 00:04:58.380]  因為你好重要所以呢你應該擁有呢啲嘢
[00:04:58.380 --> 00:05:00.060]  因為你好緊要
[00:05:00.060 --> 00:05:04.220]  所以你買咗呢個產品或者去享受呢個服務嘩
[00:05:04.220 --> 00:05:07.980]  你就可以攞到你想要嘅嘢啦
[00:05:07.980 --> 00:05:11.820]  當然即係佢哋背後嘅真正想講嘅嘢佢哋唔會同你講話
[00:05:11.820 --> 00:05:16.540]  即係多個多個生意額嘩呢咁我哋嘅銷售額就好啲㗎啦
[00:05:16.540 --> 00:05:20.300]  賺咗幾多都幾多所以一日幾號我都要加到盡咁樣
[00:05:20.300 --> 00:05:24.300]  即係佢哋想俾你去睇嘅就係你好重要
[00:05:24.300 --> 00:05:28.100]  所以以至到你有佢嘅服務你有佢嘅產品嘅時候你就好開心
[00:05:28.100 --> 00:05:33.700]  咁你就願意去聽呢個廣告所傳遞嘅訊息
[00:05:33.700 --> 00:05:38.420]  你就可以攞到你想要嘅嘢which係佢哋想要嘅嘢
[00:05:38.420 --> 00:05:42.500]  喺唔同嘅產品裏面都係講緊呢樣嘢
[00:05:42.500 --> 00:05:48.420]  甚至乎好悲哀地喺教會可能我哋都係咁樣
[00:05:48.420 --> 00:05:50.980]  都係為咗你
[00:05:50.980 --> 00:05:52.540]  信耶穌好好呀點解呀
[00:05:52.540 --> 00:05:56.420]  因為信耶穌話呢你就可以有呢個永遠嘅生命
[00:05:56.420 --> 00:05:59.220]  你就唔需要去地獄啦
[00:05:59.220 --> 00:06:00.660]  信耶穌好好呀點解呀
[00:06:00.660 --> 00:06:04.820]  因為神會保護你神好愛你
[00:06:04.820 --> 00:06:06.780]  你聽好多人講見證嘅時候
[00:06:06.780 --> 00:06:10.620]  都係話到信耶穌好好呀點解呀
[00:06:10.620 --> 00:06:13.740]  我之前可能有情緒病身體有唔舒服嘅
[00:06:13.740 --> 00:06:14.940]  家人關係破裂嘅
[00:06:14.940 --> 00:06:17.100]  信耶穌話樣樣都好好㗎啦
[00:06:17.100 --> 00:06:19.820]  所以你信耶穌話你都可以好好㗎
[00:06:19.820 --> 00:06:23.500]  好多弟兄姊妹有個愛互相包容彼此支持
[00:06:23.500 --> 00:06:26.860]  話大家都好關心你㗎
[00:06:26.860 --> 00:06:31.700]  我哋今日會唔會過份地高舉個人
[00:06:31.700 --> 00:06:34.420]  而忽略咗我哋所跟隨嘅上帝
[00:06:34.420 --> 00:06:36.300]  佢係點樣嘅上帝呀
[00:06:36.300 --> 00:06:40.340]  究竟呢個神係嚟服侍你呢
[00:06:40.340 --> 00:06:44.060]  淨係你去服侍呢個神呢
[00:06:44.060 --> 00:06:47.500]  實在我哋個人嘅需要係重要嘅
[00:06:47.500 --> 00:06:49.700]  亦都神係重視嘅
[00:06:49.700 --> 00:06:55.020]  但係我哋點樣平衡返我哋個人嘅需要同埋想望
[00:06:55.020 --> 00:06:59.780]  同埋我哋點樣去跟隨上帝獻上我哋所有嘅嘢畀佢呢
[00:06:59.780 --> 00:07:04.860]  究竟喺我神去滿足我哋嘅需要之餘
[00:07:04.860 --> 00:07:10.780]  究竟我哋點樣跟隨神呢兩種嘅關係係點樣呢
[00:07:10.780 --> 00:07:13.460]  今日我哋直頭去再睇馬可福音嘅時候
[00:07:13.460 --> 00:07:18.660]  我哋更多去思想跟隨耶穌係一回點樣嘅事情
[00:07:18.660 --> 00:07:21.100]  究竟耶穌係邊一位
[00:07:21.100 --> 00:07:27.500]  順著聖經話請你返開到馬可福音第一章
[00:07:27.500 --> 00:07:31.380]  咁我上一次講到馬可福音開頭嘅時候都提及過
[00:07:31.380 --> 00:07:36.220]  馬可福音係用緊一個旅程去表達
[00:07:36.220 --> 00:07:40.100]  點樣為之跟隨耶穌點樣為之著耶穌嘅門徒
[00:07:40.100 --> 00:07:43.060]  一開始我哋見到喺唔同嘅地區上面
[00:07:43.060 --> 00:07:46.100]  耶穌喺加利利去呼召門徒
[00:07:46.100 --> 00:07:49.260]  佢哋離開嗰度一路喺加利利所發生嘅事
[00:07:49.260 --> 00:07:51.940]  跟住離開喺路上面所發生嘅事
[00:07:51.940 --> 00:07:55.100]  跟住去到耶路撒冷所發生嘅事
[00:07:55.100 --> 00:07:56.700]  係一個旅程嚟嘅
[00:07:56.700 --> 00:08:01.100]  係踏上一個跟隨耶穌作耶穌門徒嘅旅程
[00:08:01.100 --> 00:08:03.940]  喺當中所發生好多唔同嘅事情裏面
[00:08:03.940 --> 00:08:06.220]  佢哋對耶穌有更多嘅認識
[00:08:06.220 --> 00:08:08.780]  先認識耶穌係邊一位
[00:08:08.780 --> 00:08:10.380]  原來佢係神嘅兒子
[00:08:10.380 --> 00:08:12.740]  然後更多認識耶穌嘅使命
[00:08:12.740 --> 00:08:17.380]  佢原來喺地上係為我哋舍己去服侍人
[00:08:17.380 --> 00:08:20.860]  跟住再諗吓點樣去回應至死忠心
[00:08:20.860 --> 00:08:23.900]  而喺第一章裏面俾到我哋睇好多嘅事情
[00:08:23.900 --> 00:08:26.900]  喺一個前瞻之後會所發生嘅嘢
[00:08:26.900 --> 00:08:29.700]  換句話講喺第一章我哋見到好多唔同嘅事物
[00:08:29.700 --> 00:08:34.020]  喺嚟緊嗰十幾章裏面都會慢慢見到更多
[00:08:34.020 --> 00:08:36.020]  喺呢一個隱言裏面
[00:08:36.020 --> 00:08:40.180]  喺第一章讓我哋睇得到之後再繼續去發生嘅事
[00:08:40.180 --> 00:08:43.060]  而我哋上一次或者上幾次
[00:08:43.060 --> 00:08:45.660]  我哋見到耶穌嚟到去呼召門徒
[00:08:45.660 --> 00:08:48.500]  門徒願意去跟隨佢嘅時候係有一個使命嘅
[00:08:48.500 --> 00:08:50.860]  因為耶穌要佢哋得人如得魚
[00:08:50.860 --> 00:08:52.260]  咁究竟點樣去做呢?
[00:08:52.260 --> 00:08:53.700]  會面對啲咩事情呢?
[00:08:53.700 --> 00:08:55.700]  喺上個禮拜陳牧師同我哋講到
[00:08:55.700 --> 00:08:57.820]  我哋見到耶穌趕鬼醫病
[00:08:57.820 --> 00:08:59.820]  我哋見到耶穌係有權柄嘅
[00:08:59.820 --> 00:09:02.620]  我哋發現到原來耶穌係嗰位
[00:09:02.620 --> 00:09:07.140]  實在係有權柄配得門徒去跟隨嗰一位嘅
[00:09:07.140 --> 00:09:10.620]  但係呢個跟隨裏面亦都唔代表事事順利嘅
[00:09:10.620 --> 00:09:13.140]  因為實在係會有面對到困難嘅
[00:09:13.140 --> 00:09:15.660]  上一次我哋見到已經有污靈出現喇
[00:09:15.660 --> 00:09:19.300]  喺跟隨耶穌雖然佢有權柄雖然佢配得
[00:09:19.300 --> 00:09:21.140]  但係同樣嘅我哋見到另一方面
[00:09:21.140 --> 00:09:23.620]  係會有抵擋係會有攻擊嘅
[00:09:23.620 --> 00:09:25.420]  咁應該點樣去跟隨?
[00:09:25.420 --> 00:09:27.420]  我哋繼續去睇啦
[00:09:27.420 --> 00:09:30.020]  而今日呢我哋會睇到三件事情
[00:09:30.020 --> 00:09:33.420]  會睇得見就係有啲人跟耶穌係唔知佢點樣跟耶穌
[00:09:33.420 --> 00:09:35.660]  而當我哋睇著耶穌佢點樣回應嘅時候
[00:09:35.660 --> 00:09:37.660]  我哋更加見到耶穌嘅使命
[00:09:37.660 --> 00:09:39.420]  從而嘅讓我哋思想
[00:09:39.420 --> 00:09:42.140]  我哋今日作為跟隨耶穌嘅人
[00:09:42.140 --> 00:09:44.140]  我哋應該點樣去做?
[00:09:44.140 --> 00:09:48.620]  喺第23節嘅時候你會見到
[00:09:48.620 --> 00:09:51.940]  sorry 21節你見到他門就到咗加伯隆
[00:09:51.940 --> 00:09:54.140]  29節他門一出會堂
[00:09:54.140 --> 00:09:57.300]  我哋見到啲門徒已經係常常跟住耶穌㗎喇
[00:09:57.300 --> 00:09:59.300]  佢哋一齊去出動嘅
[00:09:59.300 --> 00:10:02.820]  所以已經開始咗呢個旅程㗎喇
[00:10:02.820 --> 00:10:06.820]  呢個跟隨耶穌作耶穌嘅門徒
[00:10:06.820 --> 00:10:08.820]  嘅旅程已經展開咗
[00:10:08.820 --> 00:10:10.820]  究竟發生咗咩事呢?
[00:10:10.820 --> 00:10:12.300]  35節
[00:10:12.300 --> 00:10:17.740]  此日早晨天未亮嘅時候耶穌起來到曠野地去
[00:10:17.740 --> 00:10:19.740]  在那裡禱告
[00:10:19.740 --> 00:10:25.540]  當耶穌已經係好受歡迎好多人好鍾意佢嘅時候
[00:10:25.540 --> 00:10:28.820]  佢會喺清晨時分離開眾人
[00:10:28.820 --> 00:10:30.820]  去到一個地方去禱告
[00:10:30.820 --> 00:10:32.820]  我哋見到耶穌重視禱告
[00:10:32.820 --> 00:10:35.220]  佢亦都需要一啲個人嘅時刻嘅
[00:10:35.220 --> 00:10:36.740]  但係呢
[00:10:36.740 --> 00:10:40.340]  36節西門同埋門徒一出去找他
[00:10:40.340 --> 00:10:42.340]  找到了就對他說
[00:10:42.340 --> 00:10:44.340]  眾人都在找你
[00:10:44.340 --> 00:10:48.340]  耶穌離開咗佢哋去禱告
[00:10:48.340 --> 00:10:51.340]  你可以想像天未光佢已經走咗
[00:10:51.340 --> 00:10:53.340]  所以一天光嘅時候啲門徒瞓醒
[00:10:53.340 --> 00:10:55.340]  耶穌唔喺度喎咁點算呀
[00:10:55.340 --> 00:10:57.340]  要去搵返佢
[00:10:57.340 --> 00:10:59.340]  和修本呢就係譯作
[00:10:59.340 --> 00:11:03.340]  36節呢係話西門同埋門徒出去找他
[00:11:03.340 --> 00:11:06.340]  咁英文有啲翻譯呢都會譯作
[00:11:06.340 --> 00:11:08.340]  search him 都係去搵佢咁樣
[00:11:08.340 --> 00:11:10.340]  有一個英文譯本呢
[00:11:10.340 --> 00:11:12.340]  NASB呢就係譯作
[00:11:12.340 --> 00:11:14.340]  they hunt for him
[00:11:14.340 --> 00:11:16.340]  好似打獵要去獵佢返嚟咁樣
[00:11:16.340 --> 00:11:20.340]  而呢個譯法呢係比較近切啲原文裏面
[00:11:20.340 --> 00:11:24.340]  嗰個字係有一種好似要去捕獵要去搵到嗰種感覺
[00:11:24.340 --> 00:11:26.340]  換句話講你可以想像打獵嘅時候
[00:11:26.340 --> 00:11:27.340]  你係要點樣呀
[00:11:27.340 --> 00:11:29.340]  你係一種搵唔到誓不罷休
[00:11:29.340 --> 00:11:31.340]  而且你係要留意每一個細節
[00:11:31.340 --> 00:11:33.340]  你點樣去搵到佢返嚟呀
[00:11:33.340 --> 00:11:35.340]  啱啱呢幾日林書豪黎香港呀
[00:11:35.340 --> 00:11:38.340]  咁呀比較低調少少呀
[00:11:38.340 --> 00:11:40.340]  佢淨係喺中大有啲會面咁樣
[00:11:40.340 --> 00:11:42.340]  咁但係呢我睇報紙呢
