
[00:00:00.000 --> 00:00:03.640]  剛才主席讀的一段經文
[00:00:03.640 --> 00:00:07.160]  其實是保羅的一段祈禱文
[00:00:07.160 --> 00:00:08.600]  先問問大家
[00:00:08.600 --> 00:00:11.160]  你們有沒有祈禱的習慣?
[00:00:11.160 --> 00:00:12.200]  有沒有?
[00:00:12.200 --> 00:00:14.760]  你們今天早上吃早餐的時候有沒有祈禱?
[00:00:14.760 --> 00:00:15.720]  是不是?
[00:00:15.720 --> 00:00:18.240]  你通常在什麼情況之下
[00:00:18.240 --> 00:00:20.160]  會不會都是藉飯祈禱?
[00:00:20.160 --> 00:00:22.880]  還是你每晚臨睡前
[00:00:22.880 --> 00:00:25.000]  可能都會有祈禱的習慣?
[00:00:25.000 --> 00:00:28.240]  又或者會不會早上靈修的時候
[00:00:28.240 --> 00:00:30.640]  你會獨處有一個祈禱
[00:00:30.640 --> 00:00:33.400]  跟上帝有一個很親密的時間
[00:00:33.400 --> 00:00:34.880]  你的習慣是怎麼樣的?
[00:00:34.880 --> 00:00:36.560]  或者我再問得仔細一點
[00:00:36.560 --> 00:00:39.040]  你一般是什麼情況之下
[00:00:39.040 --> 00:00:42.520]  你祈禱的內容是環繞著什麼的呢?
[00:00:42.520 --> 00:00:44.200]  一般來說
[00:00:44.200 --> 00:00:45.400]  在你現在的黑宗裡面
[00:00:45.400 --> 00:00:46.560]  你的腦袋裡面彈出來
[00:00:46.560 --> 00:00:50.480]  你通常為什麼事件去禱告呢?
[00:00:50.480 --> 00:00:53.200]  我自己在服事當中的時候
[00:00:53.200 --> 00:00:54.680]  很多時候在團契
[00:00:54.680 --> 00:00:56.600]  會為弟兄姊妹代禱的
[00:00:56.600 --> 00:00:59.280]  問到他們有什麼代禱事項的時候
[00:00:59.280 --> 00:01:00.240]  很多時候
[00:01:00.240 --> 00:01:03.760]  我印象當中都是會為了公司
[00:01:03.760 --> 00:01:05.000]  為了家庭
[00:01:05.000 --> 00:01:06.360]  為了家人
[00:01:06.360 --> 00:01:07.600]  為了子女
[00:01:07.600 --> 00:01:10.720]  公司可能最近工作很忙
[00:01:10.720 --> 00:01:14.720]  或者同事之間的相處可能不太好
[00:01:14.720 --> 00:01:17.960]  或者兩夫婦間中最近有點摩擦
[00:01:17.960 --> 00:01:20.320]  或者子女可能要升學了
[00:01:20.320 --> 00:01:21.360]  考試了
[00:01:21.360 --> 00:01:23.720]  或者一般來說很多時候
[00:01:23.720 --> 00:01:27.840]  身體有不適
[00:01:27.840 --> 00:01:29.200]  無論是大人也好
[00:01:29.200 --> 00:01:30.240]  小孩子也好
[00:01:30.240 --> 00:01:34.520]  這些全部都是很關心的內容
[00:01:34.520 --> 00:01:36.080]  但其實有沒有想過
[00:01:36.080 --> 00:01:39.280]  原來禱告可以更加豐富
[00:01:39.280 --> 00:01:42.280]  可以關心一下我們屬靈的生命
[00:01:42.280 --> 00:01:45.720]  可以為我們每天都可以看信經
[00:01:45.720 --> 00:01:48.320]  每天都可以有時間去靈修
[00:01:48.320 --> 00:01:51.680]  為我們今早可以一起來崇拜
[00:01:51.680 --> 00:01:54.040]  原來真的回到來崇拜不是必然的
[00:01:54.040 --> 00:01:55.520]  記得幾個星期前
[00:01:55.520 --> 00:01:56.360]  打風
[00:01:56.360 --> 00:01:58.360]  我準備回來講道的時候
[00:01:58.360 --> 00:01:59.760]  說不用講了
[00:01:59.760 --> 00:02:02.560]  這篇講章其實是那天打風的時候講的
[00:02:02.560 --> 00:02:04.360]  不是一定必然的
[00:02:04.360 --> 00:02:05.560]  回到來崇拜
[00:02:05.560 --> 00:02:08.120]  為了我們能夠一群頂姐妹回到來
[00:02:08.120 --> 00:02:09.880]  你看一下你旁邊左右
[00:02:09.880 --> 00:02:11.920]  我們經常都說
[00:02:11.920 --> 00:02:13.520]  你坐開那裡就那裡了
[00:02:13.520 --> 00:02:14.840]  都是那一群
[00:02:14.840 --> 00:02:15.800]  都回來了
[00:02:15.800 --> 00:02:16.720]  真的
[00:02:16.720 --> 00:02:17.960]  是一個感恩的時候
[00:02:17.960 --> 00:02:20.920]  為了整個教會去祈禱
[00:02:20.920 --> 00:02:21.640]  是不是?
[00:02:21.640 --> 00:02:22.280]  為了教會
[00:02:22.280 --> 00:02:24.680]  為了我們一群的傳道童宮去禱告
[00:02:24.680 --> 00:02:25.520]  剛才主席說
[00:02:25.520 --> 00:02:28.080]  原來在當中我們有幾個童宮
[00:02:28.080 --> 00:02:30.440]  真的會有身體軟弱的時間
[00:02:30.440 --> 00:02:32.320]  我們彼此可以在禱告裡面
[00:02:32.320 --> 00:02:33.320]  可以很豐富
[00:02:33.320 --> 00:02:35.680]  很多很多的東西去禱告
[00:02:35.680 --> 00:02:38.000]  記得我自己在神學院讀書的時候
[00:02:38.000 --> 00:02:40.280]  有一年就去到一間教會實習
[00:02:40.280 --> 00:02:44.480]  那一次牧師就安排了我去一個叫做同步祈禱會
[00:02:44.480 --> 00:02:45.240]  是什麼呢?
[00:02:45.240 --> 00:02:47.880]  就是說在大堂裡面有報道會
[00:02:47.880 --> 00:02:50.640]  而我們一群的弟兄姐妹就在祈禱室裡面
[00:02:50.640 --> 00:02:52.240]  同時間禱告
[00:02:52.240 --> 00:02:54.960]  那一次的祈禱會我很深刻的
[00:02:54.960 --> 00:02:57.920]  組長帶著我們十幾個弟兄姐妹
[00:02:57.920 --> 00:02:58.760]  我不相識
[00:02:58.760 --> 00:02:59.840]  因為我是神學生
[00:02:59.840 --> 00:03:01.720]  去到一間別人的教會裡面
[00:03:01.720 --> 00:03:03.600]  大家彼此介紹了之後
[00:03:03.600 --> 00:03:05.200]  就派了一張新朋友的紙
[00:03:05.200 --> 00:03:06.720]  大家拿著看一看
[00:03:06.720 --> 00:03:09.080]  然後組長就說開始禱告了
[00:03:09.080 --> 00:03:10.360]  我們就圍圈
[00:03:10.360 --> 00:03:11.640]  大家坐在那裡
[00:03:11.640 --> 00:03:13.840]  一個一個開口去禱告
[00:03:13.840 --> 00:03:16.800]  那一次的祈禱會給我這麼深刻的印象
[00:03:16.800 --> 00:03:18.280]  因為那一次的祈禱會
[00:03:18.280 --> 00:03:22.240]  是比我一般所經歷的特別長的
[00:03:22.240 --> 00:03:23.120]  為什麼呢?
[00:03:23.120 --> 00:03:27.520]  因為那一次見證的嘉賓說了很久
[00:03:27.520 --> 00:03:30.880]  而那個講員也說了一個訊息
[00:03:30.880 --> 00:03:31.760]  很長
[00:03:31.760 --> 00:03:33.720]  於是我們一群弟兄姐妹
[00:03:33.720 --> 00:03:35.200]  在祈禱室裡面
[00:03:35.200 --> 00:03:37.320]  初時就是這樣祈禱的
[00:03:37.320 --> 00:03:39.080]  大家坐在那裡祈禱
[00:03:39.080 --> 00:03:40.040]  期間期間
[00:03:40.040 --> 00:03:41.960]  慢慢越弄越低
[00:03:41.960 --> 00:03:43.000]  越弄越低
[00:03:43.000 --> 00:03:46.440]  我很記得我已經趴在我的大腿上了
[00:03:46.440 --> 00:03:49.080]  不要緊,總之開口就可以了
[00:03:49.080 --> 00:03:50.520]  一圈又一圈
[00:03:50.520 --> 00:03:52.040]  圍著手頭上
[00:03:52.040 --> 00:03:54.480]  其實那群弟兄姐妹
[00:03:54.480 --> 00:03:55.200]  那群朋友
[00:03:55.200 --> 00:03:56.560]  其實我是不相識的
[00:03:56.560 --> 00:03:58.120]  但是禱告裡面
[00:03:58.120 --> 00:04:00.720]  一直圍著整個的報道會
[00:04:00.720 --> 00:04:02.280]  圍著講員的訊息
[00:04:02.280 --> 00:04:04.680]  圍著見證嘉賓的經歷
[00:04:04.680 --> 00:04:07.880]  圍著新朋友有機會聽到福音
[00:04:07.880 --> 00:04:10.360]  或者圍著一些初信主的朋友
[00:04:10.360 --> 00:04:14.280]  他們能夠再一次去兼顧他們的信心去禱告
[00:04:14.280 --> 00:04:15.600]  很不容易
[00:04:15.600 --> 00:04:20.480]  終於聽到講員叫呼召的聲音
[00:04:20.480 --> 00:04:23.480]  最後一個禱告也完結了
[00:04:23.480 --> 00:04:25.960]  接著我們就起來看一看
[00:04:25.960 --> 00:04:28.800]  哇,一個多小時
[00:04:28.800 --> 00:04:30.480]  其實在當中裡面
[00:04:30.480 --> 00:04:33.360]  真的有很多學習的
[00:04:33.360 --> 00:04:35.240]  如果你能夠拿著一張紙
[00:04:35.240 --> 00:04:39.200]  重複又重複地去禱告一個這麼長的時間
[00:04:39.200 --> 00:04:41.840]  真的所有你平時學過的
[00:04:41.840 --> 00:04:42.800]  聽過的
[00:04:42.800 --> 00:04:44.080]  記得的經文
[00:04:44.080 --> 00:04:48.480]  幾乎全部都講出來了
[00:04:48.480 --> 00:04:51.320]  其他弟兄姊妹平時禱告的習慣
[00:04:51.320 --> 00:04:52.440]  是怎樣禱告呢?
[00:04:52.440 --> 00:04:53.560]  哇,真的有很多學習
[00:04:53.560 --> 00:04:56.680]  十幾個人一次過好像一個密集課程
[00:04:56.680 --> 00:04:59.120]  禱告密集課程
[00:04:59.120 --> 00:05:00.880]  起來看一看大家
[00:05:00.880 --> 00:05:04.680]  真的好像打過一場仗一樣
[00:05:04.680 --> 00:05:06.320]  但是在當中裡面真的很開心
[00:05:06.320 --> 00:05:07.080]  很感恩
[00:05:07.080 --> 00:05:08.880]  為什麼呢?
[00:05:08.880 --> 00:05:11.720]  你圍著一群你不相識的人
[00:05:11.720 --> 00:05:13.560]  你去禱告
[00:05:13.560 --> 00:05:15.000]  與神同工
[00:05:15.000 --> 00:05:18.600]  一起去經歷上帝
[00:05:18.600 --> 00:05:21.040]  在當中裡面自己的學習
[00:05:21.040 --> 00:05:24.880]  真的操練到自己對人那份的愛心
[00:05:24.880 --> 00:05:26.840]  那份的關心
[00:05:26.840 --> 00:05:28.160]  是一個很好的學習
[00:05:28.160 --> 00:05:28.680]  很好的經驗
[00:05:28.680 --> 00:05:30.280]  在祈禱裡面
[00:05:30.280 --> 00:05:31.440]  原來可以
[00:05:31.440 --> 00:05:33.200]  這麼多東西可以學到
[00:05:33.200 --> 00:05:36.000]  原來可以這麼豐富
[00:05:36.000 --> 00:05:40.280]  以佛所書來到第三章尾了今天
[00:05:40.280 --> 00:05:43.560]  當中裡面告訴我們
[00:05:43.560 --> 00:05:44.960]  兩下合而為一
[00:05:44.960 --> 00:05:46.640]  這是我們經常聽到的訊息
[00:05:46.640 --> 00:05:47.640]  猶太人
[00:05:47.640 --> 00:05:48.960]  外邦人
[00:05:48.960 --> 00:05:50.440]  在基督裡面
[00:05:50.440 --> 00:05:52.200]  能夠合而為一
[00:05:52.200 --> 00:05:54.360]  建立了基督的身體
[00:05:54.360 --> 00:05:56.800]  這個教會
[00:05:56.800 --> 00:05:58.600]  第三章一開始
[00:05:58.600 --> 00:05:59.240]  第一節
