
[00:00:00.000 --> 00:00:06.160]  你不同你覺得是應該走在一起的人
[00:00:06.160 --> 00:00:10.160]  是成為夫婦 廝守終生的時候
[00:00:10.160 --> 00:00:11.680]  你會怎樣?
[00:00:11.680 --> 00:00:17.120]  我想如果師母嫁給別人的話
[00:00:17.120 --> 00:00:18.880]  我會很痛苦
[00:00:18.880 --> 00:00:25.520]  我會覺得這個人是我才能保護他
[00:00:25.520 --> 00:00:28.720]  為甚麼在別人的屋簷下
[00:00:28.720 --> 00:00:31.600]  如果你有這種痛
[00:00:31.600 --> 00:00:35.120]  就是說那個人是神安排給你的
[00:00:35.120 --> 00:00:40.240]  又或者如果我跟另一個人結合
[00:00:40.240 --> 00:00:43.920]  我很難想像在我生命裏
[00:00:43.920 --> 00:00:48.160]  要將這個人從我記憶當中拆去
[00:00:48.160 --> 00:00:50.640]  在這種回憶裏
[00:00:50.640 --> 00:00:52.720]  當然還有很多因素
[00:00:52.720 --> 00:00:55.200]  祈禱 尋求神的旨意
[00:00:55.200 --> 00:00:58.000]  大家人生的目標共同
[00:00:58.000 --> 00:01:01.040]  性格互相配合等等
[00:01:01.040 --> 00:01:02.800]  但我剛才就是說
[00:01:02.800 --> 00:01:07.920]  如果你不跟這個人成為夫妻的話
[00:01:07.920 --> 00:01:11.280]  你會覺得在你記憶裏無法拆去
[00:01:11.280 --> 00:01:14.480]  同時你亦不能忍受
[00:01:14.480 --> 00:01:17.360]  這個人不是在你的保護下
[00:01:17.360 --> 00:01:19.360]  這個人就是你了
[00:01:19.360 --> 00:01:24.880]  就是神所撮合 人不能分
[00:01:24.880 --> 00:01:26.800]  聖經裏面說到
[00:01:26.800 --> 00:01:30.640]  「必成全關乎我的事」
[00:01:30.640 --> 00:01:33.520]  「你的慈愛永遠長存」
[00:01:33.520 --> 00:01:38.080]  「求你不要離棄你所做的」
[00:01:38.080 --> 00:01:43.120]  這個人在我們生命裏面
[00:01:43.120 --> 00:01:45.520]  所有的事他都負責
[00:01:45.520 --> 00:01:48.000]  他為我們丈量的地
[00:01:48.000 --> 00:01:50.240]  坐落在街尾之處
[00:01:50.240 --> 00:01:52.240]  沒有一樣的好處
[00:01:52.240 --> 00:01:54.240]  你留下不給我
[00:01:54.240 --> 00:01:57.040]  大家看秩序表都看到我
[00:01:57.040 --> 00:01:59.040]  最近的小女兒結婚的時候
[00:01:59.040 --> 00:02:02.960]  我那篇勉勵的信息
[00:02:02.960 --> 00:02:05.920]  我覺得我兩個女兒都頗崇拜我
[00:02:05.920 --> 00:02:09.360]  當然我都很疼我兩個女兒
[00:02:09.360 --> 00:02:14.560]  她們兩個跟我溝通
[00:02:14.560 --> 00:02:19.360]  比她跟她媽咪 師母溝通
[00:02:19.360 --> 00:02:23.680]  我覺得溝通得深入好很多
[00:02:23.680 --> 00:02:26.240]  因為師母有時候溝通會情緒化
[00:02:26.240 --> 00:02:29.840]  我就會比較冷靜跟她們分析
[00:02:29.840 --> 00:02:32.960]  無論她讀書選學校
[00:02:32.960 --> 00:02:34.960]  選朋友
[00:02:34.960 --> 00:02:37.680]  或者她做功課選甚麼題目
[00:02:37.680 --> 00:02:40.640]  去哪間學校 讀甚麼學位
[00:02:40.640 --> 00:02:45.040]  我都會跟她比較全面的分析
[00:02:45.040 --> 00:02:48.800]  因此她覺得爸爸很聰明
[00:02:48.800 --> 00:02:50.800]  你講完資料給爸爸聽
[00:02:50.800 --> 00:02:52.560]  爸爸會幫你整理
[00:02:52.560 --> 00:02:54.560]  你不用怎麼想
[00:02:54.560 --> 00:02:58.720]  我經常都很擔心
[00:02:58.720 --> 00:03:00.720]  但是又很矛盾
[00:03:00.720 --> 00:03:05.600]  她太過崇拜父親
[00:03:05.600 --> 00:03:07.600]  以至她選丈夫的時候
[00:03:07.600 --> 00:03:11.040]  一定要選一個性格像
[00:03:11.040 --> 00:03:13.680]  但是神做人很不同
[00:03:13.680 --> 00:03:18.480]  我都說神做你爸爸是適合你媽咪
[00:03:18.480 --> 00:03:20.480]  未必適合你們
[00:03:20.480 --> 00:03:24.320]  當然做爸爸如果女婿像我那麼好
[00:03:24.320 --> 00:03:25.840]  那麼盡責
[00:03:25.840 --> 00:03:27.840]  那麼能夠顧家
[00:03:27.840 --> 00:03:30.880]  那麼能夠做一個男性
[00:03:30.880 --> 00:03:32.880]  保護家庭就好
[00:03:32.880 --> 00:03:38.160]  但是神的想法超乎人所想所求
[00:03:38.160 --> 00:03:41.280]  我們這種想法都是局限了神
[00:03:41.280 --> 00:03:43.280]  神有時候安排一些事情
[00:03:43.280 --> 00:03:47.360]  是要兩夫婦一同去經歷
[00:03:47.360 --> 00:03:50.160]  和操練去學習
[00:03:50.160 --> 00:03:53.760]  那個生命才豐富和有的
[00:03:53.760 --> 00:03:57.200]  我回看我自己年輕的時候
[00:03:57.200 --> 00:04:00.560]  在團契裡面生活
[00:04:00.560 --> 00:04:04.320]  看到很多人的婚姻
[00:04:04.320 --> 00:04:06.320]  你以為是天作之合
[00:04:06.320 --> 00:04:08.320]  但是不是
[00:04:08.320 --> 00:04:10.320]  最後出問題
[00:04:10.320 --> 00:04:12.320]  我記得我也講過一兩個故事
[00:04:12.320 --> 00:04:14.320]  在團契裡面
[00:04:14.320 --> 00:04:16.320]  有一個帥哥帥女
[00:04:16.320 --> 00:04:18.320]  兩個都有錢
[00:04:18.320 --> 00:04:20.320]  有一個不是那麼帥
[00:04:20.320 --> 00:04:22.320]  不是那麼漂亮
[00:04:22.320 --> 00:04:24.320]  兩個都不是很有錢
[00:04:24.320 --> 00:04:26.320]  本來呢
[00:04:26.320 --> 00:04:28.320]  木門對木門
[00:04:28.320 --> 00:04:30.320]  竹戶對竹戶就很適合
[00:04:30.320 --> 00:04:32.320]  誰不知呢
[00:04:32.320 --> 00:04:34.320]  大家鬧翻了
[00:04:34.320 --> 00:04:36.320]  那個有錢的帥哥
[00:04:36.320 --> 00:04:38.320]  就去約那個不是很有錢
[00:04:38.320 --> 00:04:40.320]  又不是很漂亮的女孩
[00:04:40.320 --> 00:04:42.320]  那個有錢漂亮的女孩
[00:04:42.320 --> 00:04:44.320]  她說你做初一
[00:04:44.320 --> 00:04:46.320]  我做十五
[00:04:46.320 --> 00:04:48.320]  就去主動找那個
[00:04:48.320 --> 00:04:50.320]  不是很漂亮不是很有錢的男孩
[00:04:50.320 --> 00:04:52.320]  就弄嫁成真
[00:04:52.320 --> 00:04:54.320]  那個
[00:04:54.320 --> 00:04:56.320]  那個
[00:04:56.320 --> 00:04:58.320]  那個女孩
[00:04:58.320 --> 00:05:00.320]  嫁到有錢
[00:05:00.320 --> 00:05:02.320]  和漂亮的人
[00:05:02.320 --> 00:05:04.320]  覺得嘩我今天飛上枝頭
[00:05:04.320 --> 00:05:06.320]  作鳳凰
[00:05:06.320 --> 00:05:08.320]  十年後
[00:05:08.320 --> 00:05:10.320]  兩段婚姻出現了
[00:05:10.320 --> 00:05:12.320]  不同的結果
[00:05:12.320 --> 00:05:14.320]  那個有錢男孩
[00:05:14.320 --> 00:05:16.320]  娶了一個
[00:05:16.320 --> 00:05:18.320]  很普通的女孩
[00:05:18.320 --> 00:05:20.320]  他覺得我好像
[00:05:20.320 --> 00:05:22.320]  斯恩與利一樣
[00:05:22.320 --> 00:05:24.320]  他不尊重太太
[00:05:24.320 --> 00:05:26.320]  也不尊重這個婚姻
[00:05:26.320 --> 00:05:28.320]  也不顧家
[00:05:28.320 --> 00:05:30.320]  遊手好閒
[00:05:30.320 --> 00:05:32.320]  慢慢他的生意
[00:05:32.320 --> 00:05:34.320]  和事業
[00:05:34.320 --> 00:05:36.320]  就遇到困難
[00:05:36.320 --> 00:05:38.320]  幾乎所有錢都沒有了
[00:05:38.320 --> 00:05:40.320]  染了一身病
[00:05:40.320 --> 00:05:42.320]  後來病死了
[00:05:42.320 --> 00:05:44.320]  換言之
[00:05:44.320 --> 00:05:46.320]  他十年前以為
[00:05:46.320 --> 00:05:48.320]  嫁入豪門的人
[00:05:48.320 --> 00:05:50.320]  突然之間
[00:05:50.320 --> 00:05:52.320]  丈夫也沒有
[00:05:52.320 --> 00:05:54.320]  家裡也沒有
[00:05:54.320 --> 00:05:56.320]  生活經濟也困難
[00:05:56.320 --> 00:05:58.320]  那個不是很漂亮的男孩
[00:05:58.320 --> 00:06:00.320]  竟然有一個
[00:06:00.320 --> 00:06:02.320]  又有錢又漂亮的女孩
[00:06:02.320 --> 00:06:04.320]  垂青於我
[00:06:04.320 --> 00:06:06.320]  真是很好
[00:06:06.320 --> 00:06:08.320]  既然覺得
[00:06:08.320 --> 00:06:10.320]  自己配不上
[00:06:10.320 --> 00:06:12.320]  親愛的太太
[00:06:12.320 --> 00:06:14.320]  發憤圖強
[00:06:14.320 --> 00:06:16.320]  男人很有趣
[00:06:16.320 --> 00:06:18.320]  從年輕到中年
[00:06:18.320 --> 00:06:20.320]  潤潤的
[00:06:20.320 --> 00:06:22.320]  很有趣
[00:06:22.320 --> 00:06:24.320]  那個時候
[00:06:24.320 --> 00:06:26.320]  他很發憤去做
[00:06:26.320 --> 00:06:28.320]  事業有成
[00:06:28.320 --> 00:06:30.320]  顧家又愛太太
[00:06:30.320 --> 00:06:32.320]  那個很漂亮的太太
[00:06:32.320 --> 00:06:34.320]  十年後
[00:06:34.320 --> 00:06:36.320]  差不多七七八八
[00:06:36.320 --> 00:06:38.320]  靠
[00:06:38.320 --> 00:06:40.320]  靠本錢
[00:06:40.320 --> 00:06:42.320]  那些知識都沒有了
[00:06:42.320 --> 00:06:44.320]  女性來到中年又有
[00:06:44.320 --> 00:06:46.320]  變化 平衡了
[00:06:46.320 --> 00:06:48.320]  所以我說這個
[00:06:48.320 --> 00:06:50.320]  我真是
[00:06:50.320 --> 00:06:52.320]  目睹的一些事例
[00:06:52.320 --> 00:06:54.320]  我經常說
[00:06:54.320 --> 00:06:56.320]  你不要覺得
[00:06:56.320 --> 00:06:58.320]  你今天錯過的一些東西
[00:06:58.320 --> 00:07:00.320]  或者你過往曾經錯過
[00:07:00.320 --> 00:07:02.320]  是錯過
[00:07:02.320 --> 00:07:04.320]  你不知道的
[00:07:04.320 --> 00:07:06.320]  你要看長遠一點的人生
[00:07:06.320 --> 00:07:08.320]  看那條路
[00:07:08.320 --> 00:07:10.320]  看遠一點 闊一點
[00:07:10.320 --> 00:07:12.320]  你才知道 明白到
[00:07:12.320 --> 00:07:14.320]  上帝的美意本是如此
[00:07:14.320 --> 00:07:16.320]  還有
[00:07:16.320 --> 00:07:18.320]  很可能 那條肋骨
[00:07:18.320 --> 00:07:20.320]  真的適合你
[00:07:20.320 --> 00:07:22.320]  是不適合第二個
[00:07:22.320 --> 00:07:24.320]  雖然頂心頂肺 都要頂下去
