
[00:00:00.000 --> 00:00:02.000]  請你同心禱告
[00:00:02.000 --> 00:00:04.520]  天父我們為了香港禱告
[00:00:04.520 --> 00:00:06.320]  為了我們一切的學習
[00:00:06.320 --> 00:00:07.680]  禱告求尊你保守
[00:00:07.680 --> 00:00:09.680]  叫我們一切的學習
[00:00:09.680 --> 00:00:11.240]  無論在什麼時間
[00:00:11.240 --> 00:00:14.160]  我們仰望你尊你為大
[00:00:14.160 --> 00:00:16.680]  求你的聖靈幫助我們
[00:00:16.680 --> 00:00:18.320]  明白你自己的話語
[00:00:18.320 --> 00:00:20.920]  我們這樣祈禱奉主耶穌基督的名
[00:00:20.920 --> 00:00:22.920]  阿們
[00:00:22.920 --> 00:00:25.320]  英國有位牧師叫John Shaw
[00:00:25.320 --> 00:00:28.160]  相信大家都聽過斯托德
[00:00:28.160 --> 00:00:34.000]  他已經到達天父那裡
[00:00:34.000 --> 00:00:37.680]  他有一次經歷到過一間教會
[00:00:37.680 --> 00:00:39.680]  去港島
[00:00:39.680 --> 00:00:43.480]  當時的牧師剛剛放假不在那裡
[00:00:43.480 --> 00:00:47.240]  有些長輩帶領禱告
[00:00:47.240 --> 00:00:49.960]  禱告裡面說到
[00:00:49.960 --> 00:00:52.320]  求天父幫助這位牧師
[00:00:52.320 --> 00:00:54.320]  好好地旅行
[00:00:54.320 --> 00:00:56.880]  能夠有個好的假期
[00:00:56.880 --> 00:01:01.360]  另外為兩位姐妹康復禱告
[00:01:01.360 --> 00:01:04.560]  斯托德聽到這個禱告
[00:01:04.560 --> 00:01:06.560]  覺得有點不太好受
[00:01:06.560 --> 00:01:08.560]  因為原因是
[00:01:08.560 --> 00:01:11.800]  為牧師禱告為弟兄姐妹禱告
[00:01:11.800 --> 00:01:13.800]  是沒有問題的
[00:01:13.800 --> 00:01:16.280]  但範圍很窄
[00:01:16.280 --> 00:01:18.280]  是一個很小的範圍
[00:01:18.280 --> 00:01:22.280]  還有那個禱文不夠半分鐘就完了
[00:01:22.280 --> 00:01:24.840]  他就覺得這個教會
[00:01:24.840 --> 00:01:26.840]  好像他們所敬拜的神
[00:01:26.840 --> 00:01:28.840]  是一個很小的村落裡面
[00:01:28.840 --> 00:01:30.840]  一個小的神
[00:01:30.840 --> 00:01:32.840]  很小的
[00:01:32.840 --> 00:01:34.840]  當然我們知道神是天地萬物的主宰
[00:01:34.840 --> 00:01:38.840]  祂所有的天地萬物都是祂
[00:01:38.840 --> 00:01:40.840]  我們的眼界不會那麼小
[00:01:40.840 --> 00:01:42.840]  所以有時我們都會問
[00:01:42.840 --> 00:01:46.840]  我們的眼界會不會很窄呢
[00:01:46.840 --> 00:01:48.840]  我們信了耶穌都很開心
[00:01:48.840 --> 00:01:50.840]  我們有弟兄姐妹
[00:01:50.840 --> 00:01:52.840]  一同學習聖經 我們有成長
[00:01:52.840 --> 00:01:54.840]  但有時我們忽略了
[00:01:54.840 --> 00:01:56.840]  世人的需要
[00:01:56.840 --> 00:01:58.840]  世界的需要 福音的需要
[00:01:58.840 --> 00:02:00.840]  以致我們的禱告都很狹窄
[00:02:00.840 --> 00:02:02.840]  耶穌基督主禱文裡面
[00:02:02.840 --> 00:02:04.840]  第一件事叫我們
[00:02:04.840 --> 00:02:06.840]  我們在天上的父
[00:02:06.840 --> 00:02:08.840]  以人都尊你的名為聖
[00:02:08.840 --> 00:02:10.840]  第一件事就是
[00:02:10.840 --> 00:02:12.840]  希望所有的人都能夠
[00:02:12.840 --> 00:02:14.840]  認識神 尊敬神
[00:02:14.840 --> 00:02:16.840]  以致有一個敬畏的心
[00:02:16.840 --> 00:02:18.840]  對著這位主宰
[00:02:18.840 --> 00:02:20.840]  所以我們今天
[00:02:20.840 --> 00:02:22.840]  我們看這段經文
[00:02:22.840 --> 00:02:24.840]  都很值得我們為人人去代禱
[00:02:24.840 --> 00:02:26.840]  特別是為政府代禱
[00:02:26.840 --> 00:02:30.840]  我們在今天的時局裡面
[00:02:30.840 --> 00:02:32.840]  我們要好好地將我們
[00:02:32.840 --> 00:02:34.840]  聆聽神的話語
[00:02:34.840 --> 00:02:36.840]  我們一起學習
[00:02:36.840 --> 00:02:38.840]  在這段經文之前
[00:02:38.840 --> 00:02:40.840]  我們知道提摩大全書
[00:02:40.840 --> 00:02:42.840]  講到一些假教師
[00:02:42.840 --> 00:02:44.840]  然後這些假教師
[00:02:44.840 --> 00:02:46.840]  覺得要做些什麼
[00:02:46.840 --> 00:02:48.840]  守這些律法
[00:02:48.840 --> 00:02:50.840]  以致得到神的恩典
[00:02:50.840 --> 00:02:52.840]  但本來就說不是
[00:02:52.840 --> 00:02:54.840]  剛剛相反
[00:02:54.840 --> 00:02:56.840]  我們只是一些這樣的人
[00:02:56.840 --> 00:02:58.840]  什麼都做不到
[00:02:58.840 --> 00:03:00.840]  是憑信 以致我們生命得到轉化
[00:03:00.840 --> 00:03:02.840]  真正的敬虔 是有很純正的福音
[00:03:02.840 --> 00:03:04.840]  以致第二章就講到
[00:03:04.840 --> 00:03:06.840]  我們實踐這個福音的時候
[00:03:06.840 --> 00:03:08.840]  是很重要的
[00:03:08.840 --> 00:03:10.840]  但是首要的就是禱告
[00:03:10.840 --> 00:03:12.840]  所以我們看這段經文
[00:03:12.840 --> 00:03:14.840]  教會
[00:03:14.840 --> 00:03:16.840]  我很感恩
[00:03:16.840 --> 00:03:18.840]  在四月份開始
[00:03:18.840 --> 00:03:20.840]  我們有收衫的祈禱會
[00:03:20.840 --> 00:03:22.840]  我看到很多弟兄姊妹
[00:03:22.840 --> 00:03:24.840]  看重禱告
[00:03:24.840 --> 00:03:26.840]  這是我非常感恩的事情
