
[00:00:00.000 --> 00:00:03.060]  主人祢的恩典是何等奇妙
[00:00:03.060 --> 00:00:06.340]  在沒有指望的人當中
[00:00:06.340 --> 00:00:08.740]  亦都能夠有盼望
[00:00:08.740 --> 00:00:11.500]  在困難的裏面
[00:00:11.500 --> 00:00:13.800]  亦都讓我們見到有出路
[00:00:13.800 --> 00:00:17.100]  甚至乎是有光明的前途
[00:00:17.100 --> 00:00:19.840]  主人求祢讓我們有信心
[00:00:19.840 --> 00:00:22.620]  亦都讓我們有堅定
[00:00:22.620 --> 00:00:24.300]  來跟從祢的心
[00:00:24.300 --> 00:00:27.340]  也讓我們在祢面前所作的一切
[00:00:27.340 --> 00:00:28.740]  蒙祢自己的月亮
[00:00:28.900 --> 00:00:30.880]  祈願僕人口中的言語
[00:00:30.880 --> 00:00:33.060]  靈子妹的心思意念
[00:00:33.060 --> 00:00:34.580]  夢聖靈的啟迪
[00:00:34.580 --> 00:00:35.600]  夢主的熱吶
[00:00:35.600 --> 00:00:37.880]  禱告藉主耶穌基督的聖名而求
[00:00:37.880 --> 00:00:38.880]  阿門
[00:00:38.880 --> 00:00:45.420]  當講到侍奉的時候
[00:00:45.420 --> 00:00:48.420]  我相信很多靈子妹都會想到
[00:00:48.420 --> 00:00:52.040]  在教會當中有不同的崗位
[00:00:52.040 --> 00:00:55.120]  譬如單以一個主日崇拜為例
[00:00:55.120 --> 00:00:57.440]  由大家一返到進來
[00:00:57.440 --> 00:01:00.520]  有機會得到弟兄姊妹的接待
[00:01:00.520 --> 00:01:03.180]  你接到手上一份的周刊
[00:01:03.180 --> 00:01:05.360]  提你拿本聖經
[00:01:05.360 --> 00:01:08.760]  到你在這裏參與的一切
[00:01:08.760 --> 00:01:12.160]  都會有崇拜的主禮、商禮
[00:01:12.160 --> 00:01:14.980]  有小朋友來獻唱詩歌等等
[00:01:14.980 --> 00:01:18.060]  這些全部都是侍奉的位置
[00:01:18.060 --> 00:01:21.760]  而這些侍奉亦都在教會裏面相當重要
[00:01:21.760 --> 00:01:25.180]  因為每一個部份來配合
[00:01:25.180 --> 00:01:27.280]  大家可以想像一下
[00:01:27.520 --> 00:01:29.520]  譬如這個時間
[00:01:29.520 --> 00:01:33.700]  剛才有一群幼稚園和小學的小朋友坐在這裏
[00:01:33.700 --> 00:01:36.620]  如果他們由頭坐到尾和我們一起
[00:01:36.620 --> 00:01:38.900]  你猜這個情景會是怎樣呢?
[00:01:38.900 --> 00:01:43.660]  我相信大家可能會被他們的聊天、玩耍
[00:01:43.660 --> 00:01:44.820]  還有一件事
[00:01:44.820 --> 00:01:45.720]  坐在這裏這麼久
[00:01:45.720 --> 00:01:47.840]  當然是你打我,我打你
[00:01:47.840 --> 00:01:50.460]  就會覺得可能是一種騷擾
[00:01:50.460 --> 00:01:53.880]  但是因為有一群導師
[00:01:53.880 --> 00:01:57.520]  他們來擺上很多心機和時間
[00:01:57.520 --> 00:01:59.400]  在樓上的課室
[00:01:59.400 --> 00:02:01.400]  和這群小朋友同住一學
[00:02:01.400 --> 00:02:03.880]  所以家長很放心
[00:02:03.880 --> 00:02:08.080]  我們就在這裏做其他成年的弟兄姊妹
[00:02:08.080 --> 00:02:09.620]  一起去敬拜上帝
[00:02:09.620 --> 00:02:12.720]  所以這些侍奉彼此的配合
[00:02:12.720 --> 00:02:14.960]  都是相當有意思的
[00:02:14.960 --> 00:02:20.180]  亦都有一些侍奉的崗位讓我們看見
[00:02:20.180 --> 00:02:23.460]  不是說我想做一下就馬上可以做
[00:02:23.460 --> 00:02:27.880]  有些是需要一定的訓練和準備
[00:02:27.880 --> 00:02:31.480]  然後就可以升任在崗位的上面
[00:02:31.480 --> 00:02:33.480]  譬如有些小朋友
[00:02:33.480 --> 00:02:36.760]  有很充沛的活力
[00:02:36.760 --> 00:02:39.600]  所以有些人一見到小朋友就頭痛了
[00:02:39.600 --> 00:02:41.600]  不知道怎樣去幫他們
[00:02:41.600 --> 00:02:46.480]  所以有些弟兄姊妹需要受一定的訓練
[00:02:46.480 --> 00:02:50.240]  或者亦都有興趣、恩賜
[00:02:50.240 --> 00:02:53.180]  他們就可以在崗位裏面去參與
[00:02:53.680 --> 00:02:55.880]  或者大家更加會看到
[00:02:55.880 --> 00:02:58.400]  擔任詩琴的侍奉
[00:02:58.400 --> 00:03:01.360]  肯定不會是今天早上回來
[00:03:01.360 --> 00:03:02.960]  看一看唱哪首歌
[00:03:02.960 --> 00:03:04.960]  過來就可以馬上彈奏
[00:03:04.960 --> 00:03:08.720]  詩琴都需要預先準備
[00:03:08.720 --> 00:03:11.760]  當大家未接到周刊之前
[00:03:11.760 --> 00:03:14.200]  在前幾天
[00:03:14.200 --> 00:03:17.280]  最少也起碼前一兩天
[00:03:17.280 --> 00:03:19.640]  詩琴就要開始練習
[00:03:19.640 --> 00:03:21.840]  以致在崇拜裏面
[00:03:21.840 --> 00:03:23.520]  唱哪首歌
[00:03:23.520 --> 00:03:25.720]  來做好準備
[00:03:25.720 --> 00:03:30.160]  跟我們一起有機會去敬拜上帝
[00:03:30.160 --> 00:03:36.080]  在這些侍奉的準備和工作上
[00:03:36.080 --> 00:03:39.200]  就是一些侍奉的基本功
[00:03:39.200 --> 00:03:42.720]  我今天想跟大家分享的基本功
[00:03:42.720 --> 00:03:47.120]  不單止是這些裝備和練習等等
[00:03:47.120 --> 00:03:49.840]  更加是有一個場景
[00:03:49.840 --> 00:03:51.360]  有一個地方
[00:03:51.360 --> 00:03:53.800]  是好好去準備我們
[00:03:53.800 --> 00:03:57.720]  擔任在教會裏面不同侍奉的崗位
[00:03:57.720 --> 00:04:00.840]  這個地方就是我們的家
[00:04:00.840 --> 00:04:04.240]  我們的家是一個很重要的地方
[00:04:04.240 --> 00:04:08.120]  來準備我們如何投入
[00:04:08.120 --> 00:04:11.960]  或者委身在教會裏面不同的侍奉
[00:04:11.960 --> 00:04:13.880]  為何我會這樣說呢?
[00:04:13.880 --> 00:04:17.320]  因為我們看到整本聖經
[00:04:17.320 --> 00:04:19.760]  給我們一個很重要的訊息
[00:04:19.760 --> 00:04:23.080]  一個人被上帝呼召
[00:04:23.080 --> 00:04:26.800]  揀選、拯救和使用
[00:04:26.800 --> 00:04:29.800]  其實都離不開他的家庭
[00:04:29.800 --> 00:04:33.080]  我們從舊約開始看看
[00:04:33.080 --> 00:04:36.840]  阿伯拉罕、以撒、雅各
[00:04:36.840 --> 00:04:40.720]  他們都是被上帝呼召的人
[00:04:40.720 --> 00:04:43.360]  被上帝使用的人
[00:04:43.360 --> 00:04:46.600]  但上帝不只是單單看他一個
[00:04:46.600 --> 00:04:49.120]  是看到他整個家庭
[00:04:49.120 --> 00:04:54.120]  甚至乎變成整個的家族、民族、國家
[00:04:54.120 --> 00:04:57.480]  不只是他一個人這麼簡單
[00:04:57.480 --> 00:04:59.520]  接著我們一直看下去
[00:04:59.520 --> 00:05:00.680]  去到新約
[00:05:00.680 --> 00:05:04.160]  我們看到保羅在監獄裏面
[00:05:04.160 --> 00:05:07.320]  帶領了玉卒來信主
[00:05:07.320 --> 00:05:10.400]  又不單止這個玉卒來信主
[00:05:10.400 --> 00:05:17.080]  這個玉卒更加是整個家庭都歸向主
[00:05:17.080 --> 00:05:20.160]  甚至乎去到初期教會的建立
[00:05:20.160 --> 00:05:22.080]  我們看到教會需要
[00:05:22.080 --> 00:05:24.800]  因為組織一路一路龐大
[00:05:24.800 --> 00:05:27.920]  要選立一些人成為教會的監督
[00:05:27.920 --> 00:05:30.200]  這些教會的監督就好像今天
[00:05:30.200 --> 00:05:35.600]  有些教會組織裏面可能是主教的位置
[00:05:35.600 --> 00:05:38.840]  一個這麼重要的位置的人
[00:05:38.840 --> 00:05:41.640]  聖經所說對你的要求是甚麼呢?
[00:05:41.640 --> 00:05:44.280]  不單止是他有個人的能力
[00:05:44.280 --> 00:05:46.680]  或者對神有信心
[00:05:46.680 --> 00:05:48.400]  做監督有一個要求
[00:05:48.400 --> 00:05:52.560]  就是究竟他自己的家庭生活的狀況是怎樣
[00:05:52.560 --> 00:05:55.880]  他有沒有好好來管理自己的家
[00:05:55.880 --> 00:05:57.160]  能夠做得到
[00:05:57.160 --> 00:06:00.560]  才可以來照顧上帝的家
[00:06:00.560 --> 00:06:02.680]  讓我們看到一件事
[00:06:02.680 --> 00:06:06.000]  這一切不單止是個人有關
[00:06:06.000 --> 00:06:08.960]  是和他的家庭都有相當的關係
[00:06:08.960 --> 00:06:12.840]  亦都是上帝從他的家庭裏面的情況
[00:06:12.840 --> 00:06:18.120]  去考慮究竟這個人是否適合在教會當中
[00:06:18.120 --> 00:06:22.120]  來擔任一些重要的侍奉崗位
[00:06:22.120 --> 00:06:24.840]  究竟在家裏面
[00:06:24.840 --> 00:06:28.520]  如何鍛鍊這種侍奉的基本功
[00:06:28.520 --> 00:06:30.520]  應該怎樣去做呢?
[00:06:30.520 --> 00:06:33.640]  我今天跟大家去看這一段經文
[00:06:33.640 --> 00:06:37.600]  在《路德記》第一章第一到第十八節裏
[00:06:37.600 --> 00:06:41.720]  來思想一下
[00:06:41.720 --> 00:06:44.360]  這一段經文讓我們去認識
[00:06:44.360 --> 00:06:47.520]  一位在聖經裏面很重要的人物
[00:06:47.520 --> 00:06:50.720]  不過他不是經常被紀念的
[00:06:50.720 --> 00:06:53.120]  在他身上他所做的
[00:06:53.120 --> 00:06:56.800]  是有一個很深遠很深遠的影響
[00:06:56.800 --> 00:06:59.880]  這位人物叫做拿訛米
[00:06:59.880 --> 00:07:03.080]  大家不要以為我是說《路德記》的主角路德
[00:07:03.080 --> 00:07:05.840]  我是要說另外一個重要的人物
[00:07:05.840 --> 00:07:08.200]  就是拿訛米
[00:07:08.200 --> 00:07:13.720]  拿訛米這個人在聖經裏面怎樣來介紹他呢?
[00:07:13.720 --> 00:07:20.520]  他基本上就是路德第一任的丈夫的媽媽
[00:07:20.520 --> 00:07:22.280]  所以可以說
[00:07:22.280 --> 00:07:26.280]  路德和他是一個婆媳的關係
[00:07:26.280 --> 00:07:27.800]  在中國人來說
[00:07:27.800 --> 00:07:30.720]  婆媳的關係有時候也挺頭痛的
[00:07:30.720 --> 00:07:33.920]  而且可以造成很大的紛爭
[00:07:33.920 --> 00:07:35.760]  我記得很多時候
[00:07:35.760 --> 00:07:38.680]  我在一些年輕的弟兄姊妹
[00:07:38.680 --> 00:07:40.840]  他們準備結婚的時候
[00:07:40.840 --> 00:07:42.760]  要和他們做婚前輔導
[00:07:42.760 --> 00:07:44.200]  其中有一課
[00:07:44.200 --> 00:07:49.120]  我們會分享一下婚後適應的生活
[00:07:49.120 --> 00:07:51.920]  婚後適應生活其中一條
[00:07:51.920 --> 00:07:54.600]  就是講婆媳的關係
[00:07:54.600 --> 00:07:59.880]  我就和一些弟兄姊妹分享
[00:07:59.880 --> 00:08:02.400]  婆媳關係搞不好
[00:08:02.400 --> 00:08:04.840]  真的可以很大件事
[00:08:04.840 --> 00:08:07.040]  我就講一些新聞給他們聽
[00:08:07.040 --> 00:08:11.400]  曾經試過有些男士
[00:08:11.400 --> 00:08:14.120]  為什麼要走到自殺呢?
[00:08:14.120 --> 00:08:15.880]  就是因為媽媽又逼他
[00:08:15.880 --> 00:08:17.280]  太太又逼他
[00:08:17.280 --> 00:08:20.280]  結果搞到你們兩個都不用逼了
[00:08:20.280 --> 00:08:22.880]  我自己就了斷自己了
[00:08:22.880 --> 00:08:25.720]  這個當然是極端的例子
[00:08:25.720 --> 00:08:27.800]  但普遍的例子是什麼呢?
[00:08:27.800 --> 00:08:29.480]  就是一條經常都會
[00:08:29.480 --> 00:08:32.280]  丈夫被太太問的問題
[00:08:32.280 --> 00:08:34.920]  我跌下海了,你媽跌下海了
[00:08:34.920 --> 00:08:36.560]  你會先救誰呢?
[00:08:36.560 --> 00:08:37.680]  那個男人就說
[00:08:37.680 --> 00:08:39.400]  那我也跳下海了
[00:08:39.400 --> 00:08:43.240]  這是一個很大的難題
[00:08:43.240 --> 00:08:45.360]  但在路德記給我們看見
[00:08:45.360 --> 00:08:47.200]  是一個美麗的圖畫
[00:08:47.200 --> 00:08:48.960]  在婆媳關係裡面
[00:08:48.960 --> 00:08:52.760]  是另外一個給我們看到的情況
[00:08:52.760 --> 00:08:59.560]  因為在路德丈夫離世之後
[00:08:59.560 --> 00:09:06.200]  這個娜奧米不但失去了自己的丈夫
[00:09:06.200 --> 00:09:09.360]  先後失去了兩個孩子
[00:09:09.360 --> 00:09:10.800]  真的很淒涼
[00:09:10.800 --> 00:09:12.200]  全部都是寡婦
[00:09:12.200 --> 00:09:14.040]  還有三個都是寡婦
[00:09:14.040 --> 00:09:15.320]  在一起
